exon_id,n_samples,n_cpgs_tested,n_cpgs_selected,cv_method,rf_r2_cv,rf_r2_std,enet_r2_cv,enet_r2_std,enet_alpha,enet_l1_ratio,n_nonzero_coefs,best_r2_cv,best_model,species
FUN_022075_95868,39,5539274,100,5-fold,0.5451042410336743,0.302656128870304,0.7316178715074407,0.23357334084496192,0.3702650697351916,0.9,76,0.7316178715074407,ElasticNet,Apul
FUN_004291_19140,39,5539274,100,5-fold,0.6564539788075155,0.11240340544482505,0.6593179513899615,0.20516366273658748,3.216834894665186,0.5,91,0.6593179513899615,ElasticNet,Apul
FUN_016963_82085,39,5539274,100,5-fold,0.2657918105880302,0.7009038833012283,0.7119505862555311,0.19013742180469884,0.7234966434805111,0.5,94,0.7119505862555311,ElasticNet,Apul
FUN_032395_148100,39,5539274,100,5-fold,0.47321860446211267,0.24893662249884094,0.2647091205061905,0.5236665594380279,1.8159016984338106,0.7,90,0.47321860446211267,RF,Apul
FUN_010681_50601,39,5539274,100,5-fold,0.0016293075880683405,0.5657498660681834,0.14434131046274076,0.5624198844378245,0.37204529088748994,0.99,48,0.14434131046274076,ElasticNet,Apul
FUN_031268_141334,39,5539274,100,5-fold,0.37130311957429846,0.6068604369444901,0.48245740030979006,0.6692600803927773,2.063138983466079,0.5,96,0.48245740030979006,ElasticNet,Apul
FUN_029418_135793,39,5539274,100,5-fold,0.5952621274649702,0.18169007441775137,0.7080130528046209,0.11216756700237109,0.8479628384939601,0.5,99,0.7080130528046209,ElasticNet,Apul
FUN_000317_1292,39,5539274,100,5-fold,0.48179700096614686,0.1923415299252078,0.3996123815989403,0.33513712854363625,1.0666077053989131,0.99,45,0.48179700096614686,RF,Apul
FUN_008916_44021,39,5539274,100,5-fold,0.49582505642365327,0.2402374681475272,0.6827647065326531,0.153580216882078,0.7009774186675806,0.5,97,0.6827647065326531,ElasticNet,Apul
FUN_002660_13238,39,5539274,100,5-fold,0.04705618800461449,0.6526156963047486,0.2767744920129985,0.5420203304366042,6.464406277027316,0.1,100,0.2767744920129985,ElasticNet,Apul
FUN_038175_178927,39,5539274,100,5-fold,0.3643483021643333,0.5663390672306288,0.7056365756266055,0.22799827154252636,0.9936120923670505,0.5,97,0.7056365756266055,ElasticNet,Apul
FUN_025344_114649,39,5539274,100,5-fold,0.51453821611747,0.31172872901988413,0.6384391418445438,0.24089672962923697,3.530384239071218,0.1,100,0.6384391418445438,ElasticNet,Apul
FUN_038247_179573,39,5539274,100,5-fold,0.38566711260818254,0.42446916591610434,-0.7894489650459481,1.693236906500773,3.4820102361830076,0.1,99,0.38566711260818254,RF,Apul
