exon_id,n_samples,n_cpgs_tested,n_cpgs_selected,cv_method,rf_r2_cv,rf_r2_std,enet_r2_cv,enet_r2_std,enet_alpha,enet_l1_ratio,n_nonzero_coefs,best_r2_cv,best_model,species
gene-Peve_00024725_129239,37,3851023,100,5-fold,-2.5354083250075936,5.910535131071163,-2.203593430090473,5.233592876392298,2.3211074837103327,0.1,99,-2.203593430090473,ElasticNet,Peve
gene-Peve_00007613_40587,37,3851023,100,5-fold,-32.08535709219886,64.73032556760722,-16.35600972281259,33.04300882496833,2.6834511705431723,0.1,99,-16.35600972281259,ElasticNet,Peve
gene-Peve_00001440_7853,37,3851023,100,5-fold,-2.181074001680679,4.455014469361764,-0.009704517738329055,1.2450741851905813,4.943692337832891,0.1,93,-0.009704517738329055,ElasticNet,Peve
gene-Peve_00041292_215504,37,3851023,100,5-fold,-1.6194516866821367,3.88534166092963,-0.5788980282170852,2.03340509040846,3.240609870000765,0.7,77,-0.5788980282170852,ElasticNet,Peve
gene-Peve_00035307_183845,37,3851023,100,5-fold,0.5202654746479556,0.17173056141405968,0.7331127023314767,0.12795089751351502,2.082666896638078,0.1,99,0.7331127023314767,ElasticNet,Peve
gene-Peve_00035306_183837,37,3851023,100,5-fold,0.5446941355330355,0.14809170583144254,0.7768456649534901,0.12109545581020911,0.3658453347911721,0.5,92,0.7768456649534901,ElasticNet,Peve
gene-Peve_00043037_223654,37,3851023,100,5-fold,0.6246771904210118,0.2023315321388935,0.7312673262040269,0.1351778678403392,0.32055805981498,0.5,95,0.7312673262040269,ElasticNet,Peve
gene-Peve_00006446_34121,37,3851023,100,5-fold,0.6146966032084376,0.2699033062448357,0.7694608315799074,0.07938049287611262,1.4255284625683171,0.95,38,0.7694608315799074,ElasticNet,Peve
gene-Peve_00033827_176404,37,3851023,100,5-fold,0.2670704258793434,0.29277817487996083,0.5956458122031958,0.18257777115429635,2.553203309860985,0.1,97,0.5956458122031958,ElasticNet,Peve
gene-Peve_00002247_12460,37,3851023,100,5-fold,0.6499354831235713,0.13144238292555405,0.7213433511108305,0.10546624702942171,1.6512556126396833,0.95,45,0.7213433511108305,ElasticNet,Peve
gene-Peve_00037631_195562,37,3851023,100,5-fold,0.7136407893757781,0.10889995089621637,0.7555961923564916,0.10092332845845413,1.5386620562595785,0.1,100,0.7555961923564916,ElasticNet,Peve
gene-Peve_00038389_199407,37,3851023,100,5-fold,0.7234714865028342,0.13452755323503326,0.7964188195540389,0.0747724039583454,1.0032157240884945,0.5,83,0.7964188195540389,ElasticNet,Peve
gene-Peve_00040618_211763,37,3851023,100,5-fold,0.6962221381503045,0.22965796582200806,0.834668977780167,0.0810133463072856,0.29772907551223315,0.5,97,0.834668977780167,ElasticNet,Peve
gene-Peve_00034810_181312,37,3851023,100,5-fold,0.579237913362839,0.11479652031174241,0.48425154854895835,0.26573297574932025,4.634917103598165,0.1,99,0.579237913362839,RF,Peve
gene-Peve_00004180_22317,37,3851023,100,5-fold,0.6159498689832237,0.28059014115066494,0.8439782070861334,0.07421611545020859,0.41585577992753603,0.5,92,0.8439782070861334,ElasticNet,Peve
gene-Peve_00017152_90191,37,3851023,100,5-fold,0.5051652374113116,0.2927378547849584,0.6840871130219282,0.14485836566603305,0.2320559510487935,0.7,89,0.6840871130219282,ElasticNet,Peve
gene-Peve_00019177_100515,37,3851023,100,5-fold,-4.4177584274599955,5.646938389793585,-1.9153185545263387,2.6485190850093363,1.628995609339945,0.99,25,-1.9153185545263387,ElasticNet,Peve
gene-Peve_00036939_192158,37,3851023,100,5-fold,0.713119494557869,0.15580642498470734,0.75326582363067,0.15847048057160484,1.4621291408835524,0.1,99,0.75326582363067,ElasticNet,Peve
gene-Peve_00034244_178574,37,3851023,100,5-fold,0.5886915719433207,0.12964432021669922,0.7480508235015713,0.12088829271151065,0.5196824379915754,0.5,93,0.7480508235015713,ElasticNet,Peve
gene-Peve_00024254_126469,37,3851023,100,5-fold,0.5132761885731952,0.3000713812842858,0.7577037741091018,0.12625089152024574,0.31831657095767113,0.5,95,0.7577037741091018,ElasticNet,Peve
gene-Peve_00026728_139204,37,3851023,100,5-fold,0.579265305539215,0.1833644512835504,0.5221522438614281,0.20442700041339606,3.190134392473901,0.1,98,0.579265305539215,RF,Peve
gene-Peve_00039352_205288,37,3851023,100,5-fold,0.6897309298298061,0.15870753477121224,0.7975182913903939,0.09515713713560395,0.31408631928687036,0.5,90,0.7975182913903939,ElasticNet,Peve
gene-Peve_00044110_228984,37,3851023,100,5-fold,0.7231262748619489,0.06490587352439409,0.6499955872106898,0.20361649624583933,1.7094765197616484,0.1,99,0.7231262748619489,RF,Peve
gene-Peve_00039202_204586,37,3851023,100,5-fold,0.6252453375290081,0.2239496168700415,0.7709113611204592,0.1634290361972129,0.1639709186400167,0.99,42,0.7709113611204592,ElasticNet,Peve
gene-Peve_00005721_30542,37,3851023,100,5-fold,0.44517274820817737,0.16214563910865842,0.6851711451051103,0.16594331242114155,2.8304961347161637,0.1,99,0.6851711451051103,ElasticNet,Peve
gene-Peve_00029039_151960,37,3851023,100,5-fold,0.6163335202836249,0.1811786558979625,0.6610233704028016,0.1892602014427735,1.0146931574219473,0.5,85,0.6610233704028016,ElasticNet,Peve
gene-Peve_00029762_155692,37,3851023,100,5-fold,0.5465207562487446,0.24845107077757156,0.6202338843740044,0.2313837610592089,5.738499272665817,0.1,98,0.6202338843740044,ElasticNet,Peve
gene-Peve_00044986_234028,37,3851023,100,5-fold,0.464838924202054,0.2843564589480583,0.5289707797106405,0.1435091404995944,2.0645905231378032,0.7,82,0.5289707797106405,ElasticNet,Peve
gene-Peve_00036770_191119,37,3851023,100,5-fold,0.624709738277611,0.1865747576541389,0.6259733954424297,0.24584915078250555,0.3393730568985762,0.5,96,0.6259733954424297,ElasticNet,Peve
gene-Peve_00023277_121002,37,3851023,100,5-fold,0.6845877611380994,0.04711004868230219,0.7568261414287069,0.13930142919747446,0.3173401983131288,0.5,95,0.7568261414287069,ElasticNet,Peve
gene-Peve_00023982_124862,37,3851023,100,5-fold,0.5645994135573427,0.10804411045284104,0.7064464684338894,0.14282295421926727,0.33061313099211354,0.5,89,0.7064464684338894,ElasticNet,Peve
gene-Peve_00031447_163618,37,3851023,100,5-fold,0.5949877806326503,0.06305217703447046,0.6523169000439735,0.18850514194170895,1.5179822210476297,0.7,76,0.6523169000439735,ElasticNet,Peve
gene-Peve_00033567_175029,37,3851023,100,5-fold,-1.595765046648629,4.121552160095548,-1.1561744618521428,3.004089419263366,0.2115422679765153,0.99,37,-1.1561744618521428,ElasticNet,Peve
gene-Peve_00029254_152691,37,3851023,100,5-fold,0.5480200666041132,0.32825414431256955,0.6412520382964297,0.10019960821085604,0.22016981491450552,0.7,82,0.6412520382964297,ElasticNet,Peve
gene-Peve_00002197_12165,37,3851023,100,5-fold,-2263.3018990045853,2776.39843215839,-1455.8152951300349,1949.464848708341,16.71212197134214,0.7,58,-1455.8152951300349,ElasticNet,Peve
gene-Peve_00024725_129238,37,3851023,100,5-fold,0.11798235114817024,0.5661368161967498,-0.2697491397839791,1.6486014099796154,1.7382993478898263,0.1,98,0.11798235114817024,RF,Peve
gene-Peve_00033537_174811,37,3851023,100,5-fold,0.6701394518482721,0.14804826599051907,0.7557660182879778,0.14213887468691044,0.7562769631209832,0.5,97,0.7557660182879778,ElasticNet,Peve
gene-Peve_00009474_49993,37,3851023,100,5-fold,0.3912069272146838,0.2684325461641414,0.6763606765569742,0.19439918387551014,0.36449935143229106,0.5,86,0.6763606765569742,ElasticNet,Peve
gene-Peve_00040520_211256,37,3851023,100,5-fold,0.5948366748263402,0.19973017736380735,0.7903936829596271,0.17203365344151728,1.5248998827738638,0.1,98,0.7903936829596271,ElasticNet,Peve
gene-Peve_00013894_73102,37,3851023,100,5-fold,-0.3068642409519652,1.2656046137137729,0.5547577682185677,0.32359047038375127,1.998568484846141,0.1,97,0.5547577682185677,ElasticNet,Peve
gene-Peve_00008749_46753,37,3851023,100,5-fold,0.5814722747230856,0.2713750097107267,0.6604910729062057,0.07654026361786491,0.34759270956329974,0.5,89,0.6604910729062057,ElasticNet,Peve
gene-Peve_00010144_53762,37,3851023,100,5-fold,0.37549265779600993,0.21706861012516193,0.5156263119660346,0.14764423427733903,6.006612709067995,0.1,99,0.5156263119660346,ElasticNet,Peve
gene-Peve_00000494_2860,37,3851023,100,5-fold,0.4373027613935239,0.24205457108136266,0.7609243339976561,0.16009580850866204,1.504703367400168,0.1,99,0.7609243339976561,ElasticNet,Peve
gene-Peve_00043035_223638,37,3851023,100,5-fold,0.10796202601499635,1.1566397599999283,0.6736345768572832,0.10660197044881002,0.742678733083243,0.5,88,0.6736345768572832,ElasticNet,Peve
gene-Peve_00040303_210079,37,3851023,100,5-fold,0.7059612022110192,0.1108157772009272,0.7881452092945734,0.12521023567881465,1.688635136725838,0.1,99,0.7881452092945734,ElasticNet,Peve
gene-Peve_00005294_28731,37,3851023,100,5-fold,-1.4619688613765782,2.2557724275219546,-0.5197298062431052,1.3912924887559952,3.161116597066972,0.1,99,-0.5197298062431052,ElasticNet,Peve
gene-Peve_00004444_23897,37,3851023,100,5-fold,0.5449610324011885,0.20009662233988923,0.7755819124627669,0.11731489738697314,1.661307749145634,0.1,100,0.7755819124627669,ElasticNet,Peve
gene-Peve_00001958_10941,37,3851023,100,5-fold,0.7439136981326961,0.14306002744859594,0.8518019359514113,0.054134600538169715,0.31458373228094516,0.5,96,0.8518019359514113,ElasticNet,Peve
gene-Peve_00006756_35999,37,3851023,100,5-fold,0.6634350985388661,0.14521476625318008,0.715272966913327,0.13653233104529308,0.1838380282807814,0.9,73,0.715272966913327,ElasticNet,Peve
gene-Peve_00019286_101238,37,3851023,100,5-fold,0.7526073665212858,0.13654455393885914,0.7942684838539623,0.07240638259545903,1.7667522805478921,0.1,99,0.7942684838539623,ElasticNet,Peve
gene-Peve_00027843_145519,37,3851023,100,5-fold,0.8036045554239793,0.1531095435771294,0.7441931272828816,0.1494152729722831,1.194300092422831,0.5,84,0.8036045554239793,RF,Peve
gene-Peve_00035892_186595,37,3851023,100,5-fold,0.5460661364668208,0.23388414194000057,0.6316056605131447,0.20287100099835803,2.89814232698672,0.1,96,0.6316056605131447,ElasticNet,Peve
gene-Peve_00012273_63984,37,3851023,100,5-fold,0.4995969737365087,0.23439994132427888,0.7017417083198032,0.14462847827734296,4.406074523872248,0.99,30,0.7017417083198032,ElasticNet,Peve
gene-Peve_00012843_67373,37,3851023,100,5-fold,0.25296948841619665,0.42760515635308965,0.3241493306397626,0.36596935799530045,3.1728808489109848,0.5,83,0.3241493306397626,ElasticNet,Peve
gene-Peve_00015769_83520,37,3851023,100,5-fold,0.796924025837913,0.08418421094928437,0.8251791592057568,0.10671674029746706,1.0160957753350388,0.5,92,0.8251791592057568,ElasticNet,Peve
gene-Peve_00039247_204942,37,3851023,100,5-fold,0.09275359964032688,0.4635576911871709,0.5531737957257168,0.20878565670348995,1.9817774615181796,0.1,96,0.5531737957257168,ElasticNet,Peve
gene-Peve_00033600_174603,37,3851023,100,5-fold,0.11570798970607739,0.6562578091141368,0.6307956010157664,0.14975267694914396,0.3474983405092503,0.5,92,0.6307956010157664,ElasticNet,Peve
gene-Peve_00044958_233804,37,3851023,100,5-fold,0.7010909315210702,0.15755324833632772,0.7775938195215207,0.10287724351423538,0.44260969182768173,0.5,94,0.7775938195215207,ElasticNet,Peve
gene-Peve_00013966_73596,37,3851023,100,5-fold,0.41503410990401923,0.45322791876200824,0.6875521918378746,0.22420259113921573,0.369701145603758,0.5,90,0.6875521918378746,ElasticNet,Peve
gene-Peve_00038087_198023,37,3851023,100,5-fold,-0.23850140217956514,1.1060866935898295,0.06825314665057425,0.46253664235442365,2.7298477101662133,0.1,97,0.06825314665057425,ElasticNet,Peve
gene-Peve_00032189_167384,37,3851023,100,5-fold,-0.8546647576045698,2.6396408250357166,-0.07570605791609472,1.1754985138367566,1.7426871099371268,0.1,99,-0.07570605791609472,ElasticNet,Peve
gene-Peve_00007205_38409,37,3851023,100,5-fold,-2792.5356191608703,5465.814222238772,-3581.333552678062,6985.128851452337,0.3934442231734607,0.5,92,-2792.5356191608703,RF,Peve
gene-Peve_00003781_20513,37,3851023,100,5-fold,0.48562344322121564,0.42407530333848015,0.3748872142738336,0.7505649519198407,0.48293770919650003,0.5,91,0.48562344322121564,RF,Peve
gene-Peve_00043588_226410,37,3851023,100,5-fold,0.5494593547023332,0.17172260351964205,0.6081337276743005,0.2578165040722607,3.1205419832394887,0.9,56,0.6081337276743005,ElasticNet,Peve
gene-Peve_00037021_192659,37,3851023,100,5-fold,-2230.5674358700235,4461.322597897752,-90.12698831821226,180.56811249791713,0.26240505877023673,0.99,33,-90.12698831821226,ElasticNet,Peve
gene-Peve_00034331_179010,37,3851023,100,5-fold,0.5742707267611593,0.2683467030673678,0.7334795872717811,0.09455401899767446,0.19326059317881106,0.9,64,0.7334795872717811,ElasticNet,Peve
gene-Peve_00003568_19333,37,3851023,100,5-fold,-0.04012440752885982,0.9531622685375978,0.17476165999826593,0.250407492034381,3.0636482660139497,0.1,99,0.17476165999826593,ElasticNet,Peve
gene-Peve_00042744_222208,37,3851023,100,5-fold,0.6597405615730789,0.2149572962124447,0.6545344996624403,0.25881545998603084,0.42926250462853505,0.5,93,0.6597405615730789,RF,Peve
gene-Peve_00044965_233917,37,3851023,100,5-fold,0.4524648712955421,0.18907706756733536,0.6122122264439028,0.20964879330022715,0.17245084266575658,0.95,56,0.6122122264439028,ElasticNet,Peve
gene-Peve_00036998_192555,37,3851023,100,5-fold,0.6388341734257357,0.16581453885779804,0.6220013408460463,0.27154113458153484,0.19630637866836864,0.99,39,0.6388341734257357,RF,Peve
