exon_id,n_samples,n_cpgs_tested,n_cpgs_selected,cv_method,rf_r2_cv,rf_r2_std,enet_r2_cv,enet_r2_std,enet_alpha,enet_l1_ratio,n_nonzero_coefs,best_r2_cv,best_model,species
gene-Peve_00019114_100288,37,3851023,100,5-fold,0.5859093098206734,0.14078927020912574,0.7934406128083638,0.13993171875059787,0.5895784318827926,0.5,92,0.7934406128083638,ElasticNet,Peve
gene-Peve_00041741_217269,37,3851023,100,5-fold,-0.027789709150873487,0.6998683284765106,0.4193334295304032,0.16099164180441014,0.17434061363715167,0.95,55,0.4193334295304032,ElasticNet,Peve
gene-Peve_00029050_152029,37,3851023,100,5-fold,0.3655240450455046,0.5040085832645267,0.5432744271062371,0.4316694527671679,0.43504731001984975,0.99,43,0.5432744271062371,ElasticNet,Peve
gene-Peve_00009622_50928,37,3851023,100,5-fold,-0.09023620127620213,0.5842095105004343,0.38679341373488985,0.14721421639354765,4.769137397511459,0.1,98,0.38679341373488985,ElasticNet,Peve
gene-Peve_00031822_165755,37,3851023,100,5-fold,0.5457701715177532,0.1887335268188083,0.6755648660073661,0.1918838338182005,1.5392960134131404,0.1,99,0.6755648660073661,ElasticNet,Peve
gene-Peve_00031660_164772,37,3851023,100,5-fold,0.4636486912165482,0.18296298916639286,0.6820162556744256,0.14445319115161248,0.3160362738215389,0.5,95,0.6820162556744256,ElasticNet,Peve
gene-Peve_00043241_224499,37,3851023,100,5-fold,0.5270893562764709,0.2500608522488272,0.6259981044450097,0.24662602362492062,0.24636705497521488,0.7,83,0.6259981044450097,ElasticNet,Peve
gene-Peve_00020100_105310,37,3851023,100,5-fold,0.6593970873866061,0.18251190264895134,0.6505690613659404,0.2092049140974582,1.44707923259681,0.1,97,0.6593970873866061,RF,Peve
gene-Peve_00005514_29621,37,3851023,100,5-fold,0.7227174909617553,0.11679774519947106,0.8166952447124999,0.08230896006965709,1.7127427708604055,0.1,98,0.8166952447124999,ElasticNet,Peve
gene-Peve_00016101_85227,37,3851023,100,5-fold,0.6122155344150896,0.20810102230043576,0.5406001627923331,0.3097931558548475,3.6186476632968603,0.99,26,0.6122155344150896,RF,Peve
gene-Peve_00029403_153684,37,3851023,100,5-fold,0.6960124795712648,0.10616270861669154,0.740780372879777,0.09916117415187299,0.3291189415309544,0.5,97,0.740780372879777,ElasticNet,Peve
gene-Peve_00000161_1330,37,3851023,100,5-fold,-1.570449099700805,2.8390844537730846,-0.34930019496400794,0.9958583724962173,7.288810699551933,0.1,99,-0.34930019496400794,ElasticNet,Peve
gene-Peve_00013491_71022,37,3851023,100,5-fold,0.6707076088172114,0.14853872492627498,0.7011525985507557,0.2178651176521216,1.5418255419751448,0.1,98,0.7011525985507557,ElasticNet,Peve
gene-Peve_00022386_116916,37,3851023,100,5-fold,0.7155582673913219,0.11780522781874361,0.8350335469162398,0.11152164725803107,0.32992203933215764,0.5,88,0.8350335469162398,ElasticNet,Peve
gene-Peve_00018113_95062,37,3851023,100,5-fold,0.7165198609996242,0.15172591366760127,0.8149538250660522,0.11137077781172632,0.3170425610679328,0.5,98,0.8149538250660522,ElasticNet,Peve
gene-Peve_00012263_64081,37,3851023,100,5-fold,0.45145972384240307,0.21792932838496826,0.6170005651677093,0.13260151967401707,5.15938156625493,0.1,97,0.6170005651677093,ElasticNet,Peve
gene-Peve_00008033_43053,37,3851023,100,5-fold,0.5310452965624213,0.28701135289189267,0.5787251592026621,0.28155746421897604,1.873457446529623,0.1,98,0.5787251592026621,ElasticNet,Peve
gene-Peve_00029909_156393,37,3851023,100,5-fold,-1.4554333441276741,3.473612042952442,-0.8343298074840971,2.312106785861213,0.20836648047223735,0.9,71,-0.8343298074840971,ElasticNet,Peve
gene-Peve_00014321_75229,37,3851023,100,5-fold,-0.09808849329327907,1.5355141469105695,0.6139635147380078,0.1420509955830243,0.36084975340216063,0.5,92,0.6139635147380078,ElasticNet,Peve
gene-Peve_00011466_60398,37,3851023,100,5-fold,0.38405270915274253,0.28846737187115634,0.42084877674845805,0.25672973755972567,2.3013817251259905,0.7,82,0.42084877674845805,ElasticNet,Peve
gene-Peve_00026632_138829,37,3851023,100,5-fold,0.7392719704984139,0.05586059495637466,0.7949776055023812,0.10363388015721704,0.3994547351372117,0.99,34,0.7949776055023812,ElasticNet,Peve
gene-Peve_00020488_107396,37,3851023,100,5-fold,0.7377538581283296,0.16885326904212536,0.7443891769714877,0.07751150359762782,0.3432992650181457,0.5,90,0.7443891769714877,ElasticNet,Peve
gene-Peve_00015420_81501,37,3851023,100,5-fold,0.5424165120153702,0.046991750751398075,0.7113371807389036,0.14254084837268352,1.4896631875618407,0.1,98,0.7113371807389036,ElasticNet,Peve
gene-Peve_00003934_21107,37,3851023,100,5-fold,0.28835371565137125,0.2757166397369179,0.36295488619616856,0.24100656725485178,8.973282684875747,0.1,96,0.36295488619616856,ElasticNet,Peve
gene-Peve_00024001_124829,37,3851023,100,5-fold,0.7206368234818983,0.12453685574344653,0.861117871639558,0.0971526289528611,0.6284481553659769,0.5,92,0.861117871639558,ElasticNet,Peve
gene-Peve_00019503_102515,37,3851023,100,5-fold,0.6935809270911057,0.08203690399277352,0.8420705881221341,0.09037219224783505,0.30850804607748067,0.5,97,0.8420705881221341,ElasticNet,Peve
gene-Peve_00043990_228507,37,3851023,100,5-fold,0.7221614699175211,0.12918295717699574,0.8414222520103263,0.06430097061540388,0.25411979677442187,0.7,86,0.8414222520103263,ElasticNet,Peve
gene-Peve_00041310_215615,37,3851023,100,5-fold,0.38720929974142476,0.22871656023538373,0.629697068822054,0.1740333508691233,0.18401269198852183,0.99,41,0.629697068822054,ElasticNet,Peve
gene-Peve_00015889_84066,37,3851023,100,5-fold,-4.53871782308976,9.727543835896943,-5.650399050660766,11.159724025538837,2.0466517376226396,0.1,96,-4.53871782308976,RF,Peve
gene-Peve_00009721_51467,37,3851023,100,5-fold,0.6314230197403827,0.17129958089767425,0.7139392699153964,0.14369403374046624,4.100598764782056,0.99,34,0.7139392699153964,ElasticNet,Peve
gene-Peve_00007613_40592,37,3851023,100,5-fold,-12.579999819592341,25.694494630537466,-5.938579863681921,12.87352892466973,2.015315449563674,0.1,98,-5.938579863681921,ElasticNet,Peve
gene-Peve_00000968_5246,37,3851023,100,5-fold,0.5804805881326779,0.16951971622841658,0.5727427900517295,0.23645477119714275,0.16937284962450633,0.99,41,0.5804805881326779,RF,Peve
gene-Peve_00035584_185023,37,3851023,100,5-fold,0.7998356040384966,0.08221001375184059,0.84381659241692,0.06274140153582747,0.3437516709868794,0.5,97,0.84381659241692,ElasticNet,Peve
gene-Peve_00014828_78017,37,3851023,100,5-fold,0.8131872493989049,0.12353927850382787,0.8296018490428629,0.08548186610708461,2.4865757473313828,0.1,98,0.8296018490428629,ElasticNet,Peve
gene-Peve_00027843_145522,37,3851023,100,5-fold,0.6968196909711253,0.1663460307209703,0.33767295663420444,0.5005194729842292,2.652522054456544,0.99,28,0.6968196909711253,RF,Peve
gene-Peve_00011470_60366,37,3851023,100,5-fold,0.6696982536401095,0.23521052500131234,0.7556283716083158,0.19448130883219136,1.8279325779748028,0.1,99,0.7556283716083158,ElasticNet,Peve
gene-Peve_00033265_173082,37,3851023,100,5-fold,0.5604690883879215,0.15681828504905074,0.7817430756630585,0.05775623215313074,1.6002658908877758,0.1,100,0.7817430756630585,ElasticNet,Peve
gene-Peve_00042074_219285,37,3851023,100,5-fold,0.7144453101775515,0.18480320639828135,0.7796249609307263,0.11654151759097682,0.3122769890121728,0.5,95,0.7796249609307263,ElasticNet,Peve
gene-Peve_00026728_139224,37,3851023,100,5-fold,0.4800231583816815,0.2715911476934381,-0.255864170375837,1.7918615468120518,2.5046322568910684,0.1,98,0.4800231583816815,RF,Peve
gene-Peve_00042123_219450,37,3851023,100,5-fold,0.5502114297851378,0.2471531083711833,0.5268005055254398,0.25761372082185047,1.3617017570204437,0.5,97,0.5502114297851378,RF,Peve
gene-Peve_00011169_59033,37,3851023,100,5-fold,0.45927266291019375,0.2741690997280119,0.38709331279016446,0.2577862381674829,13.690990903759165,0.1,100,0.45927266291019375,RF,Peve
gene-Peve_00001112_5948,37,3851023,100,5-fold,0.5403580930080077,0.3091626608771309,0.6754646220092679,0.2908966087434724,1.6690741873999144,0.1,99,0.6754646220092679,ElasticNet,Peve
gene-Peve_00023810_123774,37,3851023,100,5-fold,0.6975725506562941,0.1515845320669445,0.673343082826936,0.16172766196136543,0.29578478740008396,0.5,93,0.6975725506562941,RF,Peve
gene-Peve_00023592_122807,37,3851023,100,5-fold,0.462921653842261,0.33848466405932265,0.4123755894118287,0.27741263133392363,0.4301263017679511,0.99,40,0.462921653842261,RF,Peve
gene-Peve_00042169_219703,37,3851023,100,5-fold,0.47517492147661927,0.23380278271102278,0.5903778173700219,0.09449934371050321,0.5866218257074239,0.5,86,0.5903778173700219,ElasticNet,Peve
gene-Peve_00012584_65958,37,3851023,100,5-fold,0.3855906380869082,0.4834944554160669,0.6684975698742621,0.19984089862652907,0.5015703489456933,0.5,83,0.6684975698742621,ElasticNet,Peve
gene-Peve_00016490_87197,37,3851023,100,5-fold,0.29497453148632885,0.27609661707274613,0.15711009082181793,0.5458866253580903,1.9041023139147806,0.1,100,0.29497453148632885,RF,Peve
gene-Peve_00021732_113433,37,3851023,100,5-fold,0.4115807082755788,0.37765216067023727,0.7875966133030303,0.1408020390488179,0.21446859109703278,0.7,88,0.7875966133030303,ElasticNet,Peve
gene-Peve_00024001_124808,37,3851023,100,5-fold,0.22202406341089426,0.46965375829023354,0.4112480781416769,0.22716221986383328,0.19013707380741288,0.95,50,0.4112480781416769,ElasticNet,Peve
gene-Peve_00006351_33687,37,3851023,100,5-fold,-79.64208736084075,158.35432932713633,-62.26716796048085,123.1065997539617,1.2770120551322717,0.5,90,-62.26716796048085,ElasticNet,Peve
gene-Peve_00026917_140174,37,3851023,100,5-fold,0.4744594103445737,0.23459824524130204,0.5771879932542665,0.2070357968317128,1.710803575277256,0.1,100,0.5771879932542665,ElasticNet,Peve
gene-Peve_00040996_214017,37,3851023,100,5-fold,0.7903408482751846,0.06955050021391732,0.8345152329304675,0.10193723714311649,0.5380341193128625,0.5,97,0.8345152329304675,ElasticNet,Peve
gene-Peve_00042796_222482,37,3851023,100,5-fold,0.6047917885585768,0.2135996333769566,0.6805354838742137,0.21268958731575063,1.6433204408114486,0.1,98,0.6805354838742137,ElasticNet,Peve
gene-Peve_00004505_24155,37,3851023,100,5-fold,0.6341712022359001,0.10842556702113032,0.6689429689279637,0.1721174978772846,0.1941489463001271,0.9,70,0.6689429689279637,ElasticNet,Peve
gene-Peve_00027582_144211,37,3851023,100,5-fold,-0.0540214547460673,1.1282091135036085,0.3568069743696978,0.49625086620977304,0.5634808727426855,0.99,33,0.3568069743696978,ElasticNet,Peve
gene-Peve_00017149_90161,37,3851023,100,5-fold,0.36561299226638017,0.32518675121294477,0.6033754005312314,0.17477535818647516,1.6966119810026263,0.1,95,0.6033754005312314,ElasticNet,Peve
gene-Peve_00028185_146988,37,3851023,100,5-fold,0.6309381451219711,0.23846887681396087,0.810997609615146,0.1465336589361854,0.31916261889438363,0.5,95,0.810997609615146,ElasticNet,Peve
gene-Peve_00024001_124806,37,3851023,100,5-fold,0.2288990680482887,0.7910928373837701,0.6158947077183463,0.23712822480257817,0.37374969950184006,0.5,94,0.6158947077183463,ElasticNet,Peve
gene-Peve_00015449_81652,37,3851023,100,5-fold,0.5893484730916007,0.31231862698813045,0.33137141392801833,0.5670642709671289,12.676591806745114,0.1,97,0.5893484730916007,RF,Peve
gene-Peve_00017149_90163,37,3851023,100,5-fold,0.5525263122712889,0.11620990901094175,0.7381921036116079,0.1178248593476657,1.6910009032087407,0.1,100,0.7381921036116079,ElasticNet,Peve
gene-Peve_00014186_74672,37,3851023,100,5-fold,0.5819543072336808,0.1578897763973836,0.45410038582077367,0.3660454199888393,8.393824243443863,0.9,40,0.5819543072336808,RF,Peve
gene-Peve_00016032_84831,37,3851023,100,5-fold,0.7141461937279214,0.1906397998791991,0.7476045174464523,0.04213497681180388,1.0531800806352347,0.5,84,0.7476045174464523,ElasticNet,Peve
gene-Peve_00042169_219696,37,3851023,100,5-fold,0.581594129514343,0.11085522759643994,0.693404979602209,0.06925392179612405,1.5960169524780714,0.1,98,0.693404979602209,ElasticNet,Peve
gene-Peve_00015449_81653,37,3851023,100,5-fold,0.6201838323410611,0.2819345693935062,0.4798492431251599,0.2986741752262329,7.476073909703019,0.1,97,0.6201838323410611,RF,Peve
gene-Peve_00034556_180101,37,3851023,100,5-fold,-57.61145094635682,113.76810356467614,-284.34791379967356,568.2468614209789,5.885002411551249,0.1,85,-57.61145094635682,RF,Peve
gene-Peve_00034861_181557,37,3851023,100,5-fold,0.6336907778133792,0.1143733619952417,0.6822995324644535,0.15550810847003282,1.9764281627478864,0.1,99,0.6822995324644535,ElasticNet,Peve
gene-Peve_00008523_45398,37,3851023,100,5-fold,0.4994406243826265,0.17833760250721245,0.5845061171409204,0.14682504746076747,1.9450081599819424,0.1,99,0.5845061171409204,ElasticNet,Peve
gene-Peve_00026979_140501,37,3851023,100,5-fold,0.6641934772946608,0.14272360088314953,0.845966541070281,0.05806621317612882,1.5555554392935473,0.1,100,0.845966541070281,ElasticNet,Peve
gene-Peve_00005880_31282,37,3851023,100,5-fold,0.14037317974564195,1.0189578104220998,0.4489276725763161,0.3201271565928953,1.6726329157833564,0.1,99,0.4489276725763161,ElasticNet,Peve
gene-Peve_00010457_55617,37,3851023,100,5-fold,-10.958061014505558,22.4569862076849,-3.187742933862662,7.063376160230211,8.729063733495249,0.1,97,-3.187742933862662,ElasticNet,Peve
gene-Peve_00036161_187889,37,3851023,100,5-fold,-0.500463116075352,1.3390450844282449,0.05927880136217682,0.4583645390893554,6.440166657055263,0.1,98,0.05927880136217682,ElasticNet,Peve
gene-Peve_00017912_94025,37,3851023,100,5-fold,0.5071779344596107,0.18715700254353,0.8098384842065822,0.08353069021225079,0.45592007216772856,0.9,62,0.8098384842065822,ElasticNet,Peve
