group_id,apul_mean,peve_mean,ptua_mean
OG_00030,134.7,97.36842105263159,328.33333333333337
OG_00171,1723.375,636.6842105263158,474.8205128205128
OG_00176,18.8,9.657894736842106,25.641025641025642
OG_00246,488.075,173.31578947368425,32
OG_00297,87.075,24.657894736842106,170.4102564102564
OG_00298,14.95,17.5,41.94871794871795
OG_00302,4.925,1.1578947368421049,11.769230769230768
OG_00305,250.525,115.34210526315788,160.46153846153845
OG_00314,7073.050000000001,1763.342105263158,15452.538461538461
OG_00355,291.25,293.89473684210526,3798.230769230769
OG_00378,27.775,11.447368421052634,24.15384615384615
OG_00430,292.6499999999999,1011.078947368421,1480.7948717948718
OG_00460,82.75,80.21052631578948,175.12820512820514
OG_00466,573.025,1397.9736842105262,318.15384615384613
OG_00510,8326.325,628.8421052631579,1133.871794871795
OG_00514,35.225,50.13157894736842,60.51282051282051
OG_00572,1136.95,309.5526315789474,370.2307692307692
OG_00632,30.925,2.157894736842105,82.33333333333333
OG_00643,389.325,70.07894736842107,7.102564102564102
OG_00752,467.525,1774.7368421052631,1088.5641025641025
OG_00807,1342.475,1250.157894736842,694.1282051282051
OG_00842,39.85,13.342105263157896,242.35897435897436
OG_00843,13809.55,4529.763157894737,58015.23076923077
OG_01023,2646.75,251.73684210526318,1205.923076923077
OG_01117,621.55,371.2368421052632,457.6153846153846
OG_01121,6.125,817.0263157894736,1049.6666666666667
OG_01147,1738,142.8421052631579,224.87179487179486
OG_01155,4164.8,1120.6052631578948,6415.923076923076
OG_01177,415.05000000000007,2143.3947368421054,5383.128205128205
OG_01223,164.05,118.13157894736841,1105.3333333333335
OG_01277,325.05,47.868421052631575,167.5128205128205
OG_01312,472.15,745,594.1794871794872
OG_01317,955.4,553.2105263157894,1478.179487179487
OG_01353,132.35,418.2368421052632,62.128205128205124
OG_01354,1417.925,676.6052631578948,313.79487179487177
OG_01384,57.35,97.39473684210526,236.43589743589743
OG_01414,29.575,9.473684210526315,7.256410256410257
OG_01452,1007.2,1686.8157894736842,1419.6410256410256
OG_01475,605.35,1137.9473684210527,150.41025641025644
OG_01486,2228.5,8346.578947368422,7334.564102564103
OG_01489,930.6,1495.5263157894738,2460.897435897436
OG_01568,0,28.94736842105263,25.948717948717945
OG_01579,17.225,129.31578947368422,242.6153846153846
OG_01608,576.375,996.0263157894736,1427.102564102564
OG_01611,321,239.5,467.64102564102564
OG_01630,1179.9,2142.7105263157896,5168.51282051282
OG_01724,600.725,123.07894736842107,219.28205128205127
OG_01727,141.075,92.92105263157893,13.179487179487179
OG_01747,70.95,1386.9736842105262,845.5128205128206
OG_01748,23.225,31.86842105263158,47.35897435897436
OG_01753,6.625,0.23684210526315785,2.974358974358974
OG_01758,135.4,204,246.3846153846154
OG_01781,276.675,141.05263157894737,1503.769230769231
OG_01981,971.45,1972.2894736842104,976.1538461538462
OG_01999,119.05,34.973684210526315,68.07692307692308
OG_02000,127.6,199.71052631578948,1517.4358974358975
OG_02012,201.225,403.7105263157895,666.1282051282051
OG_02070,75.17500000000001,12.105263157894733,10.512820512820515
OG_02088,19620.7,38810.65789473683,9558.48717948718
OG_02090,614.35,652.6578947368422,786.6923076923077
OG_02102,134.5,54.184210526315795,412.33333333333337
OG_02124,5432.225,2709.1052631578946,1802.230769230769
OG_02146,743.075,96.71052631578948,48.69230769230769
OG_02148,233.97499999999997,139,166.66666666666666
OG_02149,47.775,146.18421052631578,97.10256410256412
OG_02163,606.5,21.05263157894737,361
OG_02176,198.15,89.39473684210526,337.69230769230774
OG_02184,1149.8,227.8684210526316,618.0769230769231
OG_02186,83.02500000000002,4.552631578947367,49.07692307692307
OG_02190,2850.125,1173.6842105263158,3316.9230769230767
OG_02219,508.55,260.2894736842106,452.1794871794872
OG_02220,587.225,272.5526315789474,1009.5897435897435
OG_02260,499.80000000000007,149.1578947368421,369.0769230769231
OG_02316,1463.2999999999997,112.15789473684212,533.5384615384615
OG_02317,5936,985.0263157894736,7404.25641025641
OG_02358,352.125,178.3947368421053,756.025641025641
OG_02408,183.325,22.789473684210527,34.74358974358974
OG_02439,130.69999999999996,427.65789473684214,1341.4358974358975
OG_02537,375.375,17.23684210526316,138.64102564102564
OG_02619,11.975,14.263157894736842,31.82051282051282
OG_02666,1896.725,497.02631578947364,2396.6153846153848
OG_02690,260.2,52.55263157894737,585.4102564102565
OG_02924,22.05,0.23684210526315794,3.1025641025641026
OG_02935,29.975,67.26315789473685,253.82051282051282
OG_02967,44.025,6.868421052631579,3897.0769230769233
OG_03267,420.25,86.13157894736841,122.30769230769229
OG_03268,267.475,64.34210526315789,36.94871794871794
OG_03269,1488.6,340.92105263157885,1547.2051282051282
OG_03270,220.9,36.28947368421053,595
OG_03288,280.1,13.447368421052632,499.61538461538464
OG_03289,94.925,11.947368421052632,134.28205128205127
OG_03291,410.125,413.7105263157895,1184.4871794871794
OG_03298,1244,130.5263157894737,218.6153846153846
OG_03330,1517.875,429.8157894736842,932.7692307692308
OG_03429,239.6,19.18421052631579,591.9230769230769
OG_03451,721.775,5829.184210526316,1606.2051282051282
OG_03484,268,30.526315789473685,28.153846153846153
OG_03626,257.125,35.39473684210526,370.35897435897436
OG_03628,357.3,434.6578947368421,375.3076923076923
OG_03671,10543.15,9637.473684210527,1982.3076923076928
OG_03673,205.025,555.4473684210526,1685.5384615384617
OG_03780,573.825,90.71052631578947,1627.2564102564102
OG_03850,2.475,51.76315789473684,36.15384615384615
OG_03856,9.1,4.473684210526316,31.435897435897438
OG_03857,42.925,26.368421052631582,68.07692307692308
OG_04115,1200.225,83.94736842105263,163.33333333333334
OG_04165,555.3,781.8947368421052,600.025641025641
OG_04209,2.275,61.76315789473685,264
OG_04238,794.3,5250.631578947368,894.2307692307692
OG_04243,437.45,120.5263157894737,1080.3076923076924
OG_04247,1253.55,757.578947368421,348.64102564102564
OG_04327,2614.1,1095.0263157894738,2405.230769230769
OG_04331,133.475,29.26315789473684,96.23076923076923
OG_04372,73.2,20.02631578947368,368.7692307692308
OG_04443,655.9,206.94736842105263,159.94871794871796
OG_04467,3.3250000000000006,0.868421052631579,50.717948717948715
OG_04514,2253.1,72.92105263157895,1027.5641025641025
OG_04515,74.625,29.157894736842103,304.6923076923077
OG_04537,207.2,20.36842105263158,102.71794871794872
