group_id,apul_mean,peve_mean,ptua_mean,mean_spread,top_species,top_mean
OG_16592,NA,5083.657894736842,76095.53846153845,71011.88056680161,Pocillopora tuahiniensis,76095.53846153845
OG_00843,13809.55,4529.763157894737,58015.23076923077,53485.46761133603,Pocillopora tuahiniensis,58015.23076923077
OG_09596,41007.225,420.3157894736842,50621.05128205128,50200.735492577594,Pocillopora tuahiniensis,50621.05128205128
OG_02088,19620.7,38810.65789473683,9558.48717948718,29252.170715249653,Porites evermanni,38810.65789473683
OG_17961,NA,4320.605263157895,26394.48717948718,22073.881916329286,Pocillopora tuahiniensis,26394.48717948718
OG_15759,NA,1548.421052631579,21843.102564102563,20294.681511470983,Pocillopora tuahiniensis,21843.102564102563
OG_09247,9376.1,29292.684210526313,25625.20512820513,19916.584210526315,Porites evermanni,29292.684210526313
OG_04560,15388.85,9434.815789473683,27845.846153846152,18411.03036437247,Pocillopora tuahiniensis,27845.846153846152
OG_13066,2094.775,18347.26315789474,NA,16252.48815789474,Porites evermanni,18347.26315789474
OG_00314,7073.050000000001,1763.342105263158,15452.538461538461,13689.196356275303,Pocillopora tuahiniensis,15452.538461538461
OG_05874,12015.625,6150.5,18225.615384615383,12075.115384615383,Pocillopora tuahiniensis,18225.615384615383
OG_09806,3808.4,10656.684210526317,15085.205128205129,11276.80512820513,Pocillopora tuahiniensis,15085.205128205129
OG_10007,12979.424999999997,1715.2368421052631,5379.7692307692305,11264.188157894734,Acropora pulchra,12979.424999999997
OG_10002,4166.55,1443.5526315789473,12111.948717948719,10668.396086369772,Pocillopora tuahiniensis,12111.948717948719
OG_14790,18577.2,NA,28991.641025641024,10414.441025641023,Pocillopora tuahiniensis,28991.641025641024
OG_03671,10543.15,9637.473684210527,1982.3076923076928,8560.842307692306,Acropora pulchra,10543.15
OG_06119,6607.125,406.6052631578947,8902.897435897436,8496.29217273954,Pocillopora tuahiniensis,8902.897435897436
OG_08639,5043.175,3664.6052631578946,11533.948717948719,7869.343454790824,Pocillopora tuahiniensis,11533.948717948719
OG_00510,8326.325,628.8421052631579,1133.871794871795,7697.482894736842,Acropora pulchra,8326.325
OG_06152,2719.425,1686.9210526315787,8994.71794871795,7307.796896086371,Pocillopora tuahiniensis,8994.71794871795
OG_05875,9766.5,2487.789473684211,6951.5641025641025,7278.710526315789,Acropora pulchra,9766.5
OG_10332,NA,1235.078947368421,8113.692307692308,6878.613360323887,Pocillopora tuahiniensis,8113.692307692308
OG_16883,NA,196.81578947368425,6666.025641025641,6469.2098515519565,Pocillopora tuahiniensis,6666.025641025641
OG_02317,5936,985.0263157894736,7404.25641025641,6419.230094466937,Pocillopora tuahiniensis,7404.25641025641
OG_16747,NA,1758.7105263157896,8027.641025641025,6268.930499325235,Pocillopora tuahiniensis,8027.641025641025
OG_08842,383.125,600.2368421052631,6634.333333333334,6251.208333333334,Pocillopora tuahiniensis,6634.333333333334
OG_01486,2228.5,8346.578947368422,7334.564102564103,6118.078947368422,Porites evermanni,8346.578947368422
OG_09598,4014.375,1525.6052631578946,7216.74358974359,5691.138326585695,Pocillopora tuahiniensis,7216.74358974359
