gene_id,n_samples,n_unique_exons,n_shifts,shift_type,TP1_predom_exon,TP2_predom_exon,TP3_predom_exon,TP4_predom_exon,TP1_mean_frac,TP2_mean_frac,TP3_mean_frac,TP4_mean_frac
FUN_037801,30,9,26,Robust shift,175651/175654/175657/175650/175658,175656/175658/175653/175654/175652/175650/175655,175658/175653/175650,175651/175658/175653/175650/175654,0.403,0.541,0.487,0.409
FUN_038330,40,9,26,Robust shift,180311/180310/180312/180309/180322/180325,180311/180321/180312/180309/180319/180310,180311/180309/180326,180309/180311/180310/180326,0.25,0.097,0.138,0.25
FUN_041486,40,9,26,Robust shift,193682/193718/193680,193680/193681/193698/193682/193697,193680/193718/193681/193683/193686/193736,193680/193718/193681,0.166,0.058,0.072,0.148
FUN_042672,40,9,26,Robust shift,200490/200495/200489/200491/200498,200490/200499/200495/200489/200492,200490/200492,200490/200491/200494/200492/200499/200493,0.304,0.182,0.197,0.293
FUN_000313,35,8,26,Robust shift,1268/1267/1269/1264,1264/1268/1267/1269/1263,1262/1268/1267/1270/1264/1269,1268/1269/1262/1263/1266/1264,0.565,0.323,0.328,0.452
FUN_000362,29,8,26,Robust shift,1656/1659/1660/1657,1652/1656/1660/1657/1651/1654,1656/1659/1658/1651,1657/1659/1651,0.752,0.555,0.752,0.577
FUN_000945,38,8,26,Robust shift,4137/4139/4140/4144,4142/4139/4137/4144/4140/4145,4140/4139/4138/4145/4142/4137,4140/4143/4139/4138,0.676,0.332,0.373,0.62
FUN_001026,39,8,26,Robust shift,4640/4641/4637,4639/4637/4640/4641/4635,4639/4636/4641/4640/4631/4637/4633,4640/4641/4639,0.445,0.279,0.342,0.471
FUN_001116,40,8,26,Robust shift,5361/5360/5391/5386/5379,5379/5375/5385/5361/5360,5360/5385,5360/5361/5391/5392,0.126,0.079,0.124,0.135
FUN_001608,38,8,26,Robust shift,8868/8867/8869/8862,8868/8861/8869/8865/8863,8862/8866/8868/8869/8861,8869/8866/8865,0.558,0.317,0.386,0.558
FUN_001664,40,8,26,Robust shift,9269/9270/9271,9277/9273/9269/9271/9275,9269/9274/9281/9271,9269/9271/9270/9274,0.205,0.151,0.193,0.206
FUN_002675,40,8,26,Robust shift,13415/13409/13407/13410/13412/13413/13408,13409/13410/13408,13409/13408/13407/13411/13410,13409/13410/13411/13415,0.448,0.477,0.372,0.584
FUN_003587,38,8,26,Robust shift,15552/15555/15554/15550/15553,15553/15558/15552/15555,15556/15551/15552/15555/15553,15552/15551/15553/15555/15554,0.41,0.314,0.405,0.419
FUN_004213,40,8,26,Robust shift,18636/18634/18642/18635,18638/18634/18639/18635,18636/18637/18634,18642/18634/18636/18643/18635,0.519,0.272,0.275,0.481
FUN_004916,40,8,26,Robust shift,23673/23667/23671/23672/23666,23671/23670/23669/23673,23673/23671,23672/23670/23667/23673/23668,0.332,0.197,0.241,0.254
FUN_004981,33,8,26,Robust shift,23981/23983/23984/23982/23986,23982/23981/23986/23983/23987,23982/23985/23983/23981/23988,23985/23981/23983/23988/23982,0.531,0.337,0.453,0.442
FUN_005181,40,8,26,Robust shift,25063/25059,25065/25059/25066/25062/25067/25063/25060,25059/25060/25064/25066/25062,25060/25059,0.248,0.142,0.157,0.225
FUN_005332,38,8,26,Robust shift,25944/25941/25940/25942,25941/25942/25945/25947,25947/25941/25946/25943/25942,25944/25941/25942/25945/25947,0.378,0.312,0.371,0.447
FUN_005479,40,8,26,Robust shift,26671/26669/26667/26690/26673,26671/26668/26667/26670/26669,26670/26667/26669/26671,26671/26667/26689,0.137,0.089,0.107,0.149
FUN_007075,30,8,26,Robust shift,34414/34408/34413/34412/34409,34410/34409/34412/34415/34414/34408,34414/34413/34415/34411/34412/34408,34414/34413/34412,0.612,0.288,0.432,0.361
FUN_008262,40,8,26,Minor shift,39674/39685/39677,39674/39676/39679/39677,39674/39678/39675/39685,39677/39674/39683,0.347,0.176,0.245,0.305
FUN_008332,29,8,26,Robust shift,40235/40234/40232/40229,40229/40231/40230/40236/40232/40233,40231/40234/40229/40230/40236,40234/40236/40232,0.497,0.338,0.412,0.566
FUN_009522,34,8,26,Robust shift,47066/47072/47071/47070,47069/47066/47072,47066/47070/47072/47071,47065/47066/47069/47068/47067,0.468,0.733,0.618,0.625
FUN_014315,40,8,26,Robust shift,67089/67088/67098/67087,67089/67097/67088/67092/67087/67096,67088/67092/67087,67089/67092/67088/67094/67087,0.319,0.332,0.285,0.373
FUN_014805,34,8,26,Robust shift,70266/70264/70271/70270,70269/70266/70271/70264/70267,70265/70271/70268/70266,70266/70271/70265/70269,0.402,0.3,0.439,0.656
FUN_014886,40,8,26,Robust shift,70913/70914/70898/70910/70915/70912,70912/70915/70909/70914,70911/70909/70915/70914,70914/70910/70915,0.204,0.102,0.121,0.141
FUN_016053,38,8,26,Robust shift,76720/76727/76724/76728,76724/76721/76728/76720/76726/76723/76725,76726/76728/76727/76725,76720/76728/76726/76727,0.455,0.298,0.44,0.486
FUN_016208,40,8,26,Robust shift,77785/77775/77783/77781/77784,77785/77782/77775/77781,77776/77785/77781/77774,77781/77785/77784,0.313,0.285,0.318,0.438
FUN_017765,40,8,26,Minor shift,83568/83578/83576/83575/83567/83579/83580,83579/83580/83577,83579/83576,83579/83580/83575,0.226,0.149,0.174,0.213
FUN_018180,39,8,26,Robust shift,86282/86288/86284/86283/86290/86291,86285/86282/86288,86285/86288/86282/86286,86291/86290/86282/86286/86283/86288,0.56,0.506,0.578,0.598
FUN_022235,40,8,26,Robust shift,96688/96684/96696/96693/96685,96686/96684/96688/96687/96685/96694,96686/96688/96696/96685/96684/96687,96685/96687/96684,0.255,0.207,0.193,0.298
FUN_022507,36,8,26,Robust shift,98698/98696/98693/98699,98693/98698/98697/98695/98696/98694,98699/98693/98696,98693/98699/98692/98694/98697,0.694,0.376,0.418,0.627
FUN_022722,40,8,26,Robust shift,100468/100470,100472/100468/100470/100473/100479/100471,100468/100472/100471/100469/100484,100472/100468/100470/100469,0.162,0.101,0.141,0.165
FUN_023186,40,8,26,Robust shift,103561/103573/103571,103560/103569/103561/103570/103564/103571/103573,103573/103568/103571/103560/103564,103573/103570,0.247,0.112,0.154,0.309
FUN_023376,40,8,26,Robust shift,104847/104850/104843/104849,104844/104846/104850/104848/104842,104850/104849/104846/104842/104843,104849/104848/104850/104847,0.292,0.197,0.233,0.323
FUN_024661,40,8,26,Robust shift,111874/111886/111880/111885/111884/111883,111880/111881/111886/111885/111884,111885/111884/111880,111885/111884/111881/111883/111886/111861,0.201,0.122,0.162,0.222
FUN_025580,40,8,26,Robust shift,116166/116165/116171/116167,116168/116172/116173/116171/116166/116170/116165,116168/116165/116171/116166/116167,116166/116165,0.345,0.152,0.218,0.286
FUN_025987,40,8,26,Minor shift,118788/118784/118789/118785/118790,118785/118786/118792/118784/118789,118784/118787/118790/118785,118785/118784/118786,0.364,0.247,0.289,0.279
FUN_026144,40,8,26,Robust shift,120107/120105/120128/120106,120106/120109/120115/120105/120107,120106/120105/120107,120107/120105/120106/120113/120108,0.2,0.121,0.142,0.16
FUN_026242,36,8,26,Robust shift,120898/120897/120896/120900/120903,120898/120899/120902/120900,120900/120903/120898/120899,120902/120903/120898/120901/120896,0.454,0.189,0.279,0.487
FUN_026288,30,8,26,Robust shift,121113/121108/121106/121111,121112/121113,121108/121107/121110/121112/121113,121111/121113/121108/121102/121112,0.6,0.399,0.42,0.564
FUN_027735,40,8,26,Robust shift,126231/126230/126227,126230/126231/126226/126229/126224/126228,126231/126228/126230/126222,126231/126230/126229,0.269,0.162,0.2,0.286
FUN_028349,39,8,26,Robust shift,130006/130007/130003/130004/130008,130001/130005/130006/130003/130008/130000,130006/130005/130000/130008/130004/130003,130006/130007/130000/130005/130004,0.417,0.285,0.329,0.389
FUN_028847,40,8,26,Robust shift,132078/132091/132079,132096/132087/132081/132078/132090/132079/132091,132078/132079/132091,132081/132078/132080/132090,0.232,0.106,0.192,0.234
FUN_033856,40,8,26,Robust shift,154348/154338/154346/154345/154349/154336,154348/154345/154344/154346/154337,154348/154345/154346/154336,154348/154349/154346/154336,0.197,0.146,0.183,0.183
FUN_033890,40,8,26,Robust shift,154660/154661/154648,154649/154660/154661/154658,154660/154645/154644,154660/154661/154656,0.156,0.109,0.135,0.218
FUN_033931,32,8,26,Robust shift,154909/154906/154917/154907,154910/154908/154912/154913/154909,154906/154917/154912/154910/154909,154908/154906/154907,0.614,0.239,0.436,0.526
FUN_033971,40,8,26,Minor shift,155124/155125/155133/155127/155129,155124/155125/155126/155132,155124,155131/155124/155125/155127,0.344,0.209,0.261,0.292
FUN_034008,29,8,26,Robust shift,155367/155372/155366,155365/155371/155372/155370/155366/155369/155368,155371/155365/155367/155370/155372,155369/155367/155370/155371/155372,0.563,0.32,0.428,0.467
FUN_034977,36,8,26,Robust shift,160742/160741/160747/160739,160746/160739/160742/160741/160747,160740/160741/160743/160738/160742/160747,160739/160742/160741/160747/160743,0.595,0.451,0.434,0.632
FUN_035603,40,8,26,Robust shift,164427/164438/164431/164428,164427/164428/164432,164428/164427/164429/164431,164427/164448/164449/164428/164432,0.151,0.096,0.146,0.149
FUN_035969,40,8,26,Robust shift,166677/166680/166678/166679,166679/166676/166680/166677/166674/166673,166680/166679/166678,166680/166675/166677/166679,0.225,0.199,0.212,0.22
FUN_036116,40,8,26,Robust shift,167581/167579/167583/167588,167583/167579/167580/167581,167583/167580/167582/167579/167581/167584,167584/167579/167585/167581/167582,0.216,0.142,0.148,0.171
FUN_037811,37,8,26,Robust shift,175729/175727/175731/175732,175729/175731/175724/175725/175730,175730/175732/175728/175729/175731/175724,175732/175730,0.541,0.457,0.627,0.613
FUN_037938,40,8,26,Robust shift,176805/176806/176793/176801,176804/176803/176792/176805/176806,176806/176805/176804/176801/176792,176801/176806/176805/176803/176802,0.126,0.109,0.131,0.131
FUN_038045,31,8,26,Robust shift,177728/177733/177732/177731,177732/177730/177729/177731/177726/177727,177727/177732/177733/177731/177726/177730,177730/177726/177729/177732/177733/177728,0.637,0.431,0.322,0.785
FUN_038735,40,8,26,Robust shift,182829/182832,182831/182829/182827/182825/182828/182832,182832/182827/182821/182829/182822,182828/182832/182831,0.363,0.14,0.177,0.34
FUN_040103,40,8,26,Robust shift,188427/188425/188428/188420/188426,188426/188423/188428/188425/188427/188420,188428,188425/188428/188424/188426/188417,0.179,0.152,0.203,0.172
FUN_040173,40,8,26,Robust shift,188875/188881/188866/188878/188879,188881/188866/188868/188870,188881/188871/188878,188881/188866/188871,0.162,0.139,0.15,0.19
FUN_041889,40,8,26,Robust shift,197069/197068/197070/197074,197067/197074/197073/197070/197066,197070/197074/197066/197073/197071/197069,197073/197074/197066/197070,0.145,0.123,0.127,0.137
FUN_042034,40,8,26,Robust shift,198188/198186/198189/198199,198198/198199/198188/198197,198196/198199/198195/198198,198198/198195/198199/198186,0.274,0.16,0.182,0.26
FUN_042846,40,8,26,Robust shift,201279/201272/201273/201276/201275,201272/201284/201283,201272/201276/201283/201275,201275/201276/201271/201272/201273,0.217,0.149,0.169,0.219
FUN_001161,39,7,26,Robust shift,5648/5646/5645/5650,5647/5648/5646/5650/5651,5650/5649/5648/5647,5648/5646/5647/5650,0.481,0.312,0.363,0.488
FUN_001185,40,7,26,Minor shift,5889/5890,5899/5889/5892/5890,5889/5899/5890/5894,5896/5903/5890/5889,0.282,0.156,0.198,0.242
FUN_001216,40,7,26,Robust shift,6178/6169/6172/6173/6176,6178/6179,6178/6177/6179,6178/6172/6169,0.185,0.19,0.188,0.176
FUN_001227,40,7,26,Robust shift,6234/6232/6230/6231,6234/6222/6220/6231/6235,6234/6231/6232,6231/6234/6232/6230,0.144,0.102,0.131,0.142
FUN_004024,40,7,26,Robust shift,17280/17278/17281/17269,17280/17279/17278,17277/17279/17278/17280/17268/17269,17280/17278,0.303,0.284,0.215,0.358
FUN_004109,40,7,26,Robust shift,17906/17905/17910/17904/17907,17904/17905/17910,17910/17904,17904/17905/17909/17911/17910,0.151,0.16,0.169,0.157
FUN_004423,40,7,26,Robust shift,20132/20124/20133/20129,20132/20125/20133/20131,20132/20133/20131/20125,20130/20132/20133/20124/20131,0.142,0.107,0.111,0.125
FUN_004546,40,7,26,Robust shift,21067/21070/21068,21072/21068/21070/21067/21075,21067/21068/21070,21070/21067/21069/21071/21072,0.357,0.211,0.237,0.299
FUN_004970,36,7,26,Robust shift,23933/23928/23927/23932/23930/23929,23931/23928/23933,23933/23931/23932/23928,23932/23927/23931/23933,0.591,0.387,0.409,0.48
FUN_005153,39,7,26,Robust shift,24854/24843/24855/24856/24850/24848,24856/24847/24854/24855,24855/24854/24856,24856/24854/24847,0.433,0.304,0.357,0.445
FUN_006276,40,7,26,Robust shift,29833/29836/29837/29838/29839,29839/29838,29838/29835/29819/29839,29838/29837/29835/29839,0.125,0.099,0.11,0.111
FUN_006750,40,7,26,Robust shift,32192/32193/32191/32190/32189,32204/32189/32193/32191/32192/32202,32192/32189/32191/32190,32192/32189/32193/32191/32190,0.176,0.112,0.127,0.153
FUN_007808,40,7,26,Robust shift,36903/36902/36895,36902/36901/36900/36903,36902/36901/36896/36897,36902/36903/36901,0.233,0.189,0.202,0.214
FUN_008561,40,7,26,Robust shift,41913/41910/41912,41912/41910/41913/41903,41913/41912/41910,41913/41911/41912/41910/41907/41908,0.303,0.195,0.227,0.232
FUN_009037,37,7,26,Robust shift,44979/44975/44976/44980/44977,44975/44977/44979/44982,44975/44977/44981/44976,44982/44977/44975/44976,0.503,0.3,0.421,0.457
FUN_009349,40,7,26,Robust shift,46143/46141/46139,46139/46144/46143/46140/46141,46143/46142/46144/46141/46140/46145,46145/46141/46140,0.387,0.221,0.256,0.312
FUN_010961,40,7,26,Robust shift,52361/52363/52362/52367,52363/52361/52381/52362,52362/52363/52361/52365,52381/52361/52363/52379/52362,0.125,0.11,0.122,0.122
FUN_011779,40,7,26,Robust shift,55309/55307/55320/55319,55307/55318/55319/55320/55310,55320/55310/55307,55320/55307/55306,0.195,0.111,0.126,0.168
FUN_012764,40,7,26,Robust shift,61734/61739/61733/61740/61741,61740/61739/61741/61736/61733,61739/61741/61740/61734,61739/61740/61738/61741,0.344,0.298,0.27,0.31
FUN_012969,40,7,26,Robust shift,62501/62498/62497/62500/62499,62499/62505/62497/62503,62499/62500/62498,62498/62499/62497,0.178,0.143,0.165,0.19
FUN_013393,40,7,26,Robust shift,64188/64195/64186/64210/64185,64188/64185,64185/64188/64186,64188/64186/64192/64185/64187,0.262,0.199,0.212,0.252
FUN_013616,40,7,26,Robust shift,65184/65188,65188/65186/65184/65185,65188/65187/65179/65184,65188/65184/65187/65183,0.478,0.262,0.289,0.466
FUN_014433,39,7,26,Robust shift,67441/67434/67443/67444/67437,67441/67434/67444/67443,67441/67439/67443/67434/67444,67441/67443/67442/67434/67439/67437,0.487,0.22,0.237,0.403
FUN_014688,39,7,26,Robust shift,69388/69387/69386,69383/69387/69388/69382/69386,69388/69385/69387/69386/69384,69388/69382/69387,0.385,0.39,0.395,0.533
FUN_014916,40,7,26,Robust shift,71166/71160/71171/71175,71171/71166/71169/71160,71171/71169/71160,71166/71160/71162/71168/71171,0.164,0.116,0.136,0.158
FUN_015070,40,7,26,Robust shift,72395/72396/72394/72397,72395/72396/72394/72397,72394/72393/72395,72396/72397/72394/72390/72395/72392,0.209,0.163,0.164,0.191
FUN_015086,39,7,26,Robust shift,72432/72427/72430/72428,72427/72432/72430/72431,72427/72432/72429/72437,72427/72428/72432,0.395,0.268,0.382,0.5
FUN_016038,40,7,26,Robust shift,76666/76662/76659,76666/76659,76659/76666/76662/76663,76664/76659/76662/76667/76665,0.236,0.145,0.142,0.194
FUN_016400,40,7,26,Robust shift,79204/79203/79201/79205,79204/79203,79204/79201/79207/79202,79204/79203/79201/79206/79202,0.148,0.101,0.132,0.141
FUN_016578,40,7,26,Robust shift,80285/80288/80287/80286,80284/80285/80294,80284/80286/80285,80294/80284/80295/80285/80287/80288,0.191,0.168,0.182,0.185
FUN_016784,39,7,26,Robust shift,81466/81467/81469/81463/81471,81466/81467/81463,81466/81471/81467/81469/81463/81465,81467/81465/81466/81468/81463,0.426,0.234,0.265,0.355
FUN_017709,40,7,26,Robust shift,83362/83358/83363/83367/83359/83360,83362/83358/83360/83361/83363,83358/83361/83359,83360/83358/83359/83361,0.213,0.159,0.196,0.2
FUN_020903,31,7,26,Robust shift,93333/93331/93334/93329,93328/93334/93331/93329,93334/93331/93333/93328,93328/93334/93332/93333/93330/93331,0.547,0.466,0.619,0.571
FUN_021610,40,7,26,Robust shift,94667/94662/94670,94662/94670/94664/94668,94662/94661/94670,94662/94663/94661,0.361,0.285,0.277,0.304
FUN_022211,40,7,26,Robust shift,96562/96547/96561,96559/96560/96548/96561/96562,96561/96562,96559/96561/96562/96554,0.138,0.098,0.138,0.136
FUN_022377,39,7,26,Robust shift,97735/97733/97731,97733/97735/97730,97733/97728/97731/97735,97735/97733/97729/97731/97734,0.252,0.202,0.223,0.301
FUN_022472,37,7,26,Robust shift,98316/98318/98321/98320,98321/98317/98320,98315/98316/98321/98320/98317,98317/98321/98319/98320,0.536,0.406,0.532,0.615
FUN_023502,40,7,26,Robust shift,105650/105651/105654/105653,105647/105652/105653/105650/105654/105651,105654/105651/105655/105652,105647/105652/105653/105654,0.187,0.162,0.173,0.197
FUN_024140,32,7,26,Robust shift,108915/108919/108914/108920/108918/108917,108918/108915/108914/108919/108917/108920,108920/108914/108915/108913/108917/108918,108913/108917/108915,0.435,0.394,0.361,0.488
FUN_024411,40,7,26,Minor shift,110388/110378/110386,110385/110377/110388/110387/110386,110385/110388/110386,110388/110386/110387/110385/110372,0.254,0.137,0.197,0.365
FUN_024514,35,7,26,Robust shift,111092/111101/111094/111096,111093/111102/111095/111101/111092,111101/111092/111094,111092/111102/111093/111101/111096,0.621,0.38,0.443,0.637
FUN_025324,40,7,26,Robust shift,114510/114516/114508/114517/114515/114518,114516/114517/114507/114518,114517/114518,114516/114517/114518,0.252,0.197,0.273,0.266
FUN_025881,40,7,26,Robust shift,118045/118047/118040/118046/118042/118041,118045/118046/118047,118045/118047/118046,118042/118047/118046/118044/118045,0.21,0.2,0.225,0.197
FUN_025976,40,7,26,Robust shift,118669/118670/118666/118671/118668,118670/118669/118671,118670/118666/118669,118670/118669/118671/118664/118666/118665/118668,0.268,0.208,0.231,0.259
FUN_026511,40,7,26,Minor shift,122279/122281,122279/122285/122280/122283,122279/122281,122283/122280/122279/122281/122287/122288,0.17,0.125,0.147,0.151
FUN_029878,37,7,26,Robust shift,137613/137612/137608,137611/137609/137610/137613/137607/137612,137613/137612/137608/137610/137609,137610/137612/137613,0.443,0.57,0.338,0.499
FUN_030183,40,7,26,Robust shift,138511/138512/138517/138513,138512/138516/138511/138514,138511/138514/138512/138515,138511/138516/138512/138514,0.264,0.164,0.216,0.222
FUN_030186,39,7,26,Robust shift,138530/138532/138531,138532/138530/138527/138531/138528,138526/138531/138532/138525,138532/138531/138526,0.503,0.256,0.282,0.444
FUN_031243,31,7,26,Robust shift,141196/141193/141198/141195,141195/141198/141196/141197/141194,141196/141194/141192/141195/141198,141195/141196/141194/141197,0.478,0.447,0.416,0.448
FUN_031353,38,7,26,Robust shift,141798/141796/141805,141796/141798/141797/141801,141796/141798/141797,141798/141802/141801/141803,0.456,0.295,0.352,0.57
FUN_032542,40,7,26,Robust shift,148886/148884/148880/148885,148884/148883/148880/148886/148882,148882/148886/148880/148881,148886/148883,0.335,0.306,0.31,0.373
FUN_032963,40,7,26,Robust shift,150954/150957/150956,150957/150954/150953/150956/150949,150956/150953/150949/150957/150951,150953/150957/150952/150954,0.33,0.241,0.347,0.287
FUN_033021,40,7,26,Robust shift,151327/151335/151334,151327/151333/151328/151331/151336/151335/151334,151327/151336/151335,151327/151336,0.289,0.172,0.308,0.244
FUN_033024,40,7,26,Robust shift,151359/151360/151357/151356,151359/151361/151358/151357/151360/151355,151359/151360/151357,151360/151358/151361/151359,0.195,0.159,0.194,0.212
FUN_034107,39,7,26,Robust shift,156038/156039/156042/156040/156041,156038/156039/156040/156042/156041,156041/156038/156039/156036/156040,156036/156041/156039/156037/156038/156042,0.301,0.304,0.341,0.348
FUN_034110,40,7,26,Robust shift,156065/156061/156057/156062/156058,156058/156057/156059/156060,156057/156058,156057/156058/156061/156062,0.223,0.183,0.216,0.229
FUN_034799,40,7,26,Robust shift,159286/159280/159284,159285/159283/159284/159280/159282/159286,159280/159286/159282/159284/159295/159285,159283/159280/159282,0.153,0.093,0.12,0.15
FUN_035200,38,7,26,Robust shift,162079/162083/162082,162081/162080/162083/162078,162081/162083/162078/162079,162083/162080/162082/162078/162079/162077,0.529,0.319,0.346,0.429
FUN_035289,40,7,26,Robust shift,162759/162763/162764/162760,162759/162765/162764/162763/162761,162759/162763/162764,162759/162764/162761/162762,0.305,0.273,0.301,0.294
FUN_035544,40,7,26,Robust shift,164047/164038/164037,164047/164042/164045,164040/164037/164047/164042,164042/164037/164047/164044,0.152,0.111,0.114,0.159
FUN_035638,40,7,26,Robust shift,164643/164647/164650/164646/164644,164643/164650/164648/164645,164643/164650,164643/164646/164650/164644,0.238,0.243,0.298,0.297
FUN_035683,40,7,26,Robust shift,164877/164871/164876/164872/164875/164873,164877/164871/164875,164877/164871,164877/164871/164874/164876,0.206,0.208,0.214,0.198
FUN_035866,40,7,26,Robust shift,166092/166093/166094/166095,166094/166093,166094/166092,166092/166098/166094/166097/166096,0.255,0.199,0.209,0.24
FUN_035985,40,7,26,Robust shift,166800/166804/166805/166802/166803,166798/166804/166803/166805,166804/166805/166798,166804/166805/166796/166803,0.323,0.176,0.254,0.32
FUN_036255,38,7,26,Robust shift,168545/168544/168534/168535,168544/168545/168535,168544/168545/168539,168544/168543/168545/168535/168539/168536,0.291,0.187,0.192,0.365
FUN_037093,40,7,26,Robust shift,171826/171827/171828,171830/171846/171826/171829,171826/171828/171827/171846/171830,171835/171829/171827/171828/171826,0.142,0.101,0.108,0.132
FUN_037421,40,7,26,Robust shift,173476/173474/173477/173475/173479,173476/173474/173475/173482,173476/173478/173475/173477/173482/173474,173474/173476/173475,0.309,0.207,0.272,0.288
FUN_038267,40,7,26,Robust shift,179681/179682/179686/179685/179683,179683/179680/179682/179685,179683/179682/179680/179685/179686/179684,179683/179686/179682,0.219,0.141,0.166,0.207
FUN_039808,40,7,26,Robust shift,186321/186325/186324/186323,186321/186322/186325,186324/186326/186321/186323/186327/186325,186321/186324/186322/186326/186325,0.169,0.167,0.159,0.157
FUN_039978,40,7,26,Robust shift,187516/187518/187514/187515,187516/187518/187517/187522,187517/187516/187515/187518/187519,187517/187518/187516,0.245,0.201,0.221,0.212
FUN_040443,40,7,26,Robust shift,190146/190147/190143/190142/190148/190140,190148/190147/190140/190145,190148/190140/190147,190148/190147/190142/190140,0.277,0.201,0.275,0.285
FUN_041247,40,7,26,Robust shift,192800/192796/192797/192806/192803/192798,192799/192800/192798/192803,192799/192796/192800/192798,192800/192797/192798/192806/192803,0.301,0.263,0.286,0.281
FUN_041763,37,7,26,Robust shift,195971/195970/195972/195975/195969/195973,195969/195971/195970/195973,195969/195971/195974/195970,195969/195972/195975/195971/195970/195973/195974,0.409,0.228,0.266,0.348
FUN_042009,40,7,26,Robust shift,198007/198011/198008,198013/198008/198007/198012/198009/198010,198010/198008/198011/198007,198008/198007/198010/198011,0.227,0.212,0.206,0.254
FUN_042856,40,7,26,Robust shift,201391/201390/201388/201392,201391/201388/201385/201392,201388/201392/201384/201391,201389/201392/201388/201390/201391/201384,0.248,0.192,0.205,0.262
FUN_043171,40,7,26,Robust shift,203486/203485/203481/203482/203484,203485/203481/203486,203486/203485/203480,203486/203483/203481/203485,0.296,0.277,0.265,0.334
FUN_043231,40,7,26,Robust shift,203861/203859/203860/203863/203862/203858,203859/203858/203861,203859/203861/203858/203860,203860/203858/203859/203861/203866,0.181,0.175,0.185,0.202
FUN_043325,40,7,26,Robust shift,204831/204832,204833/204829/204835/204832/204831/204824,204831/204824/204825,204831/204832,0.262,0.131,0.178,0.251
FUN_043354,40,7,26,Robust shift,205071/205070/205072/205073/205069,205071/205070/205075/205069,205071/205069/205070,205070/205069/205072/205074,0.412,0.263,0.274,0.47
FUN_043482,40,7,26,Robust shift,206030/206031/206032/206028,206023/206031/206030/206032/206025,206030/206032/206031/206029,206030/206031/206032,0.189,0.155,0.152,0.185
FUN_044196,38,7,26,Robust shift,209016/209017/209018,209016/209017/209015/209014/209013,209016/209017/209014/209015/209012/209013,209016/209017/209018,0.359,0.305,0.31,0.341
FUN_000274,39,6,26,Robust shift,1097/1098/1096,1098/1093/1097/1096,1095/1098/1094/1097,1097/1098/1096/1095,0.327,0.569,0.395,0.388
FUN_000455,32,6,26,Robust shift,2229/2230/2231/2233,2229/2233/2231/2228/2230,2233/2232/2229/2231,2231/2233/2232/2230,0.447,0.349,0.66,0.391
FUN_000612,40,6,26,Robust shift,3149/3151/3150,3151/3150/3147/3146/3148,3151/3147/3146/3149,3151/3146/3149,0.274,0.217,0.25,0.256
FUN_001380,40,6,26,Robust shift,7299/7292/7293/7297/7295,7299/7298/7293/7295/7292,7293/7298/7299/7292,7299/7298/7293/7292,0.5,0.35,0.4,0.505
FUN_002079,40,6,26,Minor shift,11023/11025/11029/11028,11023/11025/11028,11023/11028/11027,11025/11023/11029/11024,0.188,0.163,0.205,0.188
FUN_002481,38,6,26,Robust shift,12524/12522/12526/12525/12527/12523,12525/12524/12526/12522/12527,12522/12523/12527,12526/12522/12527,0.483,0.383,0.479,0.645
FUN_002649,40,6,26,Robust shift,13141/13140/13137/13138,13138/13139/13141/13137/13140,13137/13140/13142/13138,13137/13138/13142/13141,0.411,0.376,0.31,0.423
FUN_004583,40,6,26,Robust shift,21375/21374/21373,21374/21375/21373/21378,21374/21373/21375/21379,21375/21374/21373/21376,0.226,0.19,0.187,0.191
FUN_005151,36,6,26,Robust shift,24836/24837/24838,24837/24836/24832/24838,24836/24837/24838,24836/24838/24837/24833/24835,0.557,0.411,0.481,0.333
FUN_005371,40,6,26,Robust shift,26264/26267/26258/26266,26266/26260/26258/26267/26264,26266/26267/26263,26266/26267,0.172,0.104,0.136,0.18
FUN_005814,40,6,26,Robust shift,27575/27585/27574/27577/27576/27587,27574/27577/27575/27576,27574/27575/27576,27575/27574/27576/27577,0.137,0.107,0.144,0.133
FUN_006269,40,6,26,Robust shift,29779/29780/29783,29783/29779/29781,29784/29779/29781/29783/29780,29783/29779/29780/29782,0.302,0.251,0.3,0.301
FUN_006278,40,6,26,Robust shift,29867/29866/29864/29865,29866/29867/29864/29863,29867/29865/29866/29863,29866/29867/29857,0.211,0.117,0.165,0.236
FUN_006623,39,6,26,Robust shift,31411/31416/31412/31414/31415,31412/31413/31416/31411,31415/31416/31412,31412/31416/31415/31414,0.283,0.281,0.405,0.315
FUN_006658,39,6,26,Robust shift,31769/31766/31767/31764,31769/31764/31767,31769/31763/31766,31769/31763/31766/31764/31768,0.394,0.263,0.31,0.446
FUN_007091,39,6,26,Robust shift,34484/34482/34488/34481/34483,34484/34483/34488/34482/34481,34484/34482/34485/34483,34484/34482/34488/34483/34481,0.454,0.411,0.365,0.423
FUN_007963,40,6,26,Robust shift,37838/37834/37841/37836,37835/37838/37837/37834,37837/37834/37836/37838,37838/37834/37835,0.201,0.143,0.19,0.2
FUN_008158,31,6,26,Robust shift,39180/39178/39182/39179,39178/39180/39182,39181/39178/39180/39179/39183,39180/39178/39181,0.521,0.487,0.495,0.618
FUN_008190,40,6,26,Robust shift,39306/39303,39310/39306/39305/39303/39307/39304,39306/39304/39303,39306/39303,0.289,0.158,0.17,0.365
FUN_008214,40,6,26,Robust shift,39441/39440,39434/39439/39441/39440,39441/39439/39440,39439/39441/39440/39436/39438,0.522,0.298,0.303,0.521
