species,gene_id,n_timepoints,min_consensus,mean_consensus,all_high_consensus,n_distinct_consensus,consensus_by_tp,tp1_exon,tp2_exon,tp3_exon,tp4_exon,shift_category
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g17526.t1,4,1,1,TRUE,2,TP1:162916; TP2:162914; TP3:162914; TP4:162914,162916,162914,162914,162914,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g17698.t1,3,0.75,0.9166666666666666,TRUE,2,TP1:163942; TP2:163943; TP3:163942,163942,163943,163942,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g17715.t1,2,1,1,TRUE,2,TP1:164025; TP3:164024,164025,NA,164024,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18012.t1,2,1,1,TRUE,2,TP1:155033; TP2:155037,155033,155037,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18119.t1,3,1,1,TRUE,2,TP2:155678; TP3:155677; TP4:155678,NA,155678,155677,155678,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18243.t1,4,0.75,0.8875,TRUE,2,TP1:156825; TP2:156826; TP3:156826; TP4:156826,156825,156826,156826,156826,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18619.t1,2,1,1,TRUE,2,TP3:116905; TP4:116903,NA,NA,116905,116903,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18624.t1,4,1,1,TRUE,2,TP1:116915; TP2:116915; TP3:116915; TP4:116916,116915,116915,116915,116916,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18998.t1,2,1,1,TRUE,2,TP2:119507; TP3:119506,NA,119507,119506,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g1915.t1,4,0.75,0.9375,TRUE,2,TP1:94045; TP2:94045; TP3:94047; TP4:94047,94045,94045,94047,94047,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g19695.t1,2,1,1,TRUE,2,TP1:189920; TP4:189919,189920,NA,NA,189919,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g20639.t1,4,0.8,0.95,TRUE,2,TP1:106448; TP2:106448; TP3:106447; TP4:106448,106448,106448,106447,106448,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g21178.t1,3,1,1,TRUE,3,TP1:145646; TP2:145647; TP4:145645,145646,145647,NA,145645,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g21321.t1,3,1,1,TRUE,2,TP2:146464; TP3:146464; TP4:146462,NA,146464,146464,146462,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2143.t1,4,1,1,TRUE,3,TP1:95070; TP2:95068; TP3:95068; TP4:95069,95070,95068,95068,95069,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g21907.t1,3,1,1,TRUE,2,TP2:125404; TP3:125404; TP4:125403,NA,125404,125404,125403,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22161.t1,4,0.75,0.8875,TRUE,2,TP1:127498; TP2:127498; TP3:127498; TP4:127501,127498,127498,127498,127501,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22706.t1,4,0.75,0.8958333333333334,TRUE,2,TP1:205373; TP2:205373; TP3:205372; TP4:205373,205373,205373,205372,205373,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2285.t1,4,0.7142857142857143,0.861904761904762,TRUE,2,TP1:95983; TP2:95983; TP3:95982; TP4:95983,95983,95983,95982,95983,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23372.t1,3,1,1,TRUE,2,TP1:110497; TP3:110496; TP4:110497,110497,NA,110496,110497,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23727.t1,4,1,1,TRUE,4,TP1:112926; TP2:112928; TP3:112927; TP4:112929,112926,112928,112927,112929,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23867.t1,4,1,1,TRUE,2,TP1:76816; TP2:76816; TP3:76816; TP4:76815,76816,76816,76816,76815,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23933.t1,3,1,1,TRUE,2,TP1:77435; TP2:77436; TP3:77435,77435,77436,77435,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g24007.t1,3,0.8333333333333334,0.9444444444444444,TRUE,2,TP1:77832; TP2:77832; TP3:77836,77832,77832,77836,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g24097.t1,3,0.75,0.9166666666666666,TRUE,2,TP1:78495; TP2:78494; TP3:78495,78495,78494,78495,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g24694.t1,3,1,1,TRUE,2,TP2:82334; TP3:82333; TP4:82334,NA,82334,82333,82334,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g24763.t1a,3,1,1,TRUE,2,TP1:82869; TP2:82869; TP4:82870,82869,82869,NA,82870,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g24824.t1,4,1,1,TRUE,2,TP1:83124; TP2:83124; TP3:83124; TP4:83123,83124,83124,83124,83123,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g25133.t1,4,1,1,TRUE,2,TP1:197323; TP2:197323; TP3:197322; TP4:197323,197323,197323,197322,197323,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2605.t1,3,1,1,TRUE,2,TP1:98255; TP3:98255; TP4:98254,98255,NA,98255,98254,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g26554.t1,3,1,1,TRUE,2,TP1:7179; TP3:7180; TP4:7180,7179,NA,7180,7180,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g26741.t1,3,1,1,TRUE,2,TP1:7801; TP2:7801; TP3:7799,7801,7801,7799,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g26850.t1,4,0.75,0.9375,TRUE,2,TP1:8338; TP2:8339; TP3:8339; TP4:8338,8338,8339,8339,8338,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g27606.t1,3,1,1,TRUE,2,TP1:14523; TP2:14525; TP4:14523,14523,14525,NA,14523,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g27663.t1,4,1,1,TRUE,2,TP1:207052; TP2:207052; TP3:207051; TP4:207052,207052,207052,207051,207052,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g27804.t1,2,1,1,TRUE,2,TP3:195273; TP4:195276,NA,NA,195273,195276,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g27927.t1b,4,0.8,0.95,TRUE,2,TP1:14811; TP2:14811; TP3:14811; TP4:14810,14811,14811,14811,14810,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g27940.t1,4,1,1,TRUE,2,TP1:14929; TP2:14930; TP3:14930; TP4:14930,14929,14930,14930,14930,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g27962.t1b,4,0.75,0.8875,TRUE,2,TP1:15094; TP2:15093; TP3:15093; TP4:15093,15094,15093,15093,15093,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g27978.t1,2,1,1,TRUE,2,TP1:15193; TP2:15195,15193,15195,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g28748.t1,3,1,1,TRUE,2,TP1:20366; TP2:20367; TP3:20366,20366,20367,20366,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g29446.t1,2,1,1,TRUE,2,TP1:24502; TP2:24503,24502,24503,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g29461.t1,3,1,1,TRUE,2,TP1:24692; TP2:24693; TP3:24693,24692,24693,24693,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g29695.t1,2,1,1,TRUE,2,TP1:26521; TP4:26520,26521,NA,NA,26520,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g3041.t1,3,1,1,TRUE,2,TP1:193323; TP3:193325; TP4:193323,193323,NA,193325,193323,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g313.t1,3,1,1,TRUE,2,TP1:29484; TP2:29485; TP3:29485,29484,29485,29485,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g3194.t1,3,1,1,TRUE,2,TP1:165230; TP2:165229; TP3:165229,165230,165229,165229,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g3350.t1,2,1,1,TRUE,2,TP1:166548; TP2:166549,166548,166549,NA,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g3356.t1a,4,1,1,TRUE,2,TP1:166570; TP2:166570; TP3:166570; TP4:166571,166570,166570,166570,166571,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g3887.t1,3,1,1,TRUE,2,TP1:161106; TP2:161107; TP4:161107,161106,161107,NA,161107,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g389.t1,3,1,1,TRUE,2,TP1:30218; TP3:30217; TP4:30218,30218,NA,30217,30218,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g412.t1,2,1,1,TRUE,2,TP2:30398; TP3:30395,NA,30398,30395,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g4124.t1,2,1,1,TRUE,2,TP3:206366; TP4:206368,NA,NA,206366,206368,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g4313.t1,3,1,1,TRUE,2,TP1:84693; TP2:84692; TP4:84692,84693,84692,NA,84692,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g4578.t1,3,1,1,TRUE,2,TP1:86717; TP2:86717; TP3:86716,86717,86717,86716,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g480.t1,2,1,1,TRUE,2,TP1:30842; TP4:30843,30842,NA,NA,30843,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g5723.t1,4,1,1,TRUE,2,TP1:174904; TP2:174905; TP3:174904; TP4:174904,174904,174905,174904,174904,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g635.t1,4,1,1,TRUE,2,TP1:31935; TP2:31935; TP3:31935; TP4:31936,31935,31935,31935,31936,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g6589.t1b,2,1,1,TRUE,2,TP2:136542; TP4:136539,NA,136542,NA,136539,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g6909.t1,2,1,1,TRUE,2,TP1:147360; TP4:147361,147360,NA,NA,147361,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g6931.t1,2,1,1,TRUE,2,TP1:147587; TP4:147586,147587,NA,NA,147586,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g7260.t1,3,1,1,TRUE,2,TP1:150222; TP2:150220; TP4:150222,150222,150220,NA,150222,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g7489.t1,2,1,1,TRUE,2,TP1:129637; TP3:129638,129637,NA,129638,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g7608.t1,3,1,1,TRUE,2,TP1:130139; TP2:130140; TP3:130139,130139,130140,130139,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g8404.t1,3,1,1,TRUE,2,TP2:141712; TP3:141711; TP4:141712,NA,141712,141711,141712,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g8506.t1,3,1,1,TRUE,2,TP1:142429; TP2:142430; TP4:142429,142429,142430,NA,142429,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g8596.t1,4,0.75,0.875,TRUE,2,TP1:143092; TP2:143093; TP3:143093; TP4:143092,143092,143093,143093,143092,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g8721.t1,3,1,1,TRUE,2,TP2:204026; TP3:204026; TP4:204027,NA,204026,204026,204027,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g8723.t1,4,1,1,TRUE,2,TP1:204029; TP2:204030; TP3:204029; TP4:204029,204029,204030,204029,204029,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g8816.t1,4,1,1,TRUE,2,TP1:204394; TP2:204394; TP3:204393; TP4:204394,204394,204394,204393,204394,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g8829.t1,3,1,1,TRUE,2,TP1:178121; TP2:178120; TP3:178121,178121,178120,178121,NA,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g9289.t1,3,1,1,TRUE,2,TP1:205959; TP2:205958; TP4:205959,205959,205958,NA,205959,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g9334.t1,4,0.7,0.7444444444444445,TRUE,2,TP1:201670; TP2:201670; TP3:201668; TP4:201670,201670,201670,201668,201670,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g9460.t1,3,1,1,TRUE,2,TP1:207203; TP2:207202; TP4:207203,207203,207202,NA,207203,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g9499.t1,4,0.8333333333333334,0.9583333333333334,TRUE,2,TP1:113145; TP2:113149; TP3:113145; TP4:113145,113145,113149,113145,113145,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g9705.t1a,4,1,1,TRUE,2,TP1:114359; TP2:114360; TP3:114360; TP4:114359,114359,114360,114360,114359,Timepoint-Coordinated
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g9912.t1,4,1,1,TRUE,2,TP1:115429; TP2:115429; TP3:115431; TP4:115429,115429,115429,115431,115429,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000018,4,1,1,TRUE,2,TP1:366; TP2:365; TP3:365; TP4:365,366,365,365,365,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000053,2,1,1,TRUE,2,TP1:537; TP2:536,537,536,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000071,3,1,1,TRUE,2,TP2:674; TP3:673; TP4:674,NA,674,673,674,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000110,3,1,1,TRUE,2,TP1:180; TP2:179; TP3:180,180,179,180,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000130,2,1,1,TRUE,2,TP1:1083; TP2:1084,1083,1084,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000144,3,1,1,TRUE,2,TP2:1176; TP3:1175; TP4:1176,NA,1176,1175,1176,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000158,4,1,1,TRUE,2,TP1:1265; TP2:1264; TP3:1265; TP4:1265,1265,1264,1265,1265,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000159,3,1,1,TRUE,2,TP1:1268; TP2:1268; TP4:1267,1268,1268,NA,1267,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000188,3,1,1,TRUE,3,TP1:1062; TP2:1063; TP4:1061,1062,1063,NA,1061,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000252,2,1,1,TRUE,2,TP3:1764; TP4:1766,NA,NA,1764,1766,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000258,3,1,1,TRUE,2,TP1:1775; TP3:1775; TP4:1774,1775,NA,1775,1774,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000275,2,1,1,TRUE,2,TP1:1809; TP4:1810,1809,NA,NA,1810,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000325,3,1,1,TRUE,2,TP1:1967; TP2:1967; TP4:1968,1967,1967,NA,1968,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000333,2,1,1,TRUE,2,TP1:1982; TP3:1983,1982,NA,1983,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000349,4,0.75,0.9375,TRUE,2,TP1:2068; TP2:2069; TP3:2069; TP4:2069,2068,2069,2069,2069,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000410,4,1,1,TRUE,3,TP1:2448; TP2:2449; TP3:2450; TP4:2449,2448,2449,2450,2449,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000421,4,1,1,TRUE,2,TP1:2574; TP2:2575; TP3:2575; TP4:2574,2574,2575,2575,2574,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000423,4,1,1,TRUE,2,TP1:2579; TP2:2578; TP3:2578; TP4:2578,2579,2578,2578,2578,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000430,3,1,1,TRUE,2,TP1:2603; TP2:2603; TP4:2606,2603,2603,NA,2606,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000444,2,1,1,TRUE,2,TP1:2667; TP4:2666,2667,NA,NA,2666,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000450,3,1,1,TRUE,3,TP1:2682; TP2:2680; TP3:2681,2682,2680,2681,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000468,4,1,1,TRUE,2,TP1:2813; TP2:2814; TP3:2813; TP4:2814,2813,2814,2813,2814,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000491,3,1,1,TRUE,2,TP1:2879; TP3:2880; TP4:2880,2879,NA,2880,2880,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000534,2,1,1,TRUE,2,TP1:3109; TP4:3110,3109,NA,NA,3110,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000554,3,1,1,TRUE,2,TP1:3152; TP2:3152; TP4:3153,3152,3152,NA,3153,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000556,3,1,1,TRUE,2,TP1:3239; TP3:3238; TP4:3239,3239,NA,3238,3239,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000584,3,1,1,TRUE,3,TP1:3436; TP2:3437; TP4:3435,3436,3437,NA,3435,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000616,4,1,1,TRUE,2,TP1:3515; TP2:3515; TP3:3516; TP4:3516,3515,3515,3516,3516,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000624,3,1,1,TRUE,2,TP1:3548; TP2:3548; TP3:3549,3548,3548,3549,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000630,2,1,1,TRUE,2,TP2:3575; TP3:3574,NA,3575,3574,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000643,4,1,1,TRUE,2,TP1:3717; TP2:3717; TP3:3716; TP4:3717,3717,3717,3716,3717,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000733,3,1,1,TRUE,2,TP1:4292; TP3:4293; TP4:4292,4292,NA,4293,4292,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000738,4,1,1,TRUE,2,TP1:4303; TP2:4304; TP3:4304; TP4:4304,4303,4304,4304,4304,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000760,3,1,1,TRUE,2,TP1:4448; TP2:4449; TP4:4448,4448,4449,NA,4448,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000810,4,0.7142857142857143,0.8348214285714286,TRUE,2,TP1:4789; TP2:4789; TP3:4788; TP4:4789,4789,4789,4788,4789,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000836,3,1,1,TRUE,2,TP1:4793; TP2:4793; TP4:4792,4793,4793,NA,4792,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000847,3,1,1,TRUE,2,TP1:4810; TP2:4810; TP4:4811,4810,4810,NA,4811,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000855,2,1,1,TRUE,2,TP1:4826; TP4:4824,4826,NA,NA,4824,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000858,3,1,1,TRUE,2,TP1:4830; TP2:4829; TP4:4830,4830,4829,NA,4830,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000862,2,1,1,TRUE,2,TP1:4853; TP4:4851,4853,NA,NA,4851,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000878,3,1,1,TRUE,2,TP1:4884; TP2:4886; TP4:4884,4884,4886,NA,4884,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000881,4,1,1,TRUE,2,TP1:4892; TP2:4892; TP3:4892; TP4:4891,4892,4892,4892,4891,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000940,4,0.75,0.8875,TRUE,2,TP1:5083; TP2:5082; TP3:5083; TP4:5083,5083,5082,5083,5083,Timepoint-Coordinated
Porites evermanni,gene-Peve_00000953,3,1,1,TRUE,3,TP1:5183; TP2:5185; TP3:5184,5183,5185,5184,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001032,2,1,1,TRUE,2,TP1:5451; TP4:5453,5451,NA,NA,5453,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001072,4,1,1,TRUE,3,TP1:5694; TP2:5694; TP3:5692; TP4:5693,5694,5694,5692,5693,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001075,2,1,1,TRUE,2,TP3:5716; TP4:5711,NA,NA,5716,5711,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001084,2,1,1,TRUE,2,TP1:5790; TP2:5791,5790,5791,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001090,4,0.7,0.80625,TRUE,2,TP1:5807; TP2:5807; TP3:5807; TP4:5806,5807,5807,5807,5806,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001095,3,1,1,TRUE,2,TP1:5860; TP2:5858; TP4:5858,5860,5858,NA,5858,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001185,4,1,1,TRUE,2,TP1:6427; TP2:6426; TP3:6427; TP4:6427,6427,6426,6427,6427,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001206,4,1,1,TRUE,2,TP1:6533; TP2:6533; TP3:6532; TP4:6533,6533,6533,6532,6533,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001267,3,1,1,TRUE,2,TP1:6892; TP2:6893; TP3:6893,6892,6893,6893,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001328,4,0.75,0.9375,TRUE,2,TP1:7271; TP2:7271; TP3:7271; TP4:7272,7271,7271,7271,7272,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001339,2,1,1,TRUE,2,TP1:7362; TP2:7361,7362,7361,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001452,2,1,1,TRUE,2,TP3:7975; TP4:7976,NA,NA,7975,7976,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001473,2,1,1,TRUE,2,TP1:8071; TP4:8072,8071,NA,NA,8072,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001508,3,1,1,TRUE,2,TP1:8306; TP2:8306; TP3:8305,8306,8306,8305,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001535,4,1,1,TRUE,2,TP1:8471; TP2:8471; TP3:8472; TP4:8472,8471,8471,8472,8472,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001551,2,1,1,TRUE,2,TP2:8575; TP3:8574,NA,8575,8574,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001556,3,1,1,TRUE,2,TP1:8578; TP2:8577; TP4:8578,8578,8577,NA,8578,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001567,2,1,1,TRUE,2,TP2:8584; TP4:8582,NA,8584,NA,8582,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001603,3,1,1,TRUE,2,TP1:8822; TP2:8822; TP4:8821,8822,8822,NA,8821,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001613,2,1,1,TRUE,2,TP1:8876; TP4:8874,8876,NA,NA,8874,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001626,2,1,1,TRUE,2,TP3:8958; TP4:8959,NA,NA,8958,8959,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001639,2,1,1,TRUE,2,TP2:9054; TP3:9051,NA,9054,9051,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001742,2,1,1,TRUE,2,TP1:9851; TP2:9852,9851,9852,NA,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001785,3,1,1,TRUE,2,TP1:9921; TP2:9922; TP3:9921,9921,9922,9921,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001794,4,1,1,TRUE,2,TP1:9946; TP2:9946; TP3:9945; TP4:9946,9946,9946,9945,9946,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001795,2,1,1,TRUE,2,TP1:9949; TP4:9950,9949,NA,NA,9950,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001810,3,1,1,TRUE,2,TP1:9590; TP2:9589; TP4:9589,9590,9589,NA,9589,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001836,4,1,1,TRUE,2,TP1:9645; TP2:9646; TP3:9646; TP4:9645,9645,9646,9646,9645,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001940,2,1,1,TRUE,2,TP1:10812; TP3:10813,10812,NA,10813,NA,Timepoint-Coordinated
Porites evermanni,gene-Peve_00001968,2,1,1,TRUE,2,TP3:11004; TP4:11012,NA,NA,11004,11012,Timepoint-Coordinated
Porites evermanni,gene-Peve_00002074,2,1,1,TRUE,2,TP2:11560; TP4:11559,NA,11560,NA,11559,Timepoint-Coordinated
Porites evermanni,gene-Peve_00002091,3,1,1,TRUE,2,TP1:11630; TP2:11630; TP4:11631,11630,11630,NA,11631,Timepoint-Coordinated
