species,gene_id,n_samples,n_unique_exons,n_shifts,modal_exon,modal_fraction,shift_type
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22395.t1,38,2,2,185115,0.9736842105263158,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22399.t1,39,3,13,185162,0.7692307692307693,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22418.t1,38,4,21,185288,0.42105263157894735,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22419.t1,38,3,17,185292,0.42105263157894735,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22420.t1,25,2,9,185297,0.6,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22421.t1,34,5,19,185305,0.5,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22422.t1,16,1,0,185309,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22423.t1,35,4,15,185313,0.5714285714285714,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22427.t1,16,1,0,185329,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2244.t1,30,2,8,95811,0.7,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22446.t1,38,2,2,185428,0.9736842105263158,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2245.t1,28,5,16,95815,0.6071428571428571,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22459.t1,38,4,21,185561,0.3684210526315789,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2246.t1,39,1,0,95823,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22460.t1,32,6,23,185568,0.25,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22471.t1,11,5,9,185684,0.2727272727272727,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22494.t1,32,5,23,185776,0.46875,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22498.t1,32,3,16,185793,0.59375,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2250.t1,37,2,2,95831,0.972972972972973,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22502.t1,39,4,33,185828,0.358974358974359,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22504.t1,34,7,19,185870,0.6470588235294118,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22512.t1,36,3,4,185918,0.9444444444444444,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22513.t1,38,4,20,185922,0.42105263157894735,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22525.t1a,37,3,19,185968,0.4864864864864865,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22525.t1b,14,2,2,185966,0.9285714285714286,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22543.t1,37,2,13,186019,0.6756756756756757,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22545.t1,26,3,13,186022,0.5,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22547.t1,11,5,8,186028,0.36363636363636365,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22549.t1,26,3,11,186039,0.5769230769230769,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22558.t1,39,2,2,186089,0.9743589743589743,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2257.t2a,16,1,0,95853,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2257.t2b,39,2,6,95850,0.8717948717948718,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2257.t2c,39,3,23,95847,0.48717948717948717,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22573.t1,39,6,20,186179,0.5897435897435898,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22579.t1,38,4,17,186205,0.4473684210526316,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2258.t1,6,1,0,95856,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2259.t1a,39,1,0,95858,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2259.t1b,25,2,16,95859,0.52,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2259.t1c,39,8,22,95877,0.5897435897435898,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22606.t1,39,2,12,186396,0.7435897435897436,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2262.t1,39,7,19,95889,0.46153846153846156,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2263.t1,8,2,2,95896,0.625,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22631.t1,19,1,0,186678,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22642.t1,39,1,0,186778,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2265.t1,34,7,21,95905,0.4117647058823529,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22652.t1,38,7,24,186846,0.4473684210526316,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22657.t1,39,1,0,186867,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2266.t1,19,4,9,95915,0.5789473684210527,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22662.t1,35,3,19,186894,0.5428571428571428,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22669.t1,21,6,15,186918,0.3333333333333333,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22673.t1,26,2,4,186930,0.9230769230769231,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2268.t2,39,6,23,95931,0.5128205128205128,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22706.t1,15,2,7,205373,0.7333333333333333,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22716.t1,39,3,5,181469,0.9230769230769231,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22722.t1,39,1,0,181516,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22723.t1,39,2,16,181522,0.7948717948717948,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22728.t1,39,12,31,181565,0.28205128205128205,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22737.t1,38,3,18,181652,0.6578947368421053,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2274.t1,9,3,6,95951,0.5555555555555556,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22747.t1,39,5,12,181801,0.8205128205128205,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22754.t1,6,3,4,181837,0.5,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2276.t1,16,1,0,95955,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22760.t1,6,2,2,181857,0.5,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22767.t1a,38,9,27,181916,0.3157894736842105,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22767.t1b,39,7,24,181904,0.46153846153846156,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22769.t1,39,6,23,181928,0.5641025641025641,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22780.t3,39,1,0,181983,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22783.t1,39,3,18,182014,0.6923076923076923,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22784.t2,37,12,31,182016,0.2702702702702703,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22787.t1,39,3,18,182057,0.5384615384615384,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22792.t1,39,2,16,182086,0.6410256410256411,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22795.t1,39,4,21,182111,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2280.t1,38,11,29,95966,0.21052631578947367,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22811.t1,20,2,4,182248,0.8,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22815.t1,16,2,7,182274,0.625,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2285.t1,31,2,13,95983,0.7741935483870968,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22869.t1,39,1,0,182742,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2287.t1,11,2,5,95985,0.5454545454545454,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22870.t1,34,3,12,182749,0.7647058823529411,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22877.t1a,6,2,2,182918,0.8333333333333334,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22877.t1b,39,4,21,182934,0.6923076923076923,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22881.t1,39,7,15,182968,0.6410256410256411,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22886.t1,39,9,31,183000,0.358974358974359,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22911.t1a,11,2,6,183097,0.6363636363636364,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22911.t1b,39,6,20,183093,0.48717948717948717,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22913.t1,39,4,19,183122,0.48717948717948717,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22923.t1,37,9,27,183247,0.32432432432432434,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22927.t1,29,2,9,183278,0.5172413793103449,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22949.t1,34,1,0,183340,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22972.t1,34,7,27,183531,0.38235294117647056,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22973.t1,8,3,4,183538,0.5,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22988.t1,39,3,17,183682,0.7692307692307693,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22994.t1,39,4,17,183740,0.6410256410256411,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22996.t1,23,3,12,183766,0.6521739130434783,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g22999.t1,38,9,28,183855,0.39473684210526316,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23002.t1,37,8,26,183950,0.43243243243243246,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23006.t1,37,10,21,184048,0.5675675675675675,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23008.t1,37,17,31,184116,0.1891891891891892,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23014.t1,39,4,19,184175,0.6153846153846154,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23036.t1,5,1,0,107970,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23048.t1,39,2,2,108025,0.9743589743589743,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23052.t1,20,3,15,108093,0.45,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23062.t1,17,2,6,108172,0.7647058823529411,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23093.t1,13,1,0,108352,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23095.t1,26,2,6,108359,0.6538461538461539,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23120.t1,22,5,18,108533,0.3181818181818182,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23123.t1,27,5,18,108542,0.3333333333333333,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23127.t1,39,2,2,108576,0.9743589743589743,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23128.t1,39,1,0,108579,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23129.t1,9,2,3,108582,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23131.t1,39,2,18,108591,0.6153846153846154,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23132.t1,33,4,8,108595,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23133.t1,39,1,0,108600,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23134.t1,39,3,7,108603,0.8461538461538461,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23153.t1,36,4,23,108716,0.3888888888888889,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23172.t1,39,2,2,108912,0.9743589743589743,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23176.t1,30,6,23,108973,0.3,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23180.t1,38,4,12,109003,0.8421052631578947,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23184.t1,24,3,8,109018,0.5416666666666666,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23187.t1,33,4,16,109023,0.45454545454545453,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23188.t1,36,3,13,109026,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23189.t1,26,4,18,109030,0.46153846153846156,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23190.t1,32,3,12,109033,0.75,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23192.t1,21,3,10,109047,0.5238095238095238,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23193.t1,38,5,22,109055,0.5263157894736842,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23195.t1,12,3,4,109059,0.5,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23200.t2,39,3,19,109085,0.7435897435897436,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23215.t1,36,2,8,109215,0.8888888888888888,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23223.t1,36,1,0,109293,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23232.t1,39,3,10,109357,0.6923076923076923,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23236.t1,39,4,24,109404,0.46153846153846156,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23255.t1,36,2,19,109580,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23270.t1,38,8,16,109786,0.6578947368421053,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23295.t1,39,2,11,109981,0.5128205128205128,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23308.t1,39,2,13,110078,0.7692307692307693,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23317.t1,39,9,27,110156,0.48717948717948717,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23318.t2,38,8,28,110159,0.21052631578947367,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23322.t1,39,3,15,110179,0.7948717948717948,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2333.t2,39,5,16,96321,0.6923076923076923,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23342.t4,39,4,24,110264,0.41025641025641024,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23349.t1,33,2,12,110352,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2335.t2,39,2,6,96361,0.9230769230769231,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23353.t1,39,5,22,110381,0.3076923076923077,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23374.t1,39,3,3,110526,0.9487179487179487,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2338.t1,39,3,4,96366,0.9487179487179487,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23380.t1,38,1,0,110544,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23394.t1,39,8,22,110817,0.5897435897435898,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23396.t1,9,2,6,110835,0.5555555555555556,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23399.t2,39,4,21,110839,0.6153846153846154,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23408.t1,12,2,6,110915,0.5833333333333334,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23409.t1,39,4,14,110924,0.7948717948717948,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23424.t1,22,3,11,111026,0.5454545454545454,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23426.t1,39,14,35,111031,0.20512820512820512,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23429.t1,39,4,23,111082,0.5897435897435898,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23430.t1,31,3,23,111087,0.5483870967741935,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23445.t1,33,2,13,111200,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23453.t1,11,1,0,111221,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23454.t1,39,1,0,111223,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23455.t1,20,5,6,111235,0.65,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23459.t1,34,10,31,111273,0.20588235294117646,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23462.t1,36,8,29,111299,0.3333333333333333,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23484.t1,38,4,27,111399,0.5,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23487.t1,37,6,30,111416,0.2972972972972973,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23492.t1,34,3,3,111449,0.9117647058823529,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23495.t1,28,3,20,111471,0.42857142857142855,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23496.t1,38,1,0,111479,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2350.t1,39,8,29,96429,0.23076923076923078,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23502.t1,37,2,9,111501,0.7837837837837838,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23503.t1,39,6,23,111509,0.5897435897435898,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23505.t1,36,3,8,111520,0.7222222222222222,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23519.t2,39,5,25,111621,0.48717948717948717,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2353.t1a,39,7,19,96456,0.46153846153846156,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2353.t1b,38,3,16,96460,0.7368421052631579,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23531.t1,39,6,30,111763,0.41025641025641024,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23537.t1,26,4,13,111808,0.6923076923076923,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23554.t1,39,7,24,111865,0.46153846153846156,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23556.t1,39,9,24,111883,0.4358974358974359,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23557.t1,25,5,11,111886,0.76,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23558.t1,39,4,22,111894,0.5128205128205128,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23560.t1,30,2,4,111913,0.9333333333333333,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23562.t1,39,2,12,111918,0.7692307692307693,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2358.t1,17,4,11,96530,0.5294117647058824,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23593.t1,39,5,28,112160,0.3076923076923077,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23597.t1,39,4,16,112181,0.717948717948718,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2360.t1a,39,3,17,96580,0.6153846153846154,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2360.t1b,39,3,18,96589,0.6410256410256411,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23601.t1,27,2,13,112200,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23606.t1,32,6,19,112228,0.4375,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23612.t1,7,2,2,112252,0.8571428571428571,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23616.t1,39,4,14,112269,0.7692307692307693,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23619.t1,22,6,16,112281,0.2727272727272727,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23627.t2,39,2,2,112364,0.9743589743589743,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2363.t1,11,1,0,96607,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23653.t1,28,2,2,112436,0.9642857142857143,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23661.t1,38,3,24,112460,0.5,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2367.t2a,19,6,15,96618,0.3684210526315789,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2367.t2b,21,6,17,96629,0.2857142857142857,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2367.t2d,39,6,16,96661,0.7435897435897436,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23687.t1,39,9,29,112552,0.4358974358974359,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23690.t1,12,2,3,112572,0.5833333333333334,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23694.t2,39,1,0,112612,1,No shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23697.t1,39,2,4,112635,0.9487179487179487,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23699.t1,35,10,29,112669,0.22857142857142856,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g237.t1,4,4,3,28678,0.25,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23705.t3,39,8,27,112717,0.3076923076923077,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23707.t1,39,2,4,112732,0.9487179487179487,Rare shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23718.t1b,27,3,12,112802,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2372.t1,16,3,11,96826,0.4375,Robust shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23724.t1,39,5,21,112870,0.6666666666666666,Minor shift
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23725.t2,39,4,23,112921,0.5641025641025641,Robust shift
