species,gene_id,n_samples,n_unique_exons,n_shifts,modal_exon,modal_fraction,shift_type
Acropora pulchra,FUN_035054,40,10,31,161221,0.275,Robust shift
Acropora pulchra,FUN_035056,7,2,2,161251,0.7142857142857143,Minor shift
Acropora pulchra,FUN_035057,40,2,15,161253,0.7,Minor shift
Acropora pulchra,FUN_035058,40,6,21,161258,0.5,Robust shift
Acropora pulchra,FUN_035059,10,2,1,161265,0.8,Minor shift
Acropora pulchra,FUN_035060,40,5,25,161269,0.475,Robust shift
Acropora pulchra,FUN_035062,32,4,22,161280,0.375,Robust shift
Acropora pulchra,FUN_035063,12,4,9,161286,0.4166666666666667,Robust shift
Acropora pulchra,FUN_035064,39,4,27,161290,0.38461538461538464,Robust shift
Acropora pulchra,FUN_035065,40,4,19,161292,0.65,Minor shift
Acropora pulchra,FUN_035067,40,7,22,161325,0.65,Minor shift
Acropora pulchra,FUN_035068,40,9,33,161330,0.2,Robust shift
Acropora pulchra,FUN_035069,35,7,23,161348,0.4857142857142857,Robust shift
Acropora pulchra,FUN_035070,36,2,16,161349,0.6388888888888888,Minor shift
Acropora pulchra,FUN_035071,40,2,19,161351,0.6,Minor shift
Acropora pulchra,FUN_035072,39,8,31,161359,0.2564102564102564,Robust shift
Acropora pulchra,FUN_035073,28,2,15,161365,0.6785714285714286,Minor shift
Acropora pulchra,FUN_035074,40,6,30,161368,0.4,Robust shift
Acropora pulchra,FUN_035075,38,2,10,161373,0.868421052631579,Minor shift
Acropora pulchra,FUN_035076,24,2,4,161375,0.9166666666666666,Rare shift
Acropora pulchra,FUN_035077,40,5,22,161378,0.425,Robust shift
Acropora pulchra,FUN_035078,20,2,8,161382,0.6,Minor shift
Acropora pulchra,FUN_035079,12,2,4,161385,0.6666666666666666,Minor shift
Acropora pulchra,FUN_035080,12,3,3,161389,0.75,Minor shift
Acropora pulchra,FUN_035081,10,2,5,161391,0.7,Minor shift
Acropora pulchra,FUN_035082,4,2,1,161393,0.75,Minor shift
Acropora pulchra,FUN_035083,40,2,4,161396,0.95,Rare shift
Acropora pulchra,FUN_035086,31,2,3,161401,0.9354838709677419,Rare shift
Acropora pulchra,FUN_035087,40,2,18,161404,0.55,Robust shift
Acropora pulchra,FUN_035088,40,7,18,161446,0.725,Minor shift
Acropora pulchra,FUN_035089,21,3,7,161449,0.8095238095238095,Minor shift
Acropora pulchra,FUN_035090,20,2,6,161450,0.8,Minor shift
Acropora pulchra,FUN_035091,34,2,4,161452,0.9411764705882353,Rare shift
Acropora pulchra,FUN_035092,40,3,8,161457,0.85,Minor shift
Acropora pulchra,FUN_035093,40,7,33,161459,0.425,Robust shift
Acropora pulchra,FUN_035094,40,7,14,161499,0.825,Minor shift
Acropora pulchra,FUN_035095,40,4,9,161500,0.825,Minor shift
Acropora pulchra,FUN_035096,40,2,12,161515,0.825,Minor shift
Acropora pulchra,FUN_035097,39,7,21,161520,0.4358974358974359,Robust shift
Acropora pulchra,FUN_035099,40,5,14,161530,0.775,Minor shift
Acropora pulchra,FUN_035100,31,2,15,161541,0.6451612903225806,Minor shift
Acropora pulchra,FUN_035101,38,5,23,161544,0.3684210526315789,Robust shift
Acropora pulchra,FUN_035102,5,3,4,161551,0.4,Robust shift
Acropora pulchra,FUN_035103,40,3,13,161555,0.725,Minor shift
Acropora pulchra,FUN_035104,38,2,11,161561,0.8421052631578947,Minor shift
Acropora pulchra,FUN_035105,40,5,17,161567,0.65,Minor shift
Acropora pulchra,FUN_035106,35,1,0,161579,1,No shift
Acropora pulchra,FUN_035107,37,4,12,161581,0.7567567567567568,Minor shift
Acropora pulchra,FUN_035108,36,3,21,161588,0.4444444444444444,Robust shift
Acropora pulchra,FUN_035109,24,2,2,161593,0.9583333333333334,Rare shift
Acropora pulchra,FUN_035110,8,2,3,161596,0.5,Robust shift
Acropora pulchra,FUN_035112,5,2,2,161601,0.8,Minor shift
Acropora pulchra,FUN_035113,36,4,15,161602,0.5555555555555556,Robust shift
Acropora pulchra,FUN_035114,37,7,22,161608,0.4864864864864865,Robust shift
Acropora pulchra,FUN_035115,38,6,23,161616,0.34210526315789475,Robust shift
Acropora pulchra,FUN_035116,29,2,4,161623,0.9310344827586207,Rare shift
Acropora pulchra,FUN_035117,36,3,6,161624,0.8888888888888888,Minor shift
Acropora pulchra,FUN_035119,36,6,20,161630,0.5,Robust shift
Acropora pulchra,FUN_035121,39,3,12,161639,0.7692307692307693,Minor shift
Acropora pulchra,FUN_035122,40,4,23,161644,0.65,Minor shift
Acropora pulchra,FUN_035123,12,2,4,161646,0.5833333333333334,Robust shift
Acropora pulchra,FUN_035124,14,1,0,161649,1,No shift
Acropora pulchra,FUN_035128,40,2,8,161660,0.85,Minor shift
Acropora pulchra,FUN_035129,40,3,24,161662,0.6,Minor shift
Acropora pulchra,FUN_035130,40,11,34,161665,0.325,Robust shift
Acropora pulchra,FUN_035131,39,6,25,161722,0.4358974358974359,Robust shift
Acropora pulchra,FUN_035132,15,2,3,161723,0.8,Minor shift
Acropora pulchra,FUN_035133,20,7,18,161738,0.3,Robust shift
Acropora pulchra,FUN_035138,30,2,9,161744,0.7,Minor shift
Acropora pulchra,FUN_035139,34,2,5,161747,0.8823529411764706,Minor shift
Acropora pulchra,FUN_035140,24,2,10,161748,0.6666666666666666,Minor shift
Acropora pulchra,FUN_035141,26,2,10,161751,0.6153846153846154,Minor shift
Acropora pulchra,FUN_035142,30,1,0,161752,1,No shift
Acropora pulchra,FUN_035143,11,2,3,161756,0.6363636363636364,Minor shift
Acropora pulchra,FUN_035147,37,5,19,161764,0.5945945945945946,Robust shift
Acropora pulchra,FUN_035148,36,2,4,161765,0.8888888888888888,Minor shift
Acropora pulchra,FUN_035149,27,1,0,161767,1,No shift
Acropora pulchra,FUN_035150,25,1,0,161769,1,No shift
Acropora pulchra,FUN_035151,40,5,19,161779,0.7,Minor shift
Acropora pulchra,FUN_035152,40,4,22,161780,0.575,Robust shift
Acropora pulchra,FUN_035153,40,11,29,161786,0.4,Robust shift
Acropora pulchra,FUN_035154,40,3,22,161823,0.65,Minor shift
Acropora pulchra,FUN_035155,38,12,32,161847,0.2631578947368421,Robust shift
Acropora pulchra,FUN_035156,6,2,3,161848,0.5,Robust shift
Acropora pulchra,FUN_035157,24,3,8,161852,0.7916666666666666,Minor shift
Acropora pulchra,FUN_035158,39,7,20,161853,0.6153846153846154,Minor shift
Acropora pulchra,FUN_035159,39,4,12,161863,0.7948717948717948,Minor shift
Acropora pulchra,FUN_035161,21,2,8,161866,0.6190476190476191,Minor shift
Acropora pulchra,FUN_035165,22,3,10,161873,0.6818181818181818,Minor shift
Acropora pulchra,FUN_035166,40,1,0,161880,1,No shift
Acropora pulchra,FUN_035167,19,3,4,161884,0.8947368421052632,Minor shift
Acropora pulchra,FUN_035168,40,3,19,161887,0.65,Minor shift
Acropora pulchra,FUN_035169,40,1,0,161888,1,No shift
Acropora pulchra,FUN_035170,40,5,27,161891,0.45,Robust shift
Acropora pulchra,FUN_035171,40,2,2,161902,0.975,Rare shift
Acropora pulchra,FUN_035172,40,2,12,161905,0.85,Minor shift
Acropora pulchra,FUN_035173,40,1,0,161906,1,No shift
Acropora pulchra,FUN_035174,40,2,19,161910,0.75,Minor shift
Acropora pulchra,FUN_035175,26,3,9,161912,0.6923076923076923,Minor shift
Acropora pulchra,FUN_035176,35,3,9,161915,0.6857142857142857,Minor shift
Acropora pulchra,FUN_035177,40,8,30,161944,0.375,Robust shift
Acropora pulchra,FUN_035178,40,5,20,161952,0.65,Minor shift
Acropora pulchra,FUN_035179,29,2,8,161954,0.8620689655172413,Minor shift
Acropora pulchra,FUN_035180,40,9,24,161955,0.575,Robust shift
Acropora pulchra,FUN_035181,40,5,29,161974,0.425,Robust shift
Acropora pulchra,FUN_035182,40,4,7,161988,0.9,Rare shift
Acropora pulchra,FUN_035183,30,9,28,161989,0.3,Robust shift
Acropora pulchra,FUN_035184,40,10,36,162000,0.225,Robust shift
Acropora pulchra,FUN_035185,40,3,22,162010,0.575,Robust shift
Acropora pulchra,FUN_035186,24,2,12,162020,0.5416666666666666,Robust shift
Acropora pulchra,FUN_035187,33,2,6,162023,0.8181818181818182,Minor shift
Acropora pulchra,FUN_035188,16,3,10,162026,0.5,Robust shift
Acropora pulchra,FUN_035189,32,3,15,162030,0.71875,Minor shift
Acropora pulchra,FUN_035190,40,7,23,162031,0.675,Minor shift
Acropora pulchra,FUN_035191,40,9,31,162049,0.45,Robust shift
Acropora pulchra,FUN_035192,34,3,11,162050,0.7941176470588235,Minor shift
Acropora pulchra,FUN_035194,40,2,15,162056,0.75,Minor shift
Acropora pulchra,FUN_035195,33,1,0,162058,1,No shift
Acropora pulchra,FUN_035196,12,4,6,162063,0.3333333333333333,Robust shift
Acropora pulchra,FUN_035197,7,4,3,162066,0.42857142857142855,Robust shift
Acropora pulchra,FUN_035198,5,1,0,162071,1,No shift
Acropora pulchra,FUN_035199,40,2,16,162076,0.75,Minor shift
Acropora pulchra,FUN_035200,38,7,26,162083,0.5,Robust shift
Acropora pulchra,FUN_035201,37,6,24,162088,0.3783783783783784,Robust shift
Acropora pulchra,FUN_035202,34,1,0,162092,1,No shift
Acropora pulchra,FUN_035203,5,2,1,162093,0.6,Minor shift
Acropora pulchra,FUN_035205,25,4,5,162106,0.76,Minor shift
Acropora pulchra,FUN_035206,40,4,19,162110,0.65,Minor shift
Acropora pulchra,FUN_035208,40,2,2,162112,0.975,Rare shift
Acropora pulchra,FUN_035212,40,11,31,162117,0.3,Robust shift
Acropora pulchra,FUN_035213,40,9,34,162142,0.35,Robust shift
Acropora pulchra,FUN_035214,40,3,9,162145,0.875,Minor shift
Acropora pulchra,FUN_035215,40,9,33,162161,0.25,Robust shift
Acropora pulchra,FUN_035216,40,2,21,162164,0.55,Robust shift
Acropora pulchra,FUN_035217,40,4,16,162171,0.7,Minor shift
Acropora pulchra,FUN_035218,40,3,28,162196,0.45,Robust shift
Acropora pulchra,FUN_035220,40,3,19,162199,0.65,Minor shift
Acropora pulchra,FUN_035221,40,5,33,162226,0.375,Robust shift
Acropora pulchra,FUN_035222,40,2,6,162233,0.925,Rare shift
Acropora pulchra,FUN_035224,40,7,23,162236,0.375,Robust shift
Acropora pulchra,FUN_035226,40,2,2,162253,0.975,Rare shift
Acropora pulchra,FUN_035227,40,2,10,162254,0.85,Minor shift
Acropora pulchra,FUN_035228,40,12,35,162271,0.225,Robust shift
Acropora pulchra,FUN_035229,40,10,29,162272,0.425,Robust shift
Acropora pulchra,FUN_035230,10,2,4,162290,0.8,Minor shift
Acropora pulchra,FUN_035231,40,7,22,162291,0.55,Robust shift
Acropora pulchra,FUN_035232,39,2,14,162299,0.6666666666666666,Minor shift
Acropora pulchra,FUN_035233,37,8,25,162310,0.40540540540540543,Robust shift
Acropora pulchra,FUN_035235,40,6,28,162342,0.425,Robust shift
Acropora pulchra,FUN_035236,40,16,34,162348,0.3,Robust shift
Acropora pulchra,FUN_035237,40,4,12,162385,0.85,Minor shift
Acropora pulchra,FUN_035238,40,4,15,162394,0.675,Minor shift
Acropora pulchra,FUN_035239,40,4,24,162395,0.475,Robust shift
Acropora pulchra,FUN_035240,40,3,4,162399,0.95,Rare shift
Acropora pulchra,FUN_035241,40,2,19,162406,0.55,Robust shift
Acropora pulchra,FUN_035242,40,3,7,162407,0.9,Rare shift
Acropora pulchra,FUN_035243,40,4,19,162423,0.75,Minor shift
Acropora pulchra,FUN_035244,40,4,15,162424,0.725,Minor shift
Acropora pulchra,FUN_035245,40,1,0,162430,1,No shift
Acropora pulchra,FUN_035247,40,2,14,162435,0.775,Minor shift
Acropora pulchra,FUN_035251,40,4,22,162458,0.425,Robust shift
Acropora pulchra,FUN_035252,34,8,31,162466,0.29411764705882354,Robust shift
Acropora pulchra,FUN_035253,32,3,15,162468,0.625,Minor shift
Acropora pulchra,FUN_035254,40,3,24,162471,0.425,Robust shift
Acropora pulchra,FUN_035255,40,7,30,162476,0.4,Robust shift
Acropora pulchra,FUN_035256,40,3,17,162483,0.5,Robust shift
Acropora pulchra,FUN_035257,40,5,22,162496,0.5,Robust shift
Acropora pulchra,FUN_035258,21,6,16,162500,0.38095238095238093,Robust shift
Acropora pulchra,FUN_035259,40,5,26,162515,0.5,Robust shift
Acropora pulchra,FUN_035260,40,5,26,162516,0.525,Robust shift
Acropora pulchra,FUN_035261,40,2,8,162560,0.825,Minor shift
Acropora pulchra,FUN_035262,40,3,21,162562,0.45,Robust shift
Acropora pulchra,FUN_035263,40,3,23,162569,0.475,Robust shift
Acropora pulchra,FUN_035264,40,2,8,162570,0.9,Rare shift
Acropora pulchra,FUN_035265,40,3,18,162581,0.575,Robust shift
Acropora pulchra,FUN_035266,40,5,29,162585,0.45,Robust shift
Acropora pulchra,FUN_035267,40,3,10,162599,0.825,Minor shift
Acropora pulchra,FUN_035268,40,2,2,162600,0.975,Rare shift
Acropora pulchra,FUN_035269,40,8,31,162604,0.4,Robust shift
Acropora pulchra,FUN_035271,40,3,17,162636,0.725,Minor shift
Acropora pulchra,FUN_035272,40,15,35,162637,0.2,Robust shift
Acropora pulchra,FUN_035273,40,4,27,162673,0.6,Minor shift
Acropora pulchra,FUN_035274,40,3,13,162675,0.775,Minor shift
Acropora pulchra,FUN_035275,40,4,27,162686,0.425,Robust shift
Acropora pulchra,FUN_035276,40,4,16,162688,0.475,Robust shift
Acropora pulchra,FUN_035278,6,4,5,162707,0.3333333333333333,Robust shift
Acropora pulchra,FUN_035279,40,8,31,162736,0.375,Robust shift
Acropora pulchra,FUN_035281,36,1,0,162742,1,No shift
Acropora pulchra,FUN_035282,33,2,14,162745,0.7575757575757576,Minor shift
Acropora pulchra,FUN_035284,40,2,7,162748,0.9,Rare shift
Acropora pulchra,FUN_035286,24,2,13,162751,0.5,Robust shift
Acropora pulchra,FUN_035287,8,2,4,162753,0.75,Minor shift
Acropora pulchra,FUN_035288,40,3,16,162757,0.75,Minor shift
Acropora pulchra,FUN_035289,40,7,26,162759,0.475,Robust shift
Acropora pulchra,FUN_035290,39,2,2,162767,0.9743589743589743,Rare shift
Acropora pulchra,FUN_035292,28,2,2,162770,0.9642857142857143,Rare shift
Acropora pulchra,FUN_035294,40,3,20,162774,0.625,Minor shift
Acropora pulchra,FUN_035295,35,2,10,162776,0.8,Minor shift
Acropora pulchra,FUN_035297,6,1,0,162780,1,No shift
Acropora pulchra,FUN_035299,32,2,18,162783,0.6875,Minor shift
Acropora pulchra,FUN_035300,25,2,11,162785,0.68,Minor shift
Acropora pulchra,FUN_035301,29,2,12,162788,0.5517241379310345,Robust shift
Acropora pulchra,FUN_035302,39,2,7,162790,0.8974358974358975,Minor shift
Acropora pulchra,FUN_035304,39,2,13,162792,0.717948717948718,Minor shift
Acropora pulchra,FUN_035305,39,2,8,162794,0.8974358974358975,Minor shift
Acropora pulchra,FUN_035306,16,2,11,162797,0.5625,Robust shift
Acropora pulchra,FUN_035307,5,1,0,162798,1,No shift
Acropora pulchra,FUN_035308,7,1,0,162800,1,No shift
Acropora pulchra,FUN_035309,37,2,13,162803,0.5675675675675675,Robust shift
Acropora pulchra,FUN_035310,37,2,4,162804,0.9459459459459459,Rare shift
Acropora pulchra,FUN_035311,39,8,33,162813,0.28205128205128205,Robust shift
Acropora pulchra,FUN_035314,11,2,4,162818,0.5454545454545454,Robust shift
Acropora pulchra,FUN_035315,25,3,19,162822,0.48,Robust shift
Acropora pulchra,FUN_035317,28,3,17,162827,0.6071428571428571,Minor shift
Acropora pulchra,FUN_035320,6,2,3,162833,0.5,Robust shift
Acropora pulchra,FUN_035321,29,2,4,162836,0.9310344827586207,Rare shift
Acropora pulchra,FUN_035323,39,1,0,162838,1,No shift
Acropora pulchra,FUN_035324,34,2,10,162840,0.6470588235294118,Minor shift
Acropora pulchra,FUN_035325,38,2,15,162843,0.6842105263157895,Minor shift
Acropora pulchra,FUN_035326,22,2,4,162846,0.7727272727272727,Minor shift
Acropora pulchra,FUN_035327,33,2,7,162848,0.8787878787878788,Minor shift
Acropora pulchra,FUN_035328,40,1,0,162849,1,No shift
Acropora pulchra,FUN_035329,40,1,0,162851,1,No shift
Acropora pulchra,FUN_035330,13,2,5,162854,0.7692307692307693,Minor shift
Acropora pulchra,FUN_035331,40,1,0,162855,1,No shift
Acropora pulchra,FUN_035333,40,2,16,162859,0.8,Minor shift
Acropora pulchra,FUN_035335,21,1,0,162864,1,No shift
Acropora pulchra,FUN_035337,38,1,0,162866,1,No shift
Acropora pulchra,FUN_035338,18,3,8,162868,0.6666666666666666,Minor shift
Acropora pulchra,FUN_035339,40,1,0,162871,1,No shift
Acropora pulchra,FUN_035340,40,2,4,162873,0.95,Rare shift
Acropora pulchra,FUN_035341,40,8,23,162875,0.625,Minor shift
Acropora pulchra,FUN_035342,32,4,25,162886,0.34375,Robust shift
Acropora pulchra,FUN_035343,33,6,27,162892,0.30303030303030304,Robust shift
Acropora pulchra,FUN_035344,27,5,21,162899,0.3333333333333333,Robust shift
Acropora pulchra,FUN_035345,30,6,24,162905,0.3,Robust shift
Acropora pulchra,FUN_035346,16,2,5,162906,0.6875,Minor shift
Acropora pulchra,FUN_035347,40,4,19,162908,0.575,Robust shift
Acropora pulchra,FUN_035348,40,3,22,162914,0.4,Robust shift
Acropora pulchra,FUN_035349,40,6,24,162929,0.525,Robust shift
Acropora pulchra,FUN_035350,40,6,24,162932,0.475,Robust shift
Acropora pulchra,FUN_035351,40,5,23,162945,0.525,Robust shift
Acropora pulchra,FUN_035353,36,5,17,162948,0.4444444444444444,Robust shift
Acropora pulchra,FUN_035354,30,7,16,162958,0.36666666666666664,Robust shift
Acropora pulchra,FUN_035355,40,5,26,162965,0.375,Robust shift
Acropora pulchra,FUN_035356,30,4,5,162971,0.8333333333333334,Minor shift
Acropora pulchra,FUN_035357,31,5,17,162976,0.3548387096774194,Robust shift
Acropora pulchra,FUN_035358,40,4,15,162981,0.75,Minor shift
Acropora pulchra,FUN_035359,40,8,30,162982,0.45,Robust shift
Acropora pulchra,FUN_035360,40,3,10,162995,0.875,Minor shift
Acropora pulchra,FUN_035361,35,4,22,162996,0.37142857142857144,Robust shift
Acropora pulchra,FUN_035362,23,3,14,163001,0.6086956521739131,Minor shift
Acropora pulchra,FUN_035365,8,2,1,163006,0.875,Minor shift
Acropora pulchra,FUN_035366,32,2,14,163009,0.59375,Robust shift
Acropora pulchra,FUN_035367,35,2,9,163011,0.8571428571428571,Minor shift
Acropora pulchra,FUN_035368,38,10,32,163015,0.2631578947368421,Robust shift
Acropora pulchra,FUN_035369,40,7,29,163027,0.425,Robust shift
Acropora pulchra,FUN_035370,33,2,10,163039,0.8484848484848485,Minor shift
Acropora pulchra,FUN_035373,37,3,20,163042,0.7027027027027027,Minor shift
Acropora pulchra,FUN_035374,9,2,2,163045,0.8888888888888888,Minor shift
Acropora pulchra,FUN_035378,40,2,4,163050,0.95,Rare shift
Acropora pulchra,FUN_035379,6,1,0,163057,1,No shift
Acropora pulchra,FUN_035381,11,6,6,163067,0.45454545454545453,Robust shift
Acropora pulchra,FUN_035383,38,11,28,163071,0.3684210526315789,Robust shift
Acropora pulchra,FUN_035384,18,3,10,163096,0.5,Robust shift
Acropora pulchra,FUN_035385,36,7,23,163112,0.5,Robust shift
Acropora pulchra,FUN_035386,27,6,21,163116,0.25925925925925924,Robust shift
Acropora pulchra,FUN_035387,21,2,11,163120,0.5714285714285714,Robust shift
Acropora pulchra,FUN_035388,36,10,33,163130,0.2777777777777778,Robust shift
Acropora pulchra,FUN_035389,40,8,22,163142,0.55,Robust shift
Acropora pulchra,FUN_035390,40,1,0,163145,1,No shift
Acropora pulchra,FUN_035391,22,2,8,163146,0.8181818181818182,Minor shift
Acropora pulchra,FUN_035393,40,1,0,163151,1,No shift
Acropora pulchra,FUN_035394,26,2,4,163152,0.8846153846153846,Minor shift
Acropora pulchra,FUN_035398,29,4,18,163157,0.5517241379310345,Robust shift
Acropora pulchra,FUN_035399,35,2,2,163163,0.9714285714285714,Rare shift
Acropora pulchra,FUN_035401,40,2,12,163173,0.85,Minor shift
Acropora pulchra,FUN_035402,39,2,1,163175,0.9743589743589743,Rare shift
Acropora pulchra,FUN_035403,40,2,11,163176,0.825,Minor shift
Acropora pulchra,FUN_035404,40,4,20,163180,0.65,Minor shift
Acropora pulchra,FUN_035405,40,3,8,163186,0.9,Rare shift
Acropora pulchra,FUN_035406,40,6,23,163187,0.475,Robust shift
Acropora pulchra,FUN_035407,36,2,20,163200,0.6666666666666666,Minor shift
Acropora pulchra,FUN_035408,40,3,23,163205,0.5,Robust shift
Acropora pulchra,FUN_035409,40,2,2,163206,0.975,Rare shift
Acropora pulchra,FUN_035410,17,1,0,163208,1,No shift
Acropora pulchra,FUN_035412,30,9,19,163222,0.36666666666666664,Robust shift
Acropora pulchra,FUN_035413,40,5,22,163225,0.65,Minor shift
Acropora pulchra,FUN_035414,40,3,12,163246,0.85,Minor shift
Acropora pulchra,FUN_035416,40,9,29,163262,0.475,Robust shift
Acropora pulchra,FUN_035417,38,3,8,163263,0.8947368421052632,Minor shift
Acropora pulchra,FUN_035418,40,1,0,163266,1,No shift
Acropora pulchra,FUN_035419,40,4,25,163269,0.5,Robust shift
Acropora pulchra,FUN_035420,40,4,16,163276,0.75,Minor shift
Acropora pulchra,FUN_035421,26,2,6,163280,0.8461538461538461,Minor shift
Acropora pulchra,FUN_035422,39,2,6,163282,0.9230769230769231,Rare shift
Acropora pulchra,FUN_035423,40,4,25,163283,0.45,Robust shift
Acropora pulchra,FUN_035429,31,3,16,163294,0.6774193548387096,Minor shift
Acropora pulchra,FUN_035430,29,4,15,163295,0.3103448275862069,Robust shift
Acropora pulchra,FUN_035431,35,4,18,163302,0.7142857142857143,Minor shift
Acropora pulchra,FUN_035432,24,4,16,163306,0.5416666666666666,Robust shift
Acropora pulchra,FUN_035433,16,3,7,163310,0.75,Minor shift
Acropora pulchra,FUN_035434,4,1,0,163311,1,No shift
Acropora pulchra,FUN_035435,9,2,1,163314,0.7777777777777778,Minor shift
Acropora pulchra,FUN_035437,31,2,4,163320,0.9354838709677419,Rare shift
Acropora pulchra,FUN_035438,20,3,8,163321,0.4,Robust shift
Acropora pulchra,FUN_035440,30,4,15,163325,0.5333333333333333,Robust shift
Acropora pulchra,FUN_035443,39,3,13,163333,0.7948717948717948,Minor shift
Acropora pulchra,FUN_035444,40,4,20,163362,0.525,Robust shift
Acropora pulchra,FUN_035448,40,4,13,163370,0.825,Minor shift
Acropora pulchra,FUN_035449,40,3,14,163379,0.75,Minor shift
Acropora pulchra,FUN_035450,40,2,6,163382,0.925,Rare shift
Acropora pulchra,FUN_035451,40,1,0,163383,1,No shift
Acropora pulchra,FUN_035452,40,9,33,163413,0.25,Robust shift
Acropora pulchra,FUN_035453,38,1,0,163415,1,No shift
Acropora pulchra,FUN_035455,32,5,17,163423,0.40625,Robust shift
Acropora pulchra,FUN_035456,40,2,17,163425,0.725,Minor shift
Acropora pulchra,FUN_035457,40,1,0,163426,1,No shift
Acropora pulchra,FUN_035458,40,3,10,163432,0.85,Minor shift
Acropora pulchra,FUN_035459,40,4,22,163437,0.525,Robust shift
Acropora pulchra,FUN_035460,40,1,0,163439,1,No shift
Acropora pulchra,FUN_035461,7,2,2,163441,0.5714285714285714,Robust shift
Acropora pulchra,FUN_035462,40,2,19,163444,0.625,Minor shift
Acropora pulchra,FUN_035464,10,2,2,163450,0.9,Rare shift
Acropora pulchra,FUN_035465,40,7,31,163457,0.3,Robust shift
Acropora pulchra,FUN_035466,40,6,30,163461,0.3,Robust shift
Acropora pulchra,FUN_035467,40,5,19,163483,0.7,Minor shift
Acropora pulchra,FUN_035468,40,1,0,163490,1,No shift
Acropora pulchra,FUN_035469,40,2,15,163491,0.725,Minor shift
Acropora pulchra,FUN_035470,40,9,30,163505,0.3,Robust shift
Acropora pulchra,FUN_035472,32,10,28,163525,0.15625,Robust shift
Acropora pulchra,FUN_035473,40,6,28,163537,0.375,Robust shift
Acropora pulchra,FUN_035475,5,2,2,163547,0.6,Minor shift
Acropora pulchra,FUN_035476,40,8,30,163572,0.4,Robust shift
Acropora pulchra,FUN_035477,40,9,37,163579,0.225,Robust shift
Acropora pulchra,FUN_035478,40,3,6,163611,0.925,Rare shift
Acropora pulchra,FUN_035479,40,7,28,163623,0.45,Robust shift
Acropora pulchra,FUN_035480,40,2,9,163630,0.875,Minor shift
Acropora pulchra,FUN_035481,34,1,0,163631,1,No shift
Acropora pulchra,FUN_035482,40,2,13,163633,0.775,Minor shift
Acropora pulchra,FUN_035483,8,1,0,163636,1,No shift
Acropora pulchra,FUN_035484,27,2,4,163637,0.9259259259259259,Rare shift
Acropora pulchra,FUN_035486,37,2,3,163640,0.918918918918919,Rare shift
Acropora pulchra,FUN_035487,31,3,5,163642,0.8064516129032258,Minor shift
Acropora pulchra,FUN_035488,39,3,16,163646,0.717948717948718,Minor shift
Acropora pulchra,FUN_035489,40,2,15,163648,0.775,Minor shift
Acropora pulchra,FUN_035490,40,5,25,163650,0.55,Robust shift
Acropora pulchra,FUN_035493,9,1,0,163658,1,No shift
Acropora pulchra,FUN_035494,40,4,24,163683,0.55,Robust shift
Acropora pulchra,FUN_035498,40,5,28,163689,0.45,Robust shift
Acropora pulchra,FUN_035499,40,4,24,163693,0.55,Robust shift
Acropora pulchra,FUN_035500,40,3,10,163696,0.85,Minor shift
Acropora pulchra,FUN_035502,40,7,23,163714,0.65,Minor shift
Acropora pulchra,FUN_035505,28,3,14,163724,0.6071428571428571,Minor shift
Acropora pulchra,FUN_035508,39,7,15,163750,0.6923076923076923,Minor shift
Acropora pulchra,FUN_035509,21,6,12,163758,0.38095238095238093,Robust shift
Acropora pulchra,FUN_035510,12,3,6,163760,0.5,Robust shift
Acropora pulchra,FUN_035511,40,7,24,163764,0.55,Robust shift
Acropora pulchra,FUN_035512,39,6,32,163778,0.38461538461538464,Robust shift
Acropora pulchra,FUN_035513,40,1,0,163785,1,No shift
Acropora pulchra,FUN_035514,40,7,30,163788,0.3,Robust shift
Acropora pulchra,FUN_035516,14,2,4,163804,0.7142857142857143,Minor shift
Acropora pulchra,FUN_035517,30,3,16,163805,0.6,Minor shift
Acropora pulchra,FUN_035519,40,1,0,163811,1,No shift
Acropora pulchra,FUN_035522,40,5,20,163814,0.65,Minor shift
Acropora pulchra,FUN_035523,40,7,30,163837,0.375,Robust shift
Acropora pulchra,FUN_035524,39,9,29,163869,0.3333333333333333,Robust shift
Acropora pulchra,FUN_035525,40,6,23,163871,0.55,Robust shift
Acropora pulchra,FUN_035526,31,6,23,163882,0.3870967741935484,Robust shift
Acropora pulchra,FUN_035527,40,6,26,163886,0.5,Robust shift
Acropora pulchra,FUN_035528,40,8,28,163912,0.375,Robust shift
Acropora pulchra,FUN_035530,30,6,27,163926,0.3,Robust shift
Acropora pulchra,FUN_035531,10,5,6,163928,0.5,Robust shift
Acropora pulchra,FUN_035532,9,2,2,163937,0.8888888888888888,Minor shift
Acropora pulchra,FUN_035533,8,4,5,163940,0.375,Robust shift
Acropora pulchra,FUN_035534,40,1,0,163943,1,No shift
Acropora pulchra,FUN_035535,40,2,13,163946,0.725,Minor shift
Acropora pulchra,FUN_035536,40,3,19,163948,0.675,Minor shift
Acropora pulchra,FUN_035537,40,4,16,163983,0.725,Minor shift
Acropora pulchra,FUN_035538,30,5,24,163990,0.3333333333333333,Robust shift
Acropora pulchra,FUN_035539,40,6,20,163995,0.7,Minor shift
Acropora pulchra,FUN_035541,40,6,30,164019,0.525,Robust shift
Acropora pulchra,FUN_035543,40,3,7,164021,0.9,Rare shift
Acropora pulchra,FUN_035544,40,7,26,164047,0.375,Robust shift
Acropora pulchra,FUN_035547,40,2,14,164059,0.825,Minor shift
