species,gene_id,timepoints_observed,consistent_exon_per_tp,different_exons_across_tp
Acropora pulchra,FUN_024586,3,TRUE,TRUE
Acropora pulchra,FUN_024638,4,TRUE,TRUE
Acropora pulchra,FUN_024654,2,TRUE,TRUE
Acropora pulchra,FUN_024728,3,TRUE,TRUE
Acropora pulchra,FUN_024791,4,TRUE,TRUE
Acropora pulchra,FUN_024822,2,TRUE,TRUE
Acropora pulchra,FUN_024829,3,TRUE,TRUE
Acropora pulchra,FUN_024835,3,TRUE,TRUE
Acropora pulchra,FUN_024838,4,TRUE,TRUE
Acropora pulchra,FUN_024855,2,TRUE,TRUE
Acropora pulchra,FUN_024880,2,TRUE,TRUE
Acropora pulchra,FUN_024917,2,TRUE,TRUE
Acropora pulchra,FUN_024954,2,TRUE,TRUE
Acropora pulchra,FUN_024964,3,TRUE,TRUE
Acropora pulchra,FUN_024969,3,TRUE,TRUE
Acropora pulchra,FUN_024978,3,TRUE,TRUE
Acropora pulchra,FUN_024987,3,TRUE,TRUE
Acropora pulchra,FUN_025037,3,TRUE,TRUE
Acropora pulchra,FUN_025127,2,TRUE,TRUE
Acropora pulchra,FUN_025142,4,TRUE,TRUE
Acropora pulchra,FUN_025148,4,TRUE,TRUE
Acropora pulchra,FUN_025274,4,TRUE,TRUE
Acropora pulchra,FUN_025286,4,TRUE,TRUE
Acropora pulchra,FUN_025287,4,TRUE,TRUE
Acropora pulchra,FUN_025417,2,TRUE,TRUE
Acropora pulchra,FUN_025470,3,TRUE,TRUE
Acropora pulchra,FUN_025489,3,TRUE,TRUE
Acropora pulchra,FUN_025892,3,TRUE,TRUE
Acropora pulchra,FUN_026237,2,TRUE,TRUE
Acropora pulchra,FUN_026251,3,TRUE,TRUE
Acropora pulchra,FUN_026253,3,TRUE,TRUE
Acropora pulchra,FUN_026285,3,TRUE,TRUE
Acropora pulchra,FUN_026360,4,TRUE,TRUE
Acropora pulchra,FUN_026381,2,TRUE,TRUE
Acropora pulchra,FUN_026434,3,TRUE,TRUE
Acropora pulchra,FUN_026461,3,TRUE,TRUE
Acropora pulchra,FUN_026736,3,TRUE,TRUE
Acropora pulchra,FUN_026746,3,TRUE,TRUE
Acropora pulchra,FUN_026776,2,TRUE,TRUE
Acropora pulchra,FUN_026781,2,TRUE,TRUE
Acropora pulchra,FUN_026858,3,TRUE,TRUE
Acropora pulchra,FUN_026871,2,TRUE,TRUE
Acropora pulchra,FUN_026885,3,TRUE,TRUE
Acropora pulchra,FUN_026911,3,TRUE,TRUE
Acropora pulchra,FUN_026923,2,TRUE,TRUE
Acropora pulchra,FUN_027160,2,TRUE,TRUE
Acropora pulchra,FUN_027161,3,TRUE,TRUE
Acropora pulchra,FUN_027172,2,TRUE,TRUE
Acropora pulchra,FUN_027199,2,TRUE,TRUE
Acropora pulchra,FUN_027237,4,TRUE,TRUE
Acropora pulchra,FUN_027239,2,TRUE,TRUE
Acropora pulchra,FUN_027335,2,TRUE,TRUE
Acropora pulchra,FUN_027350,3,TRUE,TRUE
Acropora pulchra,FUN_027419,3,TRUE,TRUE
Acropora pulchra,FUN_027447,2,TRUE,TRUE
Acropora pulchra,FUN_027472,2,TRUE,TRUE
Acropora pulchra,FUN_027535,2,TRUE,TRUE
Acropora pulchra,FUN_027612,3,TRUE,TRUE
Acropora pulchra,FUN_027633,2,TRUE,TRUE
Acropora pulchra,FUN_027703,4,TRUE,TRUE
Acropora pulchra,FUN_027711,2,TRUE,TRUE
Acropora pulchra,FUN_027713,4,TRUE,TRUE
Acropora pulchra,FUN_027742,3,TRUE,TRUE
Acropora pulchra,FUN_027870,4,TRUE,TRUE
Acropora pulchra,FUN_027883,4,TRUE,TRUE
Acropora pulchra,FUN_028183,2,TRUE,TRUE
Acropora pulchra,FUN_028196,4,TRUE,TRUE
Acropora pulchra,FUN_028265,2,TRUE,TRUE
Acropora pulchra,FUN_028268,3,TRUE,TRUE
Acropora pulchra,FUN_028305,3,TRUE,TRUE
Acropora pulchra,FUN_028311,4,TRUE,TRUE
Acropora pulchra,FUN_028358,2,TRUE,TRUE
Acropora pulchra,FUN_028361,4,TRUE,TRUE
Acropora pulchra,FUN_028375,3,TRUE,TRUE
Acropora pulchra,FUN_028382,4,TRUE,TRUE
Acropora pulchra,FUN_028385,2,TRUE,TRUE
Acropora pulchra,FUN_028409,4,TRUE,TRUE
Acropora pulchra,FUN_028430,4,TRUE,TRUE
Acropora pulchra,FUN_028431,4,TRUE,TRUE
Acropora pulchra,FUN_028432,4,TRUE,TRUE
Acropora pulchra,FUN_028435,4,TRUE,TRUE
Acropora pulchra,FUN_028517,3,TRUE,TRUE
Acropora pulchra,FUN_028518,4,TRUE,TRUE
Acropora pulchra,FUN_028532,2,TRUE,TRUE
Acropora pulchra,FUN_028569,2,TRUE,TRUE
Acropora pulchra,FUN_028578,3,TRUE,TRUE
Acropora pulchra,FUN_028608,3,TRUE,TRUE
Acropora pulchra,FUN_028614,4,TRUE,TRUE
Acropora pulchra,FUN_028658,2,TRUE,TRUE
Acropora pulchra,FUN_028669,2,TRUE,TRUE
Acropora pulchra,FUN_028740,3,TRUE,TRUE
Acropora pulchra,FUN_028743,3,TRUE,TRUE
Acropora pulchra,FUN_028744,3,TRUE,TRUE
Acropora pulchra,FUN_028747,4,TRUE,TRUE
Acropora pulchra,FUN_028796,2,TRUE,TRUE
Acropora pulchra,FUN_028805,4,TRUE,TRUE
Acropora pulchra,FUN_028928,3,TRUE,TRUE
Acropora pulchra,FUN_029005,2,TRUE,TRUE
Acropora pulchra,FUN_029143,4,TRUE,TRUE
Acropora pulchra,FUN_029456,4,TRUE,TRUE
Acropora pulchra,FUN_029457,4,TRUE,TRUE
Acropora pulchra,FUN_029500,3,TRUE,TRUE
Acropora pulchra,FUN_029651,2,TRUE,TRUE
Acropora pulchra,FUN_029661,3,TRUE,TRUE
Acropora pulchra,FUN_029693,4,TRUE,TRUE
Acropora pulchra,FUN_029915,2,TRUE,TRUE
Acropora pulchra,FUN_029920,4,TRUE,TRUE
Acropora pulchra,FUN_029925,2,TRUE,TRUE
Acropora pulchra,FUN_029928,2,TRUE,TRUE
Acropora pulchra,FUN_029942,3,TRUE,TRUE
Acropora pulchra,FUN_029964,3,TRUE,TRUE
Acropora pulchra,FUN_029967,2,TRUE,TRUE
Acropora pulchra,FUN_029969,4,TRUE,TRUE
Acropora pulchra,FUN_029982,2,TRUE,TRUE
Acropora pulchra,FUN_030007,2,TRUE,TRUE
Acropora pulchra,FUN_030015,4,TRUE,TRUE
Acropora pulchra,FUN_030034,3,TRUE,TRUE
Acropora pulchra,FUN_030141,2,TRUE,TRUE
Acropora pulchra,FUN_030158,4,TRUE,TRUE
Acropora pulchra,FUN_030235,3,TRUE,TRUE
Acropora pulchra,FUN_030237,2,TRUE,TRUE
Acropora pulchra,FUN_030318,2,TRUE,TRUE
Acropora pulchra,FUN_030334,2,TRUE,TRUE
Acropora pulchra,FUN_030348,2,TRUE,TRUE
Acropora pulchra,FUN_030356,2,TRUE,TRUE
Acropora pulchra,FUN_030409,3,TRUE,TRUE
Acropora pulchra,FUN_030413,3,TRUE,TRUE
Acropora pulchra,FUN_030424,3,TRUE,TRUE
Acropora pulchra,FUN_030426,3,TRUE,TRUE
Acropora pulchra,FUN_030432,3,TRUE,TRUE
Acropora pulchra,FUN_030446,4,TRUE,TRUE
Acropora pulchra,FUN_030448,3,TRUE,TRUE
Acropora pulchra,FUN_030452,2,TRUE,TRUE
Acropora pulchra,FUN_030458,3,TRUE,TRUE
Acropora pulchra,FUN_030461,2,TRUE,TRUE
Acropora pulchra,FUN_030463,3,TRUE,TRUE
Acropora pulchra,FUN_030477,2,TRUE,TRUE
Acropora pulchra,FUN_030481,2,TRUE,TRUE
Acropora pulchra,FUN_030483,2,TRUE,TRUE
Acropora pulchra,FUN_030515,3,TRUE,TRUE
Acropora pulchra,FUN_030526,2,TRUE,TRUE
Acropora pulchra,FUN_030534,3,TRUE,TRUE
Acropora pulchra,FUN_030551,3,TRUE,TRUE
Acropora pulchra,FUN_030553,2,TRUE,TRUE
Acropora pulchra,FUN_030554,3,TRUE,TRUE
Acropora pulchra,FUN_030571,3,TRUE,TRUE
Acropora pulchra,FUN_030595,2,TRUE,TRUE
Acropora pulchra,FUN_030637,3,TRUE,TRUE
Acropora pulchra,FUN_030698,3,TRUE,TRUE
Acropora pulchra,FUN_030728,2,TRUE,TRUE
Acropora pulchra,FUN_030732,3,TRUE,TRUE
Acropora pulchra,FUN_030864,2,TRUE,TRUE
Acropora pulchra,FUN_030894,2,TRUE,TRUE
Acropora pulchra,FUN_030904,3,TRUE,TRUE
Acropora pulchra,FUN_030993,4,TRUE,TRUE
Acropora pulchra,FUN_031010,3,TRUE,TRUE
Acropora pulchra,FUN_031015,4,TRUE,TRUE
Acropora pulchra,FUN_031175,3,TRUE,TRUE
Acropora pulchra,FUN_031224,4,TRUE,TRUE
Acropora pulchra,FUN_031247,2,TRUE,TRUE
Acropora pulchra,FUN_031312,4,TRUE,TRUE
Acropora pulchra,FUN_031351,3,TRUE,TRUE
Acropora pulchra,FUN_031430,3,TRUE,TRUE
Acropora pulchra,FUN_031434,3,TRUE,TRUE
Acropora pulchra,FUN_031478,2,TRUE,TRUE
Acropora pulchra,FUN_031613,2,TRUE,TRUE
Acropora pulchra,FUN_031772,4,TRUE,TRUE
Acropora pulchra,FUN_031788,2,TRUE,TRUE
Acropora pulchra,FUN_031822,2,TRUE,TRUE
Acropora pulchra,FUN_031823,4,TRUE,TRUE
Acropora pulchra,FUN_032376,2,TRUE,TRUE
Acropora pulchra,FUN_032658,4,TRUE,TRUE
Acropora pulchra,FUN_032744,4,TRUE,TRUE
Acropora pulchra,FUN_032769,3,TRUE,TRUE
Acropora pulchra,FUN_032859,3,TRUE,TRUE
Acropora pulchra,FUN_032872,4,TRUE,TRUE
Acropora pulchra,FUN_032880,4,TRUE,TRUE
Acropora pulchra,FUN_032899,2,TRUE,TRUE
Acropora pulchra,FUN_032939,4,TRUE,TRUE
Acropora pulchra,FUN_032941,4,TRUE,TRUE
Acropora pulchra,FUN_032948,2,TRUE,TRUE
Acropora pulchra,FUN_032956,3,TRUE,TRUE
Acropora pulchra,FUN_032968,4,TRUE,TRUE
Acropora pulchra,FUN_032997,3,TRUE,TRUE
Acropora pulchra,FUN_033074,4,TRUE,TRUE
Acropora pulchra,FUN_033079,2,TRUE,TRUE
Acropora pulchra,FUN_033087,4,TRUE,TRUE
Acropora pulchra,FUN_033132,3,TRUE,TRUE
Acropora pulchra,FUN_033133,4,TRUE,TRUE
Acropora pulchra,FUN_033142,3,TRUE,TRUE
Acropora pulchra,FUN_033182,4,TRUE,TRUE
Acropora pulchra,FUN_033235,3,TRUE,TRUE
Acropora pulchra,FUN_033501,2,TRUE,TRUE
Acropora pulchra,FUN_033534,2,TRUE,TRUE
Acropora pulchra,FUN_033585,2,TRUE,TRUE
Acropora pulchra,FUN_033622,2,TRUE,TRUE
Acropora pulchra,FUN_033629,2,TRUE,TRUE
Acropora pulchra,FUN_033636,2,TRUE,TRUE
Acropora pulchra,FUN_033651,4,TRUE,TRUE
Acropora pulchra,FUN_033973,2,TRUE,TRUE
Acropora pulchra,FUN_034027,4,TRUE,TRUE
Acropora pulchra,FUN_034052,3,TRUE,TRUE
Acropora pulchra,FUN_034086,3,TRUE,TRUE
Acropora pulchra,FUN_034358,2,TRUE,TRUE
Acropora pulchra,FUN_034602,3,TRUE,TRUE
Acropora pulchra,FUN_034613,4,TRUE,TRUE
Acropora pulchra,FUN_034658,3,TRUE,TRUE
Acropora pulchra,FUN_034664,4,TRUE,TRUE
Acropora pulchra,FUN_034669,2,TRUE,TRUE
Acropora pulchra,FUN_034745,3,TRUE,TRUE
Acropora pulchra,FUN_034765,4,TRUE,TRUE
Acropora pulchra,FUN_034928,2,TRUE,TRUE
Acropora pulchra,FUN_035042,4,TRUE,TRUE
Acropora pulchra,FUN_035112,4,TRUE,TRUE
Acropora pulchra,FUN_035287,3,TRUE,TRUE
Acropora pulchra,FUN_035316,2,TRUE,TRUE
Acropora pulchra,FUN_035475,3,TRUE,TRUE
Acropora pulchra,FUN_035617,2,TRUE,TRUE
Acropora pulchra,FUN_035793,4,TRUE,TRUE
Acropora pulchra,FUN_035919,3,TRUE,TRUE
Acropora pulchra,FUN_035994,3,TRUE,TRUE
Acropora pulchra,FUN_036153,3,TRUE,TRUE
Acropora pulchra,FUN_036170,4,TRUE,TRUE
Acropora pulchra,FUN_036226,4,TRUE,TRUE
Acropora pulchra,FUN_036250,2,TRUE,TRUE
Acropora pulchra,FUN_036308,3,TRUE,TRUE
Acropora pulchra,FUN_036429,2,TRUE,TRUE
Acropora pulchra,FUN_036443,3,TRUE,TRUE
Acropora pulchra,FUN_036487,4,TRUE,TRUE
Acropora pulchra,FUN_036525,3,TRUE,TRUE
Acropora pulchra,FUN_036528,4,TRUE,TRUE
Acropora pulchra,FUN_036557,4,TRUE,TRUE
Acropora pulchra,FUN_036568,2,TRUE,TRUE
Acropora pulchra,FUN_036600,2,TRUE,TRUE
Acropora pulchra,FUN_036621,3,TRUE,TRUE
Acropora pulchra,FUN_036677,4,TRUE,TRUE
Acropora pulchra,FUN_036687,2,TRUE,TRUE
Acropora pulchra,FUN_036741,3,TRUE,TRUE
Acropora pulchra,FUN_036743,4,TRUE,TRUE
Acropora pulchra,FUN_036770,2,TRUE,TRUE
Acropora pulchra,FUN_036819,3,TRUE,TRUE
Acropora pulchra,FUN_036838,3,TRUE,TRUE
Acropora pulchra,FUN_036839,2,TRUE,TRUE
Acropora pulchra,FUN_036861,2,TRUE,TRUE
Acropora pulchra,FUN_036936,4,TRUE,TRUE
Acropora pulchra,FUN_036944,3,TRUE,TRUE
Acropora pulchra,FUN_036954,2,TRUE,TRUE
Acropora pulchra,FUN_037024,3,TRUE,TRUE
Acropora pulchra,FUN_037025,4,TRUE,TRUE
Acropora pulchra,FUN_037242,2,TRUE,TRUE
Acropora pulchra,FUN_037257,3,TRUE,TRUE
Acropora pulchra,FUN_037268,3,TRUE,TRUE
Acropora pulchra,FUN_037338,4,TRUE,TRUE
Acropora pulchra,FUN_037388,3,TRUE,TRUE
Acropora pulchra,FUN_037436,4,TRUE,TRUE
Acropora pulchra,FUN_037720,2,TRUE,TRUE
Acropora pulchra,FUN_037829,2,TRUE,TRUE
Acropora pulchra,FUN_037883,2,TRUE,TRUE
Acropora pulchra,FUN_038076,4,TRUE,TRUE
Acropora pulchra,FUN_038599,3,TRUE,TRUE
Acropora pulchra,FUN_038664,3,TRUE,TRUE
Acropora pulchra,FUN_038675,3,TRUE,TRUE
Acropora pulchra,FUN_038778,3,TRUE,TRUE
Acropora pulchra,FUN_038837,4,TRUE,TRUE
Acropora pulchra,FUN_038844,2,TRUE,TRUE
Acropora pulchra,FUN_038859,3,TRUE,TRUE
Acropora pulchra,FUN_038860,2,TRUE,TRUE
Acropora pulchra,FUN_038871,4,TRUE,TRUE
Acropora pulchra,FUN_038878,2,TRUE,TRUE
Acropora pulchra,FUN_038905,3,TRUE,TRUE
Acropora pulchra,FUN_038910,2,TRUE,TRUE
Acropora pulchra,FUN_038953,3,TRUE,TRUE
Acropora pulchra,FUN_038992,2,TRUE,TRUE
Acropora pulchra,FUN_039023,2,TRUE,TRUE
Acropora pulchra,FUN_039025,4,TRUE,TRUE
Acropora pulchra,FUN_039098,4,TRUE,TRUE
Acropora pulchra,FUN_039126,3,TRUE,TRUE
Acropora pulchra,FUN_039139,3,TRUE,TRUE
Acropora pulchra,FUN_039146,2,TRUE,TRUE
Acropora pulchra,FUN_039174,4,TRUE,TRUE
Acropora pulchra,FUN_039214,4,TRUE,TRUE
Acropora pulchra,FUN_039219,2,TRUE,TRUE
Acropora pulchra,FUN_039256,2,TRUE,TRUE
Acropora pulchra,FUN_039308,4,TRUE,TRUE
Acropora pulchra,FUN_039404,3,TRUE,TRUE
Acropora pulchra,FUN_039520,4,TRUE,TRUE
Acropora pulchra,FUN_039546,3,TRUE,TRUE
Acropora pulchra,FUN_039565,3,TRUE,TRUE
Acropora pulchra,FUN_039572,3,TRUE,TRUE
Acropora pulchra,FUN_039668,3,TRUE,TRUE
Acropora pulchra,FUN_039674,2,TRUE,TRUE
Acropora pulchra,FUN_039696,2,TRUE,TRUE
Acropora pulchra,FUN_039902,3,TRUE,TRUE
Acropora pulchra,FUN_039996,4,TRUE,TRUE
Acropora pulchra,FUN_040008,3,TRUE,TRUE
Acropora pulchra,FUN_040012,2,TRUE,TRUE
Acropora pulchra,FUN_040280,3,TRUE,TRUE
Acropora pulchra,FUN_040309,4,TRUE,TRUE
Acropora pulchra,FUN_040320,2,TRUE,TRUE
Acropora pulchra,FUN_040321,2,TRUE,TRUE
Acropora pulchra,FUN_040387,2,TRUE,TRUE
Acropora pulchra,FUN_040391,4,TRUE,TRUE
Acropora pulchra,FUN_040460,3,TRUE,TRUE
Acropora pulchra,FUN_040545,3,TRUE,TRUE
Acropora pulchra,FUN_040552,2,TRUE,TRUE
Acropora pulchra,FUN_040555,2,TRUE,TRUE
Acropora pulchra,FUN_040618,2,TRUE,TRUE
Acropora pulchra,FUN_040643,4,TRUE,TRUE
Acropora pulchra,FUN_040646,3,TRUE,TRUE
Acropora pulchra,FUN_040656,2,TRUE,TRUE
Acropora pulchra,FUN_040721,4,TRUE,TRUE
Acropora pulchra,FUN_040837,3,TRUE,TRUE
Acropora pulchra,FUN_040877,2,TRUE,TRUE
Acropora pulchra,FUN_040909,4,TRUE,TRUE
Acropora pulchra,FUN_041049,2,TRUE,TRUE
Acropora pulchra,FUN_041051,3,TRUE,TRUE
Acropora pulchra,FUN_041071,2,TRUE,TRUE
Acropora pulchra,FUN_041113,2,TRUE,TRUE
Acropora pulchra,FUN_041135,4,TRUE,TRUE
Acropora pulchra,FUN_041136,2,TRUE,TRUE
Acropora pulchra,FUN_041149,4,TRUE,TRUE
Acropora pulchra,FUN_041161,2,TRUE,TRUE
Acropora pulchra,FUN_041177,3,TRUE,TRUE
Acropora pulchra,FUN_041206,3,TRUE,TRUE
Acropora pulchra,FUN_041220,3,TRUE,TRUE
Acropora pulchra,FUN_041236,3,TRUE,TRUE
Acropora pulchra,FUN_041250,4,TRUE,TRUE
Acropora pulchra,FUN_041283,2,TRUE,TRUE
Acropora pulchra,FUN_041339,2,TRUE,TRUE
Acropora pulchra,FUN_041351,2,TRUE,TRUE
Acropora pulchra,FUN_041449,2,TRUE,TRUE
Acropora pulchra,FUN_041454,2,TRUE,TRUE
Acropora pulchra,FUN_041457,3,TRUE,TRUE
Acropora pulchra,FUN_041804,4,TRUE,TRUE
Acropora pulchra,FUN_041855,2,TRUE,TRUE
Acropora pulchra,FUN_041936,4,TRUE,TRUE
Acropora pulchra,FUN_042200,2,TRUE,TRUE
Acropora pulchra,FUN_042217,2,TRUE,TRUE
Acropora pulchra,FUN_042233,2,TRUE,TRUE
Acropora pulchra,FUN_042243,3,TRUE,TRUE
Acropora pulchra,FUN_042305,4,TRUE,TRUE
Acropora pulchra,FUN_042307,3,TRUE,TRUE
Acropora pulchra,FUN_042315,3,TRUE,TRUE
Acropora pulchra,FUN_042339,4,TRUE,TRUE
Acropora pulchra,FUN_042349,3,TRUE,TRUE
Acropora pulchra,FUN_042360,4,TRUE,TRUE
Acropora pulchra,FUN_042361,2,TRUE,TRUE
Acropora pulchra,FUN_042376,4,TRUE,TRUE
Acropora pulchra,FUN_042397,3,TRUE,TRUE
Acropora pulchra,FUN_042399,2,TRUE,TRUE
Acropora pulchra,FUN_042419,3,TRUE,TRUE
Acropora pulchra,FUN_042438,3,TRUE,TRUE
Acropora pulchra,FUN_042511,3,TRUE,TRUE
Acropora pulchra,FUN_042548,2,TRUE,TRUE
Acropora pulchra,FUN_042558,3,TRUE,TRUE
Acropora pulchra,FUN_042615,2,TRUE,TRUE
Acropora pulchra,FUN_042693,3,TRUE,TRUE
Acropora pulchra,FUN_042699,2,TRUE,TRUE
Acropora pulchra,FUN_042709,3,TRUE,TRUE
Acropora pulchra,FUN_042741,2,TRUE,TRUE
Acropora pulchra,FUN_042765,2,TRUE,TRUE
Acropora pulchra,FUN_043047,2,TRUE,TRUE
Acropora pulchra,FUN_043076,2,TRUE,TRUE
Acropora pulchra,FUN_043292,2,TRUE,TRUE
Acropora pulchra,FUN_043538,2,TRUE,TRUE
Acropora pulchra,FUN_043706,4,TRUE,TRUE
Acropora pulchra,FUN_043721,2,TRUE,TRUE
Acropora pulchra,FUN_043751,2,TRUE,TRUE
Acropora pulchra,FUN_043846,2,TRUE,TRUE
Acropora pulchra,FUN_043873,2,TRUE,TRUE
Acropora pulchra,FUN_043908,4,TRUE,TRUE
Acropora pulchra,FUN_043996,3,TRUE,TRUE
Acropora pulchra,FUN_043998,3,TRUE,TRUE
Acropora pulchra,FUN_043999,3,TRUE,TRUE
Acropora pulchra,FUN_044000,3,TRUE,TRUE
Acropora pulchra,FUN_044081,3,TRUE,TRUE
Acropora pulchra,FUN_044089,2,TRUE,TRUE
Acropora pulchra,FUN_044139,2,TRUE,TRUE
Acropora pulchra,FUN_044323,2,TRUE,TRUE
Acropora pulchra,FUN_044333,4,TRUE,TRUE
Acropora pulchra,FUN_044340,2,TRUE,TRUE
Acropora pulchra,FUN_044341,2,TRUE,TRUE
Acropora pulchra,FUN_044367,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.14149_t,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.29906_t,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.6936_t,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1006.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g10101.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g10121.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g10352.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g10668.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g10679.t1a,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g107.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1072.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g10736.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g10738.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g10934.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g11062.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1127.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g11287.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1136.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g11377.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g11404.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g11943.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g12179.t1a,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g12389.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1240.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g12410.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g12460.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g12480.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g12573.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g12727.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g12871.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g12913.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g13186.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g13300.t1a,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1350.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g13678.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g13751.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g13791.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g13879.t1a,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14146.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14246.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14311.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14324.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14464.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14571.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14583.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14683.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14687.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14806.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14825.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14841.t2,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g14922.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g15048.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g15402.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g15668.t1,2,TRUE,TRUE
