species,gene_id,timepoints_observed,consistent_exon_per_tp,different_exons_across_tp
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g15737.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1588.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16014.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16046.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16050.t1b,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16054.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16118.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16142.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16143.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16155.t1a,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16184.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16293.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16594.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16691.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16778.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g16923.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g17036.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g17075.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g17451.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g17487.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g17497.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g17645.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g17680.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g17693.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1775.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g17944.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g18333.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g18401.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1845.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1846.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1851.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g1855.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g18697.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g18995.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19133.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19218.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19229.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19311.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19314.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19330.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19622.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19707.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19736.t1c,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g19817.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g20000.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g20300.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2071.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g21420.t3,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g21469.t1a,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g21609.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g21792.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g21902.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2192.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2198.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g22039.t1a,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g22054.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g22076.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g22841.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g22903.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g23014.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g23018.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g23020.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g23050.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g23441.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g23516.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g23535.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g23574.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g23599.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2394.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24017.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24194.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24218.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24219.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24329.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24330.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24332.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24533.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24685.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2473.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g24815.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25086.t2,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25090.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25173.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25185.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25219.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25374.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25638.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25712.t1a,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25764.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25918.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25930.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g25932.t1a,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g26292.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g26685.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g26716.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g26819.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g26897.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g26974.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g27022.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g27096.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g27150.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2722.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g27221.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g27276.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g27277.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g27462.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g27685.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g278.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28130.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28152.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2820.t1a,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28524.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28559.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28586.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28590.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28618.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28696.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28820.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2888.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g28920.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2899.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g29057.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g29570.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2977.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2978.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2982.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g2988.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g29956.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g30105.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3026.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3074.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g316.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3230.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3362.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3403.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3566.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3623.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3636.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3677.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g3839.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4074.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4090.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4166.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4483.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4543.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g455.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4742.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4876.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4885.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g49.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4972.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g4989.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5039.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5198.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5408.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5436.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5669.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5741.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5806.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g5926.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6161.t1a,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6296.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6562.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6583.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6619.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6674.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6714.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6728.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6756.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6812.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g6964.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g714.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g7164.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g7747.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g7884.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g7913.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g80.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8244.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8568.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8801.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8882.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8908.t1a,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8934.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g8944.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9035.t1a,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9038.t2,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9050.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9100.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9121.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9181.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9220.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9248.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9576.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___RNAseq.g9941.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g10042.t2b,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g10601.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g11373.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g11452.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g11562.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g12462.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g12542.t1b,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g12796.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g1284.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g13158.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14154.t1b,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14248.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14686.t1b,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14688.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14870.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g14895.t2,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g1525.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15340.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15477.t1a,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15595.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15715.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g15722.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16005.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16049.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16124.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16192.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16275.t2,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16904.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g16960.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g17526.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g17715.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18012.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18119.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18619.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18624.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g18998.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g19695.t1,2,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g21178.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g21321.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g2143.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g21907.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23372.t1,3,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23727.t1,4,TRUE,TRUE
Pocillopora tuahiniensis,gene-Pocillopora_meandrina_HIv1___TS.g23867.t1,4,TRUE,TRUE
