gene_id,n_samples,n_unique_exons,n_shifts,shift_type,TP1_predom_exon,TP2_predom_exon,TP3_predom_exon,TP4_predom_exon,TP1_mean_frac,TP2_mean_frac,TP3_mean_frac,TP4_mean_frac
gene-Pocillopora_meandrina_HIv1___RNAseq.g3950.t1,37,4,19,Robust shift,198145/198140,198145/198140/198141,198145/198140,198145/198140/198144,0.37,0.371,0.396,0.367
gene-Pocillopora_meandrina_HIv1___RNAseq.g3995.t1,33,4,19,Minor shift,198549/198546/198548,198549/198546/198548,198549/198546/198548/198547,198549/198546,0.551,0.764,0.66,0.691
gene-Pocillopora_meandrina_HIv1___RNAseq.g54.t1,38,4,19,Minor shift,204834/204832/204835,204834/204835/204832,204834/204835/204833,204834/204833,0.346,0.35,0.382,0.335
gene-Pocillopora_meandrina_HIv1___RNAseq.g5997.t1,39,4,19,Minor shift,82433/82431/82432,82432/82431,82432/82434/82431,82434/82432/82431,0.361,0.359,0.369,0.345
gene-Pocillopora_meandrina_HIv1___RNAseq.g6185.t1,38,4,19,Minor shift,83407/83409/83408,83408/83409,83409/83408/83406/83407,83408/83409/83407,0.368,0.42,0.368,0.416
gene-Pocillopora_meandrina_HIv1___RNAseq.g6438.t1,38,4,19,Minor shift,28312/28309/28311,28310/28312/28309/28311,28312/28311/28309,28312/28311,0.479,0.374,0.385,0.477
gene-Pocillopora_meandrina_HIv1___RNAseq.g6845.t1,29,4,19,Robust shift,31645/31646/31647,31645/31648/31646/31647,31647/31645/31646,31646/31645,0.629,0.625,0.652,0.628
gene-Pocillopora_meandrina_HIv1___RNAseq.g7194.t1,26,4,19,Robust shift,34206/34208,34207/34206,34208/34206/34205,34207/34208/34206,0.765,0.539,0.684,0.837
gene-Pocillopora_meandrina_HIv1___RNAseq.g7256.t1,39,4,19,Minor shift,34979/34981/34980,34981/34979/34980,34981/34978/34980,34981/34979/34980,0.264,0.261,0.261,0.251
gene-Pocillopora_meandrina_HIv1___RNAseq.g73.t1,37,4,19,Minor shift,204973/204974,204975/204973/204974,204972/204975/204974/204973,204973/204974/204972,0.482,0.549,0.494,0.427
gene-Pocillopora_meandrina_HIv1___RNAseq.g740.t1,38,4,19,Robust shift,208010/208006/208004,208010/208004/208009/208006,208009/208010/208004/208006,208006/208010,0.271,0.284,0.308,0.322
gene-Pocillopora_meandrina_HIv1___RNAseq.g7449.t1,39,4,19,Minor shift,36619/36618/36617/36623,36618/36617,36617/36618/36619,36618/36617,0.174,0.203,0.214,0.186
gene-Pocillopora_meandrina_HIv1___RNAseq.g7837.t1,36,4,19,Robust shift,39369/39370/39367/39366,39369/39370,39370/39369,39370,0.427,0.512,0.573,0.684
gene-Pocillopora_meandrina_HIv1___RNAseq.g8137.t1,39,4,19,Robust shift,100279/100277/100278,100278/100279/100276/100277,100278/100279/100276/100277,100279/100278/100277,0.439,0.438,0.475,0.461
gene-Pocillopora_meandrina_HIv1___RNAseq.g8322.t1,36,4,19,Minor shift,101745/101743/101746,101743/101745/101744,101745/101743/101744,101743/101745/101744,0.476,0.474,0.549,0.517
gene-Pocillopora_meandrina_HIv1___RNAseq.g8600.t1,33,4,19,Minor shift,103741/103744,103741/103739/103740/103744,103741/103740/103744,103744/103741/103740,0.57,0.62,0.722,0.61
gene-Pocillopora_meandrina_HIv1___RNAseq.g8658.t1,39,4,19,Minor shift,104225/104224/104223,104225/104224/104226,104224/104223/104225,104224/104225/104226/104223,0.29,0.296,0.292,0.262
gene-Pocillopora_meandrina_HIv1___RNAseq.g8842.t1,39,4,19,Robust shift,105809/105808/105807/105810,105809/105808/105807/105810,105808/105807/105809,105809/105808/105807,0.318,0.298,0.316,0.299
gene-Pocillopora_meandrina_HIv1___RNAseq.g898.t1,38,4,19,Minor shift,172324/172326/172325/172327,172325/172324,172327/172324/172326/172325,172326/172324/172325,0.532,0.423,0.514,0.485
gene-Pocillopora_meandrina_HIv1___RNAseq.g8984.t1,39,4,19,Minor shift,107211/107209/107212/107210,107209/107210/107211/107212,107212/107211/107209,107209/107211,0.126,0.104,0.114,0.108
gene-Pocillopora_meandrina_HIv1___RNAseq.g952.t1,38,4,19,Robust shift,172879/172878,172879/172878/172876,172877/172876/172879/172878,172879/172878/172876,0.399,0.417,0.5,0.446
gene-Pocillopora_meandrina_HIv1___RNAseq.g9895.t1,37,4,19,Minor shift,111054,111053/111054/111051,111054/111053,111052/111054/111051/111053,0.374,0.394,0.387,0.429
gene-Pocillopora_meandrina_HIv1___RNAseq.g9899.t1,37,4,19,Robust shift,111089/111090/111092,111090/111089/111091,111090/111091/111089,111090/111091/111089,0.41,0.411,0.392,0.368
gene-Pocillopora_meandrina_HIv1___RNAseq.g9994.t1,37,4,19,Minor shift,111712/111711,111712/111711/111721,111712/111711,111711/111712/111715,0.248,0.25,0.25,0.26
gene-Pocillopora_meandrina_HIv1___TS.g10225.t1,38,4,19,Robust shift,42096/42098/42097/42093,42093/42098/42096/42097,42096/42098,42098/42096/42097,0.443,0.438,0.44,0.44
gene-Pocillopora_meandrina_HIv1___TS.g11524.t1,39,4,19,Minor shift,51334/51332,51332/51334/51341/51333,51332/51334/51333,51332/51334,0.136,0.104,0.144,0.161
gene-Pocillopora_meandrina_HIv1___TS.g12799.t1,39,4,19,Minor shift,56441/56438/56439,56441/56439/56440,56439/56441/56440,56439/56441/56440,0.476,0.491,0.518,0.548
gene-Pocillopora_meandrina_HIv1___TS.g13842.t1,39,4,19,Minor shift,176117/176118,176118/176117/176120,176117/176120/176118,176118/176117/176120/176121,0.344,0.382,0.355,0.378
gene-Pocillopora_meandrina_HIv1___TS.g14987.t1,38,4,19,Minor shift,72851/72849/72852/72850,72849/72850,72849/72852/72850,72849/72850/72852/72851,0.212,0.233,0.247,0.284
gene-Pocillopora_meandrina_HIv1___TS.g15380.t1,39,4,19,Minor shift,75562/75561/75553/75549,75562/75553/75561,75562/75561,75562/75553/75561,0.366,0.353,0.384,0.403
gene-Pocillopora_meandrina_HIv1___TS.g16230.t1,39,4,19,Robust shift,61070/61066/61071/61067,61066/61071/61067,61066/61071/61067,61067/61066/61071,0.267,0.266,0.286,0.274
gene-Pocillopora_meandrina_HIv1___TS.g16861.t1,39,4,19,Minor shift,66644/66646/66642,66644/66646,66645/66646/66644,66644/66646,0.271,0.303,0.257,0.26
gene-Pocillopora_meandrina_HIv1___TS.g17493.t1,38,4,19,Minor shift,162747/162746/162748,162747/162746/162748/162745,162747/162746/162748/162745,162747/162746,0.669,0.634,0.622,0.568
gene-Pocillopora_meandrina_HIv1___TS.g17512.t1,35,4,19,Minor shift,162876/162867,162867/162876/162869/162877,162867/162877,162867/162876/162869/162877,0.346,0.356,0.478,0.412
gene-Pocillopora_meandrina_HIv1___TS.g18058.t1,39,4,19,Robust shift,155350/155349,155350/155349,155350/155349/155352,155349/155350/155360,0.248,0.243,0.262,0.22
gene-Pocillopora_meandrina_HIv1___TS.g20176.t1,29,4,19,Robust shift,102510/102507/102509,102510/102507/102509/102508,102507/102510/102509,102508/102510/102509,0.543,0.463,0.445,0.447
gene-Pocillopora_meandrina_HIv1___TS.g20181.t1,34,4,19,Minor shift,102526/102521/102525/102522,102522/102521/102526,102522/102526/102525,102525/102522/102521/102526,0.435,0.54,0.35,0.594
gene-Pocillopora_meandrina_HIv1___TS.g22913.t1,39,4,19,Robust shift,183125/183122,183122/183125/183126,183124/183125/183122/183126,183122/183125,0.267,0.272,0.261,0.266
gene-Pocillopora_meandrina_HIv1___TS.g23014.t1,39,4,19,Minor shift,184175/184174/184176,184174/184175,184175/184174/184177,184175/184174/184177,0.194,0.177,0.175,0.168
gene-Pocillopora_meandrina_HIv1___TS.g24291.t1,39,4,19,Robust shift,79687/79689/79688/79690,79687/79689/79690/79688,79687/79690/79688,79687/79690/79688,0.378,0.331,0.382,0.358
gene-Pocillopora_meandrina_HIv1___TS.g25039.t1,39,4,19,Minor shift,196711/196710,196710/196713,196711/196715/196713/196710,196710/196713,0.304,0.296,0.3,0.278
gene-Pocillopora_meandrina_HIv1___TS.g27446.t1,39,4,19,Robust shift,13217/13216,13217/13216/13218,13221/13217/13216,13217/13216,0.227,0.235,0.219,0.229
gene-Pocillopora_meandrina_HIv1___TS.g29261.t1,30,4,19,Robust shift,23265/23266/23269,23265/23269,23268/23269/23265,23268/23265/23269,0.782,0.783,0.649,0.81
gene-Pocillopora_meandrina_HIv1___TS.g29590.t1,37,4,19,Robust shift,25727/25728/25725/25729,25727/25729/25728,25727/25729/25728,25729/25728/25727,0.498,0.471,0.499,0.467
gene-Pocillopora_meandrina_HIv1___TS.g3000.t1,38,4,19,Robust shift,192917/192915/192916,192917/192915/192916/192918,192916/192917/192915,192916/192915/192917,0.436,0.46,0.449,0.557
gene-Pocillopora_meandrina_HIv1___TS.g3944.t1,29,4,19,Robust shift,161432/161431/161430/161433,161433/161431/161430/161432,161430/161432/161431,161433/161431/161432,0.629,0.49,0.591,0.577
gene-Pocillopora_meandrina_HIv1___TS.g3951.t1,32,4,19,Minor shift,161463/161461,161463/161462/161461,161464/161463/161461/161462,161462/161463/161461/161464,0.526,0.569,0.635,0.571
gene-Pocillopora_meandrina_HIv1___TS.g4177.t1,39,4,19,Robust shift,83821/83822/83828,83828/83821/83822/83824,83824/83828/83822/83821,83821/83822,0.186,0.168,0.203,0.178
gene-Pocillopora_meandrina_HIv1___TS.g4928.t1,39,4,19,Minor shift,89250/89251/89245,89250/89251,89250/89247/89251,89251/89250/89245,0.21,0.218,0.233,0.257
gene-Pocillopora_meandrina_HIv1___TS.g6464.t1,32,4,19,Robust shift,135592/135591,135592/135591,135592/135593/135591,135592/135593/135594/135591,0.579,0.583,0.543,0.675
gene-Pocillopora_meandrina_HIv1___TS.g6956.t1,33,4,19,Robust shift,147769/147770/147771,147770/147768/147769,147770/147771/147768/147769,147768/147770/147771,0.601,0.578,0.537,0.586
gene-Pocillopora_meandrina_HIv1___TS.g8460.t2,35,4,19,Minor shift,142041/142042/142040/142039,142041/142040/142039/142042,142041/142039/142042,142042/142041/142039,0.553,0.608,0.594,0.667
gene-Pocillopora_meandrina_HIv1___RNAseq.10483_t,39,3,19,Robust shift,70979/70978/70973,70979/70978/70973,70979/70978,70978/70979/70973,0.249,0.236,0.293,0.257
gene-Pocillopora_meandrina_HIv1___RNAseq.6514_t,39,3,19,Minor shift,46916/46915/46917,46916/46915,46916/46915,46916/46915,0.416,0.396,0.399,0.39
gene-Pocillopora_meandrina_HIv1___RNAseq.6787_t,39,3,19,Minor shift,48765/48766,48765/48766,48765/48766/48767,48766/48765,0.402,0.336,0.411,0.395
gene-Pocillopora_meandrina_HIv1___RNAseq.g10240.t1,33,3,19,Robust shift,174939/174938/174940,174940/174939/174938,174939/174938/174940,174939/174940/174938,0.541,0.568,0.509,0.609
gene-Pocillopora_meandrina_HIv1___RNAseq.g10446.t1,39,3,19,Robust shift,176322/176320/176321,176322/176320,176321/176320/176322,176320/176322,0.361,0.354,0.38,0.411
gene-Pocillopora_meandrina_HIv1___RNAseq.g10667.t1,36,3,19,Robust shift,151344/151345,151345/151344/151346,151344/151345/151346,151344/151345/151346,0.62,0.571,0.584,0.595
gene-Pocillopora_meandrina_HIv1___RNAseq.g10778.t1,39,3,19,Robust shift,152176/152180/152177,152176/152180/152177,152176/152180/152177,152176/152180/152177,0.506,0.483,0.532,0.502
gene-Pocillopora_meandrina_HIv1___RNAseq.g10880.t1,39,3,19,Robust shift,152803/152801/152802,152801/152802,152801/152802/152803,152801/152802/152803,0.232,0.238,0.255,0.257
gene-Pocillopora_meandrina_HIv1___RNAseq.g10894.t1,38,3,19,Robust shift,152964/152963/152965,152964/152963/152965,152963/152964,152964/152963/152965,0.439,0.437,0.434,0.45
gene-Pocillopora_meandrina_HIv1___RNAseq.g10929.t1,30,3,19,Robust shift,153119/153120/153118,153120/153118/153119,153120/153119/153118,153120/153118/153119,0.753,0.904,0.739,0.613
gene-Pocillopora_meandrina_HIv1___RNAseq.g1112.t1,38,3,19,Minor shift,174169/174168,174169/174168/174167,174168/174169/174167,174168/174169,0.542,0.485,0.469,0.479
gene-Pocillopora_meandrina_HIv1___RNAseq.g11271.t1,39,3,19,Minor shift,129148/129147/129146,129148/129147/129146,129147/129148,129148/129146/129147,0.326,0.295,0.341,0.348
gene-Pocillopora_meandrina_HIv1___RNAseq.g11385.t1,39,3,19,Robust shift,129671/129670,129669/129670/129671,129669/129671/129670,129670/129671,0.451,0.389,0.398,0.416
gene-Pocillopora_meandrina_HIv1___RNAseq.g11394.t1,39,3,19,Minor shift,129713/129714/129710,129714/129713/129710,129714/129713,129714/129710,0.358,0.276,0.476,0.333
gene-Pocillopora_meandrina_HIv1___RNAseq.g11979.t1,37,3,19,Robust shift,166321/166322/166323,166321/166323,166321/166323,166321/166323,0.387,0.331,0.307,0.356
gene-Pocillopora_meandrina_HIv1___RNAseq.g12116.t1,39,3,19,Robust shift,167276/167277,167277/167276,167278/167276/167277,167278/167276/167277,0.201,0.217,0.201,0.184
gene-Pocillopora_meandrina_HIv1___RNAseq.g12148.t1,38,3,19,Minor shift,167534/167537,167534/167535/167537,167535/167537/167534,167535/167537/167534,0.555,0.547,0.489,0.516
gene-Pocillopora_meandrina_HIv1___RNAseq.g12261.t1,39,3,19,Robust shift,168116/168117/168115,168116/168117,168115/168117/168116,168116/168117,0.094,0.093,0.106,0.092
gene-Pocillopora_meandrina_HIv1___RNAseq.g1312.t1,39,3,19,Minor shift,181525/181524/181530,181524/181525,181524/181525,181524/181525/181530,0.251,0.257,0.26,0.259
gene-Pocillopora_meandrina_HIv1___RNAseq.g13251.t1,39,3,19,Robust shift,95819/95818/95821,95818/95819,95819/95818,95818/95819/95821,0.464,0.484,0.463,0.453
gene-Pocillopora_meandrina_HIv1___RNAseq.g13260.t1,31,3,19,Robust shift,95841/95843,95843/95841,95841/95842/95843,95841/95843/95842,0.576,0.558,0.74,0.707
gene-Pocillopora_meandrina_HIv1___RNAseq.g13324.t1,39,3,19,Minor shift,96215/96214/96213,96215/96213/96214,96215/96214,96214/96213/96215,0.226,0.235,0.221,0.22
gene-Pocillopora_meandrina_HIv1___RNAseq.g13333.t1,39,3,19,Robust shift,96351/96353,96351/96353,96351/96353/96352,96351/96353,0.24,0.192,0.259,0.241
gene-Pocillopora_meandrina_HIv1___RNAseq.g13347.t1,39,3,19,Minor shift,96418/96417,96417,96417/96420/96418,96417/96418/96420,0.236,0.24,0.227,0.215
gene-Pocillopora_meandrina_HIv1___RNAseq.g13581.t1,39,3,19,Minor shift,98015/98020/98019,98015/98020,98015/98020,98020/98015,0.225,0.226,0.235,0.236
gene-Pocillopora_meandrina_HIv1___RNAseq.g13594.t1,29,3,19,Robust shift,98126/98127/98125,98127/98126/98125,98125/98126/98127,98127/98126,0.579,0.603,0.711,0.614
gene-Pocillopora_meandrina_HIv1___RNAseq.g13599.t1,39,3,19,Minor shift,98157/98156/98158,98156/98157,98156/98157,98156/98157,0.329,0.316,0.325,0.322
gene-Pocillopora_meandrina_HIv1___RNAseq.g14055.t1,37,3,19,Robust shift,170315/170316,170316/170315/170314,170316/170315,170315/170314,0.466,0.464,0.553,0.536
gene-Pocillopora_meandrina_HIv1___RNAseq.g14775.t1,39,3,19,Minor shift,161371/161370/161372,161370/161371/161372,161371/161370,161370/161371/161372,0.564,0.492,0.509,0.436
gene-Pocillopora_meandrina_HIv1___RNAseq.g15230.t1,38,3,19,Minor shift,42315/42313/42314,42315/42314/42313,42315/42314/42313,42315/42314,0.467,0.501,0.562,0.504
gene-Pocillopora_meandrina_HIv1___RNAseq.g15259.t1,34,3,19,Robust shift,42588/42589,42588/42589/42590,42589/42590/42588,42590/42589/42588,0.564,0.703,0.698,0.718
gene-Pocillopora_meandrina_HIv1___RNAseq.g15584.t1,39,3,19,Robust shift,44945/44946,44945/44946/44948,44948/44946/44945,44946/44945,0.245,0.239,0.249,0.245
gene-Pocillopora_meandrina_HIv1___RNAseq.g15590.t1,39,3,19,Minor shift,44972/44973/44977,44973/44972,44972/44973,44973,0.205,0.208,0.213,0.222
gene-Pocillopora_meandrina_HIv1___RNAseq.g15640.t1,31,3,19,Minor shift,45486/45485/45488,45485/45486,45485/45488/45486,45488/45485/45486,0.559,0.583,0.583,0.593
gene-Pocillopora_meandrina_HIv1___RNAseq.g15659.t1,37,3,19,Robust shift,45623/45621,45623/45621/45622,45621/45622/45623,45623/45622/45621,0.625,0.645,0.492,0.743
gene-Pocillopora_meandrina_HIv1___RNAseq.g16705.t1,39,3,19,Minor shift,162957/162956/162955,162957/162956,162955/162957/162956,162957/162956/162955,0.461,0.451,0.43,0.413
gene-Pocillopora_meandrina_HIv1___RNAseq.g16764.t1,37,3,19,Minor shift,163361/163358/163359,163358/163361/163359,163358/163359,163358/163361/163359,0.56,0.509,0.655,0.568
gene-Pocillopora_meandrina_HIv1___RNAseq.g16816.t1,39,3,19,Minor shift,163599/163600/163598,163600,163600/163599/163598,163599/163600,0.616,0.799,0.694,0.666
gene-Pocillopora_meandrina_HIv1___RNAseq.g16823.t1b,37,3,19,Minor shift,163657/163656/163655,163656/163657/163655,163657/163656,163657/163656,0.524,0.599,0.653,0.611
gene-Pocillopora_meandrina_HIv1___RNAseq.g16828.t1,39,3,19,Robust shift,163685/163686/163688,163685/163686/163688,163688/163685/163686,163686/163685/163688,0.347,0.336,0.32,0.37
gene-Pocillopora_meandrina_HIv1___RNAseq.g16925.t1,36,3,19,Robust shift,164159/164158,164158/164159,164158/164159,164158/164159/164160,0.608,0.61,0.575,0.494
gene-Pocillopora_meandrina_HIv1___RNAseq.g1714.t1,36,3,19,Minor shift,84100/84099/84098,84099/84098/84100,84098/84099/84100,84099/84100,0.488,0.504,0.545,0.486
gene-Pocillopora_meandrina_HIv1___RNAseq.g17423.t1,29,3,19,Robust shift,157746/157745/157744,157745/157746/157744,157745/157744/157746,157746/157744/157745,0.634,0.789,0.701,0.756
gene-Pocillopora_meandrina_HIv1___RNAseq.g17431.t1,39,3,19,Robust shift,157793/157794/157792,157793/157794,157794/157793/157792,157794/157793,0.33,0.311,0.308,0.295
gene-Pocillopora_meandrina_HIv1___RNAseq.g17499.t1,31,3,19,Robust shift,158114/158112/158113,158114/158113/158112,158114/158112/158113,158113/158114/158112,0.646,0.62,0.565,0.699
gene-Pocillopora_meandrina_HIv1___RNAseq.g18006.t2,39,3,19,Minor shift,144352/144351/144356,144352/144351,144352/144351,144352/144351,0.495,0.5,0.536,0.541
gene-Pocillopora_meandrina_HIv1___RNAseq.g18027.t1,37,3,19,Robust shift,144504/144505/144503,144504/144505,144504/144505/144503,144504/144505/144503,0.546,0.575,0.677,0.626
gene-Pocillopora_meandrina_HIv1___RNAseq.g18067.t1,39,3,19,Robust shift,144885/144883/144884,144883/144885/144884,144885/144883/144884,144883/144885/144884,0.522,0.426,0.506,0.537
gene-Pocillopora_meandrina_HIv1___RNAseq.g1816.t2,39,3,19,Robust shift,84773/84774,84774/84773,84772/84773/84774,84773/84774/84772,0.315,0.301,0.285,0.281
gene-Pocillopora_meandrina_HIv1___RNAseq.g18381.t1,30,3,19,Robust shift,146694/146693/146692,146692/146694/146693,146693/146694,146694/146693,0.523,0.588,0.573,0.522
gene-Pocillopora_meandrina_HIv1___RNAseq.g18941.t1,39,3,19,Minor shift,17703/17710/17704,17704/17703,17703/17704,17704/17703,0.184,0.213,0.195,0.194
gene-Pocillopora_meandrina_HIv1___RNAseq.g1974.t1,33,3,19,Minor shift,85865/85869/85867,85867/85865,85865/85869/85867,85865/85869/85867,0.497,0.582,0.567,0.635
gene-Pocillopora_meandrina_HIv1___RNAseq.g20473.t1,36,3,19,Robust shift,27698/27699/27697,27698/27699,27698/27697/27699,27698/27697/27699,0.517,0.496,0.625,0.498
gene-Pocillopora_meandrina_HIv1___RNAseq.g20764.t1,39,3,19,Robust shift,195088/195086,195086/195088/195087,195086/195088/195087,195086/195088,0.406,0.433,0.481,0.449
gene-Pocillopora_meandrina_HIv1___RNAseq.g20864.t1,39,3,19,Minor shift,195685/195686/195680,195686/195685,195685/195680/195686,195686/195685,0.234,0.232,0.269,0.269
gene-Pocillopora_meandrina_HIv1___RNAseq.g20921.t1,26,3,19,Robust shift,191/193/192,193/191/192,193/192/191,193/191/192,0.567,0.728,0.822,0.76
gene-Pocillopora_meandrina_HIv1___RNAseq.g2099.t2,39,3,19,Robust shift,87022/87025/87024,87025/87022,87025/87022/87024,87022/87025/87024,0.309,0.304,0.32,0.281
gene-Pocillopora_meandrina_HIv1___RNAseq.g21033.t1,33,3,19,Robust shift,1233/1232/1231,1232/1233,1232/1231/1233,1231/1232/1233,0.665,0.733,0.616,0.622
gene-Pocillopora_meandrina_HIv1___RNAseq.g21053.t1,37,3,19,Robust shift,1357/1358/1359,1357/1359/1358,1357/1359/1358,1357/1358/1359,0.429,0.538,0.549,0.554
gene-Pocillopora_meandrina_HIv1___RNAseq.g21203.t1,37,3,19,Robust shift,2908/2909/2907,2908/2907/2909,2908/2909,2909/2907,0.434,0.52,0.527,0.529
gene-Pocillopora_meandrina_HIv1___RNAseq.g21283.t1,39,3,19,Robust shift,3517/3515/3516,3517/3516/3515,3516/3515/3517,3517/3515,0.392,0.397,0.4,0.347
gene-Pocillopora_meandrina_HIv1___RNAseq.g21388.t1,38,3,19,Minor shift,4372/4371,4372/4373,4371/4372,4372/4373/4371,0.452,0.468,0.46,0.448
gene-Pocillopora_meandrina_HIv1___RNAseq.g22081.t1,36,3,19,Robust shift,8331/8329/8330,8331/8329,8331/8329,8331/8329/8330,0.603,0.715,0.683,0.707
gene-Pocillopora_meandrina_HIv1___RNAseq.g22413.t1,39,3,19,Minor shift,10980/10981/10979,10981/10980,10980/10979/10981,10981/10980,0.314,0.308,0.329,0.302
gene-Pocillopora_meandrina_HIv1___RNAseq.g22585.t1,39,3,19,Minor shift,12338,12336/12338/12335,12338/12336,12338/12335,0.194,0.202,0.194,0.199
gene-Pocillopora_meandrina_HIv1___RNAseq.g23034.t1,39,3,19,Robust shift,59099/59098/59097,59099/59098/59097,59099/59098,59099/59098,0.376,0.369,0.378,0.379
gene-Pocillopora_meandrina_HIv1___RNAseq.g23530.t1,39,3,19,Robust shift,62658/62657,62658/62657/62661,62657/62658,62658/62657,0.284,0.272,0.257,0.252
gene-Pocillopora_meandrina_HIv1___RNAseq.g23534.t1,34,3,19,Robust shift,62683/62682,62682/62683/62684,62682/62684/62683,62683/62682/62684,0.602,0.542,0.582,0.66
gene-Pocillopora_meandrina_HIv1___RNAseq.g2360.t1,38,3,19,Robust shift,88786/88785/88783,88786/88785/88783,88786/88785,88785/88786/88783,0.357,0.346,0.359,0.329
gene-Pocillopora_meandrina_HIv1___RNAseq.g23700.t1,35,3,19,Robust shift,64108/64109/64110,64108/64110/64109,64110/64108,64110/64109/64108,0.572,0.589,0.631,0.633
gene-Pocillopora_meandrina_HIv1___RNAseq.g2399.t1,39,3,19,Minor shift,89044/89043/89039,89043/89044,89043/89044,89044/89043,0.208,0.2,0.211,0.19
gene-Pocillopora_meandrina_HIv1___RNAseq.g24096.t1,36,3,19,Minor shift,51772/51770/51771,51772/51771/51770,51771/51772,51771/51772,0.595,0.558,0.616,0.539
gene-Pocillopora_meandrina_HIv1___RNAseq.g24124.t1,35,3,19,Minor shift,52031/52032/52030,52032/52031,52032/52031,52032/52031,0.462,0.474,0.45,0.504
gene-Pocillopora_meandrina_HIv1___RNAseq.g24724.t1,39,3,19,Minor shift,55637/55638,55638/55637/55639,55637/55639/55638,55639/55637/55638,0.234,0.213,0.231,0.215
gene-Pocillopora_meandrina_HIv1___RNAseq.g24784.t1,39,3,19,Minor shift,55987/55985,55987/55985/55986,55985/55987/55986,55985/55987,0.473,0.375,0.402,0.453
gene-Pocillopora_meandrina_HIv1___RNAseq.g25286.t1,37,3,19,Robust shift,200752/200754/200753,200754/200753/200752,200753/200752/200754,200753/200754,0.441,0.5,0.48,0.458
gene-Pocillopora_meandrina_HIv1___RNAseq.g26040.t1,37,3,19,Robust shift,117818/117819/117820,117818/117819,117820/117818/117819,117819/117818/117820,0.501,0.545,0.552,0.558
gene-Pocillopora_meandrina_HIv1___RNAseq.g2634.t1,37,3,19,Robust shift,90632/90630/90631,90632/90630/90631,90632/90630/90631,90630/90632/90631,0.356,0.341,0.457,0.392
gene-Pocillopora_meandrina_HIv1___RNAseq.g26484.t1a,33,3,19,Robust shift,120989/120990/120988,120990/120988,120988/120989/120990,120989/120990,0.431,0.507,0.511,0.555
gene-Pocillopora_meandrina_HIv1___RNAseq.g26608.t1,39,3,19,Minor shift,122037/122036/122038,122037/122038/122036,122036/122037,122037/122038/122036,0.437,0.383,0.428,0.399
gene-Pocillopora_meandrina_HIv1___RNAseq.g26793.t1,36,3,19,Robust shift,68044/68043,68044/68043,68042/68044/68043,68044/68043/68042,0.69,0.591,0.589,0.567
gene-Pocillopora_meandrina_HIv1___RNAseq.g2680.t1,39,3,19,Minor shift,90944/90942,90942/90943,90942/90944/90943,90942/90944/90943,0.195,0.201,0.196,0.188
gene-Pocillopora_meandrina_HIv1___RNAseq.g27065.t1,39,3,19,Minor shift,69275/69274/69276,69275/69274,69275/69276,69276/69275/69274,0.516,0.501,0.533,0.458
gene-Pocillopora_meandrina_HIv1___RNAseq.g27168.t1,39,3,19,Minor shift,69830/69831/69827,69830/69827,69827/69830/69831,69827/69830,0.253,0.253,0.269,0.273
gene-Pocillopora_meandrina_HIv1___RNAseq.g27465.t1,36,3,19,Minor shift,71667/71666,71667/71666,71666/71667/71665,71667/71666,0.586,0.602,0.562,0.748
gene-Pocillopora_meandrina_HIv1___RNAseq.g27547.t1,39,3,19,Robust shift,72142/72140,72142/72140/72141,72140/72142,72140/72142,0.368,0.356,0.38,0.369
gene-Pocillopora_meandrina_HIv1___RNAseq.g27925.t1,29,3,19,Robust shift,74849/74847,74848/74849/74847,74848/74849/74847,74849/74848/74847,0.593,0.532,0.574,0.522
gene-Pocillopora_meandrina_HIv1___RNAseq.g27929.t1,34,3,19,Minor shift,74857/74856,74856,74856/74858/74857,74857/74856,0.605,0.574,0.547,0.514
gene-Pocillopora_meandrina_HIv1___RNAseq.g28088.t1,39,3,19,Minor shift,75897/75894,75897/75894,75894/75897/75896,75897/75894,0.464,0.383,0.37,0.395
gene-Pocillopora_meandrina_HIv1___RNAseq.g28193.t1,39,3,19,Minor shift,138641/138640,138641/138640,138640/138642/138641,138640/138641,0.362,0.369,0.372,0.368
gene-Pocillopora_meandrina_HIv1___RNAseq.g28280.t1,37,3,19,Robust shift,139092/139093/139091,139092/139091/139093,139092/139091/139093,139092/139093/139091,0.479,0.487,0.515,0.583
gene-Pocillopora_meandrina_HIv1___RNAseq.g28346.t1,39,3,19,Robust shift,139942/139943/139944,139942/139943/139944,139942/139943/139944,139942/139943/139944,0.248,0.239,0.237,0.25
gene-Pocillopora_meandrina_HIv1___RNAseq.g28358.t1,37,3,19,Minor shift,139976/139977,139976/139977/139975,139977/139976/139975,139976/139977/139975,0.581,0.622,0.596,0.587
gene-Pocillopora_meandrina_HIv1___RNAseq.g28629.t1,35,3,19,Minor shift,141731/141728/141729,141729/141731/141728,141728/141731/141729,141729/141731/141728,0.591,0.534,0.649,0.678
gene-Pocillopora_meandrina_HIv1___RNAseq.g28890.t1,39,3,19,Minor shift,132907/132906,132907,132907/132906/132905,132906/132907/132905,0.399,0.417,0.389,0.374
gene-Pocillopora_meandrina_HIv1___RNAseq.g28896.t1,39,3,19,Minor shift,132924/132923/132925,132923/132924,132924/132923,132924/132923,0.482,0.423,0.461,0.46
gene-Pocillopora_meandrina_HIv1___RNAseq.g29023.t1,32,3,19,Robust shift,133962/133963/133964,133963/133964/133962,133964/133962/133963,133963/133962/133964,0.608,0.644,0.571,0.652
