species_code,species.x,group_id,gene_id,TP1,TP2,TP3,TP4,fc_T1_to_T2,fc_T1_to_T3,fc_T4_to_T2,fc_T4_to_T3,mean_expr,stress_response,changed_T1_T2,changed_T1_T3,changed_T4_T2,changed_T4_T3,any_stress_change,up_in_stress,down_in_stress,species.y,meth_TP1,meth_TP2,meth_TP3,meth_TP4,delta_meth_T1_T2,delta_meth_T1_T3,delta_meth_T4_T2,delta_meth_T4_T3,mean_gbm,stress_gbm,baseline_gbm,gbm_stress_change,gbm_median,gbm_category
apul,Acropora pulchra,OG_13882,FUN_001850,5.47938486652522,6.222403000711891,5.448173530825605,5.472688605446482,0.7430181341866708,-0.03121133569961465,0.7497143952654088,-0.024515074620876653,5.6556625008773,0.3592515297828971,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,0.4799224376,0.393064913948,0.40841423004,0.49853518962,-0.08685752365199995,-0.07150820755999998,-0.10547027567199996,-0.09012095957999999,0.44498419280199997,0.400739571994,0.48922881361,-0.08848924161599997,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_13886,FUN_001921,6.579793821355752,3.1671547680278493,4.78135222998377,4.909862949595665,-3.4126390533279025,-1.798441591371982,-1.7427081815678154,-0.12851071961189486,4.859540942240759,-1.7705748864698987,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Acropora pulchra,0.92844738375,1.125591678,0.7417078377666666,0.44059338138888887,0.1971442942499999,-0.18673954598333342,0.684998296611111,0.30111445637777773,0.8090850702263889,0.9336497578833333,0.6845203825694445,0.2491293753138888,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_13910,FUN_002435,14.979089055458362,14.418726761180405,14.9162190261862,15.154930080886404,-0.5603622942779563,-0.06287002927216179,-0.7362033197059983,-0.23871105470020382,14.867241230927842,-0.39953667448907915,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,0.6876895143222223,0.96545044679,0.54594922164,0.76416120459,0.2777609324677778,-0.1417402926822222,0.2012892422,-0.21821198295,0.7408125968355556,0.7556998342150001,0.7259253594561111,0.029774474758888947,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_13916,FUN_002648,5.1634295368894225,5.59979509762452,5.589181124967075,4.070970701440647,0.4363655607350978,0.42575158807765234,1.5288243961838734,1.518210423526428,5.105844115230416,0.9772879921307629,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Acropora pulchra,0.5969598971888889,0.75198640121,0.362185999272,0.48648048040999997,0.15502650402111118,-0.23477389791688885,0.2655059208000001,-0.12429448113799996,0.5494031945202222,0.557086200241,0.5417201887994444,0.015366011441555583,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14012,FUN_005266,10.610318626139302,10.222069635839386,10.440026100465433,10.478732993773257,-0.3882489902999158,-0.17029252567386877,-0.25666335793387063,-0.03870689330782362,10.437786839054343,-0.2134779418038697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,0.6021694075222223,0.69131147635,0.516966844424,0.92999964778,0.08914206882777775,-0.08520256309822227,-0.23868817142999998,-0.413032803356,0.6851118440190556,0.604139160387,0.7660845276511111,-0.16194536726411113,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14037,FUN_005906,6.4326171140853035,8.870095050035122,8.08690430426755,7.23761037873818,2.4374779359498184,1.654287190182247,1.6324846712969423,0.8492939255293708,7.656806711781539,1.643385930739596,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Acropora pulchra,0.5721592555222222,1.0254558202,0.58807066592,0.79420840572,0.4532965646777777,0.01591141039777777,0.23124741447999997,-0.20613773979999994,0.7449735368405556,0.80676324306,0.6831838306211111,0.12357941243888892,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14038,FUN_005907,7.415727859452958,9.666070044423742,9.312624970053124,7.93357079667004,2.2503421849707843,1.8968971106001655,1.7324992477537027,1.379054173383084,8.581998417649967,1.8146981791769345,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,29.030833713333333,30.599478006,27.860811026,27.906519188,1.568644292666665,-1.1700226873333328,2.6929588179999975,-0.045708162000000385,28.849410483333337,29.230144516,28.468676450666667,0.7614680653333323,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14066,FUN_006473,6.729497840583127,7.386599163302943,7.26214135141827,6.599219436953675,0.6571013227198161,0.5326435108351433,0.7873797263492683,0.6629219144645955,6.994364448064504,0.6600116185922058,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,12.027749719,11.50667824227,9.606389700777777,11.9696236818,-0.5210714767299987,-2.421360018222222,-0.46294543952999945,-2.3632339810222227,11.277610335961944,10.556533971523889,11.9986867004,-1.4421527288761116,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14094,FUN_007068,7.8900120729577425,8.6698450395359,8.68877459166685,7.858831979457906,0.7798329665781578,0.7987625187091068,0.8110130600779941,0.829942612208943,8.2768659209046,0.8048877893935504,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,12.322478353222222,14.0212553827,10.9928875029,12.3751377965,1.6987770294777782,-1.3295908503222211,1.646117586199999,-1.3822502936000003,12.427939758830554,12.507071442800001,12.348808074861111,0.15826336793888984,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14100,FUN_007651,2.2831633523123,0.8507794640198697,1.7818781872275404,2.1291134717851596,-1.43238388829243,-0.5012851650847594,-1.2783340077652898,-0.3472352845576192,1.7612336188362174,-0.8898095864250244,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,0.7285500139444444,0.58170356412,0.8281128335,0.76181543697,-0.1468464498244444,0.09956281955555557,-0.18011187284999997,0.06629739653,0.7250454621336111,0.70490819881,0.7451827254572222,-0.0402745266472222,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14140,FUN_008320,1.186031105491948,1.8775713150383517,2.382565136510787,0.3169925001442312,0.6915402095464038,1.1965340310188393,1.5605788148941206,2.065572636366556,1.4407900142963295,1.3785564229564797,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,1.3219821214111112,1.4246472045,1.22402878379,1.19541026291,0.10266508308888889,-0.09795333762111125,0.22923694158999997,0.02861852087999983,1.2915170931527777,1.324337994145,1.2586961921605555,0.06564180198444447,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14156,FUN_008708,0.8861086905995392,2.8738593694822816,1.92252074369435,0.7129283016944965,1.9877506788827424,1.0364120530948109,2.160931067787785,1.2095924419998536,1.598854276367667,1.598671560441298,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.11671335185555556,0.11974907955,0.4518933452857143,0.379984603,0.0030357276944444345,0.3351799934301587,-0.26023552345,0.07190874228571431,0.26708509492281746,0.28582121241785713,0.24834897742777778,0.037472234990079345,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14158,FUN_008719,5.338596455635806,6.99186573190501,6.9279372030238,5.365688614949599,1.6532692762692038,1.5893407473879932,1.626177116955411,1.5622485880742003,6.156022001378554,1.607758932171702,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.29823977131333335,0.460817024854,0.282812491031,0.51211397604,0.16257725354066666,-0.015427280282333367,-0.05129695118599997,-0.229301485009,0.3884958158095833,0.37181475794249996,0.40517687367666666,-0.0333621157341667,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14189,FUN_009861,5.067532240037131,6.29986338218126,6.252846440353111,5.608913671433174,1.2323311421441288,1.1853142003159798,0.690949710748086,0.643932768919937,5.8072889335011695,0.9381319555320324,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,0.28954682570333334,0.34193779398,0.29430142265,0.348091246288,0.05239096827666667,0.004754596946666634,-0.006153452307999963,-0.053789823638,0.3184693221553333,0.31811960831499997,0.31881903599566663,-6.994276806666644e-4,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14206,FUN_010569,2.0840442948778457,3.4372997217668155,2.3354490453888466,3.3360808245658404,1.3532554268889698,0.25140475051100086,0.1012188972009751,-1.0006317791769939,2.7982184716498373,0.17631182385598798,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Acropora pulchra,0.2671125775666667,0.347550238381,0.40986114315,0.560934463462,0.08043766081433334,0.14274856558333332,-0.21338422508100002,-0.15107332031200005,0.3963646056399167,0.3787056907655,0.41402352051433333,-0.03531782974883335,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14257,FUN_012010,5.4788124591441445,5.486943010875737,5.506291273755981,3.5615151624466597,0.008130551731592384,0.0274788146118361,1.9254278484290772,1.944776111309321,5.008390476555631,0.9764533315204567,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Acropora pulchra,0.2817656791911111,0.186176789731,0.33311943568,0.334922030935,-0.09558888946011113,0.0513537564888889,-0.148745241204,-0.0018025952549999835,0.28399598388427777,0.25964811270550003,0.30834385506305556,-0.04869574235755553,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14262,FUN_012114,0.7870364719583404,1.6244066464194817,1.2562242424221073,1.0731319031025062,0.8373701744611414,0.4691877704637669,0.5512747433169756,0.18309233931960112,1.1851998159756088,0.5102312568903711,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,2.01307396384,1.5352736869299999,1.3739531600000001,1.23816774021,-0.47780027691000027,-0.63912080384,0.2971059467199999,0.13578541979000014,1.540117137745,1.454613423465,1.625620852025,-0.17100742855999984,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14276,FUN_012375,8.277448109518716,9.63293135765155,9.896968617227628,8.829127536459806,1.3554832481328347,1.6195205077089128,0.8038038211917442,1.0678410807678222,9.159118905214426,1.2116621644503276,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,23.177482045555557,27.314646556,23.143616871,23.751534028,4.1371645104444426,-0.03386517455555804,3.5631125280000013,-0.6079171569999993,24.346819875138888,25.2291317135,23.46450803677778,1.7646236767222199,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14279,FUN_012397,2.448995866804964,4.318923306999884,4.353645518505011,2.1699138625275913,1.8699274401949202,1.9046496517000469,2.1490094444722927,2.1837316559774194,3.3228696387093626,2.0268295480861696,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.5501053934088889,0.85061023387,0.5178888140819999,0.51329679529,0.30050484046111114,-0.03221657932688893,0.33731343857999996,0.004592018791999886,0.6079753091627222,0.684249523976,0.5317010943494445,0.15254842962655557,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14295,FUN_012614,0.15849625007211557,0,0,0,-0.15849625007211557,-0.15849625007211557,0,0,0.03962406251802889,-0.07924812503605778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,2.5342999453666666,2.5793253012,3.2600828229,3.2862767134,0.045025355833333336,0.7257828775333333,-0.7069514122,-0.026193890500000094,2.9149961957166663,2.91970406205,2.9102883293833335,0.00941573266666662,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14322,FUN_013328,4.668298561959665,6.006216967121999,5.421387397213186,5.081888245790286,1.337918405162334,0.7530888352535214,0.9243287213317126,0.3394991514229,5.294447793021283,0.8387087782926166,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,3.1913511375555554,3.6322713578,3.896428353,3.0764427044,0.44092022024444466,0.7050772154444447,0.5558286534000003,0.8199856486000003,3.4491233881888888,3.7643498554,3.1338969209777776,0.6304529344222223,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14365,FUN_014580,0.8977279923499916,1.1744833837499546,1.744022032791435,0.33219280948873625,0.2767553913999631,0.8462940404414435,0.8422905742612183,1.4118292233026988,1.0371065545950293,0.8442923073513309,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Acropora pulchra,0.3194593587111111,0.301557256431,0.14900833762,0.30856811375,-0.017902102280111076,-0.1704510210911111,-0.0070108573189999746,-0.15955977613,0.26964826662802777,0.2252827970255,0.3140137362305555,-0.08873093920505551,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14380,FUN_014813,5.530202925042539,6.8926815923887546,6.340594152614692,5.754796376276333,1.362478667346216,0.8103912275721532,1.137885216112422,0.5857977763383593,6.129568761580579,0.9741382218422876,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,0.4280606284888889,0.48152257568,0.47492308532,0.43287592071000003,0.05346194719111114,0.04686245683111112,0.04864665496999998,0.042047164609999965,0.4543455525497222,0.47822283050000003,0.4304682745994445,0.04775455590055555,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14381,FUN_014817,8.423080054284808,8.525582203347145,6.908746373943213,7.701469147764552,0.10250214906233701,-1.5143336803415952,0.8241130555825933,-0.7927227738213389,7.889719444834929,-0.3451103123795001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,31.638111660777778,31.2652988092,31.619038007300002,29.350069327099998,-0.3728128515777769,-0.019073653477775565,1.9152294821000027,2.268968680200004,30.968129451094445,31.44216840825,30.494090493938888,0.9480779143111135,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14382,FUN_014819,2.89474585874502,2.6513527139188047,3.0092743593915134,1.8423772486429715,-0.2433931448262152,0.11452850064649356,0.8089754652758332,1.166897110748542,2.5994375451745775,0.46175198296116315,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Acropora pulchra,0.3730430883,0.47421188317,0.35136146885,0.40773061904,0.10116879487000002,-0.021681619449999967,0.06648126413,-0.056369150189999995,0.40158676484,0.41278667601,0.39038685367000003,0.022399822339999986,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14407,FUN_015337,11.69543321359113,10.634591519691778,11.601546953336616,11.502282602258513,-1.0608416938993521,-0.0938862602545143,-0.8676910825667346,0.09926435107810327,11.358463572219508,-0.48078867141062354,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,28.454506056666666,35.419140186,31.065398146,32.905924722,6.964634129333334,2.6108920893333334,2.513215463999998,-1.840526576000002,31.96124227766667,33.242269166,30.680215389333334,2.562053776666666,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14408,FUN_015348,1.759898297103609,5.147029526645792,4.015641348359483,1.822204015786482,3.3871312295421827,2.255743051255874,3.3248255108593097,2.193437332573001,3.1861932969738413,2.790284281057592,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.6198056278888888,0.56336219547,0.363377787364,0.52088502856,-0.05644343241888883,-0.2564278405248888,0.04247716691000003,-0.15750724119599996,0.5168576598207222,0.46336999141699997,0.5703453282244444,-0.10697533680744442,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14500,FUN_017790,4.325039665767395,6.169611422150437,5.686936193337389,4.25423219917218,1.8445717563830417,1.3618965275699937,1.915379222978257,1.4327039941652089,5.10895487010685,1.6386378752741262,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,1.4389503655,1.36988768867,1.24935304298,1.47059584627,-0.06906267683,-0.18959732252000006,-0.10070815759999996,-0.22124280329,1.382196735855,1.3096203658249999,1.454773105885,-0.14515274006000012,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14505,FUN_017857,9.45962832482263,10.511101453187543,10.518951716569124,9.131272337883598,1.051473128364913,1.059323391746494,1.379829115303945,1.387679378685526,9.905238458115724,1.2195762535252204,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,77.14510655625,80.16104521222222,78.46320098,79.58775081875,3.0159386559722208,1.3180944237499972,0.5732943934722243,-1.1245498387499993,78.83927589180556,79.31212309611111,78.36642868749999,0.9456944086111179,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14514,FUN_017937,9.24312256453822,9.899434311949626,9.894054370024035,9.130033442957942,0.6563117474114062,0.6509318054858149,0.7694008689916849,0.7640209270660936,9.541661172367455,0.7101663372387499,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,24.215579075555556,30.681634752,26.62008352,24.185638657,6.466055676444444,2.404504444444445,6.495996095000002,2.434444863000003,26.425734001138892,28.650859136,24.200608866277776,4.4502502697222255,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14540,FUN_018864,8.331644037113136,9.647071874830852,9.573636999481401,8.406843872631274,1.3154278377177153,1.2419929623682648,1.2402280021995775,1.166793126850127,8.989799196014165,1.2411104822839203,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,7.209548010333333,7.8188308638,6.7984577405,6.4270856127,0.6092828534666666,-0.4110902698333332,1.3917452510999997,0.37137212779999995,7.063480556833333,7.30864430215,6.818316811516667,0.4903274906333337,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14547,FUN_019026,8.109385122798583,9.200038653307377,9.199093758480602,8.53766449310439,1.0906535305087939,1.089708635682019,0.6623741602029867,0.6614292653762117,8.761545506922737,0.8760413979425046,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,5.205054436166667,5.178691972949999,5.96362624733,4.87142599616,-0.026362463216667464,0.7585718111633328,0.30726597678999923,1.0922002511699995,5.304699663151666,5.57115911014,5.0382402161633335,0.5329188939766665,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14563,FUN_019333,2.4272139739452454,6.11814784771079,5.16724777044943,3.162078384980301,3.6909338737655446,2.7400337965041848,2.956069462730489,2.005169385469129,4.218671994271442,2.8480516296173364,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,5.448429132577778,6.1190873120000004,4.53083495798,5.129277915339999,0.6706581794222224,-0.9175941745977783,0.989809396660001,-0.5984429573599996,5.306907329474445,5.32496113499,5.288853523958888,0.036107611031111375,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14588,FUN_022095,9.0470316215751,7.499481277705845,7.505160648095419,6.9638041824454024,-1.5475503438692542,-1.5418709734796803,0.5356770952604428,0.5413564656500167,7.753869432455442,-0.5030969391096187,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,0.4173581160277778,0.37112279194,0.27028736792,0.47444312617,-0.04623532408777781,-0.14707074810777776,-0.10332033423000003,-0.20415575824999999,0.3833028505144444,0.32070507992999997,0.4459006210988889,-0.12519554116888892,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14612,FUN_022489,4.719499891569016,5.473603053010344,5.707301734057107,4.649633990407636,0.7541031614413285,0.987801842488091,0.8239690626027087,1.0576677436494712,5.137509667261026,0.9058854525453999,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Acropora pulchra,2.387495282366667,2.9384212482,2.1551535998899998,3.23701523747,0.5509259658333332,-0.2323416824766671,-0.29859398927,-1.0818616375800003,2.679521341981667,2.546787424045,2.8122552599183335,-0.26546783587333334,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14615,FUN_022534,6.391733825527248,8.070562120474005,8.357031701535728,6.415028786061571,1.678828294946757,1.9652978760084805,1.6555333344124339,1.9420029154741574,7.308589108399637,1.8104156052104567,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.6709281609222222,0.79447423751,0.83566315195,0.704317319651,0.12354607658777783,0.16473499102777778,0.09015691785900004,0.131345832299,0.7513457175083055,0.81506869473,0.6876227402866111,0.1274459544433889,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14623,FUN_022669,8.13566294850237,9.880707304828068,9.454841625268417,7.965335204741603,1.7450443563256979,1.3191786767660467,1.915372100086465,1.4895064205268138,8.859136770835114,1.6172753884262576,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,29.420095123333333,34.379005422,29.42123682,28.60612247,4.958910298666666,0.0011416966666679684,5.772882952,0.8151143500000018,30.456614958833335,31.900121120999998,29.013108796666664,2.887012324333334,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14626,FUN_022760,7.707662938869953,6.1431124394807135,7.366772998846894,7.378348142045401,-1.5645504993892398,-0.34088994002305917,-1.2352357025646876,-0.011575143198506943,7.14897412981074,-0.7880628212938738,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,0.4078833247777778,0.42267971493,0.58327787257,0.39768427534399997,0.014796390152222227,0.1753945477922222,0.024995439586000034,0.185593597226,0.45288129690544443,0.50297879375,0.4027838000608889,0.10019499368911111,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14627,FUN_022798,7.219321699429343,6.921987223101358,7.789347518264128,5.482594787616512,-0.2973344763279844,0.5700258188347851,1.4393924354848462,2.3067527306476157,6.853312807102835,1.004709127159816,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.7125270045777777,0.5193833517,0.54302762842,0.68861608305,-0.19314365287777768,-0.16949937615777777,-0.16923273134999994,-0.14558845463000003,0.6158885169369445,0.5312054900600001,0.7005715438138889,-0.1693660537538888,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14674,FUN_023403,6.68994135155331,7.035977339047418,7.476973359702685,6.2876003958424445,0.34603598749410747,0.7870320081493745,0.7483769432049732,1.1893729638602402,6.872623111536464,0.7677044756771743,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Acropora pulchra,1.1371420007,0.8315161274,1.02112559985,1.06210305134,-0.3056258732999999,-0.11601640084999998,-0.23058692394000002,-0.040977451490000094,1.0129716948225,0.926320863625,1.09962252602,-0.1733016623950001,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14681,FUN_023470,0.7321928094887362,3.414573904115989,2.1106102824019075,0.7199672344836365,2.682381094627253,1.3784174729131713,2.6946066696323525,1.390643047918271,1.7443360576225673,2.036512071272762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.48943457277777774,0.37202814585,0.5090508348,0.50162740936,-0.11740642692777775,0.019616262022222275,-0.12959926351000006,0.007423425439999964,0.46803524069694447,0.440539490325,0.49553099106888887,-0.054991500743888866,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14685,FUN_023594,9.786597922598313,8.906775067590406,9.393729391208394,9.784005659626095,-0.879822855007907,-0.39286853138991873,-0.8772305920356889,-0.3902762684177006,9.467777010255803,-0.6350495617128047,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,0.82125400815,0.332928039725,0.6367793719375,0.5838164476,-0.48832596842500003,-0.18447463621250004,-0.25088840787499994,0.05296292433750005,0.593694466853125,0.48485370583125,0.702535227875,-0.21768152204375002,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14710,FUN_024225,6.39920326604174,7.545757234582254,7.308287459425752,5.772478352607871,1.1465539685405144,0.9090841933840119,1.7732788819743828,1.5358091068178803,6.756431578164404,1.3411815376791978,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,4.248195562125,5.519396322,2.9521045931555556,4.24661603651,1.2712007598750006,-1.2960909689694442,1.2727802854900006,-1.2945114433544442,4.241578128447639,4.235750457577778,4.2474057993175,-0.011655341739722047,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14711,FUN_024326,0.9491853096329675,1.9153631194101661,1.9321575831415732,1.0550746785383243,0.9661778097771986,0.9829722735086056,0.8602884408718419,0.8770829046032489,1.4629451726807579,0.9216303571902238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,1.4586448153444445,1.29952513728,1.45341629127,1.36118906353,-0.15911967806444438,-0.005228524074444518,-0.061663926249999834,0.09222722774000003,1.3931938268561113,1.376470714275,1.4099169394372222,-0.03344622516222229,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14763,FUN_025521,0.9951284714966973,0.539231742277876,1.0870364719583405,0,-0.4558967292188213,0.09190800046164327,0.539231742277876,1.0870364719583405,0.6553491714332285,0.31556987136975956,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Acropora pulchra,1.7395307415222223,1.50809527977,1.56725583323,1.91938607863,-0.2314354617522223,-0.17227490829222236,-0.4112907988600001,-0.35213024540000015,1.6835669832880558,1.5376755565,1.829458410076111,-0.2917828535761111,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14790,FUN_025984,14.399048930400644,13.691695272273108,14.053657144618226,13.929221137539916,-0.7073536581275359,-0.345391785782418,-0.2375258652668073,0.1244360070783106,14.018405621207975,-0.2914588255246109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,23.582602013333332,27.543812752,24.898013722,24.716686214,3.9612107386666686,1.3154117086666695,2.8271265380000017,0.18132750800000252,25.185278675333336,26.220913237,24.149644113666668,2.071269123333334,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14792,FUN_026008,9.726995138088173,9.202992138427591,9.414444209273288,9.337329799263772,-0.5240029996605813,-0.31255092881488444,-0.13433766083618082,0.07711441000951602,9.420440321263206,-0.22344429482553174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,1.0928034581,0.95092051486,1.18352057453,1.1388359677,-0.14188294323999995,0.09071711643000002,-0.18791545284,0.04468460682999997,1.0915201287974998,1.067220544695,1.1158197129,-0.04859916820499999,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_14793,FUN_026010,7.673446902172483,7.762183204809185,7.485685553302265,6.692012119556933,0.08873630263670229,-0.18776134887021811,1.0701710852522517,0.7936734337453313,7.403331944960216,0.4412048681910168,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,0.8921267023555556,0.91327957246,0.91223137854,1.05434054496,0.021152870104444443,0.020104676184444448,-0.14106097250000005,-0.14210916642000004,0.942994549578889,0.9127554755,0.9732336236577779,-0.060478148157777856,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14803,FUN_026203,5.042290392975215,6.219525307997974,5.681934669736197,3.4476306054321126,1.1772349150227583,0.6396442767609818,2.771894702565861,2.2343040643040846,5.097845244035375,1.705769489663421,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.6270368994888889,0.527904915565,0.48784522305,0.33032895124,-0.09913198392388889,-0.13919167643888886,0.19757596432499996,0.15751627181,0.4932789973359722,0.5078750693075,0.47868292536444446,0.029192143943055582,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_14804,FUN_026231,3.8629585252896543,4.261049934086965,4.116656758301398,2.510293554494039,0.39809140879731064,0.2536982330117441,1.750756379592926,1.6063632038073594,3.687739693043014,1.002227306302335,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,8.89124728725,12.325384307,9.187075045,8.142790239444444,3.4341370197500005,0.2958277577500006,4.182594067555556,1.0442848055555558,9.63662421967361,10.756229676,8.517018763347222,2.239210912652778,0.9838498324730555,High GBM
