species_code,species.x,group_id,gene_id,TP1,TP2,TP3,TP4,fc_T1_to_T2,fc_T1_to_T3,fc_T4_to_T2,fc_T4_to_T3,mean_expr,stress_response,changed_T1_T2,changed_T1_T3,changed_T4_T2,changed_T4_T3,any_stress_change,up_in_stress,down_in_stress,species.y,meth_TP1,meth_TP2,meth_TP3,meth_TP4,delta_meth_T1_T2,delta_meth_T1_T3,delta_meth_T4_T2,delta_meth_T4_T3,mean_gbm,stress_gbm,baseline_gbm,gbm_stress_change,gbm_median,gbm_category
apul,Acropora pulchra,OG_00378,FUN_001225,2.6764566300697243,5.085387787925907,4.42663368037756,3.7966264105251337,2.4089311578561823,1.750177050307836,1.288761377400773,0.6300072698524266,3.9962761272245815,1.519469213854304,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Acropora pulchra,1.0067167388555556,0.794315704633,0.592481674117,1.01447962524,-0.21240103422255552,-0.41423506473855554,-0.22016392060699985,-0.42199795112299987,0.8519984357113889,0.693398689375,1.0105981820477776,-0.3171994926727776,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_00430,FUN_001338,7.483969046615236,7.945401288340525,7.639507528751113,6.946046277739999,0.46143224172528896,0.15553848213587695,0.9993550106005262,0.6934612510111142,7.503731035361718,0.5774467463682011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,1.7693864747777779,1.62077346199,1.6016035142,1.38873385057,-0.14861301278777783,-0.16778296057777786,0.23203961142000007,0.21286966363000004,1.5951243253844445,1.611188488095,1.579060162673889,0.032128325421111104,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_00460,FUN_001392,3.330450909151145,6.926372522847117,6.131276523636426,3.598963200280093,3.5959216136959724,2.8008256144852814,3.3274093225670245,2.5323133233563335,4.996765788978695,3.064117468526153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.6904381398555556,0.28145179324,0.224826114604,0.185622758232,-0.40898634661555555,-0.46561202525155554,0.09582903500800002,0.03920335637200001,0.3455847014828889,0.25313895392200003,0.4380304490437778,-0.18489149512177777,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_00466,FUN_001402,8.716556582470702,9.26796819768857,9.194153387388539,8.821387115275376,0.5514116152178676,0.4775968049178374,0.44658108241319283,0.3727662721131626,9.000016320705797,0.46208894366551334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,28.87496763,34.011734415,31.644467993,30.410517417999998,5.136766784999999,2.769500362999999,3.6012169970000016,1.2339505750000015,31.235421864,32.828101204,29.642742524,3.18535868,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_00510,FUN_001497,12.536457294059996,12.545252062464048,12.972395535061999,13.190913987334731,0.008794768404051467,0.4359382410020025,-0.6456619248706836,-0.2185184522727326,12.811254719730194,-0.10486184193434056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,0.6582838237555556,0.61301182133,0.57098253079,0.45084621728,-0.045272002425555624,-0.08730129296555555,0.16216560404999997,0.12013631351000004,0.5732810982888888,0.59199717606,0.5545650205177778,0.037432155542222234,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_00514,FUN_001507,2.624906077786112,5.702629296244099,5.671862819370852,2.4443137811296647,3.0777232184579875,3.04695674158474,3.2583155151144347,3.2275490382411873,4.110927993632682,3.152636128349588,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,2.086163659111111,2.31099448389,2.1344915783,2.01279673159,0.22483082477888905,0.04832791918888901,0.2981977523000001,0.12169484671000008,2.136111613222778,2.222743031095,2.0494801953505553,0.17326283574444457,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_00572,FUN_001631,10.01766041928167,10.100406828198818,10.16228120129915,9.933477666189944,0.08274640891714746,0.14462078201747985,0.16692916200887353,0.22880353510920592,10.053456528742396,0.1557749720131767,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,34.14999030111111,39.574908847,34.420993329,33.509842786,5.424918545888893,0.27100302788888797,6.065066061000003,0.911150542999998,35.41393381577778,36.997951088,33.829916543555555,3.1680345444444455,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_00632,FUN_001855,4.860280076996532,3.7768934617752454,3.4186406416891906,3.559698993995161,-1.0833866152212868,-1.4416394353073416,0.21719446778008455,-0.1410583523059703,3.9038782936140324,-0.6122224837636292,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,1.1465228215222223,1.0250329039269999,1.2231976483,1.1590417971,-0.12148991759522243,0.0766748267777777,-0.13400889317300013,0.0641558512,1.1384487927123055,1.1241152761134998,1.1527823093111111,-0.028667033197611325,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_00643,FUN_001887,9.124809823449914,5.6182340983218975,7.363214455156241,8.404203516913931,-3.506575725128016,-1.7615953682936727,-2.7859694185920336,-1.0409890617576902,7.627615473460496,-2.273782393442854,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Acropora pulchra,0.765829996,0.63438889447,0.69489837285,0.7515656201199999,-0.13144110153,-0.07093162315000001,-0.11717672564999992,-0.05666724726999994,0.71167072086,0.66464363366,0.75869780806,-0.09405417439999997,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_00752,FUN_002810,8.842832290067928,8.384242376207057,8.60526009230211,8.478790365132463,-0.45858991386087133,-0.23757219776581806,-0.09454798892540595,0.12646972716964733,8.57778128092739,-0.16606009334561378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,0.6668821524222223,0.5566137742,0.61139989374,0.67505091572,-0.11026837822222224,-0.05548225868222223,-0.11843714151999996,-0.06365102197999994,0.6274866840205555,0.58400683397,0.6709665340711111,-0.08695970010111109,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_00807,FUN_004006,9.684768420407678,10.648222931786371,10.600373764480823,9.726365301559227,0.9634545113786928,0.9156053440731444,0.9218576302271444,0.8740084629215961,10.164932604558524,0.9187314871501435,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,3.513490430777778,3.9968846648,3.48112621629,3.3313482495,0.48339423402222215,-0.03236421448777804,0.6655364153000001,0.14977796678999988,3.5807123903419447,3.739005440545,3.422419340138889,0.316586100406111,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_00842,FUN_004093,4.532412427472974,5.504294464875575,5.540783796865136,3.8560992558000526,0.9718820374026009,1.0083713693921617,1.6481952090755225,1.6846845410650833,4.858397486253435,1.328283289233842,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.38577319861111115,0.638107794473,0.384239553076,0.5449304245000001,0.2523345958618889,-0.00153364553511115,0.09317736997299997,-0.16069087142400007,0.4882627426650278,0.5111736737745001,0.4653518115555556,0.045821862218944465,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_00843,FUN_004094,14.088774383166594,12.667984367036793,13.237187621766264,13.198329981942145,-1.4207900161298017,-0.8515867614003305,-0.530345614905352,0.03885763982411916,13.29806908847795,-0.6909661881528422,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,7.792156102333333,8.9301742877,7.5645684978,7.5568293259,1.1380181853666667,-0.22758760453333338,1.3733449618,0.007739171899999953,7.960932053433334,8.24737139275,7.674492714116667,0.5728786786333337,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01023,FUN_004455,10.438705650125932,11.76123509130339,11.481687402454112,10.473573998082747,1.3225294411774584,1.0429817523281795,1.2876610932206436,1.0081134043713647,11.038800535491546,1.1653214227744115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,1.0461568293555557,0.9704598115899999,1.06168582126,1.03969022999,-0.07569701776555571,0.015528991904444345,-0.0692304184,0.02199559127000006,1.0294981730488888,1.016072816425,1.0429235296727777,-0.02685071324777777,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01117,FUN_004661,9.41939164982504,7.987041147733953,8.68663455052857,9.614584085413863,-1.4323505020910865,-0.7327570992964691,-1.6275429376799107,-0.9279495348852933,8.926912858375356,-1.1801500184881917,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Acropora pulchra,0.4243269109666667,0.609848334994,0.50196759697,0.49106190425,0.18552142402733335,0.07764068600333335,0.11878643074400003,0.010905692720000026,0.5068011867951667,0.5559079659820001,0.45769440760833335,0.09821355837366674,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01121,FUN_004684,3.5441671927514307,1.3147204924942228,1.7944506182335909,1.3536247215688129,-2.229446700257208,-1.7497165745178398,-0.03890422907459001,0.440825896664778,2.001740756262014,-0.8943104017962149,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,0.5487605188666667,0.404305592365,0.41499264539,0.369234947499,-0.14445492650166664,-0.13376787347666663,0.035070644866000034,0.04575769789100004,0.43432342603016666,0.4096491188775,0.4589977331828333,-0.04934861430533333,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01147,FUN_004740,9.873934326740534,11.039508401550261,11.09817408327023,9.903813078109408,1.1655740748097276,1.2242397565296965,1.1356953234408529,1.1943610051608218,10.478857472417609,1.1799675399852756,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,10.836061964222223,14.0194818952,12.5319098156,9.0931399454,3.1834199309777773,1.6958478513777777,4.926341949799999,3.4387698702,11.620148405105557,13.2756958554,9.964600954811111,3.3110949005888894,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01155,FUN_004766,12.190977667478514,11.106415003761281,11.622082375436413,12.013585817288554,-1.0845626637172323,-0.5688952920421002,-0.9071708135272729,-0.3915034418521408,11.733265215991192,-0.7380330527846866,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,6.0405656073,5.224558326,4.3054430831,4.45544060762,-0.8160072812999992,-1.7351225241999995,0.7691177183800004,-0.14999752451999981,5.006501906005,4.76500070455,5.24800310746,-0.4830024029099995,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01177,FUN_004816,8.78429459127818,8.350980834037573,8.667794361482526,8.122045113528833,-0.4333137572406063,-0.116500229795653,0.22893572050874056,0.5457492479536938,8.48127872508178,0.05621774535654467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,3.467699711222222,3.8996206366,3.5006437411,3.3538790098,0.4319209253777778,0.032944029877778114,0.5457416267999999,0.14676473130000023,3.5554607746805553,3.70013218885,3.410789360511111,0.289342828338889,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01223,FUN_004905,6.193653211705857,7.564652091930271,7.120595704332481,6.164644368126677,1.3709988802244144,0.9269424926266243,1.4000077238035944,0.9559513362058043,6.760886344023821,1.163475108215109,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Acropora pulchra,0.7278327804444444,0.72963744052,0.7271483589100001,0.70794931408,0.0018046600755555753,-6.844215344443683e-4,0.021688126440000066,0.019199044830000123,0.7231419734886111,0.728392899715,0.7178910472622222,0.010501852452777793,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01277,FUN_005057,6.631006790364419,8.943282397427568,8.13720939094426,6.711735099507128,2.3122756070631487,1.506202600579841,2.2315472979204403,1.4254742914371326,7.6058084195608435,1.8688749492501415,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,47.10305124333333,52.927696755,46.648314825,47.066671131,5.824645511666667,-0.4547364183333329,5.861025624,-0.41835630599999973,48.43643348858333,49.78800579,47.084861187166666,2.7031446028333335,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01312,FUN_005175,8.226430095622478,8.429534676657223,8.344976672121897,7.937890501786608,0.20310458103474538,0.11854657649941913,0.49164417487061485,0.4070861703352886,8.23470798654705,0.305095375685017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,0.8008191025111111,0.68163034387,0.64521030673,0.67733700259,-0.11918875864111111,-0.1556087957811111,0.004293341280000029,-0.03212669585999994,0.7012491889252778,0.6634203253,0.7390780525505556,-0.07565772725055564,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01317,FUN_005182,8.59094706390452,10.346382581664438,10.005777005451922,8.622090530992477,1.755435517759917,1.414829941547401,1.724292050671961,1.383686474459445,9.39129929550334,1.5695609961096828,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,1.12125755,1.19141003339,1.12922569962,1.16068599105,0.07015248339000002,0.007968149620000142,0.030724042339999924,-0.031460291429999954,1.150644818515,1.160317866505,1.140971770525,0.019346095980000033,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01353,FUN_005265,6.580784995700114,7.267799030069836,6.9951374624841955,6.468125151626925,0.6870140343697217,0.41435246678408166,0.7996738784429107,0.5270123108572706,6.827961659970267,0.6070131726134962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,0.3749251330255556,0.4236264085,0.46625966342,0.288592577999,0.048701275474444417,0.09133453039444445,0.13503383050099999,0.17766708542100001,0.3883509457361389,0.44494303596,0.3317588555122778,0.11318418044772222,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01354,FUN_005267,9.837651382033522,10.650928266615665,10.0962475675788,10.220876721788152,0.8132768845821428,0.25859618554527763,0.4300515448275135,-0.12462915420935161,10.201425984504034,0.34432386518639646,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,5.944263483,7.4386311143,7.04036306391,7.4589531537000004,1.4943676312999994,1.0960995809099998,-0.02032203940000077,-0.41859008979000034,6.970552703727501,7.239497089105,6.701608318350001,0.5378887707549991,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01384,FUN_005352,3.9965936421092274,6.282392174551748,5.952722806721869,3.583482892842594,2.2857985324425205,1.956129164612642,2.698909281709154,2.3692399138792752,4.953797879056359,2.3275192231608983,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.47884351993333335,0.46446739881,0.38377896299000003,0.389596616834,-0.014376121123333363,-0.09506455694333332,0.074870781976,-0.005817653843999959,0.42917162464183334,0.4241231809,0.43422006838366667,-0.010096887483666661,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01414,FUN_005720,2.6854755790034344,5.070612380797935,4.408581415721831,3.860123105238161,2.3851368017945007,1.7231058367183967,1.210489275559774,0.54845831048367,4.006198120190341,1.4667975561390856,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Acropora pulchra,1.8908520858,1.52940787119,1.50385089106,1.4234263593,-0.36144421460999987,-0.38700119474000005,0.10598151189000005,0.08042453175999986,1.5868843018374998,1.516629381125,1.6571392225500001,-0.14050984142500011,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01452,FUN_005908,8.995046825333272,10.386988385353632,10.026193791660683,9.037998949792375,1.39194156002036,1.0311469663274107,1.3489894355612577,0.9881948418683084,9.611556988034991,1.1900682009443333,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Acropora pulchra,52.28907432555555,60.493373946999995,52.297826439,51.508395693,8.204299621444441,0.008752113444444376,8.984978253999998,0.7894307460000007,54.14716760113889,56.39560019299999,51.89873500927777,4.496865183722221,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01475,FUN_006038,7.688191226565973,9.222104634452357,9.782144309709924,7.723029981801684,1.5339134078863843,2.0939530831439512,1.4990746526506733,2.0591143279082402,8.603867538132484,1.7965138678973123,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.8783971625111111,0.74484112944,0.96553538716,0.94935524405,-0.13355603307111108,0.08713822464888887,-0.20451411461000002,0.016180143109999934,0.8845322307902778,0.8551882583,0.9138762032805556,-0.05868794498055563,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01486,FUN_006162,11.076719993374539,10.508531372145862,9.66797125421878,11.074222049399427,-0.5681886212286766,-1.408748739155758,-0.5656906772535653,-1.4062507951806467,10.581861167284652,-0.9872197082046608,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Acropora pulchra,0.8926953952666666,0.79584159988,1.09045948969,0.85363969185,-0.09685379538666661,0.19776409442333331,-0.057798091969999965,0.23681979783999996,0.9081590441716667,0.9431505447849999,0.8731675435583333,0.06998300122666667,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01489,FUN_006165,9.158077232735113,9.69200108269918,10.142185190918108,9.24184994585504,0.5339238499640668,0.9841079581829941,0.45015113684413954,0.9003352450630668,9.55852836305186,0.7171295475135668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,4.400109559666666,5.5769221908999995,5.1015286236,4.3201688029,1.1768126312333331,0.7014190639333338,1.256753388,0.7813598207000005,4.849682294266667,5.33922540725,4.3601391812833334,0.9790862259666664,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01579,FUN_006613,2.1651507665766228,4.933351751106171,3.432082668462917,1.6414685235807216,2.7682009845295483,1.2669319018862941,3.2918832275254495,1.7906141448821953,3.043013427431608,2.2794075647058714,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,32.89060430222222,42.503976484,33.06726325444444,35.258880276,9.613372181777777,0.17665895222221906,7.245096208,-2.191617021555558,35.930181079166665,37.78561986922222,34.074742289111114,3.7108775801111022,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01608,FUN_006652,8.546356534303913,9.111059188155984,9.54669169742624,8.57537646953229,0.5647026538520716,1.0003351631223278,0.5356827186236934,0.9713152278939496,8.944870972354607,0.7680089408730097,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,0.45104605664444447,0.51274544307,0.67713666771,0.60253458661,0.06169938642555556,0.22609061106555556,-0.08978914354,0.0746020811,0.5608656885086112,0.5949410553900001,0.5267903216272223,0.0681507337627778,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01611,FUN_006656,7.414032318835096,8.487974890440022,8.69001515350841,7.288342581639678,1.0739425716049258,1.2759828346733144,1.1996323088003438,1.4016725718687324,7.970091236105802,1.2378075717368304,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.46663803544555554,0.39618865655999996,0.313926416104,0.35660986044299997,-0.07044937888555558,-0.15271161934155553,0.03957879611699999,-0.042683444338999954,0.38334074213813885,0.355057536332,0.41162394794427776,-0.05656641161227777,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01630,FUN_006744,9.252696705520284,10.411331407581653,10.318650332517121,9.117270365398245,1.1586347020613683,1.065953626996837,1.294061042183408,1.2013799671188767,9.774987202754325,1.1800073345901225,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,6.440394832,8.4583551973,6.776758569,7.0308355531,2.0179603652999996,0.3363637370000001,1.4275196441999993,-0.2540769841000001,7.17658603785,7.61755688315,6.73561519255,0.8819416905999997,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01724,FUN_007013,8.582187074520562,9.575273434227153,9.409778804247173,8.260516898076864,0.9930863597065915,0.8275917297266115,1.3147565361502895,1.1492619061703095,8.956939052767938,1.0711741329384488,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Acropora pulchra,0.7633112862111111,0.67482226185,0.7793359169,0.8204909632999999,-0.08848902436111106,0.01602463068888893,-0.14566870144999988,-0.041155046399999895,0.7594901070652778,0.7270790893750001,0.7919011247555555,-0.06482203538055542,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01727,FUN_007019,6.353971582928802,7.1843451949533215,7.309643786487113,6.642804522268184,0.8303736120245198,0.9556722035583114,0.5415406726851373,0.6668392642189289,6.872691271659356,0.7486064381217243,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Acropora pulchra,1.4745620511444444,1.07116290541,1.10917129296,1.23811529985,-0.40339914573444435,-0.36539075818444444,-0.16695239443999998,-0.12894400689000007,1.2232528873411113,1.0901670991849999,1.3563386754972222,-0.2661715763122223,0.9838498324730555,High GBM
apul,Acropora pulchra,OG_01747,FUN_007073,6.45593349825904,5.385084652536177,5.510601941808418,6.051596208058023,-1.070848845722863,-0.945331556450622,-0.6665115555218462,-0.540994266249605,5.8508040751654145,-0.8059215559862336,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Acropora pulchra,0.7302355935,0.32349969877999996,0.73165606475,0.8973520375199999,-0.40673589472000005,0.0014204712499999994,-0.57385233874,-0.16569597276999992,0.6706858486375,0.527577881765,0.81379381551,-0.286215933745,0.9838498324730555,Low GBM
apul,Acropora pulchra,OG_01748,FUN_007075,2.2698545289861056,5.216973728836434,3.293507591240555,2.3952680113781613,2.9471191998503286,1.0236530622544495,2.821705717458273,0.8982395798623939,3.293900965110314,1.922679389856361,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Acropora pulchra,1.589140790577778,1.72858183917,1.71933505519,1.6003520885,0.13944104859222217,0.13019426461222205,0.1282297506700001,0.11898296668999997,1.6593524433594447,1.72395844718,1.594746439538889,0.12921200764111096,0.9838498324730555,High GBM
