species_code,gene_id,mean_stress_cv,cv_q75,high_var,species,meth_TP1,meth_TP2,meth_TP3,meth_TP4,delta_meth_T1_T2,delta_meth_T1_T3,delta_meth_T4_T2,delta_meth_T4_T3,mean_gbm,stress_gbm,baseline_gbm,gbm_stress_change,abs_gbm_change
apul,FUN_000209,1.3067218107528156,1.1115337264668468,TRUE,Acropora pulchra,0.48688146378444447,0.27492631927,0.73921505593,0.5992179958130001,-0.21195514451444447,0.25233359214555556,-0.32429167654300006,0.13999706011699997,0.5250602086993611,0.5070706876,0.5430497297987222,-0.03597904219872228,0.03597904219872228
apul,FUN_000236,0.4728019636270492,1.1115337264668468,FALSE,Acropora pulchra,5.196809302444445,6.3697481372,5.2360471645,5.3596693933,1.1729388347555556,0.039237862055555794,1.0100787439000003,-0.12362222879999951,5.540568499361111,5.80289765085,5.278239347872223,0.5246583029777776,0.5246583029777776
apul,FUN_000274,0.8212278663472555,1.1115337264668468,FALSE,Acropora pulchra,0.5067439829444444,0.23351317383999998,0.418353771401,0.59970196945,-0.27323080910444447,-0.08839021154344445,-0.36618879561,-0.181348198049,0.4395782244088611,0.3259334726205,0.5532229761972223,-0.22728950357672228,0.22728950357672228
apul,FUN_000341,0.41779391675105604,1.1115337264668468,FALSE,Acropora pulchra,0.8712047683888889,0.95836780372,1.03546827287,0.86089856672,0.08716303533111103,0.16426350448111104,0.09746923699999999,0.17456970615,0.9314848529247223,0.996918038295,0.8660516675544445,0.13086637074055552,0.13086637074055552
apul,FUN_000857,0.0958071794275257,1.1115337264668468,FALSE,Acropora pulchra,54.27341713333333,54.681202248,52.272353754,55.330055119,0.407785114666666,-2.0010633793333312,-0.6488528710000026,-3.057701365,54.13925706358334,53.476778001,54.801736126166666,-1.3249581251666669,1.3249581251666669
apul,FUN_000867,1.3803400308402258,1.1115337264668468,TRUE,Acropora pulchra,0.9280196484,0.308670808143,0.81564819732,0.72869288596,-0.619348840257,-0.1123714510799999,-0.420022077817,0.08695531136000001,0.69525788495575,0.5621595027315001,0.82835626718,-0.26619676444849993,0.26619676444849993
apul,FUN_001009,0.3381926210535917,1.1115337264668468,FALSE,Acropora pulchra,1.0365900134444443,0.82734171818,0.99685615014,1.06432460424,-0.20924829526444433,-0.039733863304444395,-0.23698288606000006,-0.06746845410000013,0.981278121501111,0.91209893416,1.0504573088422222,-0.13835837468222223,0.13835837468222223
apul,FUN_001088,0.4387957701206271,1.1115337264668468,FALSE,Acropora pulchra,1.2647959711222223,0.75015068089,1.2911173965,1.00249927523,-0.5146452902322223,0.026321425377777707,-0.2523485943399999,0.2886181212700001,1.0771408309355555,1.020634038695,1.133647623176111,-0.1130135844811111,0.1130135844811111
apul,FUN_001089,0.8094859401087082,1.1115337264668468,FALSE,Acropora pulchra,1.1404219612333333,1.84650762768,1.43079501096,1.77114118957,0.7060856664466668,0.2903730497266668,0.0753664381100001,-0.34034617860999994,1.5472164473608332,1.63865131932,1.4557815754016667,0.18286974391833333,0.18286974391833333
apul,FUN_001101,1.5066416071574422,1.1115337264668468,TRUE,Acropora pulchra,0.33162462028555556,0.27355554162,0.18255486669,0.5096691753570001,-0.05806907866555555,-0.14906975359555555,-0.23611363373700006,-0.3271143086670001,0.3243510509881389,0.22805520415500002,0.42064689782127784,-0.19259169366627782,0.19259169366627782
apul,FUN_001107,0.1687099031290482,1.1115337264668468,FALSE,Acropora pulchra,19.854858295555555,23.559880613,21.880052815,21.965578404,3.7050223174444454,2.025194519444444,1.594302209000002,-0.08552558899999951,21.81509253188889,22.719966714,20.91021834977778,1.809748364222223,1.809748364222223
apul,FUN_001118,0.07324291844287671,1.1115337264668468,FALSE,Acropora pulchra,1.0434923267444445,1.04007248392,1.02812576704,0.87220457579,-0.003419842824444519,-0.01536655970444456,0.16786790812999997,0.15592119124999992,0.9959737883736112,1.03409912548,0.9578484512672223,0.07625067421277776,0.07625067421277776
apul,FUN_001185,0.3840091909663924,1.1115337264668468,FALSE,Acropora pulchra,18.522094491111112,20.938251648,18.326466695,20.1367771512,2.4161571568888895,-0.19562779611111125,0.8014744968000009,-1.8103104561999999,19.480897496327778,19.6323591715,19.329435821155556,0.30292335034444307,0.30292335034444307
apul,FUN_001225,1.036142043255576,1.1115337264668468,FALSE,Acropora pulchra,1.0067167388555556,0.794315704633,0.592481674117,1.01447962524,-0.21240103422255552,-0.41423506473855554,-0.22016392060699985,-0.42199795112299987,0.8519984357113889,0.693398689375,1.0105981820477776,-0.3171994926727776,0.3171994926727776
apul,FUN_001338,0.7196706987419043,1.1115337264668468,FALSE,Acropora pulchra,1.7693864747777779,1.62077346199,1.6016035142,1.38873385057,-0.14861301278777783,-0.16778296057777786,0.23203961142000007,0.21286966363000004,1.5951243253844445,1.611188488095,1.579060162673889,0.032128325421111104,0.032128325421111104
apul,FUN_001392,0.31731077387355056,1.1115337264668468,FALSE,Acropora pulchra,0.6904381398555556,0.28145179324,0.224826114604,0.185622758232,-0.40898634661555555,-0.46561202525155554,0.09582903500800002,0.03920335637200001,0.3455847014828889,0.25313895392200003,0.4380304490437778,-0.18489149512177777,0.18489149512177777
apul,FUN_001402,0.071254222888533,1.1115337264668468,FALSE,Acropora pulchra,28.87496763,34.011734415,31.644467993,30.410517417999998,5.136766784999999,2.769500362999999,3.6012169970000016,1.2339505750000015,31.235421864,32.828101204,29.642742524,3.18535868,3.18535868
apul,FUN_001497,0.21551233185497454,1.1115337264668468,FALSE,Acropora pulchra,0.6582838237555556,0.61301182133,0.57098253079,0.45084621728,-0.045272002425555624,-0.08730129296555555,0.16216560404999997,0.12013631351000004,0.5732810982888888,0.59199717606,0.5545650205177778,0.037432155542222234,0.037432155542222234
apul,FUN_001498,0.1402738809232748,1.1115337264668468,FALSE,Acropora pulchra,1.3888950411555556,1.18281551383,1.17200163346,1.50320058467,-0.20607952732555557,-0.21689340769555554,-0.32038507084,-0.33119895121,1.311728193278889,1.1774085736450002,1.4460478129127778,-0.26863923926777766,0.26863923926777766
apul,FUN_001507,1.3264646488067109,1.1115337264668468,TRUE,Acropora pulchra,2.086163659111111,2.31099448389,2.1344915783,2.01279673159,0.22483082477888905,0.04832791918888901,0.2981977523000001,0.12169484671000008,2.136111613222778,2.222743031095,2.0494801953505553,0.17326283574444457,0.17326283574444457
apul,FUN_001631,0.11428257118253524,1.1115337264668468,FALSE,Acropora pulchra,34.14999030111111,39.574908847,34.420993329,33.509842786,5.424918545888893,0.27100302788888797,6.065066061000003,0.911150542999998,35.41393381577778,36.997951088,33.829916543555555,3.1680345444444455,3.1680345444444455
apul,FUN_001808,1.7507412426429594,1.1115337264668468,TRUE,Acropora pulchra,1.3782450781444444,1.27325959863,0.99383227835,1.41759780173,-0.10498547951444448,-0.3844127997944444,-0.1443382031,-0.42376552337999995,1.265733689213611,1.13354593849,1.3979214399372222,-0.2643755014472222,0.2643755014472222
apul,FUN_001809,2.0439464701571635,1.1115337264668468,TRUE,Acropora pulchra,0.603515318025,0.26767713126,0.32023773419,0.91103063638,-0.33583818676500005,-0.283277583835,-0.6433535051200001,-0.59079290219,0.52561520496375,0.29395743272499997,0.7572729772025,-0.4633155444775,0.4633155444775
apul,FUN_001850,0.8499021231276713,1.1115337264668468,FALSE,Acropora pulchra,0.4799224376,0.393064913948,0.40841423004,0.49853518962,-0.08685752365199995,-0.07150820755999998,-0.10547027567199996,-0.09012095957999999,0.44498419280199997,0.400739571994,0.48922881361,-0.08848924161599997,0.08848924161599997
apul,FUN_001855,0.8187597692592288,1.1115337264668468,FALSE,Acropora pulchra,1.1465228215222223,1.0250329039269999,1.2231976483,1.1590417971,-0.12148991759522243,0.0766748267777777,-0.13400889317300013,0.0641558512,1.1384487927123055,1.1241152761134998,1.1527823093111111,-0.028667033197611325,0.028667033197611325
apul,FUN_001884,0.9955072216936447,1.1115337264668468,FALSE,Acropora pulchra,0.40009675933333333,0.62708323338,0.9147982830800001,0.281844789501,0.22698647404666672,0.5147015237466668,0.34523844387900005,0.6329534935790001,0.5559557663235833,0.7709407582300001,0.34097077441716667,0.4299699838128334,0.4299699838128334
apul,FUN_001887,0.6419751943291466,1.1115337264668468,FALSE,Acropora pulchra,0.765829996,0.63438889447,0.69489837285,0.7515656201199999,-0.13144110153,-0.07093162315000001,-0.11717672564999992,-0.05666724726999994,0.71167072086,0.66464363366,0.75869780806,-0.09405417439999997,0.09405417439999997
apul,FUN_001921,0.959984213060529,1.1115337264668468,FALSE,Acropora pulchra,0.92844738375,1.125591678,0.7417078377666666,0.44059338138888887,0.1971442942499999,-0.18673954598333342,0.684998296611111,0.30111445637777773,0.8090850702263889,0.9336497578833333,0.6845203825694445,0.2491293753138888,0.2491293753138888
apul,FUN_001932,0.8135617554989019,1.1115337264668468,FALSE,Acropora pulchra,0.8888493858444444,0.8647565795700001,0.88639744276,0.91307415149,-0.024092806274444323,-0.002451943084444408,-0.04831757191999997,-0.026676708730000054,0.8882693899161112,0.8755770111650001,0.9009617686672222,-0.025384757502222133,0.025384757502222133
apul,FUN_002435,0.08721306464914347,1.1115337264668468,FALSE,Acropora pulchra,0.6876895143222223,0.96545044679,0.54594922164,0.76416120459,0.2777609324677778,-0.1417402926822222,0.2012892422,-0.21821198295,0.7408125968355556,0.7556998342150001,0.7259253594561111,0.029774474758888947,0.029774474758888947
apul,FUN_002531,0.8589836236594544,1.1115337264668468,FALSE,Acropora pulchra,7.325165100888889,6.1718711648,8.1442270634,7.6962150329,-1.1532939360888896,0.8190619625111113,-1.5243438680999999,0.44801203050000105,7.334369590497222,7.158049114100001,7.510690066894444,-0.3526409527944434,0.3526409527944434
apul,FUN_002645,1.1934688328921763,1.1115337264668468,TRUE,Acropora pulchra,0.5793897635444445,0.49137867148000003,0.42730584599,0.40459960831,-0.08801109206444446,-0.1520839175544445,0.08677906317,0.022706237679999963,0.47566847233111115,0.459342258735,0.4919946859272223,-0.03265242719222228,0.03265242719222228
apul,FUN_002646,1.483375683998987,1.1115337264668468,TRUE,Acropora pulchra,0.5040077251888889,0.56574276211,0.3756734034,0.37311746759000003,0.06173503692111104,-0.12833432178888893,0.19262529451999993,0.002555935809999965,0.4546353395722222,0.470708082755,0.4385625963894445,0.032145486365555476,0.032145486365555476
apul,FUN_002648,2.312426219315726,1.1115337264668468,TRUE,Acropora pulchra,0.5969598971888889,0.75198640121,0.362185999272,0.48648048040999997,0.15502650402111118,-0.23477389791688885,0.2655059208000001,-0.12429448113799996,0.5494031945202222,0.557086200241,0.5417201887994444,0.015366011441555583,0.015366011441555583
apul,FUN_002663,2.185925733036834,1.1115337264668468,TRUE,Acropora pulchra,0.5040083671222222,0.658863744505,0.43221216637,0.55076639912,0.15485537738277777,-0.0717962007522222,0.10809734538499993,-0.11855423275000004,0.5364626692793055,0.5455379554374999,0.5273873831211111,0.018150572316388836,0.018150572316388836
