gene_id,group_id,species,TP1,TP2,TP3,TP4,mean_cv_baseline,mean_cv_stress,cv_ratio,cv_diff,high_var_T2T3
gene-Peve_00000077,OG_08920,peve,0.2652599392101489,0.2820953555505971,0.27071669139884225,0.26216074812144274,0.2637103436657958,0.27640602347471965,1.048142517401643,0.012695679808923832,False
gene-Peve_00000084,OG_08914,peve,0.6871635733826907,0.6560598722089864,0.9642838065779512,0.859906667471751,0.773535120427221,0.8101718393934688,1.0473627092018958,0.03663671896624787,False
gene-Peve_00000174,OG_15682,peve,0.503999227316755,0.4316050634602363,0.4246930328616346,0.6299640252755238,0.5669816262961394,0.42814904816093546,0.7551374300395928,-0.1388325781352039,False
gene-Peve_00000231,OG_11019,peve,0.5204412605613512,0.6254338760294516,0.7027192998936095,0.6309771885316392,0.5757092245464952,0.6640765879615305,1.153493047613828,0.08836736341503526,False
gene-Peve_00000338,OG_09598,peve,0.30472528129772847,0.2999330086081345,0.3346004703895305,0.3000404538273936,0.30238286756256105,0.3172667394988325,1.049221941891903,0.014883871936271442,False
gene-Peve_00000340,OG_09597,peve,0.34142631255764433,0.366044454450776,0.3581122961719051,0.3480693511096222,0.3447478318336333,0.3620783753113406,1.0502702029640918,0.017330543477707294,False
gene-Peve_00000415,OG_13197,peve,0.306782638941926,0.32331960662259807,0.3309379875209318,0.3099502383064608,0.3083664386241934,0.3271287970717649,1.0608443594941188,0.018762358447571514,False
gene-Peve_00000442,OG_11291,peve,0.8517945564272984,0.8640671774165183,0.9304977417552864,0.8664151128740586,0.8591048346506784,0.8972824595859024,1.0444388430787348,0.03817762493522392,False
gene-Peve_00000455,OG_05749,peve,0.3824264685512579,0.3748118019285374,0.36048889362672626,0.39263105834199646,0.3875287634466272,0.36765034777763184,0.9487046703522095,-0.019878415668995342,False
gene-Peve_00000656,OG_10814,peve,0.9834921411336333,0.8629382194661885,0.9013035034954402,0.7962777817632898,0.8898849614484615,0.8821208614808144,0.9912751644268608,-0.007764099967647153,False
gene-Peve_00000682,OG_07153,peve,0.42171471957495577,0.4444741894270963,0.5618321003761618,0.6102327536683275,0.5159737366216417,0.5031531449016291,0.9751526273334067,-0.012820591720012597,False
gene-Peve_00000776,OG_05637,peve,0.4358156441994368,0.4246185893543191,0.43287669045740723,0.7509897769557698,0.5934027105776033,0.4287476399058632,0.7225238986329048,-0.16465507067174012,False
gene-Peve_00000861,OG_06234,peve,0.5451614457340529,0.6022743859640799,0.7451211870543637,0.4933157518348868,0.5192385987844699,0.6736977865092217,1.2974724685074235,0.15445918772475187,False
gene-Peve_00001069,OG_15738,peve,0.07251699770243662,0.08400757254608665,0.09292662896563285,0.05043584137470723,0.06147641953857193,0.08846710075585976,1.439041203438225,0.02699068121728783,False
gene-Peve_00001191,OG_03298,peve,0.11950183753215675,0.13408300951524507,0.15618749577470287,0.10840438491044228,0.11395311122129952,0.14513525264497396,1.273640105912668,0.03118214142367444,False
gene-Peve_00001222,OG_11983,peve,0.513360144094458,0.7268542931279813,0.7520702625447542,0.5970659154002116,0.5552130297473348,0.7394622778363678,1.3318532495047546,0.18424924808903298,False
gene-Peve_00001250,OG_15754,peve,0.35200346772002833,0.6174892539444023,1.600289342676992,0.7426837872434481,0.5473436274817383,1.108889298310697,2.0259472160342167,0.5615456708289588,True
gene-Peve_00001297,OG_06236,peve,0.4016375882277191,0.32279860757949796,0.36359000537815367,0.320521510020204,0.36107954912396156,0.3431943064788258,0.9504673064743536,-0.017885242645135746,False
