gene_id_exon,group_id,species,TP1_exon,TP2_exon,TP3_exon,TP4_exon,mean_cv_baseline,mean_cv_stress,cv_ratio,cv_diff,high_var_T2T3,gene_id_cpg,TP1_cpg,TP2_cpg,TP3_cpg,TP4_cpg,delta_meth_T1_T2,delta_meth_T1_T3,delta_meth_T4_T2,delta_meth_T4_T3,abs_delta_T2,abs_delta_T3,var_category
gene-Peve_00000077,OG_08920,peve,0.2652599392101489,0.2820953555505971,0.27071669139884225,0.26216074812144274,0.2637103436657958,0.27640602347471965,1.048142517401643,0.012695679808923832,False,gene-Peve_00000077,31.811425280702693,30.810392448072722,31.265614716534024,31.9680765633505,-1.0010328326299707,-0.5458105641686686,-1.1576841152777781,-0.702461846816476,1.0010328326299707,0.5458105641686686,Medium Variability
gene-Peve_00000084,OG_08914,peve,0.6871635733826907,0.6560598722089864,0.9642838065779512,0.859906667471751,0.773535120427221,0.8101718393934688,1.0473627092018958,0.03663671896624787,False,gene-Peve_00000084,0.48025536504794974,0.50809697974041,0.6663523668518518,0.549402212452877,0.02784161469246027,0.1860970018039021,-0.041305232712467,0.11695015439897483,0.02784161469246027,0.1860970018039021,Medium Variability
gene-Peve_00000174,OG_15682,peve,0.503999227316755,0.4316050634602363,0.4246930328616346,0.6299640252755238,0.5669816262961394,0.42814904816093546,0.7551374300395928,-0.1388325781352039,False,gene-Peve_00000174,0.9713046676062209,0.775699304324996,0.7975154212025012,0.8839930361896746,-0.1956053632812249,-0.17378924640371973,-0.10829373186467861,-0.08647761498717343,0.1956053632812249,0.17378924640371973,Medium Variability
gene-Peve_00000231,OG_11019,peve,0.5204412605613512,0.6254338760294516,0.7027192998936095,0.6309771885316392,0.5757092245464952,0.6640765879615305,1.153493047613828,0.08836736341503526,False,gene-Peve_00000231,1.0076002926560417,0.9854594746246828,0.9393440909461437,0.9489983119219684,-0.022140818031358922,-0.06825620170989799,0.03646116270271438,-0.00965422097582469,0.022140818031358922,0.06825620170989799,Medium Variability
gene-Peve_00000338,OG_09598,peve,0.30472528129772847,0.2999330086081345,0.3346004703895305,0.3000404538273936,0.30238286756256105,0.3172667394988325,1.049221941891903,0.014883871936271442,False,gene-Peve_00000338,0.6967255018358185,0.6302563252785794,0.974473005988456,0.7371752037518037,-0.06646917655723905,0.2777475041526375,-0.10691887847322423,0.2372978022366523,0.06646917655723905,0.2777475041526375,Medium Variability
gene-Peve_00000340,OG_09597,peve,0.34142631255764433,0.366044454450776,0.3581122961719051,0.3480693511096222,0.3447478318336333,0.3620783753113406,1.0502702029640918,0.017330543477707294,False,gene-Peve_00000340,0.660958754902862,0.5327963937136115,0.5416307380906417,0.609452353097996,-0.1281623611892505,-0.11932801681222038,-0.07665595938438441,-0.06782161500735429,0.1281623611892505,0.11932801681222038,Medium Variability
gene-Peve_00000415,OG_13197,peve,0.306782638941926,0.32331960662259807,0.3309379875209318,0.3099502383064608,0.3083664386241934,0.3271287970717649,1.0608443594941188,0.018762358447571514,False,gene-Peve_00000415,1.4924774594104309,1.2454368448621056,1.5151644302626608,1.4089448490221088,-0.24704061454832527,0.022686970852229926,-0.16350800416000322,0.10621958124055197,0.24704061454832527,0.022686970852229926,Medium Variability
gene-Peve_00000442,OG_11291,peve,0.8517945564272984,0.8640671774165183,0.9304977417552864,0.8664151128740586,0.8591048346506784,0.8972824595859024,1.0444388430787348,0.03817762493522392,False,gene-Peve_00000442,0.7992096132350719,0.7399592435427969,0.8106837719836247,0.651469263590014,-0.05925036969227504,0.011474158748552843,0.08848997995278285,0.15921450839361073,0.05925036969227504,0.011474158748552843,Medium Variability
gene-Peve_00000455,OG_05749,peve,0.3824264685512579,0.3748118019285374,0.36048889362672626,0.39263105834199646,0.3875287634466272,0.36765034777763184,0.9487046703522095,-0.019878415668995342,False,gene-Peve_00000455,0.3829461302380952,0.6147350454621848,0.6675332902100841,0.5581746258403362,0.23178891522408962,0.2845871599719889,0.05656041962184866,0.10935866436974795,0.23178891522408962,0.2845871599719889,Medium Variability
gene-Peve_00000656,OG_10814,peve,0.9834921411336333,0.8629382194661885,0.9013035034954402,0.7962777817632898,0.8898849614484615,0.8821208614808144,0.9912751644268608,-0.007764099967647153,False,gene-Peve_00000656,0.09803921773399014,0.309034274178982,0.3818916563218391,0.8847500222085386,0.21099505644499184,0.2838524385878489,-0.5757157480295566,-0.5028583658866995,0.21099505644499184,0.2838524385878489,Medium Variability
