gene_id,cor,pval,padj,direction
FUN_006224,0.9266851097749302,2.6376264143848098e-17,5.264174797829203e-13,positive
FUN_034068,0.8509123423295828,4.928360362792131e-11,4.702305850363665e-07,positive
FUN_040318,0.8601728966677628,7.06830221018689e-11,4.702305850363665e-07,positive
FUN_043452,0.8082950018550912,4.895596532415521e-10,2.442657889848724e-06,positive
FUN_036821,-0.8048964072283165,6.57013371157912e-10,2.6225345723139218e-06,negative
FUN_042054,0.8201439856735354,9.309880555419633e-10,3.096776602084417e-06,positive
FUN_003978,-0.7947808377482632,1.526236789443338e-09,4.35151912053002e-06,negative
FUN_039956,0.8393496463565409,1.9430304032575247e-09,4.84737509852671e-06,positive
FUN_040407,0.7747724419835808,7.099551554407553e-09,1.464349216930581e-05,positive
FUN_018306,0.7743203784075766,7.337154108280294e-09,1.464349216930581e-05,positive
FUN_042951,0.7749385814136887,1.124380528282261e-08,2.0400351439506695e-05,positive
FUN_016011,0.7593630747695844,2.0935969827241053e-08,3.452274580062004e-05,positive
FUN_035097,0.7583027330847301,2.2487007486123885e-08,3.452274580062004e-05,positive
FUN_032023,0.7530524230310109,3.186648495424713e-08,4.5427950479776025e-05,positive
FUN_000523,0.7477168698194685,4.502121287385494e-08,4.9918520363133156e-05,positive
FUN_010748,0.7478575368650194,4.4617776858851424e-08,4.9918520363133156e-05,positive
FUN_027508,0.7755993728758405,4.445934415705861e-08,4.9918520363133156e-05,positive
FUN_035720,0.7501071529257661,3.860485736658266e-08,4.9918520363133156e-05,positive
FUN_034133,0.7800017372210307,5.387987771780829e-08,5.659655786800094e-05,positive
FUN_001268,0.7896300852841645,7.774616282638364e-08,7.758289588444824e-05,positive
FUN_000522,0.7769463796651418,1.0577679102061125e-07,9.595878159951634e-05,positive
FUN_006111,0.7479017599848821,1.0367075794142107e-07,9.595878159951634e-05,positive
FUN_009544,0.7824099411396099,1.2240330713250607e-07,0.00010621413929350244,positive
FUN_036011,-0.7169097111727551,1.9532376405839959e-07,0.00015893561777033353,negative
FUN_040691,0.723169403291392,1.990876061859073e-07,0.00015893561777033353,positive
FUN_027456,0.7241740751886486,2.7604843403633075e-07,0.00021189902486527264,positive
FUN_010749,0.7163978247597019,2.919414475039182e-07,0.00021579879293641478,positive
FUN_031427,0.7349612062021944,3.3203001227216236e-07,0.00023666624946170773,positive
FUN_039346,0.733711654817809,3.5583967791856317e-07,0.00023694751683036737,positive
FUN_028091,0.7128022838739874,3.5616923062987377e-07,0.00023694751683036737,positive
FUN_006370,0.7163105574617576,4.2589732942196214e-07,0.00027419544840656516,positive
FUN_022455,0.7073131756070563,4.797642509549122e-07,0.0002992229662674418,positive
FUN_039843,-0.7664556744184318,4.982983952716508e-07,0.0003013648294797457,negative
FUN_034119,0.7088435197625346,6.345232325068333e-07,0.0003643091491680408,positive
FUN_037422,0.7019157203410775,6.388826646398151e-07,0.0003643091491680408,positive
FUN_037353,-0.6976584386413617,7.973161917151181e-07,0.00044202323761806465,negative
FUN_029586,0.6949346161158779,9.169107856829376e-07,0.0004945866340718937,positive
FUN_005445,0.7458621141883642,9.616925578877732e-07,0.0005050910544822151,positive
FUN_027829,0.6931716093957463,1.0029115056001613e-06,0.0005132335340709748,positive
FUN_037494,0.6906852342995092,1.1368736180507626e-06,0.000567243091726428,positive
FUN_002408,0.6871924476131243,1.3530197516125725e-06,0.0006586236146996031,positive
FUN_003684,0.6856756504902296,1.4581752942561203e-06,0.0006929110124467535,positive
FUN_032747,0.685024945160243,1.5055516741713684e-06,0.0006987860537933062,positive
FUN_038388,-0.6825153258124254,1.7018532312366767e-06,0.0007719451542959453,negative
FUN_039029,0.681934902825989,1.750485775671628e-06,0.000776359891352319,positive
FUN_005065,0.6869232405745322,1.9111349524674486e-06,0.0008291832908988118,positive
FUN_021106,0.6839826119376734,2.199956214349726e-06,0.0009341856622551452,positive
FUN_007122,-0.676465055730565,2.2758184896805502e-06,0.0009462663628550921,negative
FUN_038208,0.6688244121064939,3.2539822897277666e-06,0.0013253669089466687,positive
FUN_028955,0.6667671357373628,3.576544539782546e-06,0.0014241295140866653,positive
FUN_042174,0.6663875609783565,3.639172523219758e-06,0.0014241295140866653,positive
FUN_011361,-0.665862545830311,3.727457458364986e-06,0.0014306268452701613,negative
FUN_023305,0.6639055190824981,4.074152285022286e-06,0.0015341873831032978,positive
FUN_012659,0.6900928916125262,4.503702373138313e-06,0.0016342707629653536,positive
FUN_040913,-0.6686977376704454,4.458624843469169e-06,0.0016342707629653536,negative
FUN_042425,0.6590320483731548,5.07000609169977e-06,0.0018069139567525718,positive
FUN_039409,0.6560328067866552,5.789101547941037e-06,0.0020269980472597754,positive
FUN_040890,0.6582237884392586,7.070266840273584e-06,0.0024053619635921158,positive
FUN_017864,0.651316744615884,7.110750368370319e-06,0.0024053619635921158,positive
FUN_009718,0.6503641803864441,7.409138855949886e-06,0.002464526554784131,positive
FUN_007019,-0.6480676770875188,8.17625513099367e-06,0.002675109834497896,negative
FUN_043017,0.6463823728809135,8.784730465719588e-06,0.0028278330747553474,positive
FUN_037876,0.645914118087851,8.960998955630552e-06,0.0028387875739122946,positive
FUN_026714,0.6504685524366056,9.835341957769331e-06,0.00306708991864313,positive
FUN_004686,0.6433263547317815,9.994866882126437e-06,0.0030688854343612223,positive
FUN_031709,-0.6428375524302472,1.0201991239156302e-05,0.003085020320470932,negative
FUN_015494,0.6935325495831062,1.0782640950871809e-05,0.003196454197978263,positive
FUN_009666,-0.6412747918701258,1.0890814984593741e-05,0.003196454197978263,negative
FUN_039378,0.6402675303684076,1.1357054646724996e-05,0.003284986907816485,positive
FUN_034979,0.6355015856196232,1.382060460273874e-05,0.003940451809449425,positive
FUN_012496,-0.6347267612262879,1.426437934123225e-05,0.004009696942145257,negative
FUN_029441,0.6290440100827733,1.793847401177503e-05,0.004972445337875084,positive
FUN_025253,0.648235337538386,1.912197744542059e-05,0.005227896244598687,positive
FUN_043592,0.6267123999095586,1.968129166809928e-05,0.00530809755556656,positive
FUN_037065,0.6258576347895597,2.0357950239123897e-05,0.005412099479833541,positive
FUN_012377,-0.6253133507224016,2.0799807665088755e-05,0.005412099479833541,negative
FUN_035751,0.6252151760724697,2.0880431904358286e-05,0.005412099479833541,positive
FUN_018346,0.6240038340326323,2.189895028946431e-05,0.00553239556806492,positive
FUN_037224,0.6241782704790777,2.174954262756802e-05,0.00553239556806492,positive
FUN_006750,0.6212982781480667,2.4339337877587083e-05,0.006072056317011037,positive
FUN_008764,-0.619620607055204,2.597448522400174e-05,0.006188777178012902,negative
FUN_002529,0.620317024258711,2.528394465585296e-05,0.006188777178012902,positive
FUN_031953,0.619040962057963,2.6562291142653356e-05,0.006188777178012902,positive
FUN_001890,-0.640504637193681,2.5818863290458866e-05,0.006188777178012902,negative
FUN_019487,0.6396588976955268,2.666774412812454e-05,0.006188777178012902,positive
FUN_008634,0.619131213669125,2.6469979695048855e-05,0.006188777178012902,positive
FUN_026526,0.6170996166407625,2.8620308703542537e-05,0.00656556461040577,positive
FUN_036564,0.6163948331300867,2.940266113695856e-05,0.006600163821887713,positive
FUN_008761,-0.616368258977779,2.943253733580552e-05,0.006600163821887713,negative
FUN_038454,0.6157895906464874,3.0090001718201253e-05,0.006608561548879271,positive
FUN_043551,0.6157528155679213,3.013223273614659e-05,0.006608561548879271,positive
FUN_011046,0.6150805321809301,3.091382592003357e-05,0.006706284105565544,positive
FUN_016111,0.6132595641930894,3.312444848011488e-05,0.007108577879205729,positive
FUN_018362,0.6112735358682464,3.56986607490283e-05,0.007579509268394753,positive
FUN_022788,0.6104654696213055,3.6797134350045093e-05,0.00773049691956,positive
FUN_028082,0.608939246068794,3.8956095849888e-05,0.007933528173184334,positive
FUN_036521,0.6225426403227657,3.884058255607611e-05,0.007933528173184334,positive
FUN_008501,-0.6226429906862452,3.8696630861092956e-05,0.007933528173184334,negative
FUN_024053,0.6085638776353196,3.950442986974428e-05,0.007963933447882387,positive
FUN_013464,0.6080246247390306,4.030444864937837e-05,0.008043961861442935,positive
FUN_011572,0.6070542252069536,4.178129033982968e-05,0.008064890557717919,positive
FUN_011693,0.6063948143009604,4.2812723351018294e-05,0.008064890557717919,positive
FUN_008936,0.6071786596110982,4.158920528270682e-05,0.008064890557717919,positive
FUN_031949,0.6063814458772575,4.283387108518386e-05,0.008064890557717919,positive
FUN_008938,0.6068556617702714,4.208947607405056e-05,0.008064890557717919,positive
FUN_016876,-0.6076175814956214,4.0918047448433105e-05,0.008064890557717919,negative
FUN_028462,-0.604466342042817,4.596336686480487e-05,0.008573241830726875,negative
FUN_022778,0.6029623319684083,4.8565125625374286e-05,0.008888933548043508,positive
FUN_029201,0.6030672722738424,4.837934231782374e-05,0.008888933548043508,positive
FUN_005473,0.6027225749732616,4.899201775151748e-05,0.008888933548043508,positive
FUN_018840,0.6084858938726472,5.055596326270244e-05,0.008929167387584206,positive
FUN_014586,0.6021948821924483,4.994361189138692e-05,0.008929167387584206,positive
FUN_023269,0.6020878903799319,5.013858543261605e-05,0.008929167387584206,positive
FUN_032061,0.6013423819914145,5.1516439128404896e-05,0.008946688777745184,positive
FUN_003717,-0.6013235319830582,5.155171908210723e-05,0.008946688777745184,negative
FUN_024036,-0.6009201919644267,5.231189113129621e-05,0.009000351062055257,negative
FUN_028282,0.6513255735379697,5.406070246997704e-05,0.00906675209996472,positive
FUN_038104,0.6000210180333135,5.40433108589595e-05,0.00906675209996472,positive
FUN_024946,0.635796869507708,5.328606658624155e-05,0.00906675209996472,positive
FUN_016399,-0.6678034875369591,5.532024584776177e-05,0.009154151776516873,negative
FUN_022669,0.5992849625257831,5.549916649757198e-05,0.009154151776516873,positive
FUN_026064,0.5988351333305877,5.640631807245588e-05,0.009227518820410447,positive
FUN_034092,-0.5983747377643658,5.7348689792623324e-05,0.009244939020420407,negative
FUN_031555,0.5983308595415483,5.743924433971994e-05,0.009244939020420407,positive
FUN_015397,-0.6181372974496734,5.8861247070967294e-05,0.009398022152338922,negative
FUN_014877,-0.664808709031742,6.14083839266107e-05,0.009574910362557002,negative
FUN_000316,-0.5966753925920751,6.09520015173033e-05,0.009574910362557002,negative
FUN_013516,0.6033753952786157,6.074364834542837e-05,0.009574910362557002,positive
FUN_014943,0.5954655929903084,6.364108232816375e-05,0.0097860177612153,positive
FUN_041965,0.5954206695361406,6.374297569686286e-05,0.0097860177612153,positive
FUN_035719,0.5948192779922581,6.51213433995955e-05,0.009921311233352116,positive
FUN_028919,-0.5941452966296047,6.669815229563856e-05,0.01000873476328086,negative
FUN_032117,0.5942413607228587,6.64713115474508e-05,0.01000873476328086,positive
FUN_031952,-0.606955070345694,6.810257885102684e-05,0.010143218423199951,negative
FUN_034006,0.5924787915380136,7.074667963276756e-05,0.010458979497116851,positive
FUN_017800,0.5921306506100525,7.162004621721328e-05,0.01051024178237605,positive
FUN_043189,0.5917450266206291,7.259883927863087e-05,0.010576114119145365,positive
FUN_004327,0.5891200568393967,7.959009135517931e-05,0.011108105197669011,positive
FUN_004384,0.5958405975763467,7.917487285472236e-05,0.011108105197669011,positive
FUN_043386,0.5900429915053483,7.70653816705696e-05,0.011108105197669011,positive
