gene_id,regulation,is_biomin
FUN_019448,Both,False
FUN_005941,Both,False
FUN_029086,Both,False
FUN_042873,Both,False
FUN_033797,Both,False
FUN_033126,Both,False
FUN_037335,Both,False
FUN_043367,Both,False
FUN_035898,Both,False
FUN_008499,Both,True
FUN_025116,Both,False
FUN_028462,Both,False
FUN_008117,Both,False
FUN_029840,Both,False
FUN_031590,Both,False
FUN_043312,Both,False
FUN_026248,Both,False
FUN_035033,Both,False
FUN_026257,Both,False
FUN_035720,Both,False
FUN_016788,Both,False
FUN_011410,Both,False
FUN_008936,Both,False
FUN_006262,Both,False
FUN_022710,Both,False
FUN_015030,Both,False
FUN_006367,Both,False
FUN_028286,Both,False
FUN_041980,Both,False
FUN_018722,Both,False
FUN_000316,Both,False
FUN_013550,Both,False
FUN_028827,Both,False
FUN_039693,Both,False
FUN_035553,Both,False
FUN_037686,Both,False
FUN_016111,Both,False
FUN_043499,Both,True
FUN_026619,Both,False
FUN_028354,Both,False
FUN_034119,Both,False
FUN_030069,Both,False
FUN_039409,Both,False
FUN_012430,Both,False
FUN_008501,Both,False
FUN_004147,Both,False
FUN_028082,Both,False
FUN_041823,Both,False
FUN_025730,Both,False
FUN_004948,Both,False
FUN_040350,Both,False
FUN_005910,Both,False
FUN_005273,Both,False
FUN_025253,Both,False
FUN_002575,Both,False
FUN_006111,Both,False
FUN_036150,Both,False
FUN_014473,Both,False
FUN_022437,Both,False
FUN_011693,Both,False
FUN_022886,Both,False
FUN_006370,Both,False
FUN_037353,Both,False
FUN_012496,Both,False
FUN_040861,Both,False
FUN_034092,Both,False
FUN_028120,Both,False
FUN_018306,Both,False
FUN_041999,Both,False
FUN_029336,Both,False
FUN_038208,Both,False
FUN_006582,Both,False
FUN_022626,Both,False
FUN_000867,Both,True
FUN_034989,Both,False
FUN_023269,Both,False
FUN_009243,Both,False
FUN_001347,Both,False
FUN_007762,Both,False
FUN_040318,Both,False
FUN_019487,Both,False
FUN_016082,Both,False
FUN_014538,Both,False
FUN_043374,Both,False
FUN_028091,Both,False
FUN_035719,Both,False
FUN_037224,Both,False
FUN_014586,Both,True
FUN_018348,Both,False
FUN_031707,Both,False
FUN_037307,Both,False
FUN_002408,Both,False
FUN_018840,Both,False
FUN_013544,Both,False
FUN_038822,Both,False
FUN_029565,Both,False
FUN_017272,Both,False
FUN_015035,Both,False
FUN_043834,Both,False
FUN_005065,Both,False
FUN_024615,Both,False
FUN_000858,Both,False
FUN_031555,Both,False
FUN_042951,Both,False
FUN_016443,Both,False
FUN_038524,Both,False
FUN_039029,Both,False
FUN_035603,Both,False
FUN_032345,Both,False
FUN_022900,Both,False
FUN_033775,Both,False
FUN_036258,Both,False
FUN_007122,Both,False
FUN_008059,Both,False
FUN_002529,Both,False
FUN_017829,Both,False
FUN_032128,Both,False
FUN_034985,Both,False
FUN_013454,Both,False
FUN_011179,Both,False
FUN_014305,Both,False
FUN_000594,Both,False
FUN_014984,Both,False
FUN_013585,Both,False
FUN_029441,Both,False
FUN_016189,Both,False
FUN_032023,Both,False
FUN_035097,Both,False
FUN_016876,Both,False
FUN_033022,Both,False
FUN_001890,Both,False
FUN_037494,Both,False
FUN_040239,Both,False
FUN_033295,Both,False
FUN_036521,Both,False
FUN_007019,Both,True
FUN_012377,Both,False
FUN_003978,Both,False
FUN_023272,Both,False
FUN_004711,Both,False
FUN_022080,Both,False
FUN_026638,Both,False
FUN_012454,Both,False
FUN_026231,Both,True
FUN_033296,Both,False
FUN_021106,Both,False
FUN_022869,Both,False
FUN_018305,Both,False
FUN_012034,Both,False
FUN_001903,Both,False
FUN_020873,Both,False
FUN_001268,Both,False
FUN_013393,Both,False
FUN_031949,Both,False
FUN_042833,Both,False
FUN_008764,Both,False
FUN_027508,Both,False
FUN_016399,Both,False
FUN_003853,Both,False
FUN_005119,Both,False
FUN_018346,Both,False
FUN_042838,Both,False
FUN_036011,Both,False
FUN_017864,Both,False
