gene_id,cor,pval,padj
FUN_006224,0.9266851097749302,2.6376264143848098e-17,5.264174797829203e-13
FUN_034068,0.8509123423295828,4.928360362792131e-11,4.702305850363665e-07
FUN_040318,0.8601728966677628,7.06830221018689e-11,4.702305850363665e-07
FUN_043452,0.8082950018550912,4.895596532415521e-10,2.442657889848724e-06
FUN_036821,-0.8048964072283165,6.57013371157912e-10,2.6225345723139218e-06
FUN_042054,0.8201439856735354,9.309880555419633e-10,3.096776602084417e-06
FUN_003978,-0.7947808377482632,1.526236789443338e-09,4.35151912053002e-06
FUN_039956,0.8393496463565409,1.9430304032575247e-09,4.84737509852671e-06
FUN_040407,0.7747724419835808,7.099551554407553e-09,1.464349216930581e-05
FUN_018306,0.7743203784075766,7.337154108280294e-09,1.464349216930581e-05
FUN_042951,0.7749385814136887,1.124380528282261e-08,2.0400351439506695e-05
FUN_016011,0.7593630747695844,2.0935969827241053e-08,3.452274580062004e-05
FUN_035097,0.7583027330847301,2.2487007486123885e-08,3.452274580062004e-05
FUN_032023,0.7530524230310109,3.186648495424713e-08,4.5427950479776025e-05
FUN_000523,0.7477168698194685,4.502121287385494e-08,4.9918520363133156e-05
FUN_010748,0.7478575368650194,4.4617776858851424e-08,4.9918520363133156e-05
FUN_027508,0.7755993728758405,4.445934415705861e-08,4.9918520363133156e-05
FUN_035720,0.7501071529257661,3.860485736658266e-08,4.9918520363133156e-05
FUN_034133,0.7800017372210307,5.387987771780829e-08,5.659655786800094e-05
FUN_001268,0.7896300852841645,7.774616282638364e-08,7.758289588444824e-05
FUN_000522,0.7769463796651418,1.0577679102061125e-07,9.595878159951634e-05
FUN_006111,0.7479017599848821,1.0367075794142107e-07,9.595878159951634e-05
FUN_009544,0.7824099411396099,1.2240330713250607e-07,0.00010621413929350244
FUN_036011,-0.7169097111727551,1.9532376405839959e-07,0.00015893561777033353
FUN_040691,0.723169403291392,1.990876061859073e-07,0.00015893561777033353
FUN_027456,0.7241740751886486,2.7604843403633075e-07,0.00021189902486527264
FUN_010749,0.7163978247597019,2.919414475039182e-07,0.00021579879293641478
FUN_031427,0.7349612062021944,3.3203001227216236e-07,0.00023666624946170773
FUN_039346,0.733711654817809,3.5583967791856317e-07,0.00023694751683036737
FUN_028091,0.7128022838739874,3.5616923062987377e-07,0.00023694751683036737
FUN_006370,0.7163105574617576,4.2589732942196214e-07,0.00027419544840656516
FUN_022455,0.7073131756070563,4.797642509549122e-07,0.0002992229662674418
FUN_039843,-0.7664556744184318,4.982983952716508e-07,0.0003013648294797457
FUN_034119,0.7088435197625346,6.345232325068333e-07,0.0003643091491680408
FUN_037422,0.7019157203410775,6.388826646398151e-07,0.0003643091491680408
FUN_037353,-0.6976584386413617,7.973161917151181e-07,0.00044202323761806465
FUN_029586,0.6949346161158779,9.169107856829376e-07,0.0004945866340718937
FUN_005445,0.7458621141883642,9.616925578877732e-07,0.0005050910544822151
FUN_027829,0.6931716093957463,1.0029115056001613e-06,0.0005132335340709748
FUN_037494,0.6906852342995092,1.1368736180507626e-06,0.000567243091726428
FUN_002408,0.6871924476131243,1.3530197516125725e-06,0.0006586236146996031
FUN_003684,0.6856756504902296,1.4581752942561203e-06,0.0006929110124467535
FUN_032747,0.685024945160243,1.5055516741713684e-06,0.0006987860537933062
FUN_038388,-0.6825153258124254,1.7018532312366767e-06,0.0007719451542959453
FUN_039029,0.681934902825989,1.750485775671628e-06,0.000776359891352319
FUN_005065,0.6869232405745322,1.9111349524674486e-06,0.0008291832908988118
FUN_021106,0.6839826119376734,2.199956214349726e-06,0.0009341856622551452
FUN_007122,-0.676465055730565,2.2758184896805502e-06,0.0009462663628550921
FUN_038208,0.6688244121064939,3.2539822897277666e-06,0.0013253669089466687
FUN_028955,0.6667671357373628,3.576544539782546e-06,0.0014241295140866653
FUN_042174,0.6663875609783565,3.639172523219758e-06,0.0014241295140866653
FUN_011361,-0.665862545830311,3.727457458364986e-06,0.0014306268452701613
FUN_023305,0.6639055190824981,4.074152285022286e-06,0.0015341873831032978
FUN_012659,0.6900928916125262,4.503702373138313e-06,0.0016342707629653536
FUN_040913,-0.6686977376704454,4.458624843469169e-06,0.0016342707629653536
FUN_042425,0.6590320483731548,5.07000609169977e-06,0.0018069139567525718
FUN_039409,0.6560328067866552,5.789101547941037e-06,0.0020269980472597754
FUN_040890,0.6582237884392586,7.070266840273584e-06,0.0024053619635921158
FUN_017864,0.651316744615884,7.110750368370319e-06,0.0024053619635921158
FUN_009718,0.6503641803864441,7.409138855949886e-06,0.002464526554784131
FUN_007019,-0.6480676770875188,8.17625513099367e-06,0.002675109834497896
FUN_043017,0.6463823728809135,8.784730465719588e-06,0.0028278330747553474
FUN_037876,0.645914118087851,8.960998955630552e-06,0.0028387875739122946
FUN_026714,0.6504685524366056,9.835341957769331e-06,0.00306708991864313
FUN_004686,0.6433263547317815,9.994866882126437e-06,0.0030688854343612223
FUN_031709,-0.6428375524302472,1.0201991239156302e-05,0.003085020320470932
FUN_015494,0.6935325495831062,1.0782640950871809e-05,0.003196454197978263
FUN_009666,-0.6412747918701258,1.0890814984593741e-05,0.003196454197978263
FUN_039378,0.6402675303684076,1.1357054646724996e-05,0.003284986907816485
FUN_034979,0.6355015856196232,1.382060460273874e-05,0.003940451809449425
FUN_012496,-0.6347267612262879,1.426437934123225e-05,0.004009696942145257
FUN_029441,0.6290440100827733,1.793847401177503e-05,0.004972445337875084
FUN_025253,0.648235337538386,1.912197744542059e-05,0.005227896244598687
FUN_043592,0.6267123999095586,1.968129166809928e-05,0.00530809755556656
FUN_037065,0.6258576347895597,2.0357950239123897e-05,0.005412099479833541
FUN_012377,-0.6253133507224016,2.0799807665088755e-05,0.005412099479833541
FUN_035751,0.6252151760724697,2.0880431904358286e-05,0.005412099479833541
FUN_018346,0.6240038340326323,2.189895028946431e-05,0.00553239556806492
FUN_037224,0.6241782704790777,2.174954262756802e-05,0.00553239556806492
FUN_006750,0.6212982781480667,2.4339337877587083e-05,0.006072056317011037
FUN_008764,-0.619620607055204,2.597448522400174e-05,0.006188777178012902
FUN_002529,0.620317024258711,2.528394465585296e-05,0.006188777178012902
FUN_031953,0.619040962057963,2.6562291142653356e-05,0.006188777178012902
FUN_001890,-0.640504637193681,2.5818863290458866e-05,0.006188777178012902
FUN_019487,0.6396588976955268,2.666774412812454e-05,0.006188777178012902
FUN_008634,0.619131213669125,2.6469979695048855e-05,0.006188777178012902
FUN_026526,0.6170996166407625,2.8620308703542537e-05,0.00656556461040577
FUN_036564,0.6163948331300867,2.940266113695856e-05,0.006600163821887713
FUN_008761,-0.616368258977779,2.943253733580552e-05,0.006600163821887713
FUN_038454,0.6157895906464874,3.0090001718201253e-05,0.006608561548879271
FUN_043551,0.6157528155679213,3.013223273614659e-05,0.006608561548879271
FUN_011046,0.6150805321809301,3.091382592003357e-05,0.006706284105565544
FUN_016111,0.6132595641930894,3.312444848011488e-05,0.007108577879205729
FUN_018362,0.6112735358682464,3.56986607490283e-05,0.007579509268394753
FUN_022788,0.6104654696213055,3.6797134350045093e-05,0.00773049691956
FUN_028082,0.608939246068794,3.8956095849888e-05,0.007933528173184334
FUN_036521,0.6225426403227657,3.884058255607611e-05,0.007933528173184334
FUN_008501,-0.6226429906862452,3.8696630861092956e-05,0.007933528173184334
FUN_024053,0.6085638776353196,3.950442986974428e-05,0.007963933447882387
FUN_013464,0.6080246247390306,4.030444864937837e-05,0.008043961861442935
FUN_011572,0.6070542252069536,4.178129033982968e-05,0.008064890557717919
FUN_011693,0.6063948143009604,4.2812723351018294e-05,0.008064890557717919
FUN_008936,0.6071786596110982,4.158920528270682e-05,0.008064890557717919
FUN_031949,0.6063814458772575,4.283387108518386e-05,0.008064890557717919
FUN_008938,0.6068556617702714,4.208947607405056e-05,0.008064890557717919
FUN_016876,-0.6076175814956214,4.0918047448433105e-05,0.008064890557717919
FUN_028462,-0.604466342042817,4.596336686480487e-05,0.008573241830726875
FUN_022778,0.6029623319684083,4.8565125625374286e-05,0.008888933548043508
FUN_029201,0.6030672722738424,4.837934231782374e-05,0.008888933548043508
FUN_005473,0.6027225749732616,4.899201775151748e-05,0.008888933548043508
FUN_018840,0.6084858938726472,5.055596326270244e-05,0.008929167387584206
FUN_014586,0.6021948821924483,4.994361189138692e-05,0.008929167387584206
FUN_023269,0.6020878903799319,5.013858543261605e-05,0.008929167387584206
FUN_032061,0.6013423819914145,5.1516439128404896e-05,0.008946688777745184
FUN_003717,-0.6013235319830582,5.155171908210723e-05,0.008946688777745184
FUN_024036,-0.6009201919644267,5.231189113129621e-05,0.009000351062055257
FUN_028282,0.6513255735379697,5.406070246997704e-05,0.00906675209996472
FUN_038104,0.6000210180333135,5.40433108589595e-05,0.00906675209996472
FUN_024946,0.635796869507708,5.328606658624155e-05,0.00906675209996472
FUN_016399,-0.6678034875369591,5.532024584776177e-05,0.009154151776516873
FUN_022669,0.5992849625257831,5.549916649757198e-05,0.009154151776516873
FUN_026064,0.5988351333305877,5.640631807245588e-05,0.009227518820410447
FUN_034092,-0.5983747377643658,5.7348689792623324e-05,0.009244939020420407
FUN_031555,0.5983308595415483,5.743924433971994e-05,0.009244939020420407
FUN_015397,-0.6181372974496734,5.8861247070967294e-05,0.009398022152338922
FUN_014877,-0.664808709031742,6.14083839266107e-05,0.009574910362557002
FUN_000316,-0.5966753925920751,6.09520015173033e-05,0.009574910362557002
FUN_013516,0.6033753952786157,6.074364834542837e-05,0.009574910362557002
FUN_014943,0.5954655929903084,6.364108232816375e-05,0.0097860177612153
FUN_041965,0.5954206695361406,6.374297569686286e-05,0.0097860177612153
FUN_035719,0.5948192779922581,6.51213433995955e-05,0.009921311233352116
FUN_028919,-0.5941452966296047,6.669815229563856e-05,0.01000873476328086
FUN_032117,0.5942413607228587,6.64713115474508e-05,0.01000873476328086
FUN_031952,-0.606955070345694,6.810257885102684e-05,0.010143218423199951
FUN_034006,0.5924787915380136,7.074667963276756e-05,0.010458979497116851
FUN_017800,0.5921306506100525,7.162004621721328e-05,0.01051024178237605
FUN_043189,0.5917450266206291,7.259883927863087e-05,0.010576114119145365
FUN_004327,0.5891200568393967,7.959009135517931e-05,0.011108105197669011
FUN_004384,0.5958405975763467,7.917487285472236e-05,0.011108105197669011
FUN_043386,0.5900429915053483,7.70653816705696e-05,0.011108105197669011
FUN_028089,0.5891727321709166,7.944400594464635e-05,0.011108105197669011
FUN_028279,0.5897304563244388,7.791208748545198e-05,0.011108105197669011
FUN_013454,0.6248607974601269,7.80160513257151e-05,0.011108105197669011
FUN_001051,0.5885413428021773,8.121114187149657e-05,0.011255638676884226
FUN_042270,0.5944374491636741,8.311932057832145e-05,0.011362297260973557
FUN_006565,0.5879303295703625,8.295505697248964e-05,0.011362297260973557
FUN_026231,0.6286990023530848,8.918560614736827e-05,0.012026799510061999
FUN_040694,0.585915348524002,8.894902360779784e-05,0.012026799510061999
FUN_018014,0.5855248318901901,9.015504721400382e-05,0.01207593578722878
FUN_014702,0.5852000884266615,9.116919147315024e-05,0.01213036482280755
FUN_004447,0.5844213817480294,9.364320340374492e-05,0.012377026844582391
FUN_006562,0.5773664128209828,9.598018485506207e-05,0.012520081891093653
FUN_022869,0.5837323653005936,9.588273366160154e-05,0.012520081891093653
FUN_027937,0.5815235218978421,0.00010339264681814276,0.013399418475301903
FUN_029565,0.5802502611993406,0.00010795941990867195,0.013900994209917902
FUN_020944,0.5856992949791435,0.00011194749487156562,0.014293629829102619
FUN_042833,0.5790471970520695,0.00011244112051152977,0.014293629829102619
FUN_008484,-0.5781389154089713,0.00011593531823324667,0.01455243447357948
FUN_006262,0.5719181291680743,0.00011559308566978113,0.01455243447357948
FUN_034229,0.5779497253193759,0.0001166753687332368,0.014553793807362126
FUN_011410,0.5764494630267758,0.00012269670763065063,0.014642449143244451
FUN_033886,0.575783974574053,0.0001254563986118249,0.014642449143244451
FUN_012430,-0.6439411383901209,0.00012324918340577852,0.014642449143244451
FUN_017214,0.5775711369902036,0.000118169112183402,0.014642449143244451
FUN_032534,0.5823903575428944,0.00012503212389302376,0.014642449143244451
FUN_035132,-0.5771562137753234,0.00011982604009223181,0.014642449143244451
FUN_023633,0.5763182126516775,0.00012323660513921577,0.014642449143244451
FUN_029840,0.575992617256039,0.00012458521402126992,0.014642449143244451
FUN_035033,0.5770213199427693,0.00012036921913507067,0.014642449143244451
FUN_042213,0.590424473295841,0.00011972413547276082,0.014642449143244451
FUN_042271,0.6036516351621375,0.0001234936767919137,0.014642449143244451
FUN_002575,0.5867711070775555,0.0001350661810331852,0.014893098569393979
FUN_006417,-0.5749315411429111,0.00012907315875525528,0.014893098569393979
FUN_014553,-0.573677865361772,0.0001345634896153516,0.014893098569393979
FUN_017832,0.5739007957236797,0.00013357204653028872,0.014893098569393979
FUN_037929,0.5744093246283478,0.00013133508386356464,0.014893098569393979
FUN_013550,0.594709619434925,0.00013074971805247787,0.014893098569393979
FUN_022185,0.574101329291191,0.00013268584720431073,0.014893098569393979
FUN_024576,0.5737181955595768,0.00013438363764887334,0.014893098569393979
FUN_042838,0.5748523236073383,0.00012941400233575798,0.014893098569393979
FUN_016189,0.5745922248487944,0.00013053883195628636,0.014893098569393979
FUN_006582,0.5731371405717275,0.00013699591675520053,0.01502288190439721
FUN_022710,0.5728140419434697,0.00013846823069252196,0.01510136037246641
FUN_026248,0.6314354600300747,0.0001393932918684661,0.01511962673429808
FUN_025658,0.5719899077617959,0.0001422885677663628,0.015350244516113887
FUN_001310,0.5714902705816298,0.00014465071960011937,0.01552117775150098
FUN_015293,0.5707706175879003,0.0001481152380148299,0.015674001587504614
FUN_015455,0.5771834472099499,0.00014843102014422147,0.015674001587504614
FUN_028839,0.5708196299109016,0.00014787693170833927,0.015674001587504614
FUN_023814,0.5766773179181973,0.00015090362585756524,0.015686117525340035
FUN_013393,0.5704618594406597,0.00014962445388043424,0.015686117525340035
FUN_028286,0.5702588575731227,0.00015062427355320716,0.015686117525340035
FUN_043499,0.5698662575563876,0.00015257500852523315,0.015777678860863228
