feature,id,pval,qval
intron,116609,1.1769030194841434e-11,1.888646889547374e-6
intron,116610,3.239031265422909e-11,2.598933906750034e-6
intron,157553,8.018109287633024e-9,4.289047020140657e-4
intron,132983,1.0700137442753999e-8,4.2927881406584767e-4
intron,55626,5.064532648813014e-8,0.001568817439668635
intron,173088,5.8656151935565504e-8,0.001568817439668635
intron,68508,9.379938614717531e-8,0.0018815687864192632
intron,157555,8.245749882895836e-8,0.0018815687864192632
intron,157552,1.1574284264348478e-7,0.0020637720462284292
intron,55627,1.9694769926026368e-7,0.003033718669267897
intron,157554,2.0794950872371487e-7,0.003033718669267897
intron,77166,2.8454092904084405e-7,0.003648468081625726
intron,173086,2.9555874436759666e-7,0.003648468081625726
intron,67028,3.3506066121624656e-7,0.003840656762095599
intron,156155,4.070365975383794e-7,0.004312152142925463
intron,173084,4.29936154233701e-7,0.004312152142925463
intron,55628,6.508526562143402e-7,0.0054971700451922345
intron,55635,6.067332967152339e-7,0.0054971700451922345
intron,157558,6.361771228702295e-7,0.0054971700451922345
intron,157557,7.92837652641154e-7,0.006361570757262092
intron,157551,8.601018314235986e-7,0.006572652452358734
intron,55631,9.56199292190263e-7,0.006974865346069301
intron,100953,1.0733078954494601e-6,0.007333791745368523
intron,173085,1.0968057646554286e-6,0.007333791745368523
intron,157556,1.183728768339165e-6,0.0075984023131198345
intron,173081,1.279819885402489e-6,0.007776612331646011
intron,173087,1.3084108088090574e-6,0.007776612331646011
intron,15160,1.4869513123016986e-6,0.008522142814033122
intron,157548,1.5634213030857325e-6,0.008651434380482277
intron,100954,2.329263080858013e-6,0.012459694072125682
intron,4969,3.0788858120800455e-6,0.01335371025890155
intron,51428,2.998984047319908e-6,0.01335371025890155
intron,55632,2.706345528125098e-6,0.01335371025890155
intron,68507,3.0670673645261104e-6,0.01335371025890155
intron,79471,2.6657685194830805e-6,0.01335371025890155
intron,95508,2.90375920597441e-6,0.01335371025890155
intron,95509,3.0010109512979e-6,0.01335371025890155
intron,155113,3.2230806079613927e-6,0.013611239043242433
intron,18227,3.70463606769178e-6,0.014862629439972653
intron,101139,3.6706517997364685e-6,0.014862629439972653
intron,77164,4.776225587699301e-6,0.017993972984314155
intron,77165,4.7124854307689645e-6,0.017993972984314155
intron,132967,4.821536169430374e-6,0.017993972984314155
intron,157550,5.295312892061865e-6,0.019312968901511816
intron,18230,5.684910185710379e-6,0.02014935322264612
intron,127110,5.775756176884528e-6,0.02014935322264612
intron,18228,6.550624059187271e-6,0.020705711089273316
intron,67027,6.709395651949279e-6,0.020705711089273316
intron,68506,6.485946272283272e-6,0.020705711089273316
intron,68511,6.183971792417253e-6,0.020705711089273316
intron,72686,6.6368855397014315e-6,0.020705711089273316
intron,140587,6.381209862071913e-6,0.020705711089273316
intron,65590,6.9728585350148364e-6,0.021112763137076242
intron,68505,7.569641920834869e-6,0.02208628830705266
intron,173079,7.518824878482988e-6,0.02208628830705266
intron,73448,8.1395367484971e-6,0.023325005343782512
intron,133059,8.524280335819867e-6,0.0235852139857074
intron,154868,8.487390846134701e-6,0.0235852139857074
intron,18231,9.658515526811406e-6,0.02627050741831504
intron,101155,1.0094915062430765e-5,0.026999859825977322
intron,6907,1.0844723829395164e-5,0.027115663009619765
intron,18232,1.0983063483793742e-5,0.027115663009619765
intron,77167,1.088621419098601e-5,0.027115663009619765
intron,88152,1.0462915627229563e-5,0.027115663009619765
intron,157549,1.0935289739055776e-5,0.027115663009619765
intron,95510,1.1507855426362568e-5,0.027980827384863023
intron,74820,1.1789310061738334e-5,0.028237333156231656
intron,147390,1.2271905363903102e-5,0.02896097478202521
intron,1239,1.2597726623320149e-5,0.029299025762375714
intron,68510,1.2863941171170623e-5,0.02940732033201238
intron,173080,1.3010791293233126e-5,0.02940732033201238
intron,132974,1.332998998093693e-5,0.029710326002511594
intron,134095,1.3671962809658211e-5,0.030055094573187825
intron,104068,1.4805004939333344e-5,0.03167797296859277
intron,169444,1.4643722394347414e-5,0.03167797296859277
intron,61944,1.5194703748777627e-5,0.03208401682616893
intron,155363,1.5878157131110626e-5,0.03309172913989752
intron,67029,1.6753607603003928e-5,0.034468614534611
intron,173082,1.7434230708435194e-5,0.0354148811033778
intron,18225,1.770410408541423e-5,0.03542201954837936
intron,68512,1.832066865148363e-5,0.03542201954837936
intron,172444,1.8229814197967542e-5,0.03542201954837936
intron,173076,1.7969952849195003e-5,0.03542201954837936
intron,173077,1.874388548239736e-5,0.03580885436515713
intron,4515,1.9598066128612146e-5,0.03700022658888427
intron,15159,2.0376601249649795e-5,0.037094641401566764
intron,31693,2.0679947811075294e-5,0.037094641401566764
intron,51533,2.0803844351435785e-5,0.037094641401566764
intron,67026,2.0440175531044602e-5,0.037094641401566764
intron,79915,2.0297500761712328e-5,0.037094641401566764
intron,87676,2.142929206749855e-5,0.037789967844218654
intron,6623,2.1947901557961558e-5,0.0380438422441157
intron,83827,2.204739231226327e-5,0.0380438422441157
intron,18229,2.249024054634674e-5,0.038395147254420635
intron,83828,2.281654948543821e-5,0.03854219573921244
intron,105150,2.3132399871839127e-5,0.03866869793576308
intron,127109,2.384826349555169e-5,0.039051774823593406
intron,154421,2.3725015229736357e-5,0.039051774823593406
intron,173072,2.439932063791339e-5,0.039550559380704946
intron,6906,2.7107568652873226e-5,0.04223411832173286
intron,128010,2.6489249551731042e-5,0.04223411832173286
intron,143692,2.698803257517035e-5,0.04223411832173286
intron,145323,2.685707440375218e-5,0.04223411832173286
intron,74819,2.8098379045937705e-5,0.043356879574768255
intron,152414,2.883305243561729e-5,0.044066789739601146
intron,83517,2.936078062543146e-5,0.0444500059589315
intron,10331,3.064198677604768e-5,0.04553058768400951
intron,132968,3.0456874140716295e-5,0.04553058768400951
intron,20125,3.098341348040101e-5,0.045615543685145254
intron,6624,3.18504884530002e-5,0.046111973896844766
intron,87677,3.1895293393091606e-5,0.046111973896844766
intron,55629,3.329013175346063e-5,0.046284040970845285
intron,64577,3.347379773843695e-5,0.046284040970845285
intron,74482,3.255769453680557e-5,0.046284040970845285
intron,153660,3.314084985972521e-5,0.046284040970845285
intron,154415,3.259867500848834e-5,0.046284040970845285
intron,154838,3.374481413787045e-5,0.046284040970845285
intron,87542,3.444663241336521e-5,0.046452586413169704
intron,115383,3.436195020745103e-5,0.046452586413169704
intron,55633,3.522850643578046e-5,0.0470891087997027
intron,104991,3.550550963860033e-5,0.0470891087997027
intron,15161,3.720142784335856e-5,0.04855587778437094
intron,88151,3.72166116271444e-5,0.04855587778437094
intron,10347,3.790746059562089e-5,0.04866590117234286
intron,127029,3.776253566323273e-5,0.04866590117234286
intron,134092,3.8520067586644835e-5,0.04905989179392394
intron,150547,3.8862170178677324e-5,0.04910587103616868
intron,74822,3.9426977243128825e-5,0.04943034062553392
intron,19771,4.016582435539817e-5,0.049966285498115326
