feature,id,pval,qval
intron,4619,1.722577636087408e-11,3.5071128651198435e-7
intron,12138,1.5547563236850692e-11,3.5071128651198435e-7
intron,12140,5.928035839986023e-12,3.5071128651198435e-7
intron,12141,8.93818352665221e-12,3.5071128651198435e-7
intron,47924,1.7659429474292665e-11,3.5071128651198435e-7
intron,47927,1.8676282742546846e-11,3.5071128651198435e-7
intron,50623,9.68225499775599e-12,3.5071128651198435e-7
intron,114665,1.9455992372741093e-11,3.5071128651198435e-7
intron,24922,2.2556956302821618e-11,3.614301108401108e-7
intron,39918,3.569700091077266e-11,5.147757410339793e-7
intron,12142,4.056044389244562e-11,5.317363574907187e-7
intron,51318,4.9465320728359075e-11,5.628154692294274e-7
intron,56759,5.1978643611505504e-11,5.628154692294274e-7
intron,114664,5.463962615692708e-11,5.628154692294274e-7
intron,93834,6.78685996291506e-11,5.757133615718188e-7
intron,99754,6.105405070400138e-11,5.757133615718188e-7
intron,162762,6.404077268484798e-11,5.757133615718188e-7
intron,4620,7.810874169678073e-11,5.928330165193504e-7
intron,51319,7.773004462308108e-11,5.928330165193504e-7
intron,4621,9.87367965166186e-11,6.190668354466095e-7
intron,47917,9.69484492685524e-11,6.190668354466095e-7
intron,47926,9.383704924204039e-11,6.190668354466095e-7
intron,143055,9.8713703877706394e-11,6.190668354466095e-7
intron,49367,1.2322987075208403e-10,7.404420821477409e-7
intron,12139,1.3093104378469889e-10,7.552469212424029e-7
intron,47925,1.7097423476997164e-10,9.482954412874347e-7
intron,48834,2.0161849967337275e-10,1.038385677942788e-6
intron,114663,1.9884316415641479e-10,1.038385677942788e-6
intron,47922,2.1516977088964495e-10,1.0643535103594196e-6
intron,47928,2.2880275452052956e-10,1.0643535103594196e-6
intron,49368,2.253346398362055e-10,1.0643535103594196e-6
intron,141419,2.3768942369883916e-10,1.071139960104328e-6
intron,5005,2.542273058736555e-10,1.1109502150946133e-6
intron,93841,2.6860946800155716e-10,1.1392754574147222e-6
intron,51322,2.9152968927803613e-10,1.2011606257633643e-6
intron,39114,3.0723390498366143e-10,1.2307022148883018e-6
intron,99756,3.181003238594826e-10,1.2397917135893084e-6
intron,99753,3.3090985507300275e-10,1.2557767755398027e-6
intron,144271,3.653031210859581e-10,1.316981679561069e-6
intron,163773,3.621271060794129e-10,1.316981679561069e-6
intron,20509,4.1459013999656236e-10,1.3440090783344438e-6
intron,33265,4.1981329523821387e-10,1.3440090783344438e-6
intron,93840,4.182603152713682e-10,1.3440090783344438e-6
intron,99755,3.842812734689005e-10,1.3440090783344438e-6
intron,114667,4.128641872824801e-10,1.3440090783344438e-6
intron,163770,4.287199484309667e-10,1.3440090783344438e-6
intron,51316,4.64564720026317e-10,1.4253932889539382e-6
intron,51314,4.812699128109443e-10,1.4458852149318302e-6
intron,51320,5.114089152158385e-10,1.5050764374802128e-6
intron,47921,5.258661284202049e-10,1.5163172331862241e-6
intron,140616,5.362581489976037e-10,1.5163172331862241e-6
intron,93835,5.917242251740618e-10,1.6409764488399216e-6
intron,4622,6.272560248987702e-10,1.7066926336335275e-6
intron,51317,6.487684833800245e-10,1.7223902627967872e-6
intron,125098,6.569130794886746e-10,1.7223902627967872e-6
intron,9884,7.218177167089834e-10,1.7298536040321254e-6
intron,14819,7.170783966614636e-10,1.7298536040321254e-6
intron,56758,7.068925444997376e-10,1.7298536040321254e-6
intron,75339,7.210270158708454e-10,1.7298536040321254e-6
intron,114666,7.317333405865156e-10,1.7298536040321254e-6
intron,144270,6.899554261252661e-10,1.7298536040321254e-6
intron,14818,7.970875071094952e-10,1.7950879820440345e-6
intron,16023,8.001201923235612e-10,1.7950879820440345e-6
intron,47923,8.091196601611728e-10,1.7950879820440345e-6
intron,140617,7.751932429300723e-10,1.7950879820440345e-6
intron,4618,9.049889726497895e-10,1.8279221349573413e-6
intron,27008,9.234659703594161e-10,1.8279221349573413e-6
intron,47918,9.25324816769546e-10,1.8279221349573413e-6
intron,47920,8.546221508254348e-10,1.8279221349573413e-6
intron,63528,9.013910728938868e-10,1.8279221349573413e-6
intron,65716,9.117391286395105e-10,1.8279221349573413e-6
intron,101427,9.181619908815719e-10,1.8279221349573413e-6
intron,125097,9.078665597073154e-10,1.8279221349573413e-6
intron,92580,9.872990203163567e-10,1.9026470870819877e-6
intron,92581,9.895395614023528e-10,1.9026470870819877e-6
intron,75338,1.0940153227778637e-9,2.013011619270144e-6
intron,93833,1.0877378997520282e-9,2.013011619270144e-6
intron,93842,1.116734482664583e-9,2.013011619270144e-6
intron,99752,1.0861135324446991e-9,2.013011619270144e-6
intron,109807,1.1135177224730342e-9,2.013011619270144e-6
intron,31151,1.1642360409069852e-9,2.072728231494736e-6
intron,20898,1.2423441164699511e-9,2.1584905783588223e-6
intron,65882,1.2368348567548537e-9,2.1584905783588223e-6
intron,136294,1.2802154891744522e-9,2.171953353498591e-6
intron,163774,1.2663414761249214e-9,2.171953353498591e-6
intron,145034,1.322493226041388e-9,2.217590472648261e-6
intron,27012,1.3439263035763815e-9,2.2276273616073477e-6
intron,24923,1.3978158630578719e-9,2.2814208662909884e-6
intron,60522,1.4080208110556214e-9,2.2814208662909884e-6
intron,155594,1.4376824175599268e-9,2.3035985376562705e-6
intron,4520,1.5183675428076526e-9,2.332528413680859e-6
intron,49366,1.5200780634216926e-9,2.332528413680859e-6
intron,51321,1.530727766763107e-9,2.332528413680859e-6
intron,99757,1.5366119487936203e-9,2.332528413680859e-6
intron,153795,1.4887849841827006e-9,2.332528413680859e-6
intron,319,1.6062611241096647e-9,2.3397383628735597e-6
intron,9886,1.563627449741034e-9,2.3397383628735597e-6
intron,27007,1.5915646578434917e-9,2.3397383628735597e-6
intron,30364,1.5846171041999924e-9,2.3397383628735597e-6
intron,4626,1.6361139110188105e-9,2.342960863733299e-6
intron,47919,1.6572150318694412e-9,2.342960863733299e-6
intron,92579,1.6505132816035939e-9,2.342960863733299e-6
intron,138728,1.7253187767352074e-9,2.4155635421034374e-6
intron,31150,1.7585067846326297e-9,2.438355652803054e-6
intron,51323,1.9003543183515603e-9,2.5758018555033235e-6
intron,63529,1.8925571110273154e-9,2.5758018555033235e-6
intron,101421,1.9220618430182412e-9,2.5758018555033235e-6
intron,114669,1.9290783415115698e-9,2.5758018555033235e-6
intron,131766,1.9527560679577505e-9,2.583496277908104e-6
intron,30366,1.9736536849279673e-9,2.5874061540218853e-6
intron,163771,2.0279057322269978e-9,2.634578395741069e-6
intron,9887,2.10787609589147e-9,2.6900043200019576e-6
intron,125099,2.1034975983269533e-9,2.6900043200019576e-6
intron,51315,2.191538284179728e-9,2.772238257427246e-6
intron,4515,2.246485109047569e-9,2.7927489493139896e-6
intron,42233,2.23736718041323e-9,2.7927489493139896e-6
intron,141418,2.3242991975536142e-9,2.8647881571078123e-6
intron,139503,2.416273403582636e-9,2.952911345003739e-6
intron,18293,2.5126155600574407e-9,3.026796663357922e-6
intron,142630,2.5187099073065156e-9,3.026796663357922e-6
intron,56757,2.5912229029145806e-9,3.0882023236413462e-6
intron,31459,2.7842002037203883e-9,3.2909931047369346e-6
intron,141413,2.8150346498279077e-9,3.300387819087261e-6
intron,30365,3.0150153484953535e-9,3.3704365764377475e-6
intron,31457,2.90531954050266e-9,3.3704365764377475e-6
intron,31458,2.9277367197266813e-9,3.3704365764377475e-6
intron,90598,2.968681966919462e-9,3.3704365764377475e-6
intron,138727,3.001985104944538e-9,3.3704365764377475e-6
intron,145033,2.9453328664885703e-9,3.3704365764377475e-6
intron,47929,3.0960872754448587e-9,3.434441982539052e-6
intron,4514,3.156636729784168e-9,3.4608974563041677e-6
intron,82863,3.1919349385844953e-9,3.4608974563041677e-6
intron,93837,3.1871327799137816e-9,3.4608974563041677e-6
intron,39917,3.252577207568663e-9,3.5003313535213e-6
intron,109805,3.2858250564871128e-9,3.509918325339534e-6
intron,39113,3.414969529380585e-9,3.621047874436662e-6
intron,109808,3.463249798052459e-9,3.6454369607865032e-6
intron,42231,3.5794982533587927e-9,3.687062175872224e-6
intron,93839,3.567054873698794e-9,3.687062175872224e-6
intron,143056,3.5615979054881564e-9,3.687062175872224e-6
intron,155592,3.6922795931815244e-9,3.776259314141334e-6
intron,80459,3.76273356916812e-9,3.821214928232585e-6
intron,35277,3.920803015589058e-9,3.953896786496862e-6
intron,65879,3.978470664023348e-9,3.984189715602882e-6
intron,89100,4.028333444594523e-9,4.006302627894085e-6
intron,85792,4.150110699541187e-9,4.0991439291009315e-6
intron,156839,4.26428248267996e-9,4.1832611155090405e-6
intron,17892,4.3740957522686585e-9,4.26199477126626e-6
intron,77539,4.466322200968875e-9,4.322650507618245e-6
intron,101420,4.526824248785033e-9,4.351998296296955e-6
intron,14816,4.777634288188892e-9,4.562704025144739e-6
intron,4521,5.118505175261134e-9,4.856080761900542e-6
intron,317,5.197978825144389e-9,4.867434626218162e-6
intron,132262,5.1823587643440305e-9,4.867434626218162e-6
intron,155591,5.236819422549388e-9,4.872167861081158e-6
intron,65883,5.5379205665673226e-9,5.054474121158062e-6
intron,104931,5.530566227207601e-9,5.054474121158062e-6
intron,109813,5.48269096789511e-9,5.054474121158062e-6
intron,27006,5.675408587535458e-9,5.069845979495853e-6
intron,67261,5.628172816685151e-9,5.069845979495853e-6
intron,84204,5.695389604376544e-9,5.069845979495853e-6
intron,163775,5.679083869836177e-9,5.069845979495853e-6
intron,29548,5.801508384806198e-9,5.101329997852118e-6
intron,125096,5.797899160775444e-9,5.101329997852118e-6
intron,132261,6.243530803473618e-9,5.456732403494061e-6
intron,65714,6.321217882465646e-9,5.4913485974501415e-6
intron,138210,6.451928102890747e-9,5.571336502596204e-6
intron,4627,6.583221745515289e-9,5.650872965806686e-6
intron,83040,6.769792282312892e-9,5.764011406349327e-6
intron,152361,6.794967921663897e-9,5.764011406349327e-6
intron,24921,6.9004298941521824e-9,5.785408684569789e-6
intron,31152,6.86327350507554e-9,5.785408684569789e-6
intron,60286,6.955538367492409e-9,5.797903591681952e-6
intron,69251,7.028566617606202e-9,5.825106357615733e-6
intron,109814,7.0917003380799315e-9,5.843844746591387e-6
intron,138737,7.143339475490507e-9,5.852952021261701e-6
intron,20327,7.2850221410902805e-9,5.935317445763876e-6
intron,163772,7.523886402793778e-9,6.095489249930799e-6
intron,20326,7.568211946029635e-9,6.097146034084333e-6
intron,66307,7.777280264242847e-9,6.230768083698157e-6
intron,109809,8.288222441699133e-9,6.603423721823796e-6
intron,4519,8.645782867411356e-9,6.813018633665516e-6
intron,63822,8.601442003097759e-9,6.813018633665516e-6
intron,31460,8.726067424191797e-9,6.817230718501115e-6
intron,109806,8.792949812708173e-9,6.817230718501115e-6
intron,158374,8.762624403857444e-9,6.817230718501115e-6
intron,63292,8.884638358352959e-9,6.8514815173422735e-6
intron,65715,9.015039603710306e-9,6.9150628517672985e-6
intron,66306,9.135385115044414e-9,6.970298842778888e-6
intron,42232,9.188449778818608e-9,6.973888301337342e-6
intron,141417,9.48129352806859e-9,7.158475894252289e-6
intron,5006,9.688437385690918e-9,7.276773385824636e-6
intron,33266,9.963029512505273e-9,7.405869056236328e-6
intron,139815,9.95517157598158e-9,7.405869056236328e-6
intron,16022,1.0118907600720206e-8,7.410445182245227e-6
intron,41196,1.004108263202852e-8,7.410445182245227e-6
intron,42230,1.01747359426696e-8,7.410445182245227e-6
intron,161511,1.0143824002994961e-8,7.410445182245227e-6
intron,153637,1.0341534961710863e-8,7.456608661117192e-6
intron,155590,1.0340662104368903e-8,7.456608661117192e-6
intron,80463,1.0418970131098604e-8,7.47506679450416e-6
intron,4517,1.0574333741963926e-8,7.511787910972374e-6
intron,20703,1.0563643071392903e-8,7.511787910972374e-6
intron,145031,1.0672659422894526e-8,7.544471555869367e-6
intron,4518,1.0751499024408417e-8,7.563128877135926e-6
intron,5705,1.1065457439229931e-8,7.674585817252223e-6
intron,41267,1.1176038761107066e-8,7.674585817252223e-6
intron,103460,1.116959813529661e-8,7.674585817252223e-6
intron,121560,1.1124641430271254e-8,7.674585817252223e-6
intron,144403,1.111521086283318e-8,7.674585817252223e-6
intron,6022,1.1282012213342796e-8,7.710640451419548e-6
intron,31149,1.1385225873183913e-8,7.744477676859589e-6
intron,144272,1.1609479155794133e-8,7.859944416054482e-6
intron,82890,1.1672624644631924e-8,7.865767206207645e-6
intron,43176,1.2169059981914643e-8,8.162156431683558e-6
intron,145035,1.284350081842689e-8,8.574642233902252e-6
intron,64907,1.2993306097719426e-8,8.58214225499064e-6
intron,87683,1.3033272683316e-8,8.58214225499064e-6
intron,101426,1.3027853240643594e-8,8.58214225499064e-6
intron,132260,1.373536739901482e-8,9.003346029589683e-6
intron,2594,1.4044322704798162e-8,9.160768652852128e-6
intron,29833,1.4102579215524713e-8,9.160768652852128e-6
intron,14817,1.4312841800645515e-8,9.255659092133129e-6
intron,7911,1.5050877655298223e-8,9.646408506833736e-6
intron,155593,1.5039861800403287e-8,9.646408506833736e-6
intron,155560,1.536599936180494e-8,9.804799424636304e-6
intron,15328,1.572954078099542e-8,9.992554570066108e-6
intron,39919,1.6699567506606172e-8,1.0528853528345471e-5
intron,42889,1.6719767126360807e-8,1.0528853528345471e-5
intron,20702,1.6931632318417655e-8,1.0615912616269802e-5
intron,4628,1.726147424996327e-8,1.073179251558566e-5
intron,56900,1.7265291307744235e-8,1.073179251558566e-5
intron,65717,1.7766871307500764e-8,1.0996168286011858e-5
intron,24162,1.7974860710978646e-8,1.0998042164872168e-5
intron,33264,1.787464753988388e-8,1.0998042164872168e-5
intron,46658,1.799869597807202e-8,1.0998042164872168e-5
intron,141309,1.8218207831210975e-8,1.1085202939727599e-5
intron,9885,1.853312170396748e-8,1.118245138729723e-5
intron,121558,1.8513575783529745e-8,1.118245138729723e-5
intron,53923,1.8953204006244562e-8,1.1388269542202121e-5
intron,20706,1.9270183559960685e-8,1.1530686143698136e-5
intron,124996,1.9470178358460544e-8,1.1602214919580659e-5
intron,33267,1.9570178477756883e-8,1.1613813694411057e-5
intron,130445,1.9770413750563876e-8,1.1639652614148233e-5
intron,159431,1.9775148851763902e-8,1.1639652614148233e-5
intron,138729,1.991197340345252e-8,1.1672544506470235e-05
intron,1442,2.0334206540795208e-8,1.1823931139630866e-5
intron,5008,2.031397250412681e-8,1.1823931139630866e-5
intron,95802,2.0455566129840008e-8,1.184673022042505e-5
intron,114668,2.1009344042255407e-8,1.2118777905206101e-5
intron,20331,2.130265086552896e-8,1.2227627337274495e-5
intron,75340,2.1452424059376085e-8,1.2227627337274495e-5
intron,105536,2.1419481299744803e-8,1.2227627337274495e-5
intron,109804,2.211822880404668e-8,1.255749378403606e-5
intron,139502,2.2619919604061067e-8,1.2759448152192647e-5
intron,141302,2.2650902709031584e-8,1.2759448152192647e-5
intron,82888,2.300793766618625e-8,1.291013878220903e-5
intron,154134,2.315648650608182e-8,1.2943129649544733e-5
intron,89102,2.3348901923014864e-8,1.300028995989268e-5
intron,77538,2.3591446463022692e-8,1.3084814308050435e-5
intron,5004,2.3950847305442835e-8,1.3132622955802261e-5
intron,103464,2.3921050806841038e-8,1.3132622955802261e-5
intron,121559,2.387284481208951e-8,1.3132622955802261e-5
intron,318,2.469163318252754e-8,1.3297214812863378e-5
intron,33799,2.4677315746401973e-8,1.3297214812863378e-5
intron,87682,2.4804279852297384e-8,1.3297214812863378e-5
intron,122677,2.4597349490562692e-8,1.3297214812863378e-5
intron,143058,2.4774458484699835e-8,1.3297214812863378e-5
intron,161277,2.4567215262116804e-8,1.3297214812863378e-5
intron,50281,2.489776962377732e-8,1.3297898756059469e-5
intron,105535,2.5085129973234643e-8,1.3347634535815794e-5
intron,121564,2.5176008056071453e-8,1.3347634535815794e-5
intron,84001,2.5361247990574043e-8,1.3396591534713228e-5
intron,125164,2.6391114626989065e-8,1.3889720682533621e-5
intron,56756,2.6705665345794216e-8,1.4004159572803442e-5
intron,5007,2.701022627782379e-8,1.4031863511825465e-5
intron,9882,2.7337454189257926e-8,1.4031863511825465e-5
intron,27011,2.7199175578473955e-8,1.4031863511825465e-5
intron,63291,2.7165344640422973e-8,1.4031863511825465e-5
intron,78142,2.6944652398164237e-8,1.4031863511825465e-5
intron,162829,2.7342317965306506e-8,1.4031863511825465e-5
intron,138206,2.774649177084143e-8,1.4188788435452942e-5
intron,39117,2.817666044929723e-8,1.435785043608412e-5
intron,49570,2.9350054164822836e-8,1.4903110073755659e-5
intron,118167,2.9784722355152837e-8,1.5019706336563008e-5
intron,161506,2.9787985411644513e-8,1.5019706336563008e-5
intron,82858,2.997112824587589e-8,1.505939543886071e-5
intron,25887,3.032433348870711e-8,1.5113359368320486e-5
intron,38427,3.0185697497131514e-8,1.5113359368320486e-5
intron,108884,3.049773988905713e-8,1.5113359368320486e-5
intron,127918,3.04488394498037e-8,1.5113359368320486e-5
intron,65719,3.077010057861429e-8,1.5186881063330168e-5
intron,146442,3.0856727839534415e-8,1.5186881063330168e-5
intron,20704,3.114742652687852e-8,1.5221716525031823e-5
intron,89101,3.1213399975804634e-8,1.5221716525031823e-5
intron,162287,3.1244170473065935e-8,1.5221716525031823e-5
intron,82859,3.313843177643605e-8,1.6090214919813178e-5
intron,14834,3.372457291206388e-8,1.6256323474400648e-5
intron,26930,3.381872615282333e-8,1.6256323474400648e-5
intron,143399,3.365241330044455e-8,1.6256323474400648e-5
intron,44750,3.4019310479749265e-8,1.629841430682127e-5
intron,142631,3.4163740947334986e-8,1.6313412552292507e-5
intron,124994,3.444158891419136e-8,1.6391809282339252e-5
intron,83996,3.4627581246837735e-8,1.6426117134416873e-5
intron,46239,3.4838950169202576e-8,1.6472198318197365e-5
