feature,id,pval,qval,gene_id,t_name
transcript,1,0.7896019370272142,0.9264765659656814,FUN_000001,FUN_000001-T1
transcript,2,0.8126493869654268,0.9358736523978827,FUN_000002,FUN_000002-T1
transcript,3,0.41345128411595045,0.7567707266366763,FUN_000003,FUN_000003-T1
transcript,4,0.756305613092488,0.9111422189780094,FUN_000004,FUN_000004-T1
transcript,5,0.5723202206446926,0.8162826735041289,FUN_000005,FUN_000005-T1
transcript,6,0.8817534561855012,0.9660764530736325,FUN_000006,FUN_000006-T1
transcript,7,0.1835491084384997,0.5354665719859991,FUN_000007,FUN_000007-T1
transcript,8,0.23321120686260088,0.6068940709959679,FUN_000008,FUN_000008-T1
transcript,9,0.9799332544628361,0.9965891889912918,FUN_000009,FUN_000009-T1
transcript,10,0.5127300569841977,0.8009243020007792,FUN_000010,FUN_000010-T1
transcript,11,0.07189010243035099,0.32152732475170864,FUN_000011,FUN_000011-T1
transcript,12,0.8740954734952143,0.9631566431964009,FUN_000012,FUN_000012-T1
transcript,13,0.512730056984201,0.8009243020007792,FUN_000013,FUN_000013-T1
transcript,14,0.9738583579152179,0.9950082109752448,FUN_000014,FUN_000014-T1
transcript,15,0.3811559972583476,0.7412152167743399,FUN_000015,FUN_000015-T1
transcript,16,0.35631937441363326,0.7196187556020368,FUN_000016,FUN_000016-T1
transcript,17,0.9253222589549644,0.9811189932267482,FUN_000017,FUN_000017-T1
transcript,18,0.939600130381016,0.985230965420394,FUN_000018,FUN_000018-T1
transcript,19,NA,NA,FUN_000019,FUN_000019-T1
transcript,20,0.5987347333865034,0.8284345304466655,FUN_000020,FUN_000020-T1
transcript,21,0.5433769675487312,0.8076888186752754,FUN_000021,FUN_000021-T1
transcript,22,0.3539744161887748,0.7196187556020368,FUN_000022,FUN_000022-T1
transcript,23,0.7934271329967936,0.9276643810106912,FUN_000023,FUN_000023-T1
transcript,24,0.46893451876117576,0.7917754515454712,FUN_000024,FUN_000024-T1
transcript,25,0.41163802920864156,0.7556749412883914,FUN_000025,FUN_000025-T1
transcript,26,0.4992642766270754,0.8009243020007792,FUN_000026,FUN_000026-T1
transcript,27,0.6165792338992122,0.837328104927145,FUN_000027,FUN_000027-T1
transcript,28,NA,NA,FUN_000028,FUN_000028-T1
transcript,29,0.5127300569841997,0.8009243020007792,FUN_000029,FUN_000029-T1
transcript,30,0.84177117182777494,0.9494280376137793,FUN_000030,FUN_000030-T1
transcript,31,0.2387555332613045,0.6139874668016561,FUN_000031,FUN_000031-T1
