gene_id	ACR-139-TP1	ACR-139-TP2	ACR-139-TP3	ACR-139-TP4	ACR-145-TP1	ACR-145-TP2	ACR-145-TP3	ACR-145-TP4	ACR-150-TP1	ACR-150-TP2	ACR-150-TP3	ACR-150-TP4	ACR-173-TP1	ACR-173-TP2	ACR-173-TP3	ACR-173-TP4	ACR-186-TP1	ACR-186-TP2	ACR-186-TP3	ACR-186-TP4	ACR-225-TP1	ACR-225-TP2	ACR-225-TP3	ACR-225-TP4	ACR-229-TP1	ACR-229-TP2	ACR-229-TP3	ACR-229-TP4	ACR-237-TP1	ACR-237-TP2	ACR-237-TP3	ACR-237-TP4	ACR-244-TP1	ACR-244-TP2	ACR-244-TP3	ACR-244-TP4	ACR-265-TP1	ACR-265-TP2	ACR-265-TP3	ACR-265-TP4
FUN_001910	0.4778992995	0.458268598	0.9834276256	0.7667940406	0.9261664811	1.530561397	0.8256060719	0.9485315748	1.051681964	1.268655093	0.6237586214	1.076998755	1.533869858	2.781371511	1.030298767	1.818233507	2.296674689	1.092416798	1.78853105	2.132637508	3.790108176	1.508547769	0.7592453256	1.756525888	0.6606419825	2.345174711	2.924993892	1.424627637	0.8383499253	0.7591987317	0.6208402569	1.203335676	2.389032295	0.3396186573	0.6156586715	0.3672731465	0.7803714129	0.3877293111	1.096360651	1.096126734
FUN_002075	1.269136705	2.898182505	3.066037598	3.01877605	1.553464686	1.103879278	1.5157831	1.179471316	1.302239711	1.775523544	2.360596427	2.952759147	2.459780568	4.505601903	1.900137058	1.715652299	1.22901823	2.412807515	1.912436387	2.264917125	9.298442622	1.864500953	2.903438659	1.174102434	1.483581552	1.772933696	1.590628979	1.771242541	2.242792325	4.01093338	2.575464321	2.801549554	0.8349452651	5.366696253	5.56020137	1.878908779	1.914649101	1.371715832	1.972888366	1.03361181
FUN_002104	0.1036736556	0.161695449	0.254143898	0.675227375	0.6673714646	0.07055029293	0.4354942784	0.1666666768	0.9016797879	0.2852888548	1.357461035	0.2062687204	0.6652257097	0	0.2396214945	0.1476784176	0.8928267204	0.1366120164	0.4584518222	0.6193806234	19.88388886	0	0.2087139176	0.129276383	0.2010589794	0.3622886768	0.07849293878	0.1439262449	0.6430843793	0.08012820513	0.1830566322	0.06313131818	0.303239131	0.150519977	1.014538024	0.852640404	0	0.1490515	0.3266585385	0.6614448617
FUN_002105	65.13801694	63.50865957	53.23293032	65.99799992	52.40444891	56.5500179	49.99478733	56.72009295	54.87666218	70.28175394	68.22119516	59.59259826	49.20315598	53.61637744	41.30459274	40.34617969	47.2470013	64.96861225	55.37641259	65.9026131	3.652749846	47.95737554	37.6188236	42.62976503	58.91591973	62.56434983	59.84657197	56.12005349	65.07059736	70.11551178	69.62014477	66.78646179	60.11507034	63.83002785	64.94785887	59.0616167	57.48496383	57.30144372	55.35541165	46.81750769
FUN_002115	81.7065043	79.55557368	68.56121189	82.54640146	73.52127209	79.79776283	71.90529016	76.61039145	69.87818703	86.90465109	84.99462013	74.65155006	70.97600957	77.751373	67.05298711	61.76534467	61.78060851	82.49129596	73.28828775	81.55271648	7.573544267	68.06445514	56.69405655	60.37670171	72.33796092	75.45129205	74.6249012	69.15931433	82.08574062	88.23836582	88.26689099	82.69118901	82.76343089	87.74380903	88.34752861	83.08462793	81.9147455	79.60344881	76.51264697	67.84468538
FUN_002476	9.012432702	10.91106083	7.161776706	10.50117184	14.72913156	16.14903061	14.23143139	18.56637654	3.394655751	5.781426083	5.22947706	3.68232435	8.715439772	11.35907793	7.139063768	6.651973165	8.082148836	9.592830296	6.127620067	10.25537615	3.751339667	6.156764283	4.540274442	4.309502313	16.09125266	20.1209393	13.11441527	15.93897295	4.995026882	5.658084839	5.783134731	4.038917297	5.568141958	5.258493317	5.588301724	4.583490304	19.19487079	18.95071297	15.62581903	12.62052499
FUN_002515	4.601610126	4.040273559	3.757355996	4.666884	3.943956749	4.777848754	3.207096917	4.575989465	5.895305829	6.276311061	6.69407851	5.580272099	3.638540462	6.135998947	3.006033526	3.745163831	4.407905513	5.547933385	6.241507289	6.856321379	5.408459121	5.245593873	6.057113112	4.037142335	5.744317976	7.205616799	8.476614648	8.138492758	6.342160629	6.861495959	7.698271933	7.973826094	2.915027808	3.033531668	2.734644763	2.913665269	3.315535402	4.34749044	4.037997055	4.583612029
FUN_002516	13.33670685	12.38563645	8.334748329	12.73601861	15.17027195	16.04122303	16.14175489	12.77102196	10.51524188	7.719348523	13.93195533	5.996347034	8.247487	11.80366205	10.2500398	8.381719545	12.28352562	32.14849219	20.11897825	40.37730247	36.540742	18.68827514	19.842427	17.09420076	40.02604656	34.0416525	38.6828205	24.12712364	8.0206588	5.859365589	7.651091794	5.305227	4.324893157	4.929978507	4.607275532	3.74789134	19.16569632	18.72658323	15.66110629	13.89045249
FUN_002549	29.14074561	25.40899266	20.36677174	29.02913093	22.92249301	33.55106003	22.58294346	28.36665925	3.880695728	3.200286397	4.577581918	4.6528427	27.41937401	26.92734813	23.4670672	22.57561595	4.747619707	3.072105568	1.817987069	3.426619126	0	6.833538952	5.03335133	5.617320338	3.507127484	3.149259899	3.63731306	3.220818759	5.899021506	5.249804943	4.97919393	6.411567411	9.965113	17.57044424	10.78781508	10.74728115	28.87885074	29.02361453	28.56576966	20.50328595
FUN_002574	1.216257624	1.342496522	0.8179874087	0.6647754855	0.8347830995	0.7965345019	0.7482561337	0.6192318051	0.6972702201	0.4306744942	0.6822436129	0.4057316564	0.5414381889	0.8324726873	0.505762914	0.6374589557	0.601323533	0.4758285094	0.4552940826	0.6992818071	4.000280565	0.7042681274	0.711909809	0.7318399401	0.5453927504	0.7189487648	0.4241549881	0.9680482488	1.299381	0.6476099017	0.8634845402	0.8817736789	0.8760423087	1.623416521	1.790978202	1.19321685	0.5559191728	0.6319355079	0.9604611593	0.7495008237
FUN_002580	3.411044444	4.709966872	2.261847622	3.013930529	5.585920736	6.562121556	5.795915996	5.617275587	4.130275511	2.464761718	0.8732129613	1.174503209	5.074973727	5.186909202	4.847046757	3.969054371	4.710089028	6.456751646	6.612689063	4.568408208	0.8131719375	1.377662398	1.882223349	4.406814027	6.686168787	6.299145635	7.220471267	4.582523297	3.090142889	2.012234596	1.4333155	2.276037789	6.609559642	7.739934694	5.866070757	5.766539293	7.148728432	4.975204858	5.87234639	3.405112124
FUN_002683	1.024767626	0.8182227443	0.7003200349	1.073130879	5.578083762	6.38497987	6.815699979	5.544209009	0.8812716517	1.001337349	0.4417281605	0.7475675036	0.6741473953	0.7855558689	0.7688211529	0.9291515804	1.522655056	0.7365108543	0.9027787918	1.216001334	0.1587301667	1.058688218	1.42645902	0.9977161533	1.271082139	1.728956385	1.481390376	1.393485632	0.4466726936	0.8751338152	0.8622841609	0.8426577364	0.9473565137	0.7992694259	0.2240206404	1.276226568	9.061103348	6.255664099	8.397676073	9.046987402
FUN_003535	20.44933069	24.96758912	25.2074399	22.05518692	35.47275907	46.54385266	38.42833155	41.30349733	51.00042477	64.43372979	62.05945683	54.91942665	47.17846969	49.97074903	43.69801357	40.07366589	13.98487587	19.70626292	24.55219543	12.8302086	20.2983893	32.55701833	19.37287351	31.13417984	34.08557774	34.64001346	29.98408652	32.03261939	58.35390439	68.37252054	66.24201006	62.53365329	22.591238	31.69358419	30.197849	22.90176917	41.36173203	41.19011723	39.41282096	37.02009406
FUN_003588	0.6979771396	0.71581618	1.1089346390000001	0.3596826703	1.016883956	0.9783428333	1.335818766	1.31790911	1.079755768	0.6786912071	0.669822407	0.9690576109	0.9691541449	0.6109863614	0.7120002461	0.6078938915	3.506204563	2.432260756	1.554171637	3.854091938	5.916770077	0.4301075269	3.520571014	0.8350533158	0.6515522147	1.23444304	0.8740374775	1.443548725	1.060485047	0.6118647069	0.6697362047	0.8658161766	1.013875702	0.7659367045	0.4344271272	0.9066194821	0.5642867532	0.5522108652	0.9933842309	1.261456594
FUN_003719	0.5034737812	0.7724792231	0.7564298073	0.7440480562	1.1922959	0.9866198374	0.8601462813	0.7145789802	0.7153483971	0.7502144081	0.9016598779	0.6616211759	0.5369507805	0.6166671487	0.6426624388	0.3391075754	0.7925983159	0.9668776216	0.9497686433	0.8200682313	3.302497138	0.5515902429	0.5865112682	0.7743200991	1.380667638	1.062244407	0.6955178867	0.6981996506	0.5473843445	0.638714833	0.5294835599	0.8268631444	0.6700401577	0.4605426542	0.3985672797	0.8179501878	0.6207802675	0.8450131839	0.8820778924	1.026481227
FUN_003849	13.71370946	14.20166519	10.41923329	14.95518055	13.02762156	13.80158563	10.99354802	13.20311966	11.37363978	19.43556876	15.72907774	13.48079277	10.20806109	11.84552039	8.251724462	7.080436124	8.467894356	14.36081814	10.96194016	15.66968318	3.706227417	14.99174628	8.387485989	12.82181939	14.04989832	14.88146159	14.98035946	13.90558746	13.44168306	16.24948542	15.51711418	16.34426086	14.57762975	16.41679519	17.7517108	13.38575386	13.91022946	12.33139665	12.97949643	9.384386265
FUN_003854	20.34721703	18.94218881	14.01550129	20.25378	8.423701245	12.74234345	7.537579085	14.55778398	11.70600923	16.07050051	16.02949197	11.37382642	14.14850944	15.24865001	9.73612515	8.027214585	13.6221062	22.63857865	19.67447103	17.07167088	30.31358215	17.05149531	10.13692393	13.39947615	18.90204921	17.74904859	15.3492742	18.32798081	15.22274902	16.40286822	15.2000586	12.4420843	15.27924631	15.49952098	15.63770962	15.19084977	12.90977894	14.75902896	13.77342457	11.3633699
FUN_003928	1.098112926	0.8946740507	0.9039822733	1.039438834	0.7465515735	0.8175885723	0.5309476793	0.7730013796	3.623435757	4.544143282	4.645640615	3.631878554	4.894974586	4.57745054	4.142792513	4.195765924	3.693256394	3.997140535	2.935551643	4.295791643	24.85393483	1.772512882	1.488638054	1.979515435	3.74271713	5.225323981	4.295667874	4.241176558	4.143983111	5.098455951	4.424579089	4.416496796	4.615955441	5.023689872	6.543306642	4.5601532	0.9616496013	0.7335253901	1.083076688	0.6758383045
FUN_003983	0.3331616751	0.1859703688	0.2339819858	0.4300504294	0.2490847302	0.4843453971	0.696638241	0.2064237891	0.5644823654	0.326102466	0.2317308529	0.3079678839	0.3441959567	0	0.519840157	0.3064103063	0.8704985249	0.5299241846	0.3388656058	0.3268651099	26.11607486	0.323696402	0.6940467745	0.7819749854	0.2005111644	0.2985017529	0.3986922037	0.5923216396	0.616126803	0.579215446	0.3327361278	0.6201073497	0.8652628958	0.438432365	0.5391644718	0.4863320537	0.6404776751	0.1821365442	0.1740546241	0.2317551828
FUN_004009	6.538217581	6.863140452	2.777382057	7.769917171	2.000721363	6.987865865	5.16078233	6.777583685	5.420473096	10.56074928	10.54872541	9.457791694	6.824434822	8.203818049	5.351443431	6.429702134	2.002930593	6.887426731	2.505254311	7.87417338	25.77806427	7.49194627	1.932229913	3.801173177	6.250122789	7.692283388	7.217736239	8.570082419	3.576695718	9.102572738	8.318333644	6.134823333	7.368115075	9.686322906	9.978197473	7.073135641	6.32403363	5.644400165	7.005460235	5.783436272
FUN_004090	0.4285420889	1.395358407	1.353692397	0.6782861125	0.640082947	0.9207529039	0.8942959545	0.8425584101	0.9531390286	0.5393242214	0.2628828478	0.5345836689	1.716308877	0.613018431	0.5641531469	1.098539006	1.154083704	1.670428666	0.3543970542	0.8155954776	74.03864363	0.435697125	1.431623917	2.0727711110000002	2.131324519	1.888463262	2.216314932	1.875326629	0.3106026899	1.49588593	2.111489188	1.524065042	1.183964817	1.139180627	1.419802561	1.506780084	0.7935680992	0.5174357345	0.9885544681	0.417413087
FUN_004105	0.4101592075	0.6128701176	0.3395290588	0.2308439811	1.109550765	0.2688030755	0.8194878302	0.9475272075	1.440420569	1.471683308	1.051903226	0.7449621346	0.7091111698	1.285763784	0.87778006	1.582675756	0	0.6732995094	0.4583396531	0.2083826038	14.40376989	0.06325109804	0.488931375	0.5155887292	0.1443001515	1.038150788	0.7233626774	0	1.631851925	0.5219780192	0.5168907358	0.24666668	1.007448187	0.2351588696	0	0.3863420769	0.3783275283	0.08984726415	0.3338675192	0.1086956522
FUN_004160	9.674603351	10.7225482	7.493672772	10.09218958	7.405847438	9.973109595	7.683959575	10.37007132	9.624189606	15.5228547	18.64138563	10.94501193	8.689121192	10.38378286	4.148619858	4.213702096	5.558818084	12.12312615	6.704670922	9.820596033	18.24743114	12.74707461	7.48531107	9.307838896	9.824275115	11.27743735	12.63748709	10.13360111	14.33450162	16.42704384	13.2753628	12.37038108	11.93729326	14.68311462	19.96189879	12.19816223	8.617443169	10.20418145	7.715823981	6.399769258
FUN_004173	0.6977837619	0	1.148615208	1.672992566	1.548633957	1.874827408	1.208230257	1.456547294	2.230641615	0.8223467333	0.8886577927	1.33094652	0.9785421084	1.455947885	2.145504969	2.235524893	5.248599447	2.011069484	1.372879111	3.028381952	0	0.8344733256	2.390759492	0.6470352656	0.8603731111	0.4897186071	1.030269873	2.236868358	0.8915727765	2.357019647	1.335378304	1.905990208	1.862352639	2.587100611	1.083116244	1.752038306	2.029634494	1.255799263	1.378418351	0.8398011944
FUN_004293	3.526022269	4.336202837	2.44749625	5.135964438	4.319203096	4.803410087	3.486188521	5.097187095	2.770280187	5.963031177	4.748357603	3.690969065	3.025885661	2.610024024	2.050183469	1.971136535	2.595644436	5.126478754	3.916255315	5.001073771	15.17346273	5.471798987	2.636816658	2.854878685	4.500694527	4.205489386	4.344743063	5.060807416	5.217334079	5.652974195	5.401258929	5.46347799	4.572363101	5.382823093	5.759090415	4.654607963	5.352533959	5.692416843	4.990293085	3.052182953
FUN_004476	0.4374176	0.2676485231	0.8376649228	0.3844777323	0.776651129	0.3986723439	0.5560027066	1.037166897	0.6450812567	1.486406825	0.9710326869	0.8672452308	0.3944858111	0.04662004848	0.4560023318	0.5544599593	1.658263949	0.35684650489999997	0.2897578612	0.213160827	11.29204482	0.7582169317	0.4492293128	0.8953788664	0.2512928966	0.7706615154	0.2159695222	0.3454912318	0.8716871263	0.8694450332	0.8050701306	1.273458146	1.640166313	0.3489813267	0.06540222302	0.6700609882	0.551573164	0.2839933955	0.2235761481	0.5320859667
FUN_004766	6.244428668	5.746060816	4.423957842	7.054313783	3.461806942	6.606972386	2.83737644	4.433935089	2.376399202	1.95349234	2.057285409	1.708830493	3.549057964	7.816970432	4.752300721	4.592320949	4.436294402	4.88360448	3.979599297	6.012126442	20.7998153	1.598468977	2.161586346	0.9680427882	5.161403076	6.055571158	4.959686997	4.761198784	1.571810521	1.169153706	2.851277523	2.30240313	7.784361895	10.07752793	11.09572672	8.521626492	5.020278103	6.337761035	3.935633536	4.199608126
FUN_004871	1.190838341	0.9739149151	0.6828917543	0.5466291794	1.103616234	1.26511114	0.7258378739	1.338350729	1.354287681	0.5311804281	0.9355711243	0.7461837	0.3705303149	0.2157689309	0.6939701846	0.7254101289	1.200504258	0.3991656965	0.4167119011	0.6358299925	8.173604867	0.09626653039	0.6262274018	0.3228286685	1.149140307	1.246003967	0.8777376642	0.7587547419	0.5831978932	0.6241823467	0.5599515185	0.5211889881	1.261576571	0.8382105775	1.262168847	1.532038809	1.259832619	1.11213184	1.090958831	0.6139473398
FUN_004880	5.207634111	7.134940716	3.964939115	4.676504394	12.23641692	13.30237921	11.98538805	12.32403953	6.622309603	9.105103798	9.507666967	7.316946451	4.707572975	3.160937229	2.212596304	3.625073274	3.960795683	5.662828846	5.643442714	4.628244126	3.316781044	5.585298814	4.025636914	3.163858937	5.44162156	5.308170968	5.577257045	4.426697227	8.76095349	8.105485449	8.714795557	9.204970244	4.484196406	4.739848401	3.703233403	4.792053726	13.28175658	15.11948417	12.82369398	10.6065953
FUN_005090	0.9689624292	0.7076465888	0.9129768995	1.752260293	0.2987139295	0.4684365338	0.3822388447	0.3326482778	0.8340287088	0.4875811555	0.3469833776	0.1711043333	0.5471611798	0.8964333821	1.022911285	0.7901804622	0.746734039	0.524692139	0.2563046093	0.7281278283	6.229440721	0.2139506564	1.405661993	1.015632893	0.7717709462	0.5963910369	0.086309525	0.8274483457	0.2776714796	0.7237486747	0.2605729344	0.2167361326	0.803050354	1.584022487	1.127743692	0.984282276	0.2070343636	0.5018415394	0.6305124378	0.3154227469
FUN_005091	4.435690937	4.713760814	2.940637809	5.706777289	4.217433086	3.930765872	1.641156476	3.563891595	2.797656943	3.586523566	2.869017077	2.433945609	2.836340617	3.665865391	2.002900198	2.39308882	0.8156028298	5.477259346	5.12163893	6.359141486	3.371252821	4.0643275	2.792060882	6.133903133	3.43175178	5.193251087	5.879542592	7.205033529	4.952716855	3.536809267	3.85692914	4.061481165	7.607808864	4.877956407	6.929632882	5.870996271	3.86245406	4.097521521	4.802355277	3.765331894
FUN_005093	0.45454545	0.1893939318	0	0.3846153846	0.5171911477	0.2729677667	0.19280525	1.131307111	0.4892274894	0.04025765217	0.2880931398	0.3338191868	0.3993055568	0	0.1683248046	0.08888889333	0.8010556909	1.06025751	0.2790178542	0.6210885439	1.944260958	1.264295594	0.3260869565	0.5075477206	0.3824300781	0.3283064468	0.1126126081	0.3561253556	0.4837871196	0.1665306703	0.2043856154	0.2974867582	1.071871262	0.7522020123	0	0.6256644835	0.700035025	0.5443804286	0.05055611628	0.2277328
FUN_005153	1.543177427	1.532271985	1.569114019	1.58716738	1.612293306	1.88692624	2.256285816	1.518379301	1.710164744	2.150350904	2.153855238	2.205893343	1.42993504	1.717460894	1.210177613	1.409624973	1.805648731	1.65923021	1.405522529	1.775418748	27.39223073	2.708840343	1.7373017610000001	1.703239771	4.179502679	4.399336541	3.272059747	2.801375802	2.050580983	2.135044274	1.696969963	2.468464213	3.191193062	3.752591591	3.964039368	3.449219812	2.128756796	1.699873168	1.620270391	1.560273925
FUN_005234	6.652145755	8.15638531	5.803872301	7.70740395	16.25878565	19.18168417	10.06702951	12.65062128	13.08660486	27.33501776	26.91066163	13.85605953	5.751249374	7.219905568	3.210946978	3.489532213	6.762509231	8.645966703	6.858509667	10.14055212	1.233841211	30.25184487	9.522271173	16.16006969	17.6585939	21.65992327	18.43036248	15.30611535	28.9569695	23.3478304	20.11799776	17.8697078	13.92569721	20.07382815	15.94239092	10.52008463	12.88662179	14.92049044	18.2858065	10.39663258
FUN_005250	1.266051258	1.387054161	0.6068354826	1.822290375	0.986990635	0.1451561634	1.608485917	1.128025589	0.4593896397	1.186430852	0.5035476149	1.574582078	0.7643675061	0.7061265469	0.3379147742	0.7028959886	1.12317726	2.015188061	1.739332614	1.159619368	16.61899171	0.8620005802	0.8493011452	0.2225255622	1.952319168	0.6440600344	0.8188888483	0.4290497134	0.699949662	0.8441953544	0.3988745238	0.7121652794	2.03973468	1.240570041	0.0591716	1.360471653	1.221016017	0.5205364098	0.08795887179	0.3465379921
FUN_005337	43.3260098	45.34871568	30.66597147	41.32231021	30.12472236	38.9981943	28.67632503	33.89200261	33.41092877	43.79211038	45.5434891	36.29809255	38.01573012	38.9738464	33.26026235	27.81464849	30.91206852	51.43034674	35.48895941	40.19127004	33.75950738	37.5737701	29.62407588	31.62283466	39.66463725	44.56892408	37.46992323	42.53910394	39.92499277	41.55967216	41.95083023	42.42915337	39.59867583	38.0329	35.03010629	40.95842912	34.77005169	31.69061245	34.93365221	14.05491662
FUN_005703	0.3968253922	0.7784160952	0.2631578947	0.6610729649	1.029122382	3.222526543	3.506957878	4.005684148	0.8129093167	1.758098224	0.4838709677	1.050986056	2.47730897	8.596732211	3.22382475	1.832219447	4.465600571	6.1563484	4.330039714	5.653838269	10.33076835	4.586702438	4.281163846	4.71948882	4.731931086	5.3193285	4.978303821	0.6550802182	0.6666666667	1.665101518	0.4502696567	1.599191633	5.425163097	6.13010337	6.724464677	4.105419132	4.699023098	3.964541642	3.697411755	1.983408765
FUN_005712	82.06328235	84.01317124	69.67053792	85.84389797	64.80437	76.15492789	71.55082331	72.19334327	71.19476892	86.68718616	84.5609031	73.2428749	73.80186922	84.37919216	68.93179928	68.35218639	55.02024235	83.91206045	69.47252465	80.21259482	18.40883856	86.74676487	75.5380057	81.55870751	84.1670012	87.89085587	86.41346623	78.7559027	82.07401667	83.76024011	83.76439145	78.30860543	82.98813549	91.59531519	89.59151962	85.64869468	76.76744061	75.41732485	71.35216405	79.98543125
FUN_005720	1.268661764	1.285681256	0.8780603324	1.253439953	1.29650792	1.183568918	1.186373376	1.271506778	1.628380491	2.122614026	1.94714243	1.931726919	1.001502482	1.405563978	1.286699916	1.375497603	1.085018067	0.7558745419	0.8959108522	0.923904936	6.283308286	1.884151499	1.428860695	1.474213552	1.326855355	1.565875583	1.737514597	1.447678603	1.908516316	2.566385432	2.340343074	2.061457818	1.901203586	1.408845128	1.782420685	1.331628173	1.208566591	1.11551835	1.555182953	1.163209258
FUN_005748	54.84680078	52.93525585	43.6094485	55.04142048	43.99484561	50.7392015	38.03208303	48.32857177	39.25885072	52.78907762	53.1665351	44.08525724	63.260208	70.36021705	54.30019962	52.2756989	42.13962431	63.20713078	52.02997937	65.77740105	12.36748363	70.56135158	56.9961788	61.60689952	61.3089039	65.98394675	63.00132723	60.45384966	50.17380097	53.38984023	53.57837296	51.0686616	64.04885169	69.94657131	65.82158672	62.67735164	49.54844212	51.49701464	47.41651188	34.34597023
FUN_005898	1.414766391	0.5081395446	0.5450206491	0.1954712	0.2969246772	0.8962989806	0.2404281721	0.7413998874	1.263562599	0.8999519	0.2698772828	0.1784475038	0.2875243696	0.2497502462	0.854448281	0.09555661538	0.773743359	0.06613756349	0	0.03597122302	33.63000317	0.5402546154	0.1039501081	0.2065441633	0.1693722987	0.4265269939	0.1809379441	0.6199356396	0.1993625034	0.3110647273	0.1224081419	0.146635404	0.4742876503	0.6040163404	0.362823989	0.5709409641	0.0851320915	0.3644349537	0.6237537162	0.3635323478
FUN_005943	57.99451417	61.70280305	52.09085785	60.187281	17.61120141	31.9110592	33.59934182	24.16342523	63.14865377	85.88329225	75.36641357	67.33051861	58.3055821	52.30419585	54.65985288	55.86881325	15.37500362	16.15616961	36.80162422	34.2940635	8.457158964	45.91573004	37.385558	36.87319846	41.01460771	37.68791877	45.65025138	32.05416679	71.57906604	74.74870871	77.76383953	74.83367197	80.23892498	84.28056513	79.80553863	78.41778773	31.23625186	30.96919761	24.8189661	30.52260243
