exon_id,n_samples,n_cpgs_nearby,n_cpgs_tested,n_cpgs_selected,cv_method,rf_r2_cv,rf_r2_std,enet_r2_cv,enet_r2_std,enet_alpha,enet_l1_ratio,n_nonzero_coefs,best_r2_cv,best_model,species
gene-Peve_00031822_165755,37,9,9,9,5-fold,-1.7112947997156058,1.9467493403506353,-0.7729142032386438,1.0574189527207094,29.529820970551462,0.99,4,-0.7729142032386438,ElasticNet,Peve
gene-Peve_00016101_85227,37,9,6,6,5-fold,-0.6258366362469826,0.617647995570734,-0.2051999318409202,0.2647590701211453,242.96143888200928,0.1,0,-0.2051999318409202,ElasticNet,Peve
gene-Peve_00041741_217269,37,35,29,29,5-fold,-0.6400246823537181,1.3651421011552423,-0.32956603609569374,0.4214645580306114,365.2598057682458,0.1,0,-0.32956603609569374,ElasticNet,Peve
gene-Peve_00005514_29621,37,42,34,34,5-fold,-0.9166027620621451,1.1012076223908422,-25.611136314297575,51.30549018124379,0.30019249401915943,0.5,34,-0.9166027620621451,RF,Peve
gene-Peve_00015420_81501,37,4,2,2,5-fold,-0.14147168096802468,0.0889405009770039,-0.0778717528612873,0.05396530821434781,74.20210496308297,0.1,0,-0.0778717528612873,ElasticNet,Peve
gene-Peve_00026632_138829,37,2,2,2,5-fold,-0.2697861926287925,0.21484760705412298,-0.21867225605520058,0.1318750913466746,17.467978098659625,0.99,1,-0.21867225605520058,ElasticNet,Peve
gene-Peve_00003934_21107,37,5,5,5,5-fold,-0.1815936285931497,0.252549061769268,-0.4681937948478053,0.6056157681079566,1.5523752284512935,0.1,5,-0.1815936285931497,RF,Peve
gene-Peve_00007613_40592,37,3,3,3,5-fold,-18.43637040404013,36.04923208361361,-19.37119708431003,38.57489556585175,379.7766120285424,0.1,0,-18.43637040404013,RF,Peve
gene-Peve_00018113_95062,37,7,7,7,5-fold,0.022699840539042393,0.32475230462647414,-0.10312983812448295,0.05520165169721884,354.81026342048176,0.1,0,0.022699840539042393,RF,Peve
gene-Peve_00009721_51467,37,5,5,5,5-fold,-1.4559890735395427,1.3118315027716678,-0.9798148089473981,0.9420454315170588,371.002679763612,0.1,0,-0.9798148089473981,ElasticNet,Peve
gene-Peve_00024001_124829,37,5,5,5,5-fold,-0.29132878926356376,0.3143542733377391,-9.673373090475433,18.639057079721976,324.20179646100667,0.1,0,-0.29132878926356376,RF,Peve
gene-Peve_00012263_64081,37,20,14,14,5-fold,-0.7086185739146107,0.7102512715165145,-0.3591242995685504,0.6037923929814342,78.3044394839854,0.99,1,-0.3591242995685504,ElasticNet,Peve
gene-Peve_00043990_228507,37,5,4,4,5-fold,-0.12318681786274462,0.14735718595707561,-0.10422211477457663,0.057498576018597404,7.233134888272228,0.99,2,-0.10422211477457663,ElasticNet,Peve
gene-Peve_00042123_219450,37,27,27,27,5-fold,-0.21939214834770673,0.3031196503071636,-0.04313974329008556,0.22591103620949982,1.7691747334715033,0.1,27,-0.04313974329008556,ElasticNet,Peve
gene-Peve_00011470_60366,37,23,11,11,5-fold,-0.3153259945898375,0.33885798178581505,-0.2524777499721434,0.41785001691574947,923.2293253822259,0.1,0,-0.2524777499721434,ElasticNet,Peve
gene-Peve_00011169_59033,37,5,4,4,5-fold,-0.2140827902736254,0.3623258996267416,-0.5639723389213296,0.7395020677887995,1106.9132991069969,0.1,0,-0.2140827902736254,RF,Peve
gene-Peve_00033265_173082,37,2,2,2,5-fold,0.08544013412947907,0.2040769743187514,0.12908201780382866,0.13706816086159823,0.6090222187134864,0.5,2,0.12908201780382866,ElasticNet,Peve
gene-Peve_00042169_219703,37,2,2,2,5-fold,-1.1011675743425553,1.1950275230781504,-0.5620914556187341,0.9485498860881317,5.206499597719531,0.1,2,-0.5620914556187341,ElasticNet,Peve
gene-Peve_00023592_122807,37,5,5,5,5-fold,-0.7395112206111608,0.8184629605226552,-0.32201654274998337,0.5839132788625184,0.7348148678421716,0.1,5,-0.32201654274998337,ElasticNet,Peve
gene-Peve_00021732_113433,37,5,5,5,5-fold,-0.5346130956727955,0.6082082843250974,-0.2286627511597527,0.21729260227541403,400.39323867669253,0.1,0,-0.2286627511597527,ElasticNet,Peve
gene-Peve_00016490_87197,37,12,4,4,5-fold,-1.7539627081876934,3.264791199065601,-4.708131877914539,6.558067409658429,0.1332205594051187,0.95,4,-1.7539627081876934,RF,Peve
