gene_id,n_exons,n_cpgs,n_pairs,mean_correlation,median_correlation,sd_correlation,n_sig_p05,n_sig_fdr10,pct_positive,min_p_adj,species
gene-Pocillopora_meandrina_HIv1___TS.g4194.t1a,12,117,117,0.04335131244400251,-0.04794633014853841,0.22786940583947035,14,2,34.18803418803419,1.9741087032269564e-232,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g16540.t1,51,432,432,0.007201988503968191,-0.05655664235312149,0.2176489338881703,34,9,33.101851851851855,1.9741087032269564e-232,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g18900.t1,1,51,51,-0.011059206035551439,-0.04794633014853841,0.17754821363574275,3,1,5.88235294117647,1.9741087032269564e-232,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14629.t1,2,15,15,0.04784060357347048,0.04888689844803813,0.2894281734436076,1,1,53.333333333333336,1.9741087032269564e-232,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g25374.t1,5,62,62,0.028655839270085772,-0.08291296298348375,0.24842947194102574,6,4,25.806451612903224,1.9741087032269564e-232,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g13514.t1,2,10,10,0.21489770507275746,-0.03984154434754085,0.3798229733895458,4,1,40.0,1.9741087032269564e-232,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g5815.t1,7,79,79,-0.053346315629606345,-0.0713114561318442,0.156984080841675,2,1,10.126582278481013,1.9741087032269564e-232,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g20249.t1,1,29,29,0.48798153875671396,0.5973691295575277,0.3454279250160423,22,13,75.86206896551724,1.334590027626865e-224,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g23132.t1,5,68,68,-0.041336555694879096,-0.07695211019310594,0.18667882890797574,3,2,13.23529411764706,9.028412102807318e-217,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g4282.t1,5,18,18,0.22771734327295867,0.08271053689882389,0.37171591895492034,7,3,50.0,3.392023706005306e-197,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g4699.t1,10,32,32,0.0960738985132252,0.040107477903921204,0.3530828600969555,8,2,56.25,2.9322843655634375e-146,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g2472.t1,1,30,30,0.07722169108005436,-0.06774309168690022,0.28109421914470095,5,1,26.666666666666668,1.7620545849946646e-40,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g3356.t1c,1,3,3,0.4976652215268362,0.7335760325241919,0.6504647257364004,2,2,66.66666666666666,5.0425582455354424e-27,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g9167.t1a,9,33,33,0.21095362153476244,0.09332370876222434,0.3200604570101898,11,5,54.54545454545454,1.7665732691195417e-25,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g5403.t1,10,52,52,0.08249078880907772,-0.05562110981153725,0.3136377259171242,9,1,48.07692307692308,5.0380846380270615e-24,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g118.t1,14,121,121,-0.0007541863940021964,-0.07533357001388678,0.21722804382031105,8,1,37.1900826446281,3.60650658609851e-15,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g10539.t1a,83,407,407,0.07422151653651754,-0.05223361800078401,0.25010761977548934,65,10,47.665847665847664,7.608174515271672e-09,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g10169.t1,3,8,8,0.09433723677226494,-0.06124959352303155,0.47731686827923087,3,2,37.5,7.746936416672662e-08,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g6653.t1,1,6,6,0.7553175779882054,0.8131077230029065,0.17250526766394947,6,5,100.0,4.939418030777221e-07,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g15812.t1a,8,24,24,0.1693561476373503,-0.028557999012885124,0.34107366579237325,9,3,50.0,6.858785990183741e-07,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g20405.t1,4,6,6,0.3801013120561303,0.23806247052572285,0.32713579958894096,2,1,100.0,1.196016971480538e-06,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g2268.t2,6,10,10,0.3694048339821407,0.4330608879574481,0.31143004908171795,5,1,80.0,3.820689963101244e-06,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g14358.t1,2,3,3,0.846467889229765,0.8544257852910161,0.022440721675947586,3,3,100.0,7.113136195452209e-06,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g23128.t1,13,45,45,0.03560940438033826,-0.0014395474060417994,0.24661166856550998,4,1,48.888888888888886,8.19713688191618e-06,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g1040.t1,1,3,3,0.6180592530102075,0.8353161540179781,0.45295837760361635,2,2,100.0,8.373676034027958e-06,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g27487.t1,3,6,6,0.7699570009276533,0.7765814773079625,0.12058842154441142,6,3,100.0,1.0334813512797645e-05,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g27474.t1,5,9,9,0.01900984251708726,0.05698593885806786,0.46308475894623763,2,1,55.55555555555556,1.1153688117870557e-05,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g19095.t1,3,4,4,0.36190983885703504,0.29548779162529204,0.35687345519777713,2,1,100.0,1.8975426032126048e-05,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g18918.t1,16,217,217,0.0648043183811832,0.035468712740783406,0.2271705970803737,26,1,53.45622119815668,3.446657610076031e-05,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g19978.t1b,1,9,9,0.44022299935983233,0.5150549729062133,0.3430588219281122,7,1,77.77777777777779,3.775445271210005e-05,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.26632_t,1,5,5,0.5813731011568725,0.7790665595646743,0.363440863670411,4,3,100.0,4.307323216834525e-05,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g2389.t3,6,10,10,0.17621987330533867,0.13266825831389903,0.4451189523124975,4,2,60.0,6.942787148631653e-05,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g3237.t1,5,20,20,0.16411038561418295,0.20490295440106998,0.30871546124265636,5,1,60.0,7.944157105297707e-05,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g7753.t1,1,19,19,0.3846784673289155,0.46021947873799723,0.29276217558969597,13,3,78.94736842105263,9.49040911152553e-05,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g5536.t1,4,9,9,0.09320521980947315,-0.05448683969370181,0.45206449096036555,3,1,44.44444444444444,0.00010104649549680404,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g9632.t1,16,48,48,0.27386863488678564,0.2856970795125427,0.32368476275498326,21,7,68.75,0.0001511252077035721,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g14806.t1,2,15,15,0.14502259674584544,-0.03571428571428571,0.2858144434245125,4,1,40.0,0.000203188424339809,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g28590.t1,3,22,22,0.14123326818971352,0.1685591605690041,0.2329701553910271,1,1,68.18181818181817,0.00020998174368463696,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g12216.t1a,10,98,98,0.003333129780863105,-0.08529052405238083,0.2201806720840382,11,1,28.57142857142857,0.00021932479092976668,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g10953.t1,18,57,57,0.058547105243246654,-0.06659729448491156,0.23524342503999696,6,2,40.35087719298245,0.00024712062712034326,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g7121.t1,2,22,22,0.17510353145594715,-0.04713472062848287,0.3726262089210238,7,4,36.36363636363637,0.00024712062712034326,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g3356.t1d,1,4,4,0.61726612620866,0.5826463872579644,0.13774397309253705,4,1,100.0,0.000250530841350083,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g24871.t1,14,58,58,0.08374294196416895,-0.04634975536174836,0.27331490637358874,12,3,39.6551724137931,0.000250530841350083,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g3504.t1,1,5,5,0.07343768865126574,-0.09599815685308247,0.45027960099146636,1,1,20.0,0.0002622730210438409,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g7227.t1,13,95,95,-0.037126847519172355,-0.08591246929842246,0.16196722265762425,3,2,25.263157894736842,0.0002713545984974468,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g24945.t1,1,11,11,0.2529534586432678,-0.05768430838909743,0.393624771957448,5,3,45.45454545454545,0.0003303760046291921,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g15613.t1,5,71,71,0.4907526698291627,0.5584514214588924,0.22701415063983102,55,18,97.1830985915493,0.00036141257622667914,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g1559.t2,9,18,18,0.06904864965511741,-0.03951959022163895,0.2690296426995586,2,1,50.0,0.0004229235604796159,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g8556.t1,22,103,103,-0.05054025656458549,-0.07968925225899767,0.14954923778672366,2,1,24.271844660194176,0.000459830293488039,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g7269.t1,3,36,36,0.025043368517141798,-0.0021975660929911926,0.2863350708836971,5,2,50.0,0.0006010170764158212,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g2982.t1,2,32,32,0.4461844547769846,0.4399947284379604,0.17072692206422055,19,3,100.0,0.0007102258812809247,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g21381.t1,1,5,5,0.4631959617816353,0.7348844055860662,0.44889088309455977,3,3,80.0,0.0009565455269300674,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g170.t1,3,12,12,-0.001083839076571745,-0.14429407660208945,0.353560580704348,2,1,41.66666666666667,0.0009571337859382216,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g18559.t1,10,74,74,0.05183859597360895,-0.04791968589521738,0.2144383032504429,8,2,44.5945945945946,0.0009571337859382216,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g20779.t1,2,12,12,0.20876139361543875,0.10518537004535863,0.2554117894301695,3,1,83.33333333333334,0.0011722348966040372,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g17528.t1,5,30,30,0.024779830995128163,-0.0826934041619231,0.2283909414871112,2,1,36.666666666666664,0.0011722348966040372,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g21822.t3,8,40,40,0.1271165192254733,0.06519490666634342,0.27261902511749314,9,3,57.49999999999999,0.0011722348966040372,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g12330.t1,5,67,67,0.0317757617454314,-0.09774179822111347,0.22347154886037734,6,1,44.776119402985074,0.0011861112291486177,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g26268.t1,9,30,30,0.18633187427815187,0.01077242570538173,0.31493565090975406,11,3,50.0,0.0011861112291486177,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g13322.t1,3,8,8,0.3669781225331326,0.391632409847617,0.36448043835761423,5,2,87.5,0.0013876484896501648,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g6824.t1,5,20,20,0.11218001913772073,0.043669938695028394,0.2441415252174224,2,2,55.00000000000001,0.0013876484896501648,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g12883.t1,1,23,23,0.121108545929686,-0.0713436385255648,0.26582665757393587,4,1,47.82608695652174,0.0018650857727430116,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g21592.t1,4,44,44,0.117527621446631,0.06687170831106894,0.2500145262279292,7,1,59.09090909090909,0.0018852398314968637,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g3333.t1,1,6,6,0.39564738587098763,0.47095095212810045,0.3924931847800914,3,1,66.66666666666666,0.0020700342876877314,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g30315.t1,4,16,16,0.21379061231689087,0.16283001974696307,0.23137660548716885,4,1,87.5,0.0021481245717481067,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g25814.t1,8,35,35,0.05655694449116164,-0.029428111911709645,0.31473581089430464,8,2,45.714285714285715,0.0024168289652421703,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g28337.t1,6,43,43,0.07787131165522063,0.030345767361344016,0.23535414467551194,7,1,51.162790697674424,0.002903509151749058,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g17455.t1,1,7,7,0.6165766530875982,0.6581201893862917,0.1382785075156604,7,4,100.0,0.0030220776024365036,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g7920.t1,3,9,9,0.05096349044334228,0.04815864795619125,0.33378575420792106,1,1,55.55555555555556,0.0030220776024365036,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g7290.t2,3,14,14,0.09738727322318179,0.0018575268308329005,0.30331474763195776,3,1,50.0,0.0031784434550261175,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g1129.t1,2,11,11,-0.004572043350372001,-0.07681755829903977,0.257797508737175,1,1,9.090909090909092,0.003249906259305544,Ptua
gene-Pocillopora_meandrina_HIv1___TS.g14632.t1,1,9,9,0.6924214645995638,0.6988749818836696,0.07356491123323707,9,3,100.0,0.003304557855757234,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g8904.t1b,1,1,1,0.8571461457448095,0.8571461457448095,,1,1,100.0,0.0033148602395318325,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g23851.t1,5,21,21,0.06954908320112321,0.10327956077282952,0.2753671533031933,2,1,61.904761904761905,0.003846397396941026,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g8591.t1,3,21,21,0.11936218142364138,-0.05768430838909743,0.3141639757712559,5,3,42.857142857142854,0.004114275307492925,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g6407.t1,1,2,2,0.7690207097557247,0.7690207097557247,0.043183316353379776,2,2,100.0,0.0044987904749243385,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g19966.t1,5,27,27,0.12008445219470178,0.017592079623921373,0.2790348091520195,5,1,51.85185185185185,0.004688224101219163,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g19973.t1,3,13,13,0.4151296251459764,0.6456009721692736,0.4393496974412725,10,5,84.61538461538461,0.0048384959957633355,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g4031.t1,10,46,46,0.11778093444987794,0.13148908004187362,0.23363549593609279,7,1,67.3913043478261,0.005045330676437789,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g15577.t1,2,14,14,0.506386251760456,0.5969268606755249,0.266243421475385,11,1,92.85714285714286,0.005095758119489005,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g13829.t1,10,100,100,0.10931467153306429,0.0942477503362916,0.25013921963104613,11,5,61.0,0.005139743564445369,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g20363.t1,3,6,6,0.2712206914540149,0.27638109575361886,0.28990425228253797,2,1,83.33333333333334,0.005308756948771897,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g19856.t2,1,40,40,0.15205370767612766,0.13455333136682954,0.2531483342866903,8,2,57.49999999999999,0.005620902412806092,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g21286.t1,3,26,26,0.24918830511947374,0.2569275161441669,0.3802031321131712,12,6,65.38461538461539,0.005624284919357583,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g5588.t1,1,4,4,0.7685353429652598,0.7620822669847616,0.03726375233603604,4,4,100.0,0.005902793144009152,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g268.t2,3,3,3,0.23574741764456994,0.24719116812736688,0.5085476387146881,1,1,66.66666666666666,0.006166325007732061,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g22487.t1,1,4,4,0.5308824180714746,0.48333835941743075,0.1420225501840024,4,1,100.0,0.006604582151788139,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g11625.t1,15,95,95,0.002063920181879417,-0.0013769348798645777,0.19860752134564316,3,1,47.368421052631575,0.006960616975239994,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g3991.t1b,5,56,56,0.061461471735975666,0.0417202452769548,0.21321404069396316,2,1,57.14285714285714,0.0079088792667931,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g10593.t1b,2,44,44,0.10173678786542141,0.07064356579597958,0.26575305335648564,8,1,59.09090909090909,0.008018434825266423,Ptua
gene-Pocillopora_meandrina_HIv1___RNAseq.g8902.t1,1,16,16,-0.5328622596768091,-0.5850485293661072,0.20165825664352977,13,6,0.0,0.00874900678118545,Ptua
