gene_id,n_exons,n_cpgs,n_pairs,mean_correlation,median_correlation,sd_correlation,n_sig_p05,n_sig_fdr10,pct_positive,min_p_adj,species
FUN_000245,4,31,31,0.1006210965801172,-0.05773502691896258,0.3234097339541105,5,2,35.483870967741936,0.0,Apul
FUN_030062,1,11,11,0.30143403214728476,0.19481806986733888,0.2527836712529287,3,1,100.0,0.0,Apul
FUN_029762,1,10,10,0.0568427901022844,-0.04319061217837793,0.3317047504715526,1,1,10.0,0.0,Apul
FUN_025479,5,14,14,-0.011394511427526375,-0.10753387993147373,0.3344502100577908,1,1,21.428571428571427,0.0,Apul
FUN_026615,2,39,39,0.09478853019383651,-0.04761904761904761,0.3058074097637831,10,3,30.76923076923077,0.0,Apul
FUN_043204,7,31,31,0.05818598693175911,-0.08288326104343575,0.3565317159124892,5,4,35.483870967741936,0.0,Apul
FUN_032532,1,46,46,0.0903027997335526,-0.08320280137396216,0.30993336939817584,7,3,39.130434782608695,0.0,Apul
FUN_029502,18,129,129,-0.009956850356843237,-0.053376051268362375,0.20380061511892855,7,4,7.751937984496124,0.0,Apul
FUN_033676,1,58,58,0.033749783436036386,-0.047146787735617104,0.2450820214315493,8,4,13.793103448275861,0.0,Apul
FUN_012597,5,49,49,-0.003849459998518995,-0.020223034131232207,0.26259379457630305,3,1,46.93877551020408,0.0,Apul
FUN_025826,18,276,276,0.01377748475698606,-0.06428111492341967,0.21119097923228203,26,5,31.15942028985507,0.0,Apul
FUN_011509,2,22,22,0.07917920826065356,-0.04752709866617191,0.3382733193021267,3,3,18.181818181818183,0.0,Apul
FUN_013401,2,16,16,0.20250186810903664,0.19649427183014057,0.4005471348965373,3,3,68.75,0.0,Apul
FUN_035133,14,233,233,-0.002996641579402814,-0.06408085672700711,0.20294140589883572,16,8,17.167381974248926,0.0,Apul
FUN_022182,1,12,12,0.1535942426747516,-0.05438420296683557,0.39638824427658487,3,2,25.0,0.0,Apul
FUN_033280,1,21,21,-0.008100835450341883,-0.06014065304058601,0.23148178143439987,1,1,4.761904761904762,0.0,Apul
FUN_025346,40,447,447,0.009127718966360925,-0.015305126468886984,0.1949713245238132,17,1,47.427293064876956,0.0,Apul
FUN_000484,1,5,5,0.16853740660259173,-0.03571428571428571,0.46485425732386887,1,1,20.0,0.0,Apul
FUN_038222,8,52,52,0.028937121960813213,-0.0721110255092798,0.23506185331198323,5,2,36.53846153846153,0.0,Apul
FUN_032762,2,18,18,0.04357411420306831,-0.06774309168690022,0.29621072163565254,1,1,33.33333333333333,0.0,Apul
FUN_014904,2,51,51,-0.036991195289830435,-0.039269168621754266,0.27410949715370475,4,1,41.17647058823529,0.0,Apul
FUN_028267,36,165,165,-0.014002223365069495,-0.0801068804751829,0.19445845279608182,5,1,26.060606060606062,0.0,Apul
FUN_014824,8,112,112,0.006111993456356683,-0.05140163693778031,0.23130026689858502,8,2,25.892857142857146,0.0,Apul
FUN_034551,1,1,1,1.0,1.0,,1,1,100.0,0.0,Apul
FUN_032705,4,12,12,0.38302841814525124,0.39276417631420546,0.41488208865011345,6,3,75.0,0.0,Apul
FUN_011081,1,10,10,0.05459950762489112,-0.04880952380952381,0.33224503420007834,1,1,10.0,0.0,Apul
FUN_036039,2,34,34,0.04731327334859593,0.048395168077886776,0.33937552474155414,7,2,58.82352941176471,0.0,Apul
FUN_024580,1,3,3,0.5007202371776374,0.5535623484706925,0.5276888923251007,2,1,66.66666666666666,0.0,Apul
FUN_041619,10,22,22,0.10574032260624279,0.055268080306426215,0.2711913034224012,1,1,54.54545454545454,4.2558510860559836e-197,Apul
FUN_016600,13,106,106,0.009622827374187706,-0.05988640677588043,0.2202588706659895,7,5,21.69811320754717,4.2558510860559836e-197,Apul
FUN_025036,1,8,8,0.10905045238973327,-0.06616912470935397,0.3938440710399567,2,1,25.0,4.2558510860559836e-197,Apul
FUN_012565,5,17,17,0.0791353553538438,0.012344093111408876,0.3242025864174712,2,1,52.94117647058824,7.913084431379389e-21,Apul
FUN_006224,6,62,62,0.598282540051241,0.7430112376782934,0.3392202607123963,48,40,85.48387096774194,4.5788431820969085e-15,Apul
FUN_009420,1,5,5,0.8859257767479622,0.889696038313314,0.053538459101486795,5,5,100.0,8.82680955573253e-09,Apul
FUN_000522,2,25,25,0.5167697855298747,0.5374031086493523,0.25741903006657785,17,8,96.0,2.1108336459882798e-08,Apul
FUN_000523,4,35,35,0.49842878957009606,0.46726899420304635,0.20252054249775445,25,8,100.0,1.2987114012386088e-07,Apul
FUN_001993,3,10,10,0.5809952051339085,0.7159345373662199,0.3193498539969436,7,6,100.0,9.893246294277555e-07,Apul
FUN_018455,3,63,63,0.12329715900729073,0.11306019340871161,0.25831554279976743,10,1,61.904761904761905,4.900449344472613e-06,Apul
FUN_034358,4,18,18,0.0986689276159483,-0.06501341288969012,0.3177544373055823,4,2,27.77777777777778,2.2905772440426917e-05,Apul
FUN_009718,3,23,23,0.24940461454364063,0.24162461500717958,0.2398200703894386,5,3,86.95652173913044,3.920102009327246e-05,Apul
FUN_015221,1,1,1,0.8907259403387094,0.8907259403387094,,1,1,100.0,4.1492880335712383e-05,Apul
FUN_022789,2,5,5,0.7427190601713308,0.7620912167700403,0.06389944999198323,5,4,100.0,4.460205916829596e-05,Apul
FUN_011193,2,36,36,0.4792567811227474,0.4580433097278478,0.1672820753697506,29,6,97.22222222222221,7.998653414166038e-05,Apul
FUN_008634,4,13,13,0.25896199955404886,0.20340408857717843,0.23172398037086267,4,1,92.3076923076923,8.759738463605785e-05,Apul
FUN_026131,2,10,10,0.3960463838794813,0.3585394137055369,0.34389162651308464,4,2,80.0,8.910166516702263e-05,Apul
FUN_022144,3,20,20,0.691273389138905,0.8109617577978195,0.27570235715955765,17,16,95.0,9.440481258635754e-05,Apul
FUN_010748,2,111,111,0.5913630111149651,0.6029729247713314,0.1631777090482301,103,49,96.3963963963964,0.00010317211311271889,Apul
FUN_008179,4,23,23,-0.01349909186011039,-0.06892827280530912,0.23688259491789762,2,1,13.043478260869565,0.00011358862059602761,Apul
FUN_019693,3,12,12,0.0658547351058323,-0.02920896293183275,0.30770355768291163,1,1,41.66666666666667,0.00016358913895426032,Apul
FUN_042213,4,61,61,0.25494051029164627,0.2461698715646296,0.24124739197989606,21,4,86.88524590163934,0.00025943253657319146,Apul
FUN_042439,2,9,9,0.3916878640335306,0.5942350657512967,0.4021136599253642,6,3,66.66666666666666,0.00028708002381012845,Apul
FUN_006111,1,52,52,0.5979167989661037,0.6853151774047876,0.1922643700613128,45,26,100.0,0.0004889600462951917,Apul
FUN_011844,3,25,25,-0.26587756214770625,-0.25674815118835503,0.2878792352169736,6,5,24.0,0.0004889600462951917,Apul
FUN_040165,2,4,4,0.5676852048791584,0.7075726853188533,0.34486780524293514,3,3,100.0,0.0005727285655410477,Apul
FUN_038929,1,32,32,0.49166452157651186,0.5169937158426161,0.20410908283884982,29,3,93.75,0.0006667909294785548,Apul
FUN_014025,2,8,8,0.5942284460362651,0.6250662204861054,0.14564094039821146,7,4,100.0,0.0007302234583626713,Apul
FUN_026248,4,43,43,0.13819118128260113,-0.00628602335307273,0.31792377075595657,11,7,46.51162790697674,0.0008342302570002727,Apul
FUN_014492,4,10,10,0.01831429526795848,-0.010147047495938713,0.3345081274210097,2,1,40.0,0.0008357954824745077,Apul
FUN_038277,77,2626,2626,0.2658245198404319,0.2799164633814397,0.2251306655645895,969,101,87.09063214013709,0.0009792608503409,Apul
FUN_025842,11,24,24,0.1698967126570247,0.19331966997358335,0.2282567286729095,4,1,83.33333333333334,0.0010259153748831123,Apul
FUN_033678,8,67,67,-0.005184920610508684,-0.07397959183673468,0.19651415106754708,4,1,32.83582089552239,0.0010458184035249823,Apul
FUN_042166,1,7,7,0.49407929346014473,0.4865056464791747,0.12806683177840253,6,1,100.0,0.0012213538794094106,Apul
FUN_038093,1,12,12,0.3929444977708252,0.4248928968817431,0.23965556978163804,7,2,100.0,0.001335669954231072,Apul
FUN_018306,2,45,45,0.4889809857701317,0.4902172651803171,0.13798198655783872,31,8,100.0,0.0013958872647261082,Apul
FUN_024463,1,160,160,0.25728308925006943,0.3009479929525563,0.29474706946284274,69,6,75.625,0.0014571363865205512,Apul
FUN_027257,2,5,5,0.6268110686016337,0.6769892066791549,0.1682227337605499,4,4,100.0,0.0015134261147338255,Apul
FUN_001806,1,6,6,0.3869889049295055,0.5690533581315818,0.34694577569526813,4,3,66.66666666666666,0.0017900303400362676,Apul
FUN_004076,2,30,30,0.5507215416083124,0.6202575247298237,0.22731105863127574,26,12,96.66666666666667,0.0020437976458006902,Apul
FUN_039032,5,55,55,0.05338710648773723,-0.07269603816479032,0.28315516814598357,9,6,23.636363636363637,0.002402230889955758,Apul
FUN_040612,19,72,72,0.04147159520248821,-0.07971866874593521,0.24298169906410366,8,1,38.88888888888889,0.0024076585892583843,Apul
FUN_042471,2,3,3,0.483608698827202,0.7209097175685577,0.419416093981193,2,2,66.66666666666666,0.0024698360299187836,Apul
FUN_040407,14,36,36,0.23780237277234656,0.3766852217804359,0.33662084988657687,16,2,63.888888888888886,0.0025651930908452457,Apul
FUN_032503,11,50,50,0.16043457021830054,0.14045197829828665,0.30871776813709384,12,4,66.0,0.0026575368294200295,Apul
FUN_009717,1,19,19,0.46247912625778614,0.5417613636363636,0.27553602665456,14,3,89.47368421052632,0.0027455972538253,Apul
FUN_012618,4,30,30,0.0668588782661141,-0.039825579940012165,0.23610551930609458,4,2,36.666666666666664,0.0032326159916561325,Apul
FUN_011580,7,26,26,0.39087939026769536,0.45491965651337785,0.23867464109910275,18,5,84.61538461538461,0.0033138491851247938,Apul
FUN_030987,2,6,6,0.5129747886731738,0.6607623121906636,0.4020291707668528,5,3,83.33333333333334,0.0034571062168438083,Apul
FUN_028450,8,26,26,0.2241449541097959,0.30965463394824316,0.257661976828182,5,1,80.76923076923077,0.0036749766202904856,Apul
FUN_012290,1,37,37,0.1821506894495321,-0.04634975536174836,0.3066949452835383,12,6,43.24324324324324,0.0036749766202904856,Apul
FUN_043017,4,14,14,0.6046580909814426,0.6637769568143603,0.251583048615333,12,8,92.85714285714286,0.003694183518092294,Apul
FUN_006451,1,8,8,-0.1784952810513767,-0.1087111581122621,0.4036237138644721,3,1,25.0,0.0038573159368048386,Apul
FUN_002681,2,19,19,0.15258175426690898,0.10815396730287075,0.22714803935028138,3,1,63.1578947368421,0.0039894380599896275,Apul
FUN_023603,2,15,15,0.0036827680899315977,-0.04349942803425899,0.19791628086979102,1,1,6.666666666666667,0.004245595492199675,Apul
FUN_040801,1,9,9,0.46149234150624113,0.4513823119815246,0.3126587876415809,7,3,88.88888888888889,0.00429802947349437,Apul
FUN_035756,2,33,33,0.10449264817146915,0.03427369045674187,0.28031165095888255,8,2,51.515151515151516,0.004516736315603225,Apul
FUN_011087,1,2,2,0.8181334148906296,0.8181334148906296,0.03526457214542812,2,2,100.0,0.004539347161812992,Apul
FUN_024645,3,12,12,0.39817964838528735,0.42785209506875166,0.3467686736699911,6,5,91.66666666666666,0.005031150684525559,Apul
FUN_018546,4,20,20,0.10619588535684203,-0.05140163693778031,0.3073872561736604,5,2,25.0,0.005455021835230883,Apul
FUN_026087,3,22,22,0.36619222770205473,0.5559019073388214,0.32322226954479066,13,8,81.81818181818183,0.005780561013257368,Apul
FUN_015417,1,8,8,0.6375222946445367,0.6274750160816795,0.077108350416035,8,2,100.0,0.0059272066171140265,Apul
FUN_004490,4,17,17,0.18233297487331712,0.1755584082776474,0.3322378992765693,4,2,58.82352941176471,0.006244591145979356,Apul
FUN_003978,2,53,53,-0.5720519250803581,-0.564976907376056,0.0863261196954116,53,12,0.0,0.006562313689123836,Apul
FUN_020774,3,8,8,0.44958611038602825,0.5131929498153767,0.272438535756142,6,3,100.0,0.0070105840991570535,Apul
FUN_029169,12,24,24,0.12750271600024524,0.13634847188722315,0.24352482244566553,4,1,66.66666666666666,0.007218161874479565,Apul
FUN_038208,2,73,73,0.025846081648566846,-0.05629044362987297,0.19557328397999635,8,1,20.54794520547945,0.007542549446893755,Apul
FUN_014690,27,92,92,0.0783084794878982,0.09039829284746209,0.25581124993998083,14,3,58.69565217391305,0.007542549446893755,Apul
FUN_012606,1,17,17,-0.02567908866485174,-0.06654004420351661,0.19308658741353107,1,1,5.88235294117647,0.007542549446893755,Apul
FUN_025068,1,13,13,0.2620457959322998,0.15667471735786398,0.27901092886602086,3,2,84.61538461538461,0.008439363350820267,Apul
FUN_028136,3,8,8,0.34381228898739724,0.49689034328766346,0.4654380242889102,6,4,87.5,0.008714402798639017,Apul
FUN_007090,2,10,10,-0.24470522367378642,-0.44073365090551575,0.41106512546621343,8,1,30.0,0.008954300669374157,Apul
FUN_017234,1,1,1,0.7865362491538083,0.7865362491538083,,1,1,100.0,0.008954300669374157,Apul
FUN_026691,1,17,17,0.08051935475032317,-0.05553526128800881,0.2680690979130784,3,2,29.411764705882355,0.009401026877768042,Apul
FUN_040911,12,69,69,0.25540857014216134,0.23294526620003492,0.18251597597506933,20,3,97.10144927536231,0.009405198627380953,Apul
FUN_002138,2,18,18,0.4442727557352737,0.4530367061731848,0.13615457942503761,16,1,100.0,0.009719788336785141,Apul
FUN_022790,2,5,5,0.6351326409630339,0.6097425241242921,0.05208689703806651,5,4,100.0,0.00983338937445291,Apul
FUN_018346,3,19,19,0.26503918074934424,0.19583962627252904,0.22030134957700853,5,3,94.73684210526315,0.00983338937445291,Apul
FUN_038795,4,43,43,0.14479123001069258,0.14846618653337001,0.26538692412587717,9,1,69.76744186046511,0.009948823682042042,Apul
FUN_026203,6,58,58,0.042766322566749566,-0.06535319966587544,0.24507384560257295,8,2,29.310344827586203,0.009948823682042042,Apul
FUN_013547,3,37,37,0.3047444554830388,0.3751148578662603,0.2627988988823159,18,1,89.1891891891892,0.009948823682042042,Apul
FUN_040140,2,18,18,0.0248054864934833,-0.03450720120401675,0.2831679571676057,2,2,27.77777777777778,0.009985352075682588,Apul
FUN_020979,1,11,11,-0.27158488867828506,-0.5045030211216766,0.47275881665010216,10,1,18.181818181818183,0.010021921081883533,Apul
FUN_043484,1,17,17,-0.3111662968141796,-0.3154867065343525,0.3155751845710984,6,3,17.647058823529413,0.010072043034861268,Apul
FUN_007048,4,30,30,-0.004964760388231097,-0.055897283446904575,0.1660916583802876,1,1,13.333333333333334,0.010949504722102448,Apul
FUN_014104,3,29,29,0.006101521547634721,-0.064453125,0.20844069196008758,3,1,24.137931034482758,0.010949504722102448,Apul
FUN_005445,1,37,37,0.5702799578916146,0.6221802394020155,0.1969499780072199,33,7,94.5945945945946,0.011362004897183265,Apul
FUN_019337,2,2,2,0.5903119095196857,0.5903119095196857,0.25152467708823834,2,1,100.0,0.011723982363051878,Apul
FUN_015143,1,6,6,0.03568208891217232,-0.064568982012255,0.3301791228805821,1,1,16.666666666666664,0.012057537037637187,Apul
FUN_001188,7,24,24,0.2388232226892719,0.20885006458401845,0.3001985579718009,10,3,79.16666666666666,0.012057537037637187,Apul
FUN_017304,1,13,13,0.3929230607626597,0.44372317648543713,0.22039597589004478,9,2,92.3076923076923,0.01240997563276922,Apul
FUN_033296,2,6,6,0.49215016294643865,0.4920166526750535,0.17557495150700728,5,1,100.0,0.01240997563276922,Apul
FUN_023131,4,20,20,-0.05989545327885867,-0.09243650703094003,0.21787922068635157,1,1,10.0,0.012527139823894745,Apul
FUN_025774,4,8,8,-0.22773693819811208,-0.24954400075541808,0.27082744784300783,2,1,12.5,0.01272926607567623,Apul
FUN_005844,2,5,5,0.5863589643668282,0.5529923739400151,0.07566301573888465,5,1,100.0,0.012744837590585882,Apul
FUN_007138,1,6,6,0.07585524801146554,-0.03571428571428571,0.31624661729786446,1,1,16.666666666666664,0.012775152577575477,Apul
FUN_039819,5,34,34,0.13890632827170785,0.16227557122760572,0.2745365577121525,6,2,67.64705882352942,0.012996021188132947,Apul
FUN_034090,16,57,57,0.14875608386253744,0.12139918152341214,0.2424684516772604,14,1,66.66666666666666,0.013084342766886891,Apul
FUN_042953,5,36,36,0.04668547826764026,0.01682598456631539,0.2534181847149566,4,2,55.55555555555556,0.013084342766886891,Apul
FUN_004514,13,28,28,0.209483546939939,0.23628399728000496,0.23142649871303123,6,2,78.57142857142857,0.013660042929317284,Apul
FUN_017978,5,13,13,0.25054276776302015,0.21042715530065367,0.3989179902958308,6,5,53.84615384615385,0.013930878889770668,Apul
FUN_016291,1,1,1,0.6761578989948855,0.6761578989948855,,1,1,100.0,0.014028499716419632,Apul
FUN_042342,1,24,24,0.09543870571415987,0.024760288899903823,0.2345074123771742,2,1,62.5,0.014626998558906193,Apul
FUN_006297,2,9,9,0.27499733630324086,0.23781858612486872,0.2781141100254127,3,1,77.77777777777779,0.014626998558906193,Apul
FUN_019161,2,3,3,0.4143034091620092,0.29382228066098715,0.2956012692119887,1,1,100.0,0.014626998558906193,Apul
FUN_027979,4,5,5,0.15475142350620485,0.1526894947311232,0.4083335363672856,1,1,60.0,0.014688834522491765,Apul
FUN_036124,4,33,33,0.049904156659779014,0.013340176204368016,0.21489306599736033,4,1,60.60606060606061,0.01470060541279165,Apul
FUN_001894,1,32,32,0.3280692414016538,0.31551184795769316,0.1805755076204223,12,2,100.0,0.015006431831566221,Apul
FUN_027502,4,11,11,0.44459610111797504,0.43058840208911636,0.1928201197143014,7,2,100.0,0.015209246315006046,Apul
FUN_041585,2,6,6,0.33256819569519547,0.3077875501459787,0.2799035597670084,3,1,83.33333333333334,0.01528540022915049,Apul
FUN_025760,8,46,46,0.07942024893360208,0.07388582403248761,0.20758007493049987,3,1,63.04347826086957,0.01528540022915049,Apul
FUN_043836,1,12,12,0.007091948541488744,-0.041670467068808406,0.21860159946652372,1,1,8.333333333333332,0.01528540022915049,Apul
FUN_028090,1,4,4,0.6629213988058713,0.674186778909585,0.044253798838036304,4,3,100.0,0.015833530864557497,Apul
FUN_016706,9,43,43,0.0910070406943046,0.1558488807686758,0.2943771966342723,7,1,60.46511627906976,0.01588569595547208,Apul
FUN_007655,7,35,35,0.034438764489583495,-0.05135493396822058,0.20232849726338148,2,1,34.285714285714285,0.016072465940025468,Apul
FUN_022065,8,25,25,-0.03621912483103,-0.09869869206592036,0.23621039507753155,2,1,20.0,0.016072465940025468,Apul
FUN_038211,5,103,103,0.03974626201629487,-0.07206288662372261,0.21944938993561827,14,1,37.86407766990291,0.016072465940025468,Apul
FUN_020914,1,3,3,0.34411343295756075,0.26162744860339926,0.2737313076844501,1,1,100.0,0.016278681179421783,Apul
FUN_007154,18,94,94,0.09467226524438989,0.11610759656568523,0.2290370127533436,12,1,59.57446808510638,0.016294388661790067,Apul
FUN_028089,7,26,26,0.023520763604415847,-0.07257930911169988,0.28596810076141416,3,2,42.30769230769231,0.016852847737907458,Apul
FUN_001890,1,13,13,-0.6078350830816105,-0.6116128644967985,0.09235956467295738,12,5,0.0,0.016852847737907458,Apul
FUN_042321,1,2,2,0.6631650597678513,0.6631650597678513,0.040731953576610976,2,2,100.0,0.016852847737907458,Apul
FUN_039957,2,77,77,0.10631772783380497,0.11774617147407318,0.27421685546380486,9,4,64.93506493506493,0.016852847737907458,Apul
FUN_037876,6,16,16,0.248578856715957,0.2992980106401538,0.358444052451229,7,2,81.25,0.017132680948940687,Apul
FUN_012744,3,25,25,0.3008372613180217,0.34773426444421035,0.2611448640534908,12,5,76.0,0.017236829429879242,Apul
FUN_008064,4,28,28,0.10886029780446176,-0.048875696149764336,0.29663718450292637,8,3,32.142857142857146,0.017236829429879242,Apul
FUN_037403,4,108,108,0.0035692257852170985,-0.06699965749037382,0.24042958351442167,8,2,42.592592592592595,0.017236829429879242,Apul
FUN_008953,25,124,124,0.03626006046568433,0.041609104877051356,0.20164650819935612,6,1,58.87096774193549,0.017236829429879242,Apul
FUN_011449,2,8,8,0.18378678383083752,0.19664215686205544,0.2782464129410365,2,1,75.0,0.017236829429879242,Apul
FUN_032428,5,26,26,-0.07965024164608216,-0.1299814980750408,0.2882204321166007,6,2,26.923076923076923,0.01729990869511941,Apul
FUN_025133,2,20,20,0.17047929691265978,0.13566040133896923,0.2176592141246643,3,1,85.0,0.017510773115989586,Apul
FUN_005116,1,13,13,0.4071004662787786,0.3957160365101463,0.1445452013242677,7,1,100.0,0.018240917237842907,Apul
FUN_042029,6,84,84,0.028341768982250486,0.026258574504283143,0.18823698623959495,2,1,58.333333333333336,0.018244713737889804,Apul
FUN_006561,2,20,20,0.26115770343251327,0.30862993268026206,0.29637114223407335,7,1,75.0,0.018374767150021273,Apul
FUN_034133,3,25,25,0.16983035131315716,0.03992303642622942,0.31613582637024806,7,3,68.0,0.018503360288790165,Apul
FUN_038524,47,155,155,0.17349004861658077,0.1912281630267382,0.24744319911046347,36,3,76.77419354838709,0.018860236503140605,Apul
FUN_007654,9,54,54,0.0492704900400373,-0.0555301798287299,0.24044084715220013,7,4,22.22222222222222,0.018902177136770993,Apul
FUN_012651,2,4,4,0.2196092034895546,0.13144859840130024,0.35417986367463355,1,1,75.0,0.019688519550710177,Apul
FUN_012398,5,25,25,0.1101283965532716,0.051646385771049734,0.19354400018891024,1,1,64.0,0.019688519550710177,Apul
FUN_008613,3,29,29,0.16994248097596734,0.22130524025020312,0.25012141953174294,4,2,72.41379310344827,0.019688519550710177,Apul
FUN_033764,9,47,47,0.04636288451535621,0.022781676188997135,0.21023646240345034,2,1,55.319148936170215,0.019688519550710177,Apul
FUN_001363,7,36,36,-0.005897664536580398,-0.07227733800055125,0.22671811699611588,4,2,13.88888888888889,0.019688519550710177,Apul
FUN_042177,1,26,26,0.2671772752059924,0.24902852369003076,0.17030134477337797,9,2,96.15384615384616,0.019688519550710177,Apul
FUN_040119,1,7,7,0.06301373891192355,-0.04000000000000001,0.2897646869534934,1,1,14.285714285714285,0.019688519550710177,Apul
FUN_007977,18,100,100,0.09489617891439896,0.027828413855634476,0.2860544171558429,20,4,55.00000000000001,0.019688519550710177,Apul
FUN_026175,2,28,28,0.17753701948430045,-0.043557168784029036,0.3188944938982302,8,4,46.42857142857143,0.019688519550710177,Apul
FUN_003198,3,14,14,0.058904257938756234,-0.10222556095668148,0.30293487677032216,3,1,35.714285714285715,0.019688519550710177,Apul
FUN_028179,2,88,88,0.043703322735841904,-0.02366618932031393,0.20422744295876913,7,1,45.45454545454545,0.019688519550710177,Apul
FUN_002108,1,1,1,0.7196229171289246,0.7196229171289246,,1,1,100.0,0.019688519550710177,Apul
FUN_011274,2,25,25,-0.015671399786659008,-0.06919529355883657,0.18424510009737569,2,1,12.0,0.019688519550710177,Apul
FUN_036328,1,19,19,0.36980350246048643,0.4771688384947366,0.26249736047128364,15,2,78.94736842105263,0.019688519550710177,Apul
FUN_027606,2,11,11,0.3234997128933475,0.33725823384186887,0.2799291147298835,5,1,81.81818181818183,0.019688519550710177,Apul
FUN_040141,2,4,4,0.15952782783216146,0.12469688906820736,0.3723209943368329,1,1,75.0,0.020023584697797744,Apul
FUN_037239,1,1,1,-0.6843153678438582,-0.6843153678438582,,1,1,0.0,0.02035616637686151,Apul
FUN_008949,4,9,9,0.0977987391343312,0.1727558316330784,0.4687538982952308,5,2,55.55555555555556,0.020386075397820072,Apul
FUN_012094,3,27,27,0.363128700077061,0.5678360018274067,0.3960470841753888,17,6,70.37037037037037,0.020386075397820072,Apul
FUN_035268,1,3,3,0.5402983662804973,0.6067477345338316,0.26707054570576627,2,1,100.0,0.02112341350672126,Apul
FUN_003862,1,9,9,0.4983068776736219,0.5427538103340458,0.13545164390097653,8,2,100.0,0.02133824462193161,Apul
FUN_029508,3,21,21,0.023793553991094358,-0.032258064516129024,0.20460230000086535,1,1,33.33333333333333,0.021414804213921376,Apul
FUN_006149,7,33,33,-0.04733896426335219,-0.07535938244226595,0.1651533299399659,1,1,18.181818181818183,0.021414804213921376,Apul
FUN_032393,7,70,70,0.13097413815835582,0.13063370929244944,0.25672245767802226,14,2,68.57142857142857,0.021414804213921376,Apul
FUN_039031,6,53,53,0.057241504823570294,-0.0752556893779424,0.23090961378534747,9,3,33.9622641509434,0.021414804213921376,Apul
FUN_008698,13,88,88,-0.04294334856494442,-0.1120744082211568,0.21325785999980512,6,2,23.863636363636363,0.021414804213921376,Apul
FUN_026567,3,12,12,0.16869581210151344,0.11932426241962232,0.25206284198730894,2,1,83.33333333333334,0.021414804213921376,Apul
FUN_024441,9,57,57,0.06818616509789209,0.07105786006337804,0.23371984216431704,5,1,68.42105263157895,0.0222359188247102,Apul
FUN_001651,4,20,20,-0.032134683308722815,-0.07092378138722275,0.2893863910394441,6,1,40.0,0.022392925998011563,Apul
FUN_029715,2,15,15,0.08442797244166401,0.19156945278507892,0.38803623362861517,3,1,60.0,0.02256873460369009,Apul
FUN_001036,8,34,34,0.05947578094047675,-0.06569707444501538,0.32189997372374485,6,2,44.11764705882353,0.023036439313282326,Apul
