gene_id,n_exons,n_cpgs,n_pairs,mean_correlation,median_correlation,sd_correlation,n_sig_p05,n_sig_fdr10,pct_positive,min_p_adj,species
gene-Peve_00037764,1,26,26,0.2632491589840025,-0.04761904761904761,0.38989863059674723,12,8,46.15384615384615,0.0,Peve
gene-Peve_00015139,5,18,18,0.06716740293830968,-0.04347826086956522,0.29960359764239036,3,1,16.666666666666664,0.0,Peve
gene-Peve_00015956,2,15,15,0.23901786041298406,-0.04347826086956522,0.3594366720069665,5,3,46.666666666666664,0.0,Peve
gene-Peve_00029913,1,1,1,1.0,1.0,,1,1,100.0,0.0,Peve
gene-Peve_00016693,2,16,16,0.14639700644074732,-0.0642685872201376,0.35670737520203255,5,1,31.25,0.0,Peve
gene-Peve_00037395,4,9,9,0.3602302595967548,0.5000000000000001,0.4205460748850281,5,3,55.55555555555556,0.0,Peve
gene-Peve_00037924,13,39,39,0.004429009914957262,-0.04347826086956522,0.20766111367322326,2,2,7.6923076923076925,0.0,Peve
gene-Peve_00019141,2,42,42,0.05362624580756175,-0.06909202393280184,0.2758924503555234,6,2,26.190476190476193,0.0,Peve
gene-Peve_00019292,1,4,4,0.16189864745137145,-0.10184685257653345,0.560020412328725,1,1,25.0,0.0,Peve
gene-Peve_00035432,1,2,2,0.4772727272727273,0.4772727272727273,0.7392479985132088,1,1,50.0,0.0,Peve
gene-Peve_00024296,6,60,60,0.05028820360681682,0.018664212368896017,0.21313494640483927,2,1,55.00000000000001,0.0,Peve
gene-Peve_00024302,1,4,4,0.19598618774523469,-0.0625442313391578,0.5362377259425197,1,1,25.0,0.0,Peve
gene-Peve_00024569,5,36,36,0.10466606512772689,0.09244942352984457,0.3018307013382519,4,1,52.77777777777778,0.0,Peve
gene-Peve_00000181,2,18,18,0.3312222666476257,0.49947320881217117,0.36468799260357737,10,4,55.55555555555556,0.0,Peve
gene-Peve_00033257,4,14,14,0.3125660965312041,0.3920983379501385,0.4388455143124565,5,2,57.14285714285714,0.0,Peve
gene-Peve_00033012,1,1,1,1.0,1.0,,1,1,100.0,0.0,Peve
gene-Peve_00024108,2,11,11,0.22383378375478183,-0.06572716413465648,0.49865854087686245,3,3,27.27272727272727,0.0,Peve
gene-Peve_00024570,6,12,12,0.0006247312625619524,-0.08555053827716393,0.32115151701980693,1,1,16.666666666666664,0.0,Peve
gene-Peve_00024709,9,44,44,0.002994354509646721,-0.05012531328320802,0.2680669868801789,1,1,43.18181818181818,0.0,Peve
gene-Peve_00025907,2,9,9,0.006226142002926865,-0.11905473555017615,0.377707958616656,1,1,11.11111111111111,0.0,Peve
gene-Peve_00024753,1,3,3,0.29281338274910745,-0.05263157894736842,0.6124957789827985,1,1,33.33333333333333,0.0,Peve
gene-Peve_00032186,2,45,45,0.036872485640780175,0.013337894076867892,0.2845274999223515,3,2,51.11111111111111,0.0,Peve
gene-Peve_00025353,10,19,19,0.06361261080614557,-0.05602245284076826,0.3949802519125306,3,2,42.10526315789473,0.0,Peve
gene-Peve_00025577,3,7,7,0.17428475335560606,-0.04545454545454546,0.38967803473816687,1,1,42.857142857142854,0.0,Peve
gene-Peve_00024654,1,1,1,1.0,1.0,,1,1,100.0,0.0,Peve
gene-Peve_00038645,1,5,5,0.6185074998354219,0.576981943621554,0.4273150189879318,4,2,80.0,0.0,Peve
gene-Peve_00023651,1,7,7,0.6100187428458597,0.6521119535785248,0.38627351829374573,5,3,85.71428571428571,0.0,Peve
gene-Peve_00023470,5,24,24,0.08304373946623789,-0.05131578947368422,0.3527916851947578,3,3,20.833333333333336,0.0,Peve
gene-Peve_00019713,4,16,16,0.23477091293139327,0.15126330939711075,0.31676291503963055,3,1,75.0,0.0,Peve
gene-Peve_00020005,3,7,7,0.30009812191258406,-0.041666666666666664,0.45213951473051356,3,1,42.857142857142854,0.0,Peve
gene-Peve_00035133,2,14,14,-0.015740362024487326,-0.08569126026972322,0.29408796459272063,1,1,7.142857142857142,0.0,Peve
gene-Peve_00020329,1,5,5,0.6688830722058354,0.6634214346853741,0.20060142921253196,5,3,100.0,0.0,Peve
gene-Peve_00026452,5,9,9,0.2549319376048617,-0.05000000000000001,0.4849333928049098,3,3,33.33333333333333,0.0,Peve
gene-Peve_00034753,3,9,9,0.14616594991105641,-0.04761904761904761,0.4116280111807638,2,2,22.22222222222222,0.0,Peve
gene-Peve_00033608,1,7,7,0.4646847738611829,0.4245178671164899,0.3914749335746815,4,1,85.71428571428571,0.0,Peve
gene-Peve_00021400,1,2,2,1.0,1.0,0.0,2,2,100.0,0.0,Peve
gene-Peve_00021845,2,33,33,0.05438509861751195,-0.050921873638800394,0.2719858809258565,4,2,24.242424242424242,0.0,Peve
gene-Peve_00026411,1,7,7,0.14973640183514209,-0.05263157894736842,0.4067897300805077,1,1,28.57142857142857,0.0,Peve
gene-Peve_00026403,8,66,66,0.01850332413083885,-0.04738125501707141,0.2102904536417954,6,1,42.42424242424242,0.0,Peve
gene-Peve_00021984,7,44,44,0.14977186669402712,-0.06576116681531669,0.37600057624144356,11,6,31.818181818181817,0.0,Peve
gene-Peve_00031519,3,14,14,-0.06387137886707113,-0.14629948388233577,0.3299415504405273,1,1,21.428571428571427,0.0,Peve
gene-Peve_00023344,9,22,22,0.0236348267413618,-0.08270446254610916,0.279024552625161,3,1,18.181818181818183,0.0,Peve
gene-Peve_00021698,4,18,18,0.05296628390527526,-0.04880952380952381,0.2873701810673704,2,1,22.22222222222222,0.0,Peve
gene-Peve_00038685,5,39,39,-0.04003755388346246,-0.06281001030561872,0.1720750749497448,1,1,2.564102564102564,0.0,Peve
gene-Peve_00014515,4,8,8,0.24862965484248384,-0.046739130434782616,0.4458788890129937,3,1,37.5,0.0,Peve
gene-Peve_00014245,1,3,3,0.27872597378503516,-0.05000000000000001,0.6254562175723398,1,1,33.33333333333333,0.0,Peve
gene-Peve_00006657,1,4,4,0.20329007450229958,-0.05719140912992729,0.5312751342853658,1,1,25.0,0.0,Peve
gene-Peve_00006186,1,10,10,0.3795153389830191,0.28322262113581886,0.47013976767757587,5,4,50.0,0.0,Peve
gene-Peve_00005120,10,40,40,0.07135237618314502,0.05534886925030573,0.28771268266660843,3,2,62.5,0.0,Peve
gene-Peve_00004653,3,9,9,0.12755863426379416,-0.03703703703703703,0.3496857542096938,1,1,44.44444444444444,0.0,Peve
gene-Peve_00004494,4,16,16,0.05410904009915088,-0.07264709693476043,0.31518701803632077,2,1,18.75,0.0,Peve
gene-Peve_00014336,1,6,6,0.1272017152847634,-0.04634975536174836,0.42771293311103753,1,1,16.666666666666664,0.0,Peve
gene-Peve_00001742,2,9,9,0.0721127892181595,-0.08233397804228351,0.3575587904552486,1,1,33.33333333333333,0.0,Peve
gene-Peve_00045001,1,6,6,0.1064801039673038,-0.07104654259943412,0.43800820067737917,1,1,16.666666666666664,0.0,Peve
gene-Peve_00042044,1,32,32,0.1735418258593721,-0.04761904761904761,0.3867450711462412,9,7,28.125,0.0,Peve
gene-Peve_00027865,4,53,53,-0.035782480574547575,-0.05408466103452955,0.23971215190068731,3,2,15.09433962264151,0.0,Peve
gene-Peve_00004121,1,4,4,0.20033017477833562,-0.060037965674997404,0.5332814602977144,1,1,25.0,0.0,Peve
gene-Peve_00042130,1,6,6,0.09050336080808367,-0.09096678634074566,0.4456711080137182,1,1,16.666666666666664,0.0,Peve
gene-Peve_00003791,1,11,11,0.29623010896512375,-0.04545454545454546,0.49966775959215515,4,3,36.36363636363637,0.0,Peve
gene-Peve_00041600,1,10,10,0.13043177172144502,-0.042572463768115944,0.37627412188602577,2,1,20.0,0.0,Peve
gene-Peve_00042338,2,7,7,0.2561238002705705,0.03997397933843209,0.4679736817906253,3,2,57.14285714285714,0.0,Peve
gene-Peve_00003735,10,99,99,0.02951870180897271,-0.05768882040742383,0.20769433690554218,6,1,39.39393939393939,0.0,Peve
gene-Peve_00001995,1,20,20,0.1803525717247683,-0.061475331673102374,0.36393291903161484,6,1,40.0,0.0,Peve
gene-Peve_00003434,4,10,10,0.18621716105723543,0.11860292549789782,0.36561155310070537,2,1,60.0,0.0,Peve
gene-Peve_00003137,8,64,64,0.024732202911924926,-0.05333942961652559,0.2363693724772369,7,2,31.25,0.0,Peve
gene-Peve_00003069,2,8,8,0.5107981090720488,0.6156843260910951,0.4900693566270576,5,3,62.5,0.0,Peve
gene-Peve_00044985,1,2,2,0.4772727272727273,0.4772727272727273,0.7392479985132088,1,1,50.0,0.0,Peve
gene-Peve_00003004,4,11,11,0.017194712432193896,-0.06892827280530912,0.3275123682701359,1,1,9.090909090909092,0.0,Peve
gene-Peve_00044032,1,2,2,0.4736842105263158,0.4736842105263158,0.7443229275647869,1,1,50.0,0.0,Peve
gene-Peve_00028215,1,4,4,0.21029981069793763,-0.046536796536796536,0.5265452522450642,1,1,25.0,0.0,Peve
gene-Peve_00044241,7,32,32,-0.04691966935390021,-0.07382632377075612,0.22051559951471272,1,1,15.625,0.0,Peve
gene-Peve_00002447,3,30,30,0.012486800424671008,-0.08924662052941632,0.28375702982514506,3,2,16.666666666666664,0.0,Peve
gene-Peve_00044337,13,159,159,0.046460818371129455,-0.038461538461538464,0.22334810759864437,10,1,49.056603773584904,0.0,Peve
gene-Peve_00028177,2,17,17,0.1787182038405453,-0.05333942961652559,0.3565541133769781,5,3,41.17647058823529,0.0,Peve
gene-Peve_00003790,1,23,23,0.23224499958692957,-0.04347826086956522,0.4548451571948278,7,5,30.434782608695656,0.0,Peve
gene-Peve_00044429,1,8,8,0.6559999397840192,0.66248430906591,0.3974287101411152,7,4,87.5,0.0,Peve
gene-Peve_00007418,2,23,23,0.06316466242552177,-0.05263157894736842,0.27431476879725286,4,1,26.08695652173913,0.0,Peve
gene-Peve_00007450,1,45,45,0.026469653073667797,-0.05768882040742383,0.25309754563683146,5,2,13.333333333333334,0.0,Peve
gene-Peve_00000567,1,1,1,1.0,1.0,,1,1,100.0,0.0,Peve
gene-Peve_00013624,2,3,3,0.268589500427152,-0.09281641882036987,0.6334346638818679,1,1,33.33333333333333,0.0,Peve
gene-Peve_00038843,7,61,61,0.05481985481677974,-0.05542897631714555,0.27044549955815206,8,1,19.672131147540984,0.0,Peve
gene-Peve_00013504,6,14,14,-0.027233289966075862,-0.15705728851843942,0.39576457674169985,2,1,35.714285714285715,0.0,Peve
gene-Peve_00013242,4,9,9,0.27579933105684645,0.2444428865273773,0.40529224521476,3,2,66.66666666666666,0.0,Peve
gene-Peve_00001073,1,18,18,0.07791394602959634,-0.04272727272727274,0.2945512308091611,3,1,16.666666666666664,0.0,Peve
gene-Peve_00012382,2,9,9,0.04256178308400468,-0.05333942961652559,0.38683613528008715,1,1,33.33333333333333,0.0,Peve
gene-Peve_00039562,2,5,5,0.5326432164873809,0.5488931869485569,0.4763302750000897,3,2,80.0,0.0,Peve
gene-Peve_00011880,12,44,44,0.03280628197290857,-0.031323877698997624,0.3769117235112995,5,4,47.72727272727273,0.0,Peve
gene-Peve_00039750,8,42,42,-0.013233670141525428,-0.05490916643477292,0.21355816412707304,1,1,35.714285714285715,0.0,Peve
gene-Peve_00011655,1,37,37,0.017027747801347574,-0.07207099718229355,0.2622474483262362,4,2,13.513513513513514,0.0,Peve
gene-Peve_00039860,2,38,38,0.07664865744975481,-0.04347826086956522,0.28558459932998737,6,4,18.421052631578945,0.0,Peve
gene-Peve_00041458,2,6,6,0.2785763616171039,-0.06318296053210588,0.5591320871205283,2,2,33.33333333333333,0.0,Peve
gene-Peve_00039870,1,10,10,0.5657326917696857,0.6571618499297167,0.2660317898302024,9,3,90.0,0.0,Peve
gene-Peve_00001096,9,36,36,0.09736685748274608,0.004870521669852102,0.38354892444084543,7,5,50.0,0.0,Peve
gene-Peve_00007713,2,4,4,0.12498849355593471,-0.15482861487428473,0.5837439074119052,1,1,25.0,0.0,Peve
gene-Peve_00030306,1,4,4,0.33180182052635,0.19450204430567547,0.5014211381306859,2,1,50.0,0.0,Peve
gene-Peve_00008108,1,16,16,0.3148696814632866,0.42210881318993043,0.35546039240775545,8,1,62.5,0.0,Peve
gene-Peve_00008321,1,1,1,1.0,1.0,,1,1,100.0,0.0,Peve
gene-Peve_00009792,1,4,4,0.8542805274343206,0.8618734322278729,0.1687185786696403,4,4,100.0,0.0,Peve
gene-Peve_00001456,10,66,66,0.05459137485805643,0.05155180308815747,0.25687743788773465,3,2,56.060606060606055,0.0,Peve
gene-Peve_00045193,2,25,25,-0.043572729166027654,-0.1625578665318472,0.2814981787165757,1,1,36.0,0.0,Peve
gene-Peve_00002163,2,30,30,-0.008044601534363512,-0.08420947714168112,0.271949794558536,3,2,13.333333333333334,0.0,Peve
gene-Peve_00040091,3,9,9,0.09163623571878679,-0.09096678634074568,0.4447287329671281,2,2,22.22222222222222,0.0,Peve
gene-Peve_00039968,1,9,9,0.27374814563331523,0.030627045380673144,0.4121739852114461,3,1,55.55555555555556,0.0,Peve
gene-Peve_00010027,3,14,14,0.4689968034020072,0.6006305984236827,0.4962043823588552,8,5,57.14285714285714,0.0,Peve
gene-Peve_00027803,2,8,8,0.5365715175434056,0.5242563623573073,0.23565477508250446,5,2,100.0,0.0,Peve
gene-Peve_00040598,5,10,10,0.2861223213680854,0.14979241161975565,0.4018472428303931,3,2,50.0,0.0,Peve
gene-Peve_00014728,14,65,65,0.04751011057703937,-0.019738657615513636,0.24945550664409785,6,4,47.69230769230769,5.021818231196645e-233,Peve
gene-Peve_00020241,5,21,21,0.03255948971583524,-0.05000000000000001,0.24968523606102758,1,1,14.285714285714285,5.021818231196645e-233,Peve
gene-Peve_00010204,2,8,8,0.06253451826626089,-0.04160801808830714,0.38614658125816054,1,1,12.5,5.021818231196645e-233,Peve
gene-Peve_00045226,1,4,4,0.21753695212446883,-0.03485576923076923,0.5217864979825121,1,1,25.0,8.610798947507167e-198,Peve
gene-Peve_00002075,1,17,17,-0.021420891124914448,-0.08233397804228353,0.2719987766294422,1,1,17.647058823529413,8.610798947507167e-198,Peve
gene-Peve_00019372,1,14,14,0.024660845409166413,-0.04761904761904761,0.28089789100130713,1,1,7.142857142857142,8.610798947507167e-198,Peve
gene-Peve_00010011,3,7,7,0.09885732721351208,-0.04761904761904761,0.39742455721534,1,1,14.285714285714285,8.610798947507167e-198,Peve
gene-Peve_00012510,3,19,19,0.010722417905414488,-0.0640808567270071,0.24667777518891285,1,1,21.052631578947366,8.610798947507167e-198,Peve
gene-Peve_00025637,1,9,9,0.412890300320671,0.38334585358755563,0.27219126259033666,4,1,88.88888888888889,1.5753170046634237e-24,Peve
gene-Peve_00022148,4,13,13,0.5525922226177225,0.6768166564679985,0.4078146984961726,10,6,76.92307692307693,1.8749253615231872e-23,Peve
gene-Peve_00042026,1,2,2,0.9107977332021757,0.9107977332021757,0.04340274313982014,2,2,100.0,4.538826134297831e-08,Peve
gene-Peve_00039913,14,56,56,0.07891697235044992,-0.050181302087165515,0.24610019152932178,12,3,28.57142857142857,7.02324351295717e-07,Peve
gene-Peve_00019472,10,40,40,0.04217786709197112,-0.02004459314343183,0.26977687703990866,4,3,47.5,2.8873715634147767e-06,Peve
gene-Peve_00017344,1,1,1,0.8785982674819378,0.8785982674819378,,1,1,100.0,3.4284941838392157e-06,Peve
gene-Peve_00003497,2,22,22,0.1765874497681779,0.11955489550986965,0.24329017529753577,4,1,72.72727272727273,6.801217678252089e-06,Peve
gene-Peve_00025882,1,22,22,0.22112098187212767,0.20743957862339846,0.21211429271644486,4,2,81.81818181818183,2.7043450939274503e-05,Peve
gene-Peve_00023430,7,32,32,0.048256559584415354,-0.003963145460372591,0.2644378222689856,2,2,50.0,2.86215521532321e-05,Peve
gene-Peve_00027957,1,5,5,0.4717854740892811,0.539699477286047,0.31055006706926414,4,1,80.0,3.629408850251073e-05,Peve
gene-Peve_00038242,3,27,27,0.27659892187086715,0.17975044554065722,0.37864537054357156,9,7,70.37037037037037,4.067463332048045e-05,Peve
gene-Peve_00016075,1,11,11,0.4511367791541245,0.5954833355812766,0.34662108127367736,8,5,72.72727272727273,4.4953631742801004e-05,Peve
gene-Peve_00026301,8,104,104,-0.03606674054841902,-0.04724545510086145,0.22940508941523713,4,1,41.34615384615385,4.5134330972402275e-05,Peve
gene-Peve_00045349,2,11,11,0.7790853441943084,0.7853992871277519,0.06566723867391584,11,10,100.0,0.00011126115054102308,Peve
gene-Peve_00034241,1,17,17,0.3966309177974887,0.43117266067392007,0.22233232180072438,13,2,88.23529411764706,0.00019745610682873367,Peve
gene-Peve_00039915,1,23,23,0.09894591443094107,-0.05143444998736397,0.27208463451270787,3,1,34.78260869565217,0.00021395913494299022,Peve
gene-Peve_00021983,3,104,104,0.5956471249841879,0.6070607408918629,0.11444181290627009,98,50,99.03846153846155,0.000237571741802195,Peve
gene-Peve_00038359,7,9,9,0.3086550558569507,0.3951556760775207,0.39057539380350553,4,3,77.77777777777779,0.0003603553277385464,Peve
gene-Peve_00002469,1,12,12,0.14805920151203256,0.17342548867225288,0.2837031616797715,2,1,58.333333333333336,0.00041229115223109314,Peve
gene-Peve_00032398,2,8,8,0.3206154214158956,0.24891927640215877,0.18647022657391799,1,1,100.0,0.0004617941252328329,Peve
gene-Peve_00020683,7,47,47,0.015581304344567693,-0.03554152368597061,0.21471923233850687,3,1,42.5531914893617,0.0006214905772518614,Peve
gene-Peve_00016719,1,8,8,0.6479726455365666,0.6316788366974311,0.09815625072802707,8,2,100.0,0.0007463000049964545,Peve
gene-Peve_00002176,2,11,11,0.41882683388339026,0.49945320750174865,0.3022839810227501,7,3,81.81818181818183,0.0008012335946478716,Peve
gene-Peve_00002044,6,16,16,0.11170811995824599,0.057564806475431295,0.29665616774091663,2,1,62.5,0.0009419279622100282,Peve
gene-Peve_00031172,16,114,114,0.010109675929744724,-0.05969209838235435,0.2007837130303771,11,3,25.438596491228072,0.0010494490542919137,Peve
gene-Peve_00026052,4,22,22,-0.03923110325340589,-0.07985443415996765,0.18217514574969149,1,1,9.090909090909092,0.0010494490542919137,Peve
gene-Peve_00007839,2,10,10,0.020664884581039007,-0.04745476691490883,0.24565453280179703,1,1,10.0,0.0010494490542919137,Peve
gene-Peve_00022445,4,14,14,0.27580673868580585,0.28131316840906945,0.3808287951692236,7,3,57.14285714285714,0.0012754027743576515,Peve
gene-Peve_00004385,2,5,5,0.33737169067517014,0.2859166812277736,0.3228454695064758,2,1,80.0,0.0014125681904635203,Peve
gene-Peve_00018253,3,19,19,-0.16861298555787496,-0.2387417676025785,0.3752909721917326,8,3,31.57894736842105,0.0019509525551769256,Peve
gene-Peve_00026474,8,76,76,-0.042623757294777374,-0.0697619874548804,0.1437927463373384,1,1,21.052631578947366,0.002091785824673703,Peve
gene-Peve_00029927,2,19,19,0.05863822497418699,-0.06657163216836422,0.2812672257064412,3,1,26.31578947368421,0.002091785824673703,Peve
gene-Peve_00025311,3,7,7,0.06663406102651229,-0.07090542903542231,0.34745719899053634,1,1,28.57142857142857,0.002137277334140373,Peve
gene-Peve_00022585,3,23,23,-0.30850821589371374,-0.5435621313507603,0.4985713841205419,22,10,21.73913043478261,0.002342739335572073,Peve
gene-Peve_00041747,1,9,9,0.7090874470265277,0.7270033129873167,0.04988602820380893,9,9,100.0,0.0023460628322697686,Peve
gene-Peve_00031529,5,71,71,0.48377107886471005,0.5485958827832111,0.17350398667446779,56,27,100.0,0.0024828270123939894,Peve
gene-Peve_00016280,1,3,3,0.4096145968485075,0.7068391507684147,0.5630721147412777,2,2,66.66666666666666,0.002623768019870917,Peve
gene-Peve_00027608,4,36,36,0.10363336794218181,-0.050194971807094514,0.2727497161758203,10,3,36.11111111111111,0.002678396159265813,Peve
gene-Peve_00035787,40,194,194,-0.002400212366689231,-0.0027530229945808777,0.33116500252762554,41,10,48.96907216494845,0.0028674726553931176,Peve
gene-Peve_00038412,1,2,2,0.8198637861273823,0.8198637861273823,0.02909467151013276,2,2,100.0,0.0030016855863320433,Peve
gene-Peve_00018244,10,50,50,0.10491711225876163,0.04716246099105992,0.27979822088418,9,2,60.0,0.003048159904973182,Peve
gene-Peve_00009405,4,50,50,-0.010851586582973907,-0.0371227555506375,0.3525890288474273,24,1,50.0,0.003172587236849774,Peve
gene-Peve_00025687,1,19,19,0.08748277204775748,-0.07865513336811225,0.2764163427836439,2,1,36.84210526315789,0.003172587236849774,Peve
gene-Peve_00010351,2,6,6,0.5396874905705458,0.4937910155923993,0.20184049555334335,5,2,100.0,0.0035845341329008586,Peve
gene-Peve_00037180,20,80,80,0.1172831234438572,0.0548249640945781,0.27341048244540533,17,1,66.25,0.0036003877523469413,Peve
gene-Peve_00044361,2,10,10,0.13204372173061338,-0.05826062930880481,0.323209329624861,3,1,40.0,0.003886034841858383,Peve
gene-Peve_00042672,4,13,13,0.19417412846889762,-0.01679123790240567,0.3510904208243806,5,2,46.15384615384615,0.003886034841858383,Peve
gene-Peve_00009298,1,16,16,0.3947985929099537,0.5403887734908565,0.3216062063405575,11,4,68.75,0.003886034841858383,Peve
gene-Peve_00036713,2,40,40,0.1897207302007208,0.18174144675887394,0.28678713430542674,7,2,62.5,0.0039711796036578356,Peve
gene-Peve_00012593,8,30,30,0.16842509995312613,-0.049799825938899187,0.3295546888902151,10,3,36.666666666666664,0.004260777829953428,Peve
gene-Peve_00019490,4,34,34,-0.49326766320955073,-0.5257297457301079,0.12065706309829584,29,9,0.0,0.004339243432502754,Peve
gene-Peve_00015383,2,13,13,0.41006980705251694,0.36209503861776166,0.18824775883099382,6,2,100.0,0.00501125438679984,Peve
gene-Peve_00042660,1,106,106,-0.15303863917380406,-0.1616173202173018,0.20589262607453457,24,2,19.81132075471698,0.005290297739668565,Peve
gene-Peve_00006899,2,20,20,-0.024662781168876317,-0.12610028651983912,0.24583980794975674,1,1,20.0,0.005290297739668565,Peve
gene-Peve_00000817,18,137,137,0.01478984856002916,-0.07008468973601258,0.20786980363136942,19,1,25.547445255474454,0.005290297739668565,Peve
gene-Peve_00035130,3,91,91,0.04313355633965133,-0.049599651877798356,0.2052271303022915,9,1,43.956043956043956,0.005290297739668565,Peve
gene-Peve_00043203,1,8,8,0.47601551915456275,0.4883226367147802,0.1654227600854657,6,1,100.0,0.005590665008015611,Peve
gene-Peve_00044260,1,14,14,-0.38030208119985953,-0.4138510776322055,0.2316983023683101,8,4,7.142857142857142,0.005837393712815323,Peve
gene-Peve_00014459,1,1,1,0.836892528977506,0.836892528977506,,1,1,100.0,0.005977970697581351,Peve
gene-Peve_00035967,5,13,13,0.16979261511093185,0.29078489941167257,0.3609636907620583,3,1,69.23076923076923,0.005977970697581351,Peve
gene-Peve_00028336,4,104,104,-0.3333164268887342,-0.3468060088828594,0.21402589859164023,52,6,5.769230769230769,0.007099896284734657,Peve
gene-Peve_00036523,2,7,7,0.05808941770261237,-0.04487939567607835,0.2917239835922423,1,1,14.285714285714285,0.007099896284734657,Peve
gene-Peve_00038391,3,25,25,0.4076609428279971,0.5057498518079432,0.2557258970073384,21,6,84.0,0.007189560740389822,Peve
gene-Peve_00039392,2,46,46,-0.35093585444091363,-0.41496279419294735,0.23518433784616516,24,7,15.217391304347828,0.007189560740389822,Peve
gene-Peve_00028562,6,26,26,-0.030527495494806982,-0.0786292514523875,0.19422517854563023,1,1,23.076923076923077,0.007582683956281199,Peve
gene-Peve_00003112,3,29,29,0.32555123744430897,0.4113611012180246,0.2993003167546323,15,3,79.3103448275862,0.007664915477054672,Peve
gene-Peve_00044720,2,13,13,0.18897795226441083,0.1919977703882159,0.28569089952605803,5,2,53.84615384615385,0.007785850115377834,Peve
gene-Peve_00009560,9,42,42,-0.04434915087102877,0.0011129988001225034,0.2803813062665193,4,1,50.0,0.007886464015783893,Peve
gene-Peve_00039905,14,53,53,-0.02270868800717754,-0.04487939567607835,0.12855964726291316,2,1,5.660377358490567,0.007886464015783893,Peve
gene-Peve_00032014,1,16,16,-0.0006135183971343189,-0.04097926660575064,0.18208062046295434,1,1,6.25,0.007886464015783893,Peve
gene-Peve_00022587,3,24,24,0.09485912458870736,0.10527136477179316,0.29985298985715575,6,3,79.16666666666666,0.008002720038822792,Peve
gene-Peve_00010545,5,29,29,0.12856366487067422,0.014655306826082279,0.3422497044951923,8,4,51.724137931034484,0.008173657073658571,Peve
gene-Peve_00015294,12,43,43,-0.1203013668071192,-0.1779001783230171,0.2661796480546666,5,2,34.883720930232556,0.008438773159544877,Peve
gene-Peve_00034049,1,25,25,-0.019801611681348023,-0.05547001962252291,0.183814599868898,2,1,8.0,0.008782760265644566,Peve
